country,sex,year,not_classified_000
isl,m,2000,0.050999999046325684
isl,f,2000,0.0
isl,mf,2003,0.8759999871253967
isl,m,2003,0.42500001192092896
isl,f,2003,0.45100000500679016
isl,mf,2004,0.9409999847412109
isl,m,2004,0.5730000138282776
isl,f,2004,0.36800000071525574
isl,mf,2005,1.975000023841858
isl,m,2005,0.8569999933242798
isl,f,2005,1.1180000305175781
isl,mf,2006,1.1929999589920044
isl,m,2006,0.7200000286102295
isl,f,2006,0.4729999899864197
isl,mf,2007,0.8220000267028809
isl,m,2007,0.34299999475479126
isl,f,2007,0.4790000021457672
isl,mf,2008,1.00600004196167
isl,m,2008,0.47999998927116394
isl,f,2008,0.5260000228881836
isl,mf,2009,0.9539999961853027
isl,m,2009,0.3149999976158142
isl,f,2009,0.6380000114440918
isl,mf,2010,1.1299999952316284
isl,m,2010,0.675000011920929
isl,f,2010,0.45399999618530273
isl,mf,2011,1.121999979019165
isl,m,2011,0.5910000205039978
isl,f,2011,0.531000018119812
isl,mf,2012,2.8529999256134033
isl,m,2012,1.3170000314712524
isl,f,2012,1.534999966621399
isl,mf,2013,1.2330000400543213
isl,m,2013,0.7099999785423279
isl,f,2013,0.5230000019073486
isl,mf,2014,1.0809999704360962
isl,m,2014,0.6499999761581421
isl,f,2014,0.4320000112056732
idn,mf,2013,11254.3701171875
idn,m,2013,8407.111328125
idn,f,2013,2847.262939453125
irn,mf,1996,463.0
irn,m,1996,384.0
irn,f,1996,79.0
irn,mf,2007,101.0
irn,m,2007,70.0
irn,f,2007,31.0
irn,mf,2009,0.0
irn,m,2009,0.0
irn,f,2009,0.0
irn,mf,2010,0.0
irn,m,2010,0.0
irn,f,2010,0.0
irl,mf,1984,0.057999998331069946
irl,m,1984,0.029999999329447746
irl,f,1984,0.02800000086426735
irl,mf,1985,0.10899999737739563
irl,m,1985,0.0860000029206276
irl,f,1985,0.02199999988079071
irl,mf,1986,0.39500001072883606
irl,m,1986,0.2669999897480011
irl,f,1986,0.1289999932050705
irl,mf,1987,0.8080000281333923
irl,m,1987,0.4790000021457672
irl,f,1987,0.32899999618530273
irl,mf,1988,0.1770000010728836
irl,m,1988,0.12200000137090683
irl,f,1988,0.054999999701976776
irl,mf,1989,0.04500000178813934
irl,m,1989,0.026000000536441803
irl,f,1989,0.01899999938905239
irl,mf,1990,0.27799999713897705
irl,m,1990,0.23000000417232513
irl,f,1990,0.04800000041723251
irl,mf,1991,0.1770000010728836
irl,m,1991,0.12099999934434891
irl,f,1991,0.0560000017285347
irl,mf,1992,0.28700000047683716
irl,m,1992,0.16699999570846558
irl,f,1992,0.11999999731779099
irl,mf,1993,0.13699999451637268
irl,m,1993,0.07900000363588333
irl,f,1993,0.05700000002980232
irl,mf,1994,0.5860000252723694
irl,m,1994,0.4519999921321869
irl,f,1994,0.13500000536441803
irl,mf,1995,0.4269999861717224
irl,m,1995,0.3400000035762787
irl,f,1995,0.08699999749660492
irl,mf,1996,0.125
irl,m,1996,0.04399999976158142
irl,f,1996,0.08100000023841858
irl,mf,1997,0.42800000309944153
irl,m,1997,0.2590000033378601
irl,f,1997,0.16899999976158142
ita,mf,1988,0.6359999775886536
ita,m,1988,0.0
ita,f,1988,0.6359999775886536
jam,mf,1991,3.0
jam,m,1991,1.5
jam,f,1991,1.5
jam,mf,1992,4.300000190734863
jam,m,1992,2.299999952316284
jam,f,1992,2.0
jam,mf,1993,6.300000190734863
jam,m,1993,3.5999999046325684
jam,f,1993,2.700000047683716
jam,mf,1994,4.800000190734863
jam,m,1994,3.0999999046325684
jam,f,1994,1.7000000476837158
jam,mf,1995,7.400000095367432
jam,m,1995,4.199999809265137
jam,f,1995,3.200000047683716
jam,mf,1996,6.699999809265137
jam,m,1996,3.9000000953674316
jam,f,1996,2.799999952316284
jam,mf,1997,9.899999618530273
jam,m,1997,5.599999904632568
jam,f,1997,4.300000190734863
jam,mf,1998,5.199999809265137
jam,m,1998,3.200000047683716
jam,f,1998,2.0
jam,mf,1999,5.099999904632568
jam,m,1999,2.4000000953674316
jam,f,1999,2.700000047683716
jam,mf,2000,4.300000190734863
jam,m,2000,2.0999999046325684
jam,f,2000,2.200000047683716
jam,mf,2001,4.599999904632568
jam,m,2001,2.9000000953674316
jam,f,2001,1.7000000476837158
jam,mf,2002,3.9000000953674316
jam,m,2002,2.0999999046325684
jam,f,2002,1.7999999523162842
jam,mf,2003,5.099999904632568
jam,m,2003,3.200000047683716
jam,f,2003,1.899999976158142
jam,mf,2004,2.299999952316284
jam,m,2004,1.7000000476837158
jam,f,2004,0.6000000238418579
jam,mf,2005,4.199999809265137
jam,m,2005,2.5
jam,f,2005,1.7000000476837158
jam,mf,2006,3.0
jam,m,2006,0.8999999761581421
jam,f,2006,2.0999999046325684
jam,mf,2007,3.299999952316284
jam,m,2007,1.2999999523162842
jam,f,2007,2.0
jam,mf,2008,2.0
jam,m,2008,0.8999999761581421
jam,f,2008,1.100000023841858
jam,mf,2011,2.299999952316284
jam,m,2011,1.2000000476837158
jam,f,2011,1.100000023841858
jam,mf,2012,1.7000000476837158
jam,m,2012,0.8500000238418579
jam,f,2012,0.8500000238418579
jor,mf,2004,2.4130001068115234
jor,m,2004,1.7960000038146973
jor,f,2004,0.6169999837875366
ken,mf,1999,336.8190002441406
ken,m,1999,197.0570068359375
ken,f,1999,151.5540008544922
kir,mf,2000,3.0
kir,m,2000,1.0
kir,f,2000,2.0
kir,mf,2005,0.01600000075995922
kir,m,2005,0.010999999940395355
kir,f,2005,0.004999999888241291
kir,mf,2010,0.578000009059906
kir,m,2010,0.35499998927116394
kir,f,2010,0.22300000488758087
kgz,mf,2009,138.3000030517578
kgz,m,2009,55.29999923706055
kgz,f,2009,83.0
kgz,mf,2010,151.6999969482422
kgz,m,2010,64.69999694824219
kgz,f,2010,87.0
kgz,mf,2011,147.718994140625
kgz,m,2011,64.27999877929688
kgz,f,2011,83.43900299072266
kgz,mf,2012,138.19400024414062
kgz,m,2012,58.7599983215332
kgz,f,2012,79.43499755859375
kgz,mf,2013,91.21800231933594
kgz,m,2013,36.35900115966797
kgz,f,2013,54.86000061035156
lva,mf,1998,1.9320000410079956
lva,m,1998,1.1230000257492065
lva,f,1998,0.8090000152587891
lva,mf,1999,2.9830000400543213
lva,m,1999,1.1649999618530273
lva,f,1999,1.8179999589920044
lva,mf,2000,1.6019999980926514
lva,m,2000,1.0329999923706055
lva,f,2000,0.5680000185966492
lva,mf,2001,2.257999897003174
lva,m,2001,1.7039999961853027
lva,f,2001,0.5540000200271606
lva,mf,2006,0.12999999523162842
lva,m,2006,0.12999999523162842
lva,f,2006,0.0
lva,mf,2013,0.1809999942779541
lva,m,2013,0.057999998331069946
lva,f,2013,0.12200000137090683
lva,mf,2014,0.07699999958276749
lva,m,2014,0.07699999958276749
lva,f,2014,0.0
lbn,mf,2004,11.399999618530273
lbn,m,2004,8.100000381469727
lbn,f,2004,3.299999952316284
lbn,mf,2007,6.800000190734863
lbn,m,2007,4.5
lbn,f,2007,2.299999952316284
lso,mf,1999,29.466999053955078
lso,m,1999,13.288000106811523
lso,f,1999,16.179000854492188
lso,mf,2008,3.2860000133514404
lso,m,2008,1.8919999599456787
lso,f,2008,1.3930000066757202
lbr,mf,2007,10.0
lbr,m,2007,6.0
lbr,f,2007,3.0
lbr,mf,2010,2.503999948501587
lbr,m,2010,1.2899999618530273
lbr,f,2010,1.2139999866485596
lux,mf,1983,0.052000001072883606
lux,m,1983,0.013000000268220901
lux,f,1983,0.039000000804662704
lux,mf,1985,0.06300000101327896
lux,m,1985,0.04600000008940697
lux,f,1985,0.017000000923871994
lux,mf,1986,0.03500000014901161
lux,m,1986,0.0
lux,f,1986,0.03500000014901161
lux,mf,1987,0.014999999664723873
lux,m,1987,0.014999999664723873
lux,f,1987,0.0
lux,mf,1992,0.04500000178813934
lux,m,1992,0.04500000178813934
lux,f,1992,0.0
lux,mf,1998,0.23800000548362732
lux,m,1998,0.1550000011920929
lux,f,1998,0.08299999684095383
lux,mf,2010,0.3409999907016754
lux,m,2010,0.13099999725818634
lux,f,2010,0.20999999344348907
lux,mf,2011,0.20000000298023224
lux,m,2011,0.04600000008940697
lux,f,2011,0.15399999916553497
lux,mf,2012,0.36899998784065247
lux,m,2012,0.13699999451637268
lux,f,2012,0.23199999332427979
lux,mf,2013,0.7210000157356262
lux,m,2013,0.4050000011920929
lux,f,2013,0.3160000145435333
lux,mf,2014,0.37299999594688416
lux,m,2014,0.2329999953508377
lux,f,2014,0.14000000059604645
mac,mf,2013,0.0
mac,m,2013,0.0
mac,f,2013,0.0
mdg,mf,1993,96.0
mdg,m,1993,53.79999923706055
mdg,f,1993,42.20000076293945
mdg,mf,2003,58.900001525878906
mdg,m,2003,33.400001525878906
mdg,f,2003,25.399999618530273
mdg,mf,2005,11.5
mdg,m,2005,6.400000095367432
mdg,f,2005,5.099999904632568
mdg,mf,2010,22.29800033569336
mdg,m,2010,11.354999542236328
mdg,f,2010,10.942999839782715
mys,mf,1991,116.69999694824219
mys,m,1991,69.19999694824219
mys,f,1991,47.5
mdv,mf,1990,2.447999954223633
mdv,m,1990,1.8519999980926514
mdv,f,1990,0.5960000157356262
mdv,mf,1995,3.125999927520752
mdv,m,1995,2.1670000553131104
mdv,f,1995,0.9589999914169312
mdv,mf,2000,13.397000312805176
mdv,m,2000,4.611000061035156
mdv,f,2000,8.78600025177002
mdv,mf,2006,7.124000072479248
mdv,m,2006,6.775000095367432
mdv,f,2006,0.3490000069141388
mdv,mf,2010,11.71500015258789
mdv,m,2010,10.29800033569336
mdv,f,2010,1.4170000553131104
mli,mf,2006,55.26900100708008
mli,m,2006,47.82600021362305
mli,f,2006,7.442999839782715
mli,mf,2007,377.6669921875
mli,m,2007,224.67599487304688
mli,f,2007,152.99099731445312
mlt,mf,2009,0.0430000014603138
mlt,m,2009,0.024000000208616257
mlt,f,2009,0.01899999938905239
mhl,mf,1999,0.10000000149011612
mhl,m,1999,0.0
mhl,f,1999,0.10000000149011612
mtq,mf,2007,0.8999999761581421
mtq,mf,2008,0.800000011920929
mus,mf,1990,0.8999999761581421
mus,m,1990,0.6000000238418579
mus,f,1990,0.30000001192092896
mus,mf,1995,0.10000000149011612
mus,m,1995,0.10000000149011612
mus,f,1995,0.0
mus,mf,2000,1.100000023841858
mus,m,2000,0.699999988079071
mus,f,2000,0.4000000059604645
mus,mf,2004,1.2000000476837158
mus,m,2004,1.100000023841858
mus,f,2004,0.10000000149011612
mus,mf,2005,1.2999999523162842
mus,m,2005,1.0
mus,f,2005,0.30000001192092896
mus,mf,2006,1.2999999523162842
mus,m,2006,1.0
mus,f,2006,0.30000001192092896
mus,mf,2007,3.0
mus,m,2007,2.200000047683716
mus,f,2007,0.800000011920929
mus,mf,2008,2.0999999046325684
mus,m,2008,1.5
mus,f,2008,0.6000000238418579
mng,mf,2000,3.4000000953674316
mng,m,2000,2.5999999046325684
mng,f,2000,0.800000011920929
mng,mf,2003,1.2100000381469727
mng,m,2003,0.48500001430511475
mng,f,2003,0.7260000109672546
mng,mf,2007,0.06599999964237213
mng,m,2007,0.06599999964237213
mng,f,2007,0.0
mng,mf,2008,3.9010000228881836
mng,m,2008,2.2100000381469727
mng,f,2008,1.690999984741211
mng,mf,2009,1.7929999828338623
mng,m,2009,0.7599999904632568
mng,f,2009,1.0329999923706055
mng,mf,2010,2.3259999752044678
mng,m,2010,1.3380000591278076
mng,f,2010,0.9879999756813049
mng,mf,2011,5.138000011444092
mng,m,2011,3.486999988555908
mng,f,2011,1.6510000228881836
mng,mf,2012,2.7260000705718994
mng,m,2012,1.3450000286102295
mng,f,2012,1.38100004196167
msr,mf,1991,0.03999999910593033
msr,m,1991,0.029999999329447746
msr,f,1991,0.009999999776482582
mar,mf,1998,116.64199829101562
mar,m,1998,55.73500061035156
mar,f,1998,60.90800094604492
mar,mf,1999,327.6130065917969
mar,m,1999,270.3909912109375
mar,f,1999,57.22200012207031
mar,mf,2002,131.60000610351562
mar,m,2002,112.5999984741211
mar,f,2002,19.100000381469727
mar,mf,2003,104.19999694824219
mar,m,2003,91.4000015258789
mar,f,2003,12.800000190734863
mar,mf,2004,6.900000095367432
mar,m,2004,4.300000190734863
mar,f,2004,2.5999999046325684
mar,mf,2005,8.199999809265137
mar,m,2005,4.699999809265137
mar,f,2005,3.5
mar,mf,2006,12.876999855041504
mar,m,2006,6.73199987411499
mar,f,2006,6.144999980926514
mar,mf,2007,11.119000434875488
mar,m,2007,6.789000034332275
mar,f,2007,4.329999923706055
mar,mf,2008,10.20199966430664
mar,m,2008,6.293000221252441
mar,f,2008,3.9089999198913574
mar,mf,2009,236.54100036621094
mar,mf,2010,280.9259948730469
mar,mf,2011,283.7510070800781
mar,mf,2012,283.78399658203125
nam,mf,1994,6.539999961853027
nam,m,1994,3.3580000400543213
nam,f,1994,3.186000108718872
nam,mf,1997,6.409999847412109
nam,m,1997,3.509999990463257
nam,f,1997,2.9000000953674316
nam,mf,2000,8.473999977111816
nam,m,2000,4.9629998207092285
nam,f,2000,3.510999917984009
nam,mf,2001,23.125
nam,m,2001,12.517000198364258
nam,f,2001,10.607999801635742
nam,mf,2004,1.6959999799728394
nam,m,2004,0.9369999766349792
nam,f,2004,0.7590000033378601
nam,mf,2008,1.5520000457763672
nam,m,2008,0.8500000238418579
nam,f,2008,0.7020000219345093
nam,mf,2010,1.9490000009536743
nam,m,2010,1.1679999828338623
nam,f,2010,0.781000018119812
nam,mf,2011,3.3529999256134033
nam,m,2011,1.652999997138977
nam,f,2011,1.7000000476837158
nam,mf,2012,1.0160000324249268
nam,m,2012,0.8169999718666077
nam,f,2012,0.19900000095367432
nam,mf,2013,2.505000114440918
nam,m,2013,1.2120000123977661
nam,f,2013,1.2940000295639038
nld,mf,1996,0.7139999866485596
nld,m,1996,0.5260000228881836
nld,f,1996,0.18799999356269836
nld,mf,1997,1.0390000343322754
nld,m,1997,0.8489999771118164
nld,f,1997,0.1899999976158142
nld,mf,1998,1.2990000247955322
nld,m,1998,1.2990000247955322
nld,f,1998,0.0
nld,mf,1999,0.8320000171661377
nld,m,1999,0.8320000171661377
nld,f,1999,0.0
nld,mf,2000,19.106000900268555
nld,m,2000,6.736999988555908
nld,f,2000,12.369000434875488
nld,mf,2001,0.6320000290870667
nld,m,2001,0.0
nld,f,2001,0.6320000290870667
nld,mf,2002,2.3610000610351562
nld,m,2002,1.1720000505447388
nld,f,2002,1.190000057220459
nld,mf,2003,0.23399999737739563
nld,m,2003,0.0
nld,f,2003,0.23399999737739563
nld,mf,2005,1.2669999599456787
nld,m,2005,0.5040000081062317
nld,f,2005,0.7630000114440918
nld,mf,2006,0.671999990940094
nld,m,2006,0.3610000014305115
nld,f,2006,0.3109999895095825
nld,mf,2007,1.156999945640564
nld,m,2007,0.37599998712539673
nld,f,2007,0.781000018119812
nld,mf,2008,0.8320000171661377
nld,m,2008,0.32199999690055847
nld,f,2008,0.5109999775886536
nld,mf,2009,0.593999981880188
nld,m,2009,0.19599999487400055
nld,f,2009,0.39800000190734863
nld,mf,2010,0.7739999890327454
nld,m,2010,0.49799999594688416
nld,f,2010,0.2759999930858612
nld,mf,2011,0.33500000834465027
nld,m,2011,0.17800000309944153
nld,f,2011,0.15800000727176666
ant,mf,1991,0.75
ant,m,1991,0.47999998927116394
ant,f,1991,0.27000001072883606
ant,mf,1992,0.49399998784065247
ant,m,1992,0.27799999713897705
ant,f,1992,0.2160000056028366
ant,mf,1993,1.475000023841858
ant,m,1993,0.9240000247955322
ant,f,1993,0.5509999990463257
ant,mf,1994,1.1299999952316284
ant,m,1994,0.6150000095367432
ant,f,1994,0.5149999856948853
ant,mf,1995,0.7670000195503235
ant,m,1995,0.42399999499320984
ant,f,1995,0.34299999475479126
ant,mf,1996,1.0499999523162842
ant,m,1996,0.6779999732971191
ant,f,1996,0.3720000088214874
ant,mf,1997,1.503999948501587
ant,m,1997,0.6959999799728394
ant,f,1997,0.8080000281333923
ant,mf,1998,0.7149999737739563
ant,m,1998,0.4050000011920929
ant,f,1998,0.3100000023841858
ant,mf,2000,1.4049999713897705
ant,m,2000,0.7350000143051147
ant,f,2000,0.6700000166893005
ant,mf,2002,0.6029999852180481
ant,mf,2003,0.6420000195503235
ant,mf,2004,0.335999995470047
ant,mf,2005,0.4740000069141388
ant,mf,2006,0.17000000178813934
ant,mf,2007,0.22599999606609344
ant,mf,2009,0.42500001192092896
ant,m,2009,0.22499999403953552
ant,f,2009,0.20000000298023224
ant,mf,2011,0.7250000238418579
ant,m,2011,0.2619999945163727
ant,f,2011,0.4620000123977661
nic,mf,2005,0.18000000715255737
nic,m,2005,0.18000000715255737
nic,f,2005,0.0
nic,mf,2006,0.10499999672174454
nic,m,2006,0.0
nic,f,2006,0.10499999672174454
nic,mf,2007,0.210999995470047
nic,m,2007,0.210999995470047
nic,f,2007,0.0
nic,mf,2008,0.11299999803304672
nic,m,2008,0.11299999803304672
nic,f,2008,0.0
nic,mf,2010,0.656000018119812
nic,m,2010,0.45399999618530273
nic,f,2010,0.20200000703334808
ner,mf,2005,306.9079895019531
ner,m,2005,246.14199829101562
ner,f,2005,60.76599884033203
nor,mf,1995,7.26200008392334
nor,m,1995,5.9029998779296875
nor,f,1995,1.3589999675750732
nor,mf,1996,0.2809999883174896
nor,m,1996,0.15000000596046448
nor,f,1996,0.13099999725818634
nor,mf,1997,0.5569999814033508
nor,m,1997,0.3160000145435333
nor,f,1997,0.2409999966621399
nor,mf,1998,0.09099999815225601
nor,m,1998,0.09099999815225601
nor,f,1998,0.0
nor,mf,1999,0.5740000009536743
nor,m,1999,0.1340000033378601
nor,f,1999,0.4399999976158142
nor,mf,2000,0.7490000128746033
nor,m,2000,0.2619999945163727
nor,f,2000,0.4869999885559082
nor,mf,2001,7.89300012588501
nor,m,2001,3.5380001068115234
nor,f,2001,4.355000019073486
nor,mf,2002,7.816999912261963
nor,m,2002,3.8459999561309814
nor,f,2002,3.9709999561309814
nor,mf,2003,7.574999809265137
nor,m,2003,3.316999912261963
nor,f,2003,4.257999897003174
nor,mf,2004,3.1459999084472656
nor,m,2004,1.5740000009536743
nor,f,2004,1.5720000267028809
nor,mf,2005,3.556999921798706
nor,m,2005,1.3799999952316284
nor,f,2005,2.177000045776367
nor,mf,2006,1.5740000009536743
nor,m,2006,1.375
nor,f,2006,0.1979999989271164
nor,mf,2007,0.4699999988079071
nor,m,2007,0.42500001192092896
nor,f,2007,0.04500000178813934
nor,mf,2008,0.5450000166893005
nor,m,2008,0.2199999988079071
nor,f,2008,0.32499998807907104
nor,mf,2009,0.20800000429153442
nor,m,2009,0.13500000536441803
nor,f,2009,0.0729999989271164
nor,mf,2011,0.453000009059906
nor,m,2011,0.19900000095367432
nor,f,2011,0.2529999911785126
nor,mf,2012,0.37400001287460327
nor,m,2012,0.2750000059604645
nor,f,2012,0.0989999994635582
nor,mf,2013,1.0410000085830688
nor,m,2013,0.8730000257492065
nor,f,2013,0.1679999977350235
nor,mf,2014,0.8420000076293945
nor,m,2014,0.4580000042915344
nor,f,2014,0.3840000033378601
omn,mf,1993,3.2300000190734863
omn,m,1993,2.7739999294281006
omn,f,1993,0.4560000002384186
omn,mf,1996,1.340999960899353
omn,m,1996,1.00600004196167
omn,f,1996,0.33500000834465027
omn,mf,2000,2.2249999046325684
omn,m,2000,1.3359999656677246
omn,f,2000,0.8889999985694885
omn,mf,2010,2.5999999046325684
omn,m,2010,1.600000023841858
omn,f,2010,1.100000023841858
pry,mf,2002,3.6419999599456787
pry,m,2002,2.8529999256134033
pry,f,2002,0.7889999747276306
pry,mf,2005,0.26899999380111694
pry,m,2005,0.26899999380111694
pry,f,2005,0.0
pry,mf,2006,0.628000020980835
pry,m,2006,0.0
pry,f,2006,0.628000020980835
pry,mf,2007,0.5630000233650208
pry,m,2007,0.18199999630451202
pry,f,2007,0.38100001215934753
pry,mf,2008,3.0360000133514404
pry,m,2008,0.9470000267028809
pry,f,2008,2.0889999866485596
pry,mf,2009,5.111000061035156
pry,m,2009,2.746999979019165
pry,f,2009,2.364000082015991
pry,mf,2010,3.375999927520752
pry,m,2010,1.5219999551773071
pry,f,2010,1.8539999723434448
pry,mf,2013,2.6740000247955322
pry,m,2013,1.2979999780654907
pry,f,2013,1.3760000467300415
pry,mf,2014,0.35600000619888306
pry,m,2014,0.35600000619888306
pry,f,2014,0.0
per,mf,1990,8.300000190734863
per,m,1990,0.0
per,f,1990,8.300000190734863
per,mf,1991,1.600000023841858
per,m,1991,0.8999999761581421
per,f,1991,0.800000011920929
per,mf,1992,2.0
per,m,1992,1.2000000476837158
per,f,1992,0.800000011920929
per,mf,1993,4.300000190734863
per,m,1993,3.0999999046325684
per,f,1993,1.2000000476837158
per,mf,1994,4.599999904632568
per,m,1994,2.5
per,f,1994,2.0999999046325684
per,mf,1995,7.0
per,m,1995,2.0
per,f,1995,5.0
per,mf,1996,268.29998779296875
per,m,1996,34.70000076293945
per,f,1996,233.60000610351562
per,mf,1997,315.20001220703125
per,m,1997,37.20000076293945
per,f,1997,278.0
per,mf,1998,339.1000061035156
per,m,1998,30.799999237060547
per,f,1998,308.29998779296875
per,mf,1999,395.70001220703125
per,m,1999,33.099998474121094
per,f,1999,362.6000061035156
per,mf,2000,522.5999755859375
per,m,2000,136.5
per,f,2000,386.20001220703125
per,mf,2001,420.20001220703125
per,m,2001,45.0
per,f,2001,375.20001220703125
per,mf,2002,5.699999809265137
per,m,2002,2.700000047683716
per,f,2002,3.0
per,mf,2003,1.600000023841858
per,m,2003,0.6000000238418579
per,f,2003,1.0
prt,mf,1994,0.2750000059604645
prt,m,1994,0.2750000059604645
prt,f,1994,0.0
prt,mf,1998,44.137001037597656
prt,m,1998,18.858999252319336
prt,f,1998,25.277999877929688
prt,mf,1999,41.915000915527344
prt,m,1999,19.91699981689453
prt,f,1999,21.999000549316406
prt,mf,2000,67.7020034790039
prt,m,2000,27.44099998474121
prt,f,2000,40.26100158691406
qat,mf,1997,0.10499999672174454
qat,m,1997,0.08699999749660492
qat,f,1997,0.017999999225139618
qat,mf,2004,0.1599999964237213
qat,m,2004,0.1599999964237213
qat,f,2004,0.0
qat,mf,2013,2.5320000648498535
qat,m,2013,1.4179999828338623
qat,f,2013,1.1139999628067017
reu,mf,2007,2.5999999046325684
reu,mf,2008,2.700000047683716
rwa,mf,1996,40.900001525878906
rwa,m,1996,21.600000381469727
rwa,f,1996,19.299999237060547
rwa,mf,2002,71.4469985961914
rwa,m,2002,34.4370002746582
rwa,f,2002,37.0099983215332
rwa,mf,2012,153.7259979248047
rwa,m,2012,75.40899658203125
rwa,f,2012,78.31700134277344
kna,mf,1991,0.3799999952316284
kna,m,1991,0.23000000417232513
kna,f,1991,0.14000000059604645
kna,mf,2001,0.5059999823570251
kna,m,2001,0.3019999861717224
kna,f,2001,0.20399999618530273
lca,mf,1993,1.3899999856948853
lca,m,1993,1.0099999904632568
lca,f,1993,0.3700000047683716
lca,mf,1994,0.6899999976158142
lca,m,1994,0.5600000023841858
lca,f,1994,0.11999999731779099
lca,mf,1995,0.14000000059604645
lca,m,1995,0.07999999821186066
lca,f,1995,0.05999999865889549
lca,mf,1996,1.4600000381469727
lca,m,1996,0.8700000047683716
lca,f,1996,0.5899999737739563
lca,mf,1997,1.4249999523162842
lca,m,1997,0.9049999713897705
lca,f,1997,0.5199999809265137
lca,mf,1998,1.100000023841858
lca,m,1998,0.7749999761581421
lca,f,1998,0.32499998807907104
lca,mf,1999,1.149999976158142
lca,m,1999,0.6549999713897705
lca,f,1999,0.5950000286102295
lca,mf,2000,1.2450000047683716
lca,m,2000,0.8349999785423279
lca,f,2000,0.30000001192092896
vct,mf,1980,0.19099999964237213
vct,m,1980,0.12399999797344208
vct,f,1980,0.06700000166893005
vct,mf,1991,0.07000000029802322
vct,m,1991,0.04800000041723251
vct,f,1991,0.02199999988079071
vct,mf,2001,0.5950000286102295
vct,mf,2008,2.1419999599456787
vct,m,2008,1.5499999523162842
vct,f,2008,0.9150000214576721
wsm,mf,2012,0.03999999910593033
wsm,m,2012,0.03999999910593033
wsm,f,2012,0.0
smr,mf,1995,0.7699999809265137
smr,m,1995,0.5929999947547913
smr,f,1995,0.1770000010728836
smr,mf,1996,0.7160000205039978
smr,m,1996,0.5559999942779541
smr,f,1996,0.1599999964237213
smr,mf,1997,0.7409999966621399
smr,m,1997,0.5709999799728394
smr,f,1997,0.17000000178813934
smr,mf,1998,0.7049999833106995
smr,m,1998,0.546999990940094
smr,f,1998,0.15800000727176666
smr,mf,1999,0.6570000052452087
smr,m,1999,0.49799999594688416
smr,f,1999,0.1589999943971634
stp,mf,1991,0.43299999833106995
stp,m,1991,0.29899999499320984
stp,f,1991,0.1340000033378601
sau,mf,2009,4.947000026702881
sau,m,2009,3.4059998989105225
sau,f,2009,1.5410000085830688
sau,mf,2013,9.793999671936035
sau,m,2013,9.454999923706055
sau,f,2013,0.33899998664855957
sen,mf,1991,131.21499633789062
sen,m,1991,113.08799743652344
sen,f,1991,18.12700080871582
sen,mf,2001,20.384000778198242
sen,m,2001,11.37399959564209
sen,f,2001,9.01099967956543
sen,mf,2011,730.22802734375
sen,m,2011,433.3949890136719
sen,f,2011,296.8340148925781
syc,mf,1987,1.399999976158142
syc,m,1987,0.800000011920929
syc,f,1987,0.6000000238418579
syc,mf,2011,0.23999999463558197
syc,m,2011,0.07999999821186066
syc,f,2011,0.1589999943971634
svk,mf,1994,0.10000000149011612
svk,m,1994,0.10000000149011612
svk,f,1994,0.0
svk,mf,1996,0.10000000149011612
svk,m,1996,0.10000000149011612
svk,f,1996,0.0
svk,mf,1997,0.800000011920929
svk,m,1997,0.30000001192092896
svk,f,1997,0.5
svk,mf,1998,2.928999900817871
svk,m,1998,1.0740000009536743
svk,f,1998,1.8550000190734863
svk,mf,1999,1.8320000171661377
svk,m,1999,0.3269999921321869
svk,f,1999,1.50600004196167
svk,mf,2000,2.5999999046325684
svk,m,2000,0.18299999833106995
svk,f,2000,2.4170000553131104
svk,mf,2001,2.187999963760376
svk,m,2001,0.49300000071525574
svk,f,2001,1.6950000524520874
svk,mf,2002,2.489000082015991
svk,m,2002,0.16699999570846558
svk,f,2002,2.322999954223633
svk,mf,2003,5.541999816894531
svk,m,2003,1.2369999885559082
svk,f,2003,4.304999828338623
svk,mf,2004,5.041999816894531
svk,m,2004,1.1759999990463257
svk,f,2004,3.865999937057495
svk,mf,2005,7.8520002365112305
svk,m,2005,1.3569999933242798
svk,f,2005,6.494999885559082
svk,mf,2006,9.623000144958496
svk,m,2006,2.450000047683716
svk,f,2006,7.172999858856201
svk,mf,2007,10.093999862670898
svk,m,2007,2.4079999923706055
svk,f,2007,7.685999870300293
svk,mf,2008,4.4039998054504395
svk,m,2008,0.7940000295639038
svk,f,2008,3.609999895095825
svk,mf,2009,0.30000001192092896
svk,m,2009,0.0729999989271164
svk,f,2009,0.2280000001192093
svk,mf,2010,0.30300000309944153
svk,m,2010,0.24300000071525574
svk,f,2010,0.05900000035762787
zaf,mf,2007,33.0
zaf,m,2007,18.0
zaf,f,2007,14.0
zaf,mf,2008,0.0
zaf,m,2008,0.0
zaf,f,2008,0.0
esp,mf,1986,68.5530014038086
esp,m,1986,49.97999954223633
esp,f,1986,18.572999954223633
esp,mf,1987,42.23899841308594
esp,m,1987,24.600000381469727
esp,f,1987,17.638999938964844
esp,mf,1988,26.30900001525879
esp,m,1988,14.756999969482422
esp,f,1988,11.552000045776367
esp,mf,1989,23.316999435424805
esp,m,1989,13.267999649047852
esp,f,1989,10.050000190734863
esp,mf,1990,31.37299919128418
esp,m,1990,20.08099937438965
esp,f,1990,11.291999816894531
esp,mf,1991,38.641998291015625
esp,m,1991,22.999000549316406
esp,f,1991,15.644000053405762
esp,mf,1992,116.39900207519531
