country,sex,year,total_self_employed_workers_a_b_c_d
lva,mf,1997,19.399999618530273
lva,m,1997,20.5
lva,f,1997,18.200000762939453
lva,mf,1998,17.299999237060547
lva,m,1998,18.5
lva,f,1998,16.100000381469727
lva,mf,1999,16.899999618530273
lva,m,1999,18.299999237060547
lva,f,1999,15.399999618530273
lva,mf,2000,14.899999618530273
lva,m,2000,16.100000381469727
lva,f,2000,13.5
lva,mf,2001,15.199999809265137
lva,m,2001,17.200000762939453
lva,f,2001,13.300000190734863
lva,mf,2002,13.699999809265137
lva,m,2002,16.100000381469727
lva,f,2002,11.300000190734863
lva,mf,2003,13.5
lva,m,2003,16.0
lva,f,2003,10.899999618530273
lva,mf,2004,13.5
lva,m,2004,14.300000190734863
lva,f,2004,12.699999809265137
lva,mf,2005,11.5
lva,m,2005,13.100000381469727
lva,f,2005,9.800000190734863
lva,mf,2006,11.699999809265137
lva,m,2006,13.300000190734863
lva,f,2006,9.899999618530273
lva,mf,2007,11.0
lva,m,2007,12.899999618530273
lva,f,2007,8.899999618530273
lva,mf,2008,10.199999809265137
lva,m,2008,12.899999618530273
lva,f,2008,7.5
lva,mf,2009,11.5
lva,m,2009,14.5
lva,f,2009,8.800000190734863
lva,mf,2010,11.5
lva,m,2010,13.800000190734863
lva,f,2010,9.399999618530273
lva,mf,2011,11.300000190734863
lva,m,2011,13.699999809265137
lva,f,2011,9.100000381469727
lva,mf,2012,11.399999618530273
lva,m,2012,13.800000190734863
lva,f,2012,9.0
lva,mf,2013,11.600000381469727
lva,m,2013,13.800000190734863
lva,f,2013,9.300000190734863
lva,mf,2014,11.5
lva,m,2014,14.300000190734863
lva,f,2014,8.800000190734863
lbn,mf,2004,36.900001525878906
lbn,m,2004,43.5
lbn,f,2004,15.199999809265137
lbn,mf,2007,37.29999923706055
lbn,m,2007,43.79999923706055
lbn,f,2007,17.600000381469727
lso,mf,1999,69.5
lso,m,1999,73.69999694824219
lso,f,1999,64.19999694824219
lso,mf,2008,18.100000381469727
lso,m,2008,15.800000190734863
lso,f,2008,21.0
lbr,mf,2007,82.19999694824219
lbr,m,2007,73.30000305175781
lbr,f,2007,91.5999984741211
lbr,mf,2010,81.69999694824219
lbr,m,2010,72.30000305175781
lbr,f,2010,91.0999984741211
ltu,mf,1998,19.600000381469727
ltu,m,1998,22.200000762939453
ltu,f,1998,16.799999237060547
ltu,mf,1999,20.5
ltu,m,1999,23.600000381469727
ltu,f,1999,17.299999237060547
ltu,mf,2000,19.700000762939453
ltu,m,2000,22.799999237060547
ltu,f,2000,16.700000762939453
ltu,mf,2001,20.200000762939453
ltu,m,2001,24.600000381469727
ltu,f,2001,15.899999618530273
ltu,mf,2002,20.799999237060547
ltu,m,2002,23.700000762939453
ltu,f,2002,17.799999237060547
ltu,mf,2003,20.899999618530273
ltu,m,2003,23.899999618530273
ltu,f,2003,17.899999618530273
ltu,mf,2004,18.799999237060547
ltu,m,2004,21.899999618530273
ltu,f,2004,15.699999809265137
ltu,mf,2005,17.200000762939453
ltu,m,2005,19.399999618530273
ltu,f,2005,14.800000190734863
ltu,mf,2006,17.0
ltu,m,2006,19.100000381469727
ltu,f,2006,14.899999618530273
ltu,mf,2007,14.600000381469727
ltu,m,2007,17.399999618530273
ltu,f,2007,11.699999809265137
ltu,mf,2008,11.699999809265137
ltu,m,2008,14.399999618530273
ltu,f,2008,8.899999618530273
ltu,mf,2009,12.0
ltu,m,2009,14.800000190734863
ltu,f,2009,9.300000190734863
ltu,mf,2010,10.899999618530273
ltu,m,2010,13.199999809265137
ltu,f,2010,8.800000190734863
ltu,mf,2011,10.600000381469727
ltu,m,2011,12.600000381469727
ltu,f,2011,8.800000190734863
ltu,mf,2012,11.100000381469727
ltu,m,2012,13.300000190734863
ltu,f,2012,8.899999618530273
ltu,mf,2013,11.800000190734863
ltu,m,2013,14.0
ltu,f,2013,9.699999809265137
ltu,mf,2014,12.100000381469727
ltu,m,2014,14.0
ltu,f,2014,10.199999809265137
lux,mf,1980,13.5
lux,mf,1981,12.699999809265137
lux,mf,1982,12.399999618530273
lux,mf,1983,12.5
lux,m,1983,11.699999809265137
lux,f,1983,14.199999809265137
lux,mf,1984,12.399999618530273
lux,m,1984,11.800000190734863
lux,f,1984,13.600000381469727
lux,mf,1985,11.800000190734863
lux,m,1985,11.699999809265137
lux,f,1985,12.100000381469727
lux,mf,1986,10.899999618530273
lux,m,1986,10.399999618530273
lux,f,1986,11.800000190734863
lux,mf,1987,11.199999809265137
lux,m,1987,10.699999809265137
lux,f,1987,12.0
lux,mf,1988,10.899999618530273
lux,m,1988,10.899999618530273
lux,f,1988,10.899999618530273
lux,mf,1989,11.0
lux,m,1989,11.300000190734863
lux,f,1989,10.600000381469727
lux,mf,1990,11.0
lux,m,1990,11.199999809265137
lux,f,1990,10.600000381469727
lux,mf,1991,10.800000190734863
lux,m,1991,10.800000190734863
lux,f,1991,10.899999618530273
lux,mf,1992,10.199999809265137
lux,m,1992,10.300000190734863
lux,f,1992,10.100000381469727
lux,mf,1993,11.100000381469727
lux,m,1993,11.399999618530273
lux,f,1993,10.5
lux,mf,1994,10.899999618530273
lux,m,1994,10.600000381469727
lux,f,1994,11.300000190734863
lux,mf,1995,11.300000190734863
lux,m,1995,11.800000190734863
lux,f,1995,10.399999618530273
lux,mf,1996,9.699999809265137
lux,m,1996,10.800000190734863
lux,f,1996,7.900000095367432
lux,mf,1997,9.199999809265137
lux,m,1997,9.899999618530273
lux,f,1997,8.0
lux,mf,1998,9.399999618530273
lux,m,1998,10.800000190734863
lux,f,1998,7.0
lux,mf,1999,9.100000381469727
lux,m,1999,9.5
lux,f,1999,8.5
lux,mf,2000,9.399999618530273
lux,m,2000,10.800000190734863
lux,f,2000,7.400000095367432
lux,mf,2001,7.300000190734863
lux,m,2001,8.199999809265137
lux,f,2001,5.900000095367432
lux,mf,2002,7.900000095367432
lux,m,2002,9.600000381469727
lux,f,2002,5.400000095367432
lux,mf,2003,7.900000095367432
lux,m,2003,8.399999618530273
lux,f,2003,7.099999904632568
lux,mf,2004,8.199999809265137
lux,m,2004,9.199999809265137
lux,f,2004,6.800000190734863
lux,mf,2005,8.0
lux,m,2005,8.699999809265137
lux,f,2005,7.0
lux,mf,2006,7.900000095367432
lux,m,2006,8.899999618530273
lux,f,2006,6.5
lux,mf,2007,7.199999809265137
lux,m,2007,8.199999809265137
lux,f,2007,6.0
lux,mf,2008,6.5
lux,m,2008,6.599999904632568
lux,f,2008,6.400000095367432
lux,mf,2009,8.699999809265137
lux,m,2009,10.100000381469727
lux,f,2009,6.800000190734863
lux,mf,2010,8.199999809265137
lux,m,2010,9.199999809265137
lux,f,2010,6.800000190734863
lux,mf,2011,8.600000381469727
lux,m,2011,9.600000381469727
lux,f,2011,7.199999809265137
lux,mf,2012,8.899999618530273
lux,m,2012,9.5
lux,f,2012,8.100000381469727
lux,mf,2013,8.800000190734863
lux,m,2013,9.5
lux,f,2013,8.0
lux,mf,2014,8.699999809265137
lux,m,2014,9.899999618530273
lux,f,2014,7.300000190734863
mac,mf,1996,10.699999809265137
mac,m,1996,13.800000190734863
mac,f,1996,7.0
mac,mf,1997,9.699999809265137
mac,m,1997,12.300000190734863
mac,f,1997,6.300000190734863
mac,mf,1998,9.699999809265137
mac,m,1998,12.800000190734863
mac,f,1998,5.900000095367432
mac,mf,1999,10.899999618530273
mac,m,1999,14.399999618530273
mac,f,1999,7.0
mac,mf,2000,11.800000190734863
mac,m,2000,15.100000381469727
mac,f,2000,8.0
mac,mf,2001,10.699999809265137
mac,m,2001,13.699999809265137
mac,f,2001,7.400000095367432
mac,mf,2002,10.5
mac,m,2002,14.199999809265137
mac,f,2002,6.5
mac,mf,2003,10.899999618530273
mac,m,2003,14.300000190734863
mac,f,2003,7.0
mac,mf,2004,11.600000381469727
mac,m,2004,15.300000190734863
mac,f,2004,7.5
mac,mf,2005,10.399999618530273
mac,m,2005,13.800000190734863
mac,f,2005,6.400000095367432
mac,mf,2006,9.300000190734863
mac,m,2006,11.899999618530273
mac,f,2006,6.199999809265137
mac,mf,2007,8.600000381469727
mac,m,2007,11.5
mac,f,2007,5.400000095367432
mac,mf,2008,7.400000095367432
mac,m,2008,9.800000190734863
mac,f,2008,4.699999809265137
mac,mf,2009,7.800000190734863
mac,m,2009,10.699999809265137
mac,f,2009,4.800000190734863
mac,mf,2010,7.800000190734863
mac,m,2010,11.199999809265137
mac,f,2010,4.5
mac,mf,2011,7.5
mac,m,2011,10.5
mac,f,2011,4.400000095367432
mac,mf,2012,7.300000190734863
mac,mf,2013,6.800000190734863
mac,m,2013,9.5
mac,f,2013,3.9000000953674316
mkd,mf,1996,21.100000381469727
mkd,m,1996,22.5
mkd,f,1996,18.700000762939453
mkd,mf,1997,12.300000190734863
mkd,m,1997,12.600000381469727
mkd,f,1997,11.600000381469727
mkd,mf,1998,22.600000381469727
mkd,m,1998,24.100000381469727
mkd,f,1998,19.899999618530273
mkd,mf,1999,25.5
mkd,m,1999,27.5
mkd,f,1999,22.299999237060547
mkd,mf,2000,25.700000762939453
mkd,m,2000,26.5
mkd,f,2000,24.299999237060547
mkd,mf,2001,29.899999618530273
mkd,m,2001,29.799999237060547
mkd,f,2001,30.200000762939453
mkd,mf,2002,29.299999237060547
mkd,m,2002,29.899999618530273
mkd,f,2002,28.5
mkd,mf,2003,27.299999237060547
mkd,m,2003,28.200000762939453
mkd,f,2003,25.799999237060547
mkd,mf,2004,24.600000381469727
mkd,m,2004,27.799999237060547
mkd,f,2004,19.5
mkd,mf,2005,28.200000762939453
mkd,m,2005,30.799999237060547
mkd,f,2005,24.100000381469727
mkd,mf,2006,29.200000762939453
mkd,m,2006,31.5
mkd,f,2006,25.600000381469727
mkd,mf,2007,27.700000762939453
mkd,m,2007,30.700000762939453
mkd,f,2007,23.100000381469727
mkd,mf,2008,28.200000762939453
mkd,m,2008,30.100000381469727
mkd,f,2008,25.100000381469727
mkd,mf,2009,28.100000381469727
mkd,m,2009,30.899999618530273
mkd,f,2009,23.5
mkd,mf,2010,28.5
mkd,m,2010,30.799999237060547
mkd,f,2010,24.799999237060547
mkd,mf,2011,28.200000762939453
mkd,m,2011,30.799999237060547
mkd,f,2011,24.299999237060547
mkd,mf,2012,26.799999237060547
mkd,m,2012,29.0
mkd,f,2012,23.5
mkd,mf,2013,28.100000381469727
mkd,m,2013,30.100000381469727
mkd,f,2013,25.100000381469727
mkd,mf,2014,26.700000762939453
mkd,m,2014,29.799999237060547
mkd,f,2014,21.799999237060547
mdg,mf,1993,85.0999984741211
mdg,m,1993,83.69999694824219
mdg,f,1993,87.4000015258789
mdg,mf,2003,84.30000305175781
mdg,m,2003,81.30000305175781
mdg,f,2003,87.30000305175781
mdg,mf,2005,86.4000015258789
mdg,m,2005,83.9000015258789
mdg,f,2005,89.0999984741211
mdg,mf,2010,90.5
mdg,m,2010,88.0
mdg,f,2010,93.0999984741211
mdg,mf,2012,88.80000305175781
mdg,m,2012,86.0999984741211
mdg,f,2012,91.69999694824219
mwi,mf,1987,83.9000015258789
mwi,m,1987,71.0
mwi,f,1987,96.0999984741211
mys,mf,1991,31.899999618530273
mys,m,1991,34.20000076293945
mys,f,1991,26.799999237060547
mys,mf,1995,27.399999618530273
mys,m,1995,27.5
mys,f,1995,27.100000381469727
mys,mf,1996,27.700000762939453
mys,m,1996,27.5
mys,f,1996,28.200000762939453
mys,mf,1997,25.5
mys,m,1997,25.200000762939453
mys,f,1997,26.100000381469727
mys,mf,1998,26.600000381469727
mys,m,1998,27.5
mys,f,1998,25.100000381469727
mys,mf,1999,25.299999237060547
mys,m,1999,25.700000762939453
mys,f,1999,24.5
mys,mf,2000,25.700000762939453
mys,m,2000,27.0
mys,f,2000,23.600000381469727
mys,mf,2001,24.600000381469727
mys,m,2001,25.399999618530273
mys,f,2001,23.200000762939453
mys,mf,2002,23.299999237060547
mys,m,2002,23.600000381469727
mys,f,2002,22.700000762939453
mys,mf,2003,23.799999237060547
mys,m,2003,24.5
mys,f,2003,22.5
mys,mf,2004,25.399999618530273
mys,m,2004,26.600000381469727
mys,f,2004,23.299999237060547
mys,mf,2005,24.5
mys,m,2005,26.200000762939453
mys,f,2005,21.5
mys,mf,2006,25.700000762939453
mys,m,2006,27.799999237060547
mys,f,2006,21.899999618530273
mys,mf,2007,25.799999237060547
mys,m,2007,27.5
mys,f,2007,22.700000762939453
mys,mf,2008,25.399999618530273
mys,m,2008,27.799999237060547
mys,f,2008,21.100000381469727
mys,mf,2009,25.200000762939453
mys,m,2009,27.100000381469727
mys,f,2009,21.700000762939453
mys,mf,2010,25.700000762939453
mys,m,2010,28.0
mys,f,2010,21.600000381469727
mys,mf,2011,23.399999618530273
mys,m,2011,25.200000762939453
mys,f,2011,20.200000762939453
mys,mf,2012,25.100000381469727
mys,m,2012,26.299999237060547
mys,f,2012,23.0
mys,mf,2013,26.100000381469727
mys,m,2013,26.600000381469727
mys,f,2013,25.399999618530273
mys,mf,2014,24.899999618530273
mys,m,2014,24.700000762939453
mys,f,2014,25.100000381469727
mdv,mf,1990,49.099998474121094
mdv,m,1990,47.0
mdv,f,1990,57.5
mdv,mf,1995,58.70000076293945
mdv,m,1995,61.70000076293945
mdv,f,1995,50.70000076293945
mdv,mf,2000,60.70000076293945
mdv,m,2000,70.69999694824219
mdv,f,2000,40.79999923706055
mdv,mf,2006,38.29999923706055
mdv,m,2006,29.100000381469727
mdv,f,2006,54.20000076293945
mdv,mf,2010,22.700000762939453
mdv,m,2010,19.200000762939453
mdv,f,2010,28.5
mli,mf,2004,86.4000015258789
mli,m,2004,84.80000305175781
mli,f,2004,88.5999984741211
mli,mf,2006,87.9000015258789
mli,m,2006,83.4000015258789
mli,f,2006,93.5
mli,mf,2007,82.9000015258789
mli,m,2007,76.5
mli,f,2007,89.0
mlt,mf,2000,12.0
mlt,m,2000,14.899999618530273
mlt,f,2000,5.5
mlt,mf,2001,12.100000381469727
mlt,m,2001,15.100000381469727
mlt,f,2001,4.900000095367432
mlt,mf,2002,14.5
mlt,m,2002,18.700000762939453
mlt,f,2002,5.099999904632568
mlt,mf,2003,14.0
mlt,m,2003,16.399999618530273
mlt,f,2003,8.5
mlt,mf,2004,14.199999809265137
mlt,m,2004,17.700000762939453
mlt,f,2004,5.699999809265137
mlt,mf,2005,13.800000190734863
mlt,m,2005,17.200000762939453
mlt,f,2005,6.199999809265137
mlt,mf,2006,13.899999618530273
mlt,m,2006,17.5
mlt,f,2006,5.800000190734863
mlt,mf,2007,14.300000190734863
mlt,m,2007,17.600000381469727
mlt,f,2007,7.199999809265137
mlt,mf,2008,13.800000190734863
mlt,m,2008,17.5
mlt,f,2008,6.300000190734863
mlt,mf,2009,13.800000190734863
mlt,m,2009,17.5
mlt,f,2009,6.699999809265137
mlt,mf,2010,14.399999618530273
mlt,m,2010,18.700000762939453
mlt,f,2010,6.199999809265137
mlt,mf,2011,13.5
mlt,m,2011,17.5
mlt,f,2011,6.0
mlt,mf,2012,13.5
mlt,m,2012,17.600000381469727
mlt,f,2012,6.300000190734863
mlt,mf,2013,13.899999618530273
mlt,m,2013,18.5
mlt,f,2013,6.199999809265137
mlt,mf,2014,13.800000190734863
mlt,m,2014,18.200000762939453
mlt,f,2014,6.900000095367432
mhl,mf,1999,27.700000762939453
mhl,m,1999,27.100000381469727
mhl,f,1999,29.0
mtq,mf,2001,14.0
mtq,mf,2002,12.399999618530273
mtq,mf,2003,13.300000190734863
mtq,mf,2004,13.5
mtq,mf,2005,13.100000381469727
mtq,mf,2006,12.300000190734863
mtq,mf,2007,12.399999618530273
mtq,mf,2008,12.5
mtq,mf,2009,13.800000190734863
mtq,mf,2010,17.100000381469727
mtq,mf,2011,14.600000381469727
mtq,mf,2012,14.899999618530273
mus,mf,1990,14.899999618530273
mus,m,1990,17.700000762939453
mus,f,1990,8.600000381469727
mus,mf,1995,19.100000381469727
mus,m,1995,21.200000762939453
mus,f,1995,14.5
mus,mf,2000,16.700000762939453
mus,m,2000,20.700000762939453
mus,f,2000,8.899999618530273
mus,mf,2004,19.700000762939453
mus,m,2004,22.0
mus,f,2004,15.100000381469727
mus,mf,2005,19.5
mus,m,2005,21.200000762939453
mus,f,2005,15.800000190734863
mus,mf,2006,19.299999237060547
mus,m,2006,21.0
mus,f,2006,15.899999618530273
mus,mf,2007,20.200000762939453
mus,m,2007,22.100000381469727
mus,f,2007,16.299999237060547
mus,mf,2008,19.600000381469727
mus,m,2008,21.600000381469727
mus,f,2008,15.899999618530273
mus,mf,2009,19.799999237060547
mus,m,2009,21.899999618530273
mus,f,2009,15.899999618530273
mus,mf,2010,20.0
mus,m,2010,22.100000381469727
mus,f,2010,16.200000762939453
mus,mf,2011,19.0
mus,m,2011,21.5
mus,f,2011,14.5
mus,mf,2012,20.600000381469727
mus,m,2012,22.899999618530273
mus,f,2012,16.600000381469727
mex,mf,1980,55.5
mex,mf,1990,31.899999618530273
mex,m,1990,35.5
mex,f,1990,20.399999618530273
mex,mf,1991,44.0
mex,m,1991,46.79999923706055
mex,f,1991,37.79999923706055
mex,mf,1992,43.900001525878906
mex,m,1992,45.900001525878906
mex,f,1992,39.29999923706055
mex,mf,1993,43.79999923706055
mex,m,1993,45.0
mex,f,1993,41.0
mex,mf,1994,43.70000076293945
mex,m,1994,44.20000076293945
mex,f,1994,42.599998474121094
mex,mf,1995,41.20000076293945
mex,m,1995,41.599998474121094
mex,f,1995,40.5
mex,mf,1996,40.099998474121094
mex,m,1996,40.599998474121094
mex,f,1996,38.900001525878906
mex,mf,1997,40.900001525878906
mex,m,1997,40.79999923706055
mex,f,1997,41.29999923706055
mex,mf,1998,38.599998474121094
mex,m,1998,38.70000076293945
mex,f,1998,38.400001525878906
mex,mf,1999,38.0
mex,m,1999,38.099998474121094
mex,f,1999,37.79999923706055
mex,mf,2000,36.0
mex,m,2000,36.400001525878906
mex,f,2000,35.20000076293945
mex,mf,2001,36.400001525878906
mex,m,2001,36.900001525878906
mex,f,2001,35.599998474121094
mex,mf,2002,36.79999923706055
mex,m,2002,36.900001525878906
mex,f,2002,36.599998474121094
mex,mf,2003,36.599998474121094
mex,m,2003,36.5
mex,f,2003,36.70000076293945
mex,mf,2004,36.5
mex,m,2004,36.20000076293945
mex,f,2004,37.099998474121094
mex,mf,2005,35.5
mex,m,2005,35.70000076293945
mex,f,2005,35.29999923706055
mex,mf,2006,34.5
mex,m,2006,34.400001525878906
mex,f,2006,34.599998474121094
mex,mf,2007,34.29999923706055
mex,m,2007,34.099998474121094
mex,f,2007,34.70000076293945
mex,mf,2008,33.900001525878906
mex,m,2008,33.5
mex,f,2008,34.70000076293945
mex,mf,2009,33.79999923706055
mex,m,2009,33.400001525878906
mex,f,2009,34.400001525878906
mex,mf,2010,34.70000076293945
mex,m,2010,34.20000076293945
mex,f,2010,35.5
mex,mf,2011,33.70000076293945
mex,m,2011,33.099998474121094
mex,f,2011,34.70000076293945
mex,mf,2012,33.70000076293945
mex,m,2012,32.79999923706055
mex,f,2012,35.099998474121094
mex,mf,2013,33.0
mex,m,2013,32.5
mex,f,2013,33.79999923706055
mda,mf,1999,33.20000076293945
mda,m,1999,32.099998474121094
mda,f,1999,34.20000076293945
mda,mf,2000,37.20000076293945
mda,m,2000,36.29999923706055
mda,f,2000,38.099998474121094
mda,mf,2001,40.0
mda,m,2001,39.0
mda,f,2001,41.0
mda,mf,2002,40.79999923706055
mda,m,2002,40.400001525878906
mda,f,2002,41.099998474121094
mda,mf,2003,36.0
mda,m,2003,37.099998474121094
mda,f,2003,35.0
mda,mf,2004,36.099998474121094
mda,m,2004,36.79999923706055
mda,f,2004,35.400001525878906
mda,mf,2005,37.0
mda,m,2005,38.20000076293945
mda,f,2005,35.900001525878906
mda,mf,2006,33.0
mda,m,2006,34.79999923706055
mda,f,2006,31.200000762939453
mda,mf,2007,33.29999923706055
mda,m,2007,36.29999923706055
mda,f,2007,30.299999237060547
mda,mf,2008,32.0
mda,m,2008,35.099998474121094
mda,f,2008,29.0
mda,mf,2009,29.399999618530273
mda,m,2009,33.29999923706055
mda,f,2009,25.299999237060547
mda,mf,2010,29.299999237060547
mda,m,2010,33.79999923706055
mda,f,2010,24.799999237060547
mda,mf,2011,29.399999618530273
mda,m,2011,33.70000076293945
mda,f,2011,24.899999618530273
mda,mf,2012,29.200000762939453
mda,m,2012,33.400001525878906
mda,f,2012,24.899999618530273
mda,mf,2013,31.200000762939453
mda,m,2013,35.29999923706055
mda,f,2013,27.100000381469727
mda,mf,2014,32.70000076293945
mda,m,2014,37.70000076293945
mda,f,2014,27.600000381469727
mng,mf,2000,58.29999923706055
mng,m,2000,60.099998474121094
mng,f,2000,56.20000076293945
mng,mf,2003,60.5
mng,m,2003,62.79999923706055
mng,f,2003,58.0
mng,mf,2007,62.5
mng,m,2007,65.5999984741211
mng,f,2007,59.20000076293945
mng,mf,2008,58.0
mng,m,2008,60.29999923706055
mng,f,2008,55.5
mng,mf,2009,58.70000076293945
mng,m,2009,62.099998474121094
mng,f,2009,55.099998474121094
mng,mf,2010,57.29999923706055
mng,m,2010,61.20000076293945
mng,f,2010,53.0
mng,mf,2011,56.099998474121094
mng,m,2011,58.70000076293945
mng,f,2011,53.20000076293945
mng,mf,2012,52.29999923706055
mng,m,2012,54.099998474121094
mng,f,2012,50.29999923706055
mne,mf,2005,19.5
mne,m,2005,23.0
mne,f,2005,14.5
mne,mf,2007,21.100000381469727
mne,m,2007,24.100000381469727
mne,f,2007,17.0
mne,mf,2008,20.100000381469727
mne,m,2008,24.5
mne,f,2008,14.300000190734863
mne,mf,2009,17.700000762939453
mne,m,2009,22.700000762939453
mne,f,2009,11.100000381469727
mne,mf,2010,16.899999618530273
mne,m,2010,21.600000381469727
mne,f,2010,10.600000381469727
mne,mf,2011,16.399999618530273
mne,m,2011,20.399999618530273
mne,f,2011,11.199999809265137
mne,mf,2012,17.700000762939453
mne,m,2012,21.700000762939453
mne,f,2012,12.300000190734863
msr,mf,1991,17.0
msr,m,1991,20.5
msr,f,1991,12.0
mar,mf,1994,51.5
mar,m,1994,52.5
mar,f,1994,47.29999923706055
mar,mf,1998,56.79999923706055
mar,m,1998,51.599998474121094
mar,f,1998,67.5
mar,mf,1999,57.70000076293945
mar,m,1999,52.70000076293945
mar,f,1999,69.5999984741211
mar,mf,2002,58.29999923706055
mar,m,2002,56.099998474121094
mar,f,2002,65.0999984741211
mar,mf,2003,60.900001525878906
mar,m,2003,59.099998474121094
mar,f,2003,65.9000015258789
mar,mf,2004,62.79999923706055
mar,m,2004,60.599998474121094
mar,f,2004,68.5
mar,mf,2005,62.5
mar,m,2005,60.400001525878906
mar,f,2005,68.19999694824219
mar,mf,2006,56.70000076293945
mar,m,2006,53.099998474121094
mar,f,2006,66.4000015258789
mar,mf,2007,55.0
mar,m,2007,51.099998474121094
mar,f,2007,65.69999694824219
mar,mf,2008,56.0
mar,m,2008,52.400001525878906
mar,f,2008,65.9000015258789
mar,mf,2009,53.29999923706055
mar,mf,2010,53.099998474121094
mar,mf,2011,53.900001525878906
mar,mf,2012,53.29999923706055
moz,mf,2003,91.19999694824219
moz,m,2003,84.30000305175781
moz,f,2003,97.0
nam,mf,1994,43.099998474121094
nam,m,1994,33.0
nam,f,1994,54.599998474121094
nam,mf,1997,34.599998474121094
nam,m,1997,25.299999237060547
nam,f,1997,45.79999923706055
nam,mf,2000,35.79999923706055
nam,m,2000,30.100000381469727
nam,f,2000,42.20000076293945
nam,mf,2001,32.900001525878906
nam,m,2001,27.899999618530273
nam,f,2001,39.20000076293945
nam,mf,2004,26.700000762939453
nam,m,2004,23.600000381469727
nam,f,2004,30.700000762939453
nam,mf,2008,18.200000762939453
nam,m,2008,17.399999618530273
nam,f,2008,19.299999237060547
nam,mf,2010,35.79999923706055
nam,m,2010,29.299999237060547
nam,f,2010,42.900001525878906
nam,mf,2011,31.700000762939453
nam,m,2011,27.100000381469727
nam,f,2011,37.29999923706055
nam,mf,2012,36.79999923706055
nam,m,2012,30.399999618530273
nam,f,2012,44.0
nam,mf,2013,36.0
nam,m,2013,27.200000762939453
nam,f,2013,44.79999923706055
npl,mf,2001,75.4000015258789
npl,m,2001,66.30000305175781
npl,f,2001,87.19999694824219
nld,mf,1980,12.199999809265137
nld,mf,1981,12.600000381469727
nld,mf,1982,12.399999618530273
nld,mf,1983,12.100000381469727
nld,m,1983,12.300000190734863
nld,f,1983,11.699999809265137
nld,mf,1984,11.899999618530273
nld,mf,1985,11.5
nld,m,1985,12.0
nld,f,1985,10.399999618530273
nld,mf,1986,11.300000190734863
nld,mf,1987,12.399999618530273
nld,m,1987,11.5
nld,f,1987,14.0
nld,mf,1988,12.100000381469727
nld,m,1988,11.899999618530273
nld,f,1988,12.300000190734863
nld,mf,1989,11.899999618530273
nld,m,1989,11.699999809265137
nld,f,1989,12.199999809265137
nld,mf,1990,12.399999618530273
nld,m,1990,11.899999618530273
nld,f,1990,13.399999618530273
nld,mf,1991,11.399999618530273
nld,m,1991,11.399999618530273
nld,f,1991,11.600000381469727
nld,mf,1992,11.399999618530273
nld,m,1992,12.300000190734863
nld,f,1992,10.0
nld,mf,1993,11.800000190734863
nld,m,1993,12.800000190734863
nld,f,1993,10.199999809265137
nld,mf,1994,12.399999618530273
nld,m,1994,13.300000190734863
nld,f,1994,11.0
nld,mf,1995,12.699999809265137
nld,m,1995,13.699999809265137
nld,f,1995,11.300000190734863
nld,mf,1996,12.300000190734863
nld,m,1996,13.600000381469727
nld,f,1996,10.300000190734863
nld,mf,1997,12.399999618530273
nld,m,1997,13.800000190734863
nld,f,1997,10.399999618530273
nld,mf,1998,11.600000381469727
nld,m,1998,13.100000381469727
nld,f,1998,9.600000381469727
nld,mf,1999,11.5
nld,m,1999,12.800000190734863
nld,f,1999,9.800000190734863
nld,mf,2000,11.199999809265137
nld,m,2000,12.600000381469727
nld,f,2000,9.399999618530273
nld,mf,2001,11.600000381469727
nld,m,2001,12.899999618530273
nld,f,2001,9.800000190734863
nld,mf,2002,11.699999809265137
nld,m,2002,13.399999618530273
nld,f,2002,9.5
nld,mf,2003,11.399999618530273
nld,m,2003,13.600000381469727
nld,f,2003,8.600000381469727
nld,mf,2004,12.100000381469727
nld,m,2004,14.100000381469727
nld,f,2004,9.600000381469727
nld,mf,2005,12.399999618530273
nld,m,2005,14.600000381469727
nld,f,2005,9.699999809265137
nld,mf,2006,12.699999809265137
nld,m,2006,15.100000381469727
nld,f,2006,9.899999618530273
nld,mf,2007,13.100000381469727
nld,m,2007,15.699999809265137
nld,f,2007,10.0
nld,mf,2008,13.199999809265137
nld,m,2008,15.800000190734863
nld,f,2008,10.100000381469727
nld,mf,2009,13.5
nld,m,2009,16.100000381469727
nld,f,2009,10.5
nld,mf,2010,15.0
nld,m,2010,18.0
nld,f,2010,11.5
nld,mf,2011,15.0
nld,m,2011,18.0
nld,f,2011,11.5
nld,mf,2012,15.300000190734863
nld,m,2012,18.5
nld,f,2012,11.699999809265137
nld,mf,2013,16.100000381469727
nld,m,2013,19.399999618530273
nld,f,2013,12.300000190734863
nld,mf,2014,16.700000762939453
nld,m,2014,20.0
nld,f,2014,12.800000190734863
ant,mf,1991,10.899999618530273
ant,m,1991,13.199999809265137
ant,f,1991,7.800000190734863
ant,mf,1992,8.800000190734863
ant,m,1992,11.300000190734863
ant,f,1992,5.5
ant,mf,1993,9.300000190734863
ant,m,1993,10.5
ant,f,1993,7.800000190734863
ant,mf,1994,9.800000190734863
ant,m,1994,11.800000190734863
ant,f,1994,7.300000190734863
ant,mf,1995,9.5
ant,m,1995,11.399999618530273
ant,f,1995,7.099999904632568
ant,mf,1996,9.5
ant,m,1996,11.600000381469727
ant,f,1996,6.800000190734863
ant,mf,1997,7.400000095367432
ant,m,1997,9.800000190734863
