country,sex,year,total_self_employed_workers_a_b_c_d
ecu,mf,2004,50.20000076293945
ecu,m,2004,44.400001525878906
ecu,f,2004,58.900001525878906
ecu,mf,2005,47.70000076293945
ecu,m,2005,43.70000076293945
ecu,f,2005,53.900001525878906
ecu,mf,2006,48.20000076293945
ecu,m,2006,42.900001525878906
ecu,f,2006,56.400001525878906
ecu,mf,2007,46.900001525878906
ecu,m,2007,41.70000076293945
ecu,f,2007,54.900001525878906
ecu,mf,2008,45.099998474121094
ecu,m,2008,40.29999923706055
ecu,f,2008,52.5
ecu,mf,2009,46.599998474121094
ecu,m,2009,42.0
ecu,f,2009,53.70000076293945
ecu,mf,2010,45.20000076293945
ecu,m,2010,41.29999923706055
ecu,f,2010,51.400001525878906
ecu,mf,2011,47.400001525878906
ecu,m,2011,43.099998474121094
ecu,f,2011,54.099998474121094
ecu,mf,2012,54.900001525878906
ecu,m,2012,62.0
ecu,f,2012,43.900001525878906
ecu,mf,2013,43.20000076293945
ecu,m,2013,38.70000076293945
ecu,f,2013,50.29999923706055
egy,mf,1993,44.20000076293945
egy,m,1993,42.70000076293945
egy,f,1993,50.5
egy,mf,1994,43.599998474121094
egy,m,1994,41.79999923706055
egy,f,1994,50.70000076293945
egy,mf,1995,42.900001525878906
egy,m,1995,41.900001525878906
egy,f,1995,47.099998474121094
egy,mf,1997,40.0
egy,m,1997,39.0
egy,f,1997,44.5
egy,mf,1998,40.20000076293945
egy,m,1998,40.400001525878906
egy,f,1998,39.29999923706055
egy,mf,1999,38.900001525878906
egy,m,1999,39.599998474121094
egy,f,1999,35.599998474121094
egy,mf,2000,40.099998474121094
egy,m,2000,39.400001525878906
egy,f,2000,42.79999923706055
egy,mf,2001,38.5
egy,m,2001,39.20000076293945
egy,f,2001,35.20000076293945
egy,mf,2002,39.79999923706055
egy,m,2002,41.599998474121094
egy,f,2002,32.099998474121094
egy,mf,2003,42.099998474121094
egy,m,2003,41.79999923706055
egy,f,2003,43.5
egy,mf,2004,43.5
egy,m,2004,41.70000076293945
egy,f,2004,50.70000076293945
egy,mf,2005,40.0
egy,m,2005,37.79999923706055
egy,f,2005,49.20000076293945
egy,mf,2006,38.20000076293945
egy,m,2006,36.29999923706055
egy,f,2006,46.29999923706055
egy,mf,2007,41.5
egy,m,2007,38.599998474121094
egy,f,2007,52.099998474121094
egy,mf,2009,39.400001525878906
egy,m,2009,36.79999923706055
egy,f,2009,49.79999923706055
egy,mf,2010,37.79999923706055
egy,m,2010,35.29999923706055
egy,f,2010,48.0
egy,mf,2011,38.79999923706055
egy,m,2011,36.79999923706055
egy,f,2011,47.20000076293945
egy,mf,2012,37.5
egy,m,2012,36.0
egy,f,2012,43.70000076293945
egy,mf,2013,38.900001525878906
egy,m,2013,36.599998474121094
egy,f,2013,48.20000076293945
slv,mf,1993,41.79999923706055
slv,m,1993,37.0
slv,f,1993,49.099998474121094
slv,mf,1994,44.5
slv,m,1994,41.20000076293945
slv,f,1994,49.5
slv,mf,1995,43.099998474121094
slv,m,1995,39.5
slv,f,1995,48.900001525878906
slv,mf,1996,43.099998474121094
slv,m,1996,39.5
slv,f,1996,49.099998474121094
slv,mf,1997,42.599998474121094
slv,m,1997,39.099998474121094
slv,f,1997,48.29999923706055
slv,mf,1998,41.099998474121094
slv,m,1998,37.70000076293945
slv,f,1998,46.400001525878906
slv,mf,1999,39.70000076293945
slv,m,1999,35.599998474121094
slv,f,1999,45.70000076293945
slv,mf,2000,43.099998474121094
slv,m,2000,39.29999923706055
slv,f,2000,48.70000076293945
slv,mf,2001,43.0
slv,m,2001,38.900001525878906
slv,f,2001,49.099998474121094
slv,mf,2002,43.900001525878906
slv,m,2002,39.79999923706055
slv,f,2002,49.79999923706055
slv,mf,2003,41.400001525878906
slv,m,2003,36.79999923706055
slv,f,2003,47.79999923706055
slv,mf,2004,40.0
slv,m,2004,34.400001525878906
slv,f,2004,48.099998474121094
slv,mf,2005,43.20000076293945
slv,m,2005,38.20000076293945
slv,f,2005,50.099998474121094
slv,mf,2006,39.79999923706055
slv,m,2006,34.70000076293945
slv,f,2006,46.79999923706055
slv,mf,2007,39.599998474121094
slv,m,2007,33.70000076293945
slv,f,2007,47.5
slv,mf,2008,40.5
slv,m,2008,35.20000076293945
slv,f,2008,47.79999923706055
slv,mf,2009,50.20000076293945
slv,m,2009,47.099998474121094
slv,f,2009,56.70000076293945
slv,mf,2010,41.79999923706055
slv,m,2010,36.599998474121094
slv,f,2010,48.900001525878906
slv,mf,2011,41.70000076293945
slv,m,2011,36.900001525878906
slv,f,2011,48.29999923706055
slv,mf,2012,41.79999923706055
slv,m,2012,37.099998474121094
slv,f,2012,48.29999923706055
slv,mf,2013,41.900001525878906
slv,m,2013,36.70000076293945
slv,f,2013,48.900001525878906
gnq,mf,1983,77.80000305175781
gnq,m,1983,68.30000305175781
gnq,f,1983,93.30000305175781
est,mf,1989,2.200000047683716
est,m,1989,2.0
est,f,1989,2.4000000953674316
est,mf,1990,2.9000000953674316
est,m,1990,2.9000000953674316
est,f,1990,2.9000000953674316
est,mf,1991,3.799999952316284
est,m,1991,4.300000190734863
est,f,1991,3.200000047683716
est,mf,1992,5.5
est,m,1992,6.599999904632568
est,f,1992,4.199999809265137
est,mf,1993,7.400000095367432
est,m,1993,9.199999809265137
est,f,1993,5.300000190734863
est,mf,1994,8.100000381469727
est,m,1994,10.399999618530273
est,f,1994,5.599999904632568
est,mf,1995,6.900000095367432
est,m,1995,8.899999618530273
est,f,1995,4.699999809265137
est,mf,1996,7.5
est,m,1996,9.800000190734863
est,f,1996,5.0
est,mf,1997,7.800000190734863
est,m,1997,10.600000381469727
est,f,1997,5.0
est,mf,1998,8.800000190734863
est,m,1998,11.300000190734863
est,f,1998,6.199999809265137
est,mf,1999,8.899999618530273
est,m,1999,11.199999809265137
est,f,1999,6.5
est,mf,2000,8.100000381469727
est,m,2000,9.800000190734863
est,f,2000,6.300000190734863
est,mf,2001,7.400000095367432
est,m,2001,10.300000190734863
est,f,2001,4.199999809265137
est,mf,2002,6.800000190734863
est,m,2002,9.199999809265137
est,f,2002,4.300000190734863
est,mf,2003,8.300000190734863
est,m,2003,11.199999809265137
est,f,2003,5.300000190734863
est,mf,2004,9.800000190734863
est,m,2004,14.100000381469727
est,f,2004,5.400000095367432
est,mf,2005,7.900000095367432
est,m,2005,11.0
est,f,2005,4.900000095367432
est,mf,2006,8.100000381469727
est,m,2006,11.399999618530273
est,f,2006,4.800000190734863
est,mf,2007,9.199999809265137
est,m,2007,12.699999809265137
est,f,2007,5.5
est,mf,2008,7.900000095367432
est,m,2008,10.699999809265137
est,f,2008,4.900000095367432
est,mf,2009,8.300000190734863
est,m,2009,11.600000381469727
est,f,2009,5.199999809265137
est,mf,2010,8.5
est,m,2010,11.699999809265137
est,f,2010,5.300000190734863
est,mf,2011,8.699999809265137
est,m,2011,12.199999809265137
est,f,2011,5.199999809265137
est,mf,2012,8.899999618530273
est,m,2012,12.5
est,f,2012,5.099999904632568
est,mf,2013,9.100000381469727
est,m,2013,12.300000190734863
est,f,2013,5.900000095367432
est,mf,2014,9.100000381469727
est,m,2014,12.399999618530273
est,f,2014,5.699999809265137
eth,mf,1981,97.19999694824219
eth,m,1981,97.0999984741211
eth,f,1981,97.4000015258789
eth,mf,1987,93.0
eth,m,1987,90.5999984741211
eth,f,1987,96.5999984741211
eth,mf,1994,93.30000305175781
eth,m,1994,92.0
eth,f,1994,95.0
eth,mf,1999,91.30000305175781
eth,m,1999,90.0
eth,f,1999,93.0999984741211
eth,mf,2005,91.80000305175781
eth,m,2005,90.30000305175781
eth,f,2005,93.5
eth,mf,2006,52.79999923706055
eth,m,2006,49.599998474121094
eth,f,2006,56.70000076293945
eth,mf,2009,47.599998474121094
eth,m,2009,45.29999923706055
eth,f,2009,50.79999923706055
eth,mf,2010,48.099998474121094
eth,m,2010,46.29999923706055
eth,f,2010,50.5
eth,mf,2011,48.900001525878906
eth,m,2011,45.900001525878906
eth,f,2011,52.900001525878906
eth,mf,2012,48.900001525878906
eth,m,2012,46.29999923706055
eth,f,2012,52.20000076293945
eth,mf,2013,89.5
eth,m,2013,87.5999984741211
eth,f,2013,91.5999984741211
flk,mf,2013,12.600000381469727
flk,m,2013,13.800000190734863
flk,f,2013,11.0
fji,mf,2002,41.79999923706055
fji,m,2002,40.29999923706055
fji,f,2002,45.20000076293945
fji,mf,2004,39.5
fji,m,2004,39.20000076293945
fji,f,2004,40.400001525878906
fji,mf,2005,40.099998474121094
fji,m,2005,39.900001525878906
fji,f,2005,40.5
fji,mf,2007,27.700000762939453
fji,m,2007,24.700000762939453
fji,f,2007,34.0
fji,mf,2008,41.900001525878906
fji,m,2008,41.099998474121094
fji,f,2008,43.599998474121094
fin,mf,1980,17.200000762939453
fin,m,1980,18.700000762939453
fin,f,1980,15.399999618530273
fin,mf,1981,16.600000381469727
fin,m,1981,18.5
fin,f,1981,14.699999809265137
fin,mf,1982,16.299999237060547
fin,m,1982,18.399999618530273
fin,f,1982,14.100000381469727
fin,mf,1983,16.200000762939453
fin,m,1983,18.600000381469727
fin,f,1983,13.600000381469727
fin,mf,1984,15.800000190734863
fin,m,1984,18.0
fin,f,1984,13.399999618530273
fin,mf,1985,14.899999618530273
fin,m,1985,17.200000762939453
fin,f,1985,12.300000190734863
fin,mf,1986,14.899999618530273
fin,m,1986,17.799999237060547
fin,f,1986,11.699999809265137
fin,mf,1987,15.399999618530273
fin,m,1987,18.600000381469727
fin,f,1987,12.0
fin,mf,1988,15.199999809265137
fin,m,1988,18.799999237060547
fin,f,1988,11.300000190734863
fin,mf,1989,15.800000190734863
fin,m,1989,19.700000762939453
fin,f,1989,11.600000381469727
fin,mf,1990,15.600000381469727
fin,m,1990,19.5
fin,f,1990,11.300000190734863
fin,mf,1991,15.300000190734863
fin,m,1991,19.600000381469727
fin,f,1991,10.899999618530273
fin,mf,1992,15.699999809265137
fin,m,1992,20.5
fin,f,1992,10.699999809265137
fin,mf,1993,16.0
fin,m,1993,21.0
fin,f,1993,10.800000190734863
fin,mf,1994,16.299999237060547
fin,m,1994,21.100000381469727
fin,f,1994,11.100000381469727
fin,mf,1995,15.800000190734863
fin,m,1995,20.399999618530273
fin,f,1995,11.0
fin,mf,1996,16.600000381469727
fin,m,1996,21.5
fin,f,1996,11.199999809265137
fin,mf,1997,15.5
fin,m,1997,20.799999237060547
fin,f,1997,9.600000381469727
fin,mf,1998,14.600000381469727
fin,m,1998,19.799999237060547
fin,f,1998,8.800000190734863
fin,mf,1999,13.800000190734863
fin,m,1999,17.600000381469727
fin,f,1999,9.600000381469727
fin,mf,2000,13.5
fin,m,2000,17.700000762939453
fin,f,2000,8.899999618530273
fin,mf,2001,13.0
fin,m,2001,16.700000762939453
fin,f,2001,8.899999618530273
fin,mf,2002,12.899999618530273
fin,m,2002,16.5
fin,f,2002,9.0
fin,mf,2003,12.800000190734863
fin,m,2003,16.5
fin,f,2003,8.800000190734863
fin,mf,2004,12.5
fin,m,2004,16.299999237060547
fin,f,2004,8.300000190734863
fin,mf,2005,12.600000381469727
fin,m,2005,16.5
fin,f,2005,8.5
fin,mf,2006,12.899999618530273
fin,m,2006,17.0
fin,f,2006,8.5
fin,mf,2007,12.600000381469727
fin,m,2007,16.600000381469727
fin,f,2007,8.199999809265137
fin,mf,2008,12.800000190734863
fin,m,2008,16.700000762939453
fin,f,2008,8.600000381469727
fin,mf,2009,13.600000381469727
fin,m,2009,18.0
fin,f,2009,9.0
fin,mf,2010,13.399999618530273
fin,m,2010,17.600000381469727
fin,f,2010,9.0
fin,mf,2011,13.399999618530273
fin,m,2011,17.600000381469727
fin,f,2011,8.800000190734863
fin,mf,2012,13.600000381469727
fin,m,2012,18.0
fin,f,2012,8.899999618530273
fin,mf,2013,13.399999618530273
fin,m,2013,17.799999237060547
fin,f,2013,8.800000190734863
fin,mf,2014,14.0
fin,m,2014,18.399999618530273
fin,f,2014,9.300000190734863
fra,mf,1980,16.299999237060547
fra,m,1980,17.299999237060547
fra,f,1980,14.600000381469727
fra,mf,1981,16.100000381469727
fra,m,1981,17.100000381469727
fra,f,1981,14.5
fra,mf,1982,15.699999809265137
fra,m,1982,16.700000762939453
fra,f,1982,14.300000190734863
fra,mf,1983,17.100000381469727
fra,m,1983,18.100000381469727
fra,f,1983,15.699999809265137
fra,mf,1984,17.399999618530273
fra,m,1984,18.600000381469727
fra,f,1984,15.800000190734863
fra,mf,1985,16.799999237060547
fra,m,1985,18.200000762939453
fra,f,1985,15.0
fra,mf,1986,16.600000381469727
fra,m,1986,18.299999237060547
fra,f,1986,14.399999618530273
fra,mf,1987,16.299999237060547
fra,m,1987,18.100000381469727
fra,f,1987,13.899999618530273
fra,mf,1988,16.200000762939453
fra,m,1988,18.100000381469727
fra,f,1988,13.5
fra,mf,1989,15.5
fra,m,1989,17.399999618530273
fra,f,1989,12.800000190734863
fra,mf,1990,15.699999809265137
fra,m,1990,17.899999618530273
fra,f,1990,12.699999809265137
fra,mf,1991,15.300000190734863
fra,m,1991,17.399999618530273
fra,f,1991,12.5
fra,mf,1992,15.100000381469727
fra,m,1992,17.299999237060547
fra,f,1992,12.199999809265137
fra,mf,1993,14.199999809265137
fra,m,1993,16.5
fra,f,1993,11.199999809265137
fra,mf,1994,14.100000381469727
fra,m,1994,16.600000381469727
fra,f,1994,11.0
fra,mf,1995,13.600000381469727
fra,m,1995,16.0
fra,f,1995,10.699999809265137
fra,mf,1996,13.199999809265137
fra,m,1996,15.800000190734863
fra,f,1996,10.0
fra,mf,1997,13.0
fra,m,1997,15.5
fra,f,1997,9.800000190734863
fra,mf,1998,12.5
fra,m,1998,15.100000381469727
fra,f,1998,9.199999809265137
fra,mf,1999,12.199999809265137
fra,m,1999,14.800000190734863
fra,f,1999,8.899999618530273
fra,mf,2000,11.399999618530273
fra,m,2000,14.0
fra,f,2000,8.300000190734863
fra,mf,2001,10.899999618530273
fra,m,2001,13.300000190734863
fra,f,2001,7.900000095367432
fra,mf,2002,10.800000190734863
fra,m,2002,13.300000190734863
fra,f,2002,7.699999809265137
fra,mf,2003,11.5
fra,m,2003,14.399999618530273
fra,f,2003,8.100000381469727
fra,mf,2004,11.0
fra,m,2004,13.800000190734863
fra,f,2004,7.800000190734863
fra,mf,2005,10.899999618530273
fra,m,2005,13.899999618530273
fra,f,2005,7.400000095367432
fra,mf,2006,11.399999618530273
fra,m,2006,14.5
fra,f,2006,7.800000190734863
fra,mf,2007,11.0
fra,m,2007,14.199999809265137
fra,f,2007,7.400000095367432
fra,mf,2008,10.600000381469727
fra,m,2008,13.5
fra,f,2008,7.400000095367432
fra,mf,2009,11.0
fra,m,2009,14.300000190734863
fra,f,2009,7.300000190734863
fra,mf,2010,11.5
fra,m,2010,15.100000381469727
fra,f,2010,7.599999904632568
fra,mf,2011,11.699999809265137
fra,m,2011,15.199999809265137
fra,f,2011,7.800000190734863
fra,mf,2012,11.5
fra,m,2012,14.899999618530273
fra,f,2012,7.699999809265137
fra,mf,2013,11.199999809265137
fra,m,2013,14.5
fra,f,2013,7.699999809265137
fra,mf,2014,11.5
fra,m,2014,14.600000381469727
fra,f,2014,8.100000381469727
guf,mf,2001,10.0
guf,mf,2002,10.300000190734863
guf,mf,2003,10.899999618530273
guf,mf,2004,12.0
guf,mf,2005,11.600000381469727
guf,mf,2006,13.399999618530273
guf,mf,2007,13.300000190734863
guf,mf,2008,11.699999809265137
guf,mf,2009,11.399999618530273
guf,mf,2010,13.100000381469727
guf,mf,2011,13.399999618530273
guf,mf,2012,13.699999809265137
pyf,mf,1996,24.0
pyf,m,1996,27.200000762939453
pyf,f,1996,18.799999237060547
pyf,mf,2002,19.399999618530273
pyf,m,2002,21.299999237060547
pyf,f,2002,16.399999618530273
pyf,mf,2007,15.899999618530273
pyf,m,2007,18.299999237060547
pyf,f,2007,12.399999618530273
gab,mf,1993,49.29999923706055
gab,m,1993,37.900001525878906
gab,f,1993,63.0
gab,mf,2005,54.0
gab,m,2005,46.400001525878906
gab,f,2005,64.5999984741211
gab,mf,2010,33.79999923706055
gab,m,2010,30.100000381469727
gab,f,2010,39.900001525878906
gmb,mf,2012,74.5999984741211
gmb,m,2012,66.30000305175781
gmb,f,2012,85.0
geo,mf,1998,56.0
geo,m,1998,56.20000076293945
geo,f,1998,55.79999923706055
geo,mf,1999,56.70000076293945
geo,m,1999,56.099998474121094
geo,f,1999,57.400001525878906
geo,mf,2000,62.0
geo,m,2000,61.599998474121094
geo,f,2000,62.400001525878906
geo,mf,2001,64.30000305175781
geo,m,2001,64.30000305175781
geo,f,2001,64.30000305175781
geo,mf,2002,64.4000015258789
geo,m,2002,64.80000305175781
geo,f,2002,64.0
geo,mf,2003,65.80000305175781
geo,m,2003,66.0999984741211
geo,f,2003,65.5999984741211
geo,mf,2004,66.19999694824219
geo,m,2004,67.0
geo,f,2004,65.30000305175781
geo,mf,2005,65.30000305175781
geo,m,2005,65.4000015258789
geo,f,2005,65.19999694824219
geo,mf,2006,65.30000305175781
geo,mf,2007,63.29999923706055
geo,mf,2008,64.19999694824219
geo,m,2008,63.29999923706055
geo,f,2008,65.30000305175781
geo,mf,2009,63.900001525878906
geo,m,2009,63.70000076293945
geo,f,2009,64.19999694824219
geo,mf,2010,61.900001525878906
geo,m,2010,62.400001525878906
geo,f,2010,61.20000076293945
geo,mf,2011,61.599998474121094
geo,m,2011,61.29999923706055
geo,f,2011,62.0
geo,mf,2012,61.099998474121094
geo,m,2012,60.0
geo,f,2012,62.400001525878906
geo,mf,2013,61.0
geo,m,2013,61.0
geo,f,2013,61.0
deu,mf,1983,12.600000381469727
deu,m,1983,12.300000190734863
deu,f,1983,13.100000381469727
deu,mf,1984,12.800000190734863
deu,m,1984,12.5
deu,f,1984,13.100000381469727
deu,mf,1985,12.100000381469727
deu,m,1985,12.399999618530273
deu,f,1985,11.5
deu,mf,1986,11.899999618530273
deu,m,1986,12.300000190734863
deu,f,1986,11.300000190734863
deu,mf,1987,11.699999809265137
deu,m,1987,12.100000381469727
deu,f,1987,11.0
deu,mf,1988,11.5
deu,m,1988,11.899999618530273
deu,f,1988,10.899999618530273
deu,mf,1989,11.199999809265137
deu,m,1989,11.800000190734863
deu,f,1989,10.199999809265137
deu,mf,1990,11.0
deu,m,1990,11.899999618530273
deu,f,1990,9.699999809265137
deu,mf,1991,9.699999809265137
deu,m,1991,10.899999618530273
deu,f,1991,7.900000095367432
deu,mf,1992,10.0
deu,m,1992,11.399999618530273
deu,f,1992,8.100000381469727
deu,mf,1993,10.300000190734863
deu,m,1993,11.800000190734863
deu,f,1993,8.300000190734863
deu,mf,1994,10.600000381469727
deu,m,1994,12.300000190734863
deu,f,1994,8.399999618530273
deu,mf,1995,10.699999809265137
deu,m,1995,12.300000190734863
deu,f,1995,8.5
deu,mf,1996,10.600000381469727
deu,m,1996,12.600000381469727
deu,f,1996,8.0
deu,mf,1997,10.899999618530273
deu,m,1997,13.0
deu,f,1997,8.100000381469727
deu,mf,1998,11.0
deu,m,1998,13.100000381469727
deu,f,1998,8.199999809265137
deu,mf,1999,10.800000190734863
deu,m,1999,13.100000381469727
deu,f,1999,7.800000190734863
deu,mf,2000,10.899999618530273
deu,m,2000,13.199999809265137
deu,f,2000,7.800000190734863
deu,mf,2001,11.100000381469727
deu,m,2001,13.199999809265137
deu,f,2001,8.5
deu,mf,2002,11.100000381469727
deu,m,2002,13.300000190734863
deu,f,2002,8.300000190734863
deu,mf,2003,11.399999618530273
deu,m,2003,13.899999618530273
deu,f,2003,8.199999809265137
deu,mf,2004,12.100000381469727
deu,m,2004,14.699999809265137
deu,f,2004,8.800000190734863
deu,mf,2005,12.399999618530273
deu,m,2005,14.800000190734863
deu,f,2005,9.399999618530273
deu,mf,2006,12.100000381469727
deu,m,2006,14.5
deu,f,2006,9.199999809265137
deu,mf,2007,12.0
deu,m,2007,14.300000190734863
deu,f,2007,9.199999809265137
deu,mf,2008,11.699999809265137
deu,m,2008,14.0
deu,f,2008,8.800000190734863
deu,mf,2009,11.600000381469727
deu,m,2009,14.300000190734863
deu,f,2009,8.399999618530273
deu,mf,2010,11.600000381469727
deu,m,2010,14.300000190734863
deu,f,2010,8.399999618530273
deu,mf,2011,11.699999809265137
deu,m,2011,14.399999618530273
deu,f,2011,8.5
deu,mf,2012,11.600000381469727
deu,m,2012,14.300000190734863
deu,f,2012,8.399999618530273
deu,mf,2013,11.199999809265137
deu,m,2013,13.899999618530273
deu,f,2013,8.100000381469727
deu,mf,2014,11.0
deu,m,2014,13.5
deu,f,2014,8.0
gha,mf,2006,79.9000015258789
gha,m,2006,70.19999694824219
gha,f,2006,89.0999984741211
gha,mf,2010,81.69999694824219
gha,m,2010,74.5
gha,f,2010,88.5
grc,mf,1981,51.79999923706055
grc,m,1981,49.900001525878906
grc,f,1981,56.099998474121094
grc,mf,1982,50.900001525878906
grc,m,1982,49.70000076293945
grc,f,1982,53.5
grc,mf,1983,51.599998474121094
grc,m,1983,49.79999923706055
grc,f,1983,55.29999923706055
grc,mf,1984,50.900001525878906
grc,m,1984,49.0
grc,f,1984,54.79999923706055
grc,mf,1985,50.70000076293945
grc,m,1985,48.900001525878906
grc,f,1985,54.0
grc,mf,1986,50.70000076293945
grc,m,1986,49.099998474121094
grc,f,1986,53.79999923706055
grc,mf,1987,50.099998474121094
grc,m,1987,48.400001525878906
grc,f,1987,53.29999923706055
grc,mf,1988,49.5
grc,m,1988,48.599998474121094
grc,f,1988,51.20000076293945
grc,mf,1989,48.5
grc,m,1989,47.79999923706055
grc,f,1989,49.900001525878906
grc,mf,1990,47.599998474121094
grc,m,1990,47.400001525878906
grc,f,1990,48.0
grc,mf,1991,46.79999923706055
grc,m,1991,47.599998474121094
grc,f,1991,45.29999923706055
grc,mf,1992,47.400001525878906
grc,m,1992,48.20000076293945
grc,f,1992,45.900001525878906
grc,mf,1993,46.70000076293945
grc,m,1993,47.70000076293945
grc,f,1993,44.900001525878906
grc,mf,1994,46.70000076293945
grc,m,1994,47.599998474121094
grc,f,1994,45.20000076293945
grc,mf,1995,46.099998474121094
grc,m,1995,47.400001525878906
grc,f,1995,43.79999923706055
grc,mf,1996,45.70000076293945
grc,m,1996,46.900001525878906
grc,f,1996,43.70000076293945
grc,mf,1997,45.20000076293945
grc,m,1997,46.79999923706055
grc,f,1997,42.400001525878906
grc,mf,1998,43.599998474121094
grc,m,1998,44.900001525878906
grc,f,1998,41.29999923706055
grc,mf,1999,42.099998474121094
grc,m,1999,43.79999923706055
grc,f,1999,39.29999923706055
grc,mf,2000,42.0
grc,m,2000,43.70000076293945
grc,f,2000,39.0
grc,mf,2001,39.599998474121094
grc,m,2001,41.900001525878906
grc,f,2001,35.79999923706055
grc,mf,2002,38.900001525878906
grc,m,2002,41.099998474121094
grc,f,2002,35.29999923706055
grc,mf,2003,38.599998474121094
grc,m,2003,40.70000076293945
grc,f,2003,35.099998474121094
grc,mf,2004,36.20000076293945
grc,m,2004,39.099998474121094
grc,f,2004,31.700000762939453
grc,mf,2005,36.0
grc,m,2005,38.70000076293945
grc,f,2005,31.799999237060547
grc,mf,2006,36.0
grc,m,2006,38.900001525878906
grc,f,2006,31.600000381469727
grc,mf,2007,35.29999923706055
grc,m,2007,38.29999923706055
grc,f,2007,30.700000762939453
grc,mf,2008,35.0
grc,m,2008,37.79999923706055
grc,f,2008,30.700000762939453
grc,mf,2009,35.29999923706055
grc,m,2009,38.5
grc,f,2009,30.5
grc,mf,2010,35.599998474121094
grc,m,2010,38.70000076293945
grc,f,2010,31.0
grc,mf,2011,36.20000076293945
grc,m,2011,39.5
grc,f,2011,31.399999618530273
grc,mf,2012,36.599998474121094
grc,m,2012,40.29999923706055
grc,f,2012,31.399999618530273
grc,mf,2013,37.0
grc,m,2013,40.599998474121094
grc,f,2013,31.899999618530273
grc,mf,2014,36.0
grc,m,2014,40.0
grc,f,2014,30.399999618530273
grd,mf,1991,17.799999237060547
grd,m,1991,18.200000762939453
grd,f,1991,17.200000762939453
grd,mf,1996,27.0
grd,m,1996,27.5
grd,f,1996,26.299999237060547
grd,mf,1998,24.0
grd,m,1998,24.600000381469727
grd,f,1998,23.100000381469727
glp,mf,2001,15.800000190734863
glp,mf,2002,17.0
glp,mf,2003,16.5
glp,mf,2004,16.700000762939453
glp,mf,2005,18.100000381469727
glp,mf,2006,18.100000381469727
glp,mf,2007,19.5
glp,mf,2008,17.799999237060547
glp,mf,2009,18.700000762939453
glp,mf,2010,17.700000762939453
glp,mf,2011,18.700000762939453
glp,mf,2012,19.399999618530273
gum,mf,1980,3.200000047683716
gum,mf,1990,6.0
gum,mf,2000,6.5
gum,mf,2002,1.899999976158142
gtm,mf,1994,49.79999923706055
gtm,m,1994,54.0
gtm,f,1994,32.20000076293945
gtm,mf,1998,48.79999923706055
gtm,m,1998,43.79999923706055
gtm,f,1998,57.099998474121094
gtm,mf,2000,49.900001525878906
gtm,m,2000,45.79999923706055
gtm,f,2000,57.0
gtm,mf,2002,60.70000076293945
gtm,m,2002,58.400001525878906
gtm,f,2002,64.80000305175781
gtm,mf,2003,55.400001525878906
gtm,m,2003,51.0
gtm,f,2003,62.70000076293945
gtm,mf,2004,54.29999923706055
gtm,m,2004,50.79999923706055
gtm,f,2004,60.79999923706055
gtm,mf,2010,32.400001525878906
gtm,m,2010,29.5
gtm,f,2010,37.5
gtm,mf,2011,43.0
gtm,m,2011,41.29999923706055
gtm,f,2011,46.400001525878906
gtm,mf,2012,47.20000076293945
gtm,m,2012,40.70000076293945
gtm,f,2012,58.5
gtm,mf,2013,33.400001525878906
gtm,m,2013,31.100000381469727
gtm,f,2013,37.599998474121094
gin,mf,2009,90.30000305175781
gin,m,2009,85.9000015258789
gin,f,2009,95.0
gin,mf,2010,90.30000305175781
gin,m,2010,85.9000015258789
gin,f,2010,95.0
gin,mf,2011,90.30000305175781
gin,m,2011,85.9000015258789
gin,f,2011,95.0
gin,mf,2012,90.30000305175781
gin,m,2012,85.9000015258789
gin,f,2012,95.0
guy,mf,1992,47.599998474121094
guy,m,1992,47.79999923706055
guy,f,1992,47.099998474121094
hti,mf,1990,79.5
hti,m,1990,81.19999694824219
hti,f,1990,77.0
hnd,mf,1990,49.900001525878906
hnd,m,1990,49.5
hnd,f,1990,50.900001525878906
hnd,mf,1991,52.099998474121094
hnd,m,1991,54.29999923706055
hnd,f,1991,47.099998474121094
hnd,mf,1992,48.900001525878906
hnd,m,1992,50.70000076293945
hnd,f,1992,45.099998474121094
hnd,mf,1994,49.29999923706055
hnd,m,1994,51.099998474121094
hnd,f,1994,45.29999923706055
hnd,mf,1995,50.20000076293945
hnd,m,1995,50.79999923706055
hnd,f,1995,48.599998474121094
hnd,mf,1996,53.900001525878906
hnd,m,1996,54.79999923706055
hnd,f,1996,52.20000076293945
hnd,mf,1997,53.20000076293945
hnd,m,1997,53.70000076293945
hnd,f,1997,52.29999923706055
hnd,mf,1998,52.0
hnd,m,1998,51.79999923706055
hnd,f,1998,52.400001525878906
hnd,mf,1999,53.20000076293945
hnd,m,1999,51.900001525878906
hnd,f,1999,55.5
hnd,mf,2001,51.099998474121094
hnd,m,2001,51.79999923706055
hnd,f,2001,49.599998474121094
hnd,mf,2002,53.400001525878906
hnd,m,2002,54.0
hnd,f,2002,52.400001525878906
hnd,mf,2003,54.0
hnd,m,2003,53.29999923706055
hnd,f,2003,55.29999923706055
hnd,mf,2004,51.79999923706055
hnd,m,2004,52.79999923706055
hnd,f,2004,50.0
hnd,mf,2005,50.0
hnd,m,2005,51.29999923706055
hnd,f,2005,47.400001525878906
hnd,mf,2006,52.599998474121094
hnd,m,2006,52.400001525878906
hnd,f,2006,53.0
hnd,mf,2007,52.400001525878906
hnd,m,2007,51.599998474121094
hnd,f,2007,54.0
