country,sex,year,employers_a_000
cri,f,2007,28.200000762939453
cri,mf,2008,146.6999969482422
cri,m,2008,115.5
cri,f,2008,31.200000762939453
cri,mf,2009,140.79200744628906
cri,m,2009,111.37999725341797
cri,f,2009,29.41200065612793
cri,mf,2010,65.86599731445312
cri,m,2010,53.125
cri,f,2010,12.741000175476074
cri,mf,2011,76.10299682617188
cri,m,2011,59.54999923706055
cri,f,2011,16.55299949645996
cri,mf,2012,74.30400085449219
cri,m,2012,59.28499984741211
cri,f,2012,15.019000053405762
cri,mf,2013,76.5479965209961
cri,m,2013,59.275001525878906
cri,f,2013,17.273000717163086
civ,mf,2002,30.117000579833984
civ,m,2002,20.131999969482422
civ,f,2002,9.984000205993652
civ,mf,2012,98.83899688720703
civ,m,2012,78.552001953125
civ,f,2012,20.28700065612793
hrv,mf,1996,78.50199890136719
hrv,m,1996,56.11600112915039
hrv,f,1996,22.38599967956543
hrv,mf,1997,77.60399627685547
hrv,m,1997,57.53099822998047
hrv,f,1997,20.07200050354004
hrv,mf,1998,81.08399963378906
hrv,m,1998,58.6349983215332
hrv,f,1998,22.448999404907227
hrv,mf,1999,75.90699768066406
hrv,m,1999,53.18199920654297
hrv,f,1999,22.72599983215332
hrv,mf,2000,79.30000305175781
hrv,m,2000,56.70000076293945
hrv,f,2000,22.700000762939453
hrv,mf,2001,74.0999984741211
hrv,m,2001,57.599998474121094
hrv,f,2001,16.5
hrv,mf,2002,83.71099853515625
hrv,m,2002,58.58300018310547
hrv,f,2002,25.128000259399414
hrv,mf,2003,76.75900268554688
hrv,m,2003,57.832000732421875
hrv,f,2003,18.927000045776367
hrv,mf,2004,77.27899932861328
hrv,m,2004,57.52199935913086
hrv,f,2004,19.757999420166016
hrv,mf,2005,79.01000213623047
hrv,m,2005,58.87699890136719
hrv,f,2005,20.134000778198242
hrv,mf,2006,80.39399719238281
hrv,m,2006,57.53799819946289
hrv,f,2006,22.856000900268555
hrv,mf,2007,92.51300048828125
hrv,m,2007,69.97100067138672
hrv,f,2007,22.54199981689453
hrv,mf,2008,93.97799682617188
hrv,m,2008,70.49600219726562
hrv,f,2008,23.48200035095215
hrv,mf,2009,86.26399993896484
hrv,m,2009,65.76200103759766
hrv,f,2009,20.50200080871582
hrv,mf,2010,79.875
hrv,m,2010,57.750999450683594
hrv,f,2010,22.124000549316406
hrv,mf,2011,73.93599700927734
hrv,m,2011,51.70199966430664
hrv,f,2011,22.233999252319336
hrv,mf,2012,70.65499877929688
hrv,m,2012,49.79100036621094
hrv,f,2012,20.863000869750977
hrv,mf,2013,66.86000061035156
hrv,m,2013,49.685001373291016
hrv,f,2013,17.174999237060547
hrv,mf,2014,81.78099822998047
hrv,m,2014,59.54999923706055
hrv,f,2014,22.231000900268555
cyp,mf,1999,13.90999984741211
cyp,m,1999,12.602999687194824
cyp,f,1999,1.305999994277954
cyp,mf,2000,18.05699920654297
cyp,m,2000,16.09000015258789
cyp,f,2000,1.9670000076293945
cyp,mf,2001,20.11199951171875
cyp,m,2001,17.663999557495117
cyp,f,2001,2.447999954223633
cyp,mf,2002,17.81999969482422
cyp,m,2002,16.023000717163086
cyp,f,2002,1.7970000505447388
cyp,mf,2003,18.746000289916992
cyp,m,2003,17.013999938964844
cyp,f,2003,1.7319999933242798
cyp,mf,2004,21.70400047302246
cyp,m,2004,19.142000198364258
cyp,f,2004,2.562000036239624
cyp,mf,2005,25.72800064086914
cyp,m,2005,22.614999771118164
cyp,f,2005,3.11299991607666
cyp,mf,2006,22.650999069213867
cyp,m,2006,19.985000610351562
cyp,f,2006,2.6670000553131104
cyp,mf,2007,23.024999618530273
cyp,m,2007,20.011999130249023
cyp,f,2007,3.013000011444092
cyp,mf,2008,21.23200035095215
cyp,m,2008,18.954999923706055
cyp,f,2008,2.2769999504089355
cyp,mf,2009,19.716999053955078
cyp,m,2009,16.856000900268555
cyp,f,2009,2.861999988555908
cyp,mf,2010,18.68400001525879
cyp,m,2010,16.066999435424805
cyp,f,2010,2.617000102996826
cyp,mf,2011,18.03499984741211
cyp,m,2011,15.08899974822998
cyp,f,2011,2.946000099182129
cyp,mf,2012,15.810999870300293
cyp,m,2012,13.213000297546387
cyp,f,2012,2.5980000495910645
cyp,mf,2013,14.748000144958496
cyp,m,2013,12.472999572753906
cyp,f,2013,2.2760000228881836
cyp,mf,2014,13.501999855041504
cyp,m,2014,11.729999542236328
cyp,f,2014,1.7719999551773071
cze,mf,1993,131.0
cze,m,1993,102.0
cze,f,1993,29.0
cze,mf,1994,157.0
cze,m,1994,123.0
cze,f,1994,34.0
cze,mf,1995,188.0
cze,m,1995,143.0
cze,f,1995,45.0
cze,mf,1996,202.0
cze,m,1996,157.0
cze,f,1996,45.0
cze,mf,1997,198.09500122070312
cze,m,1997,151.37899780273438
cze,f,1997,46.715999603271484
cze,mf,1998,199.00900268554688
cze,m,1998,151.76199340820312
cze,f,1998,47.24700164794922
cze,mf,1999,196.78500366210938
cze,m,1999,152.5030059814453
cze,f,1999,44.28099822998047
cze,mf,2000,195.18699645996094
cze,m,2000,150.08900451660156
cze,f,2000,45.097999572753906
cze,mf,2001,193.7989959716797
cze,m,2001,149.8070068359375
cze,f,2001,43.992000579833984
cze,mf,2002,190.91600036621094
cze,m,2002,147.4199981689453
cze,f,2002,43.49599838256836
cze,mf,2003,198.16299438476562
cze,m,2003,154.6479949951172
cze,f,2003,43.51499938964844
cze,mf,2004,188.25999450683594
cze,m,2004,145.71200561523438
cze,f,2004,42.54800033569336
cze,mf,2005,177.14199829101562
cze,m,2005,136.10400390625
cze,f,2005,41.03799819946289
cze,mf,2006,195.87399291992188
cze,m,2006,149.73500061035156
cze,f,2006,46.138999938964844
cze,mf,2007,183.9669952392578
cze,m,2007,144.6699981689453
cze,f,2007,39.297000885009766
cze,mf,2008,178.6840057373047
cze,m,2008,138.25599670410156
cze,f,2008,40.428001403808594
cze,mf,2009,183.59100341796875
cze,m,2009,142.125
cze,f,2009,41.465999603271484
cze,mf,2010,178.07899475097656
cze,m,2010,140.63699340820312
cze,f,2010,37.44200134277344
cze,mf,2011,175.99000549316406
cze,m,2011,137.73300170898438
cze,f,2011,38.25699996948242
cze,mf,2012,165.60000610351562
cze,m,2012,127.73400115966797
cze,f,2012,37.86600112915039
cze,mf,2013,166.01600646972656
cze,m,2013,125.38300323486328
cze,f,2013,40.632999420166016
cze,mf,2014,171.9770050048828
cze,m,2014,136.26499938964844
cze,f,2014,35.71200180053711
dnk,mf,1983,278.5950012207031
dnk,m,1983,243.9149932861328
dnk,f,1983,34.68000030517578
dnk,mf,1984,111.31800079345703
dnk,m,1984,95.25499725341797
dnk,f,1984,16.062000274658203
dnk,mf,1985,118.19400024414062
dnk,m,1985,102.61100006103516
dnk,f,1985,15.583999633789062
dnk,mf,1986,118.12200164794922
dnk,m,1986,100.68299865722656
dnk,f,1986,17.43899917602539
dnk,mf,1987,116.49199676513672
dnk,m,1987,102.2020034790039
dnk,f,1987,14.289999961853027
dnk,mf,1988,115.6050033569336
dnk,m,1988,101.00599670410156
dnk,f,1988,14.598999977111816
dnk,mf,1989,119.24600219726562
dnk,m,1989,103.5999984741211
dnk,f,1989,15.645999908447266
dnk,mf,1990,115.79000091552734
dnk,m,1990,99.80799865722656
dnk,f,1990,15.982000350952148
dnk,mf,1991,114.29299926757812
dnk,m,1991,98.5770034790039
dnk,f,1991,15.715999603271484
dnk,mf,1992,109.27100372314453
dnk,m,1992,93.2750015258789
dnk,f,1992,15.994999885559082
dnk,mf,1993,109.98799896240234
dnk,m,1993,95.14399719238281
dnk,f,1993,14.845000267028809
dnk,mf,1994,103.11799621582031
dnk,m,1994,84.69499969482422
dnk,f,1994,18.42300033569336
dnk,mf,1995,110.83499908447266
dnk,m,1995,89.7969970703125
dnk,f,1995,21.038000106811523
dnk,mf,1996,102.46700286865234
dnk,m,1996,84.8740005493164
dnk,f,1996,17.593000411987305
dnk,mf,1997,103.12999725341797
dnk,m,1997,83.5
dnk,f,1997,19.6299991607666
dnk,mf,1998,113.61199951171875
dnk,m,1998,91.7040023803711
dnk,f,1998,21.908000946044922
dnk,mf,1999,112.59100341796875
dnk,m,1999,91.33000183105469
dnk,f,1999,21.26099967956543
dnk,mf,2000,113.94999694824219
dnk,m,2000,95.23600006103516
dnk,f,2000,18.714000701904297
dnk,mf,2001,109.97699737548828
dnk,m,2001,94.76599884033203
dnk,f,2001,15.211999893188477
dnk,mf,2002,113.59400177001953
dnk,m,2002,90.78099822998047
dnk,f,2002,22.812000274658203
dnk,mf,2003,109.36299896240234
dnk,m,2003,84.04499816894531
dnk,f,2003,25.31800079345703
dnk,mf,2004,94.83499908447266
dnk,m,2004,78.23999786376953
dnk,f,2004,16.594999313354492
dnk,mf,2005,101.84600067138672
dnk,m,2005,85.1449966430664
dnk,f,2005,16.70199966430664
dnk,mf,2006,112.18000030517578
dnk,m,2006,88.72100067138672
dnk,f,2006,23.458999633789062
dnk,mf,2007,107.88500213623047
dnk,m,2007,86.06300354003906
dnk,f,2007,21.820999145507812
dnk,mf,2008,109.88099670410156
dnk,m,2008,87.48600006103516
dnk,f,2008,22.395999908447266
dnk,mf,2009,109.13600158691406
dnk,m,2009,86.53099822998047
dnk,f,2009,22.604000091552734
dnk,mf,2010,98.00700378417969
dnk,m,2010,76.89900207519531
dnk,f,2010,21.10700035095215
dnk,mf,2011,98.26000213623047
dnk,m,2011,76.59600067138672
dnk,f,2011,21.663999557495117
dnk,mf,2012,95.12000274658203
dnk,m,2012,75.31900024414062
dnk,f,2012,19.801000595092773
dnk,mf,2013,92.75399780273438
dnk,m,2013,71.375
dnk,f,2013,21.378999710083008
dnk,mf,2014,94.89099884033203
dnk,m,2014,73.4739990234375
dnk,f,2014,21.41699981689453
dji,mf,1996,0.5450000166893005
dji,m,1996,0.3970000147819519
dji,f,1996,0.14800000190734863
dma,mf,1991,1.7200000286102295
dma,m,1991,1.340000033378601
dma,f,1991,0.3799999952316284
dma,mf,1997,2.9200000762939453
dma,m,1997,2.2200000286102295
dma,f,1997,0.699999988079071
dma,mf,1999,1.1399999856948853
dma,m,1999,0.8500000238418579
dma,f,1999,0.28999999165534973
dma,mf,2001,1.2400000095367432
dma,m,2001,0.9200000166893005
dma,f,2001,0.3199999928474426
dom,mf,1991,88.5999984741211
dom,m,1991,81.5999984741211
dom,f,1991,6.900000095367432
dom,mf,1992,83.0999984741211
dom,m,1992,71.80000305175781
dom,f,1992,11.300000190734863
dom,mf,1993,90.0999984741211
dom,m,1993,78.30000305175781
dom,f,1993,11.800000190734863
dom,mf,1994,77.4000015258789
dom,m,1994,69.0999984741211
dom,f,1994,8.300000190734863
dom,mf,1995,86.19999694824219
dom,m,1995,73.69999694824219
dom,f,1995,12.5
dom,mf,1996,84.5
dom,m,1996,70.0999984741211
dom,f,1996,14.399999618530273
dom,mf,1997,90.19999694824219
dom,m,1997,81.4000015258789
dom,f,1997,8.800000190734863
dom,mf,1998,97.5
dom,m,1998,79.9000015258789
dom,f,1998,17.5
dom,mf,1999,101.5
dom,m,1999,75.69999694824219
dom,f,1999,25.799999237060547
dom,mf,2000,92.5999984741211
dom,m,2000,74.0
dom,f,2000,18.600000381469727
dom,mf,2001,105.9000015258789
dom,m,2001,83.4000015258789
dom,f,2001,22.600000381469727
dom,mf,2002,100.5
dom,m,2002,78.80000305175781
dom,f,2002,21.799999237060547
dom,mf,2003,99.5999984741211
dom,m,2003,80.9000015258789
dom,f,2003,18.600000381469727
dom,mf,2004,157.60000610351562
dom,m,2004,125.19999694824219
dom,f,2004,32.400001525878906
dom,mf,2005,151.3000030517578
dom,m,2005,119.5999984741211
dom,f,2005,31.700000762939453
dom,mf,2006,132.1999969482422
dom,m,2006,97.5999984741211
dom,f,2006,34.599998474121094
dom,mf,2007,141.6999969482422
dom,m,2007,110.9000015258789
dom,f,2007,30.799999237060547
dom,mf,2008,160.3520050048828
dom,m,2008,122.91699981689453
dom,f,2008,37.435001373291016
dom,mf,2009,170.74200439453125
dom,m,2009,137.15199279785156
dom,f,2009,33.59000015258789
dom,mf,2010,145.6529998779297
dom,m,2010,103.88899993896484
dom,f,2010,41.763999938964844
dom,mf,2011,140.49600219726562
dom,m,2011,110.74199676513672
dom,f,2011,29.753999710083008
dom,mf,2012,135.51300048828125
dom,m,2012,104.22200012207031
dom,f,2012,31.291000366210938
dom,mf,2013,152.43699645996094
dom,m,2013,114.10900115966797
dom,f,2013,38.327999114990234
ecu,mf,1988,168.0
ecu,m,1988,133.6999969482422
ecu,f,1988,34.29999923706055
ecu,mf,1989,168.6999969482422
ecu,m,1989,137.39999389648438
ecu,f,1989,31.299999237060547
ecu,mf,1990,116.5
ecu,m,1990,93.9000015258789
ecu,f,1990,22.600000381469727
ecu,mf,1991,158.6999969482422
ecu,m,1991,125.0999984741211
ecu,f,1991,33.599998474121094
ecu,mf,1992,217.39999389648438
ecu,m,1992,173.39999389648438
ecu,f,1992,44.0
ecu,mf,1993,215.8000030517578
ecu,m,1993,157.5
ecu,f,1993,58.29999923706055
ecu,mf,1994,214.10000610351562
ecu,m,1994,162.1999969482422
ecu,f,1994,51.900001525878906
ecu,mf,1995,225.60000610351562
ecu,m,1995,178.39999389648438
ecu,f,1995,47.099998474121094
ecu,mf,1996,216.8000030517578
ecu,m,1996,170.39999389648438
ecu,f,1996,46.5
ecu,mf,1997,238.5
ecu,m,1997,186.6999969482422
ecu,f,1997,51.79999923706055
ecu,mf,1998,252.3000030517578
ecu,m,1998,195.89999389648438
ecu,f,1998,56.29999923706055
ecu,mf,1999,273.70001220703125
ecu,m,1999,213.6999969482422
ecu,f,1999,60.0
ecu,mf,2000,217.4429931640625
ecu,m,2000,178.21600341796875
ecu,f,2000,39.22600173950195
ecu,mf,2001,309.5329895019531
ecu,m,2001,235.86399841308594
ecu,f,2001,73.66799926757812
ecu,mf,2003,261.5950012207031
ecu,m,2003,190.94900512695312
ecu,f,2003,70.6449966430664
ecu,mf,2004,392.0570068359375
ecu,m,2004,286.4490051269531
ecu,f,2004,105.60800170898438
ecu,mf,2005,368.5069885253906
ecu,m,2005,276.1099853515625
ecu,f,2005,92.39700317382812
ecu,mf,2006,364.45098876953125
ecu,m,2006,272.1369934082031
ecu,f,2006,92.31400299072266
ecu,mf,2007,313.8269958496094
ecu,m,2007,240.16600036621094
ecu,f,2007,73.66100311279297
ecu,mf,2008,318.0989990234375
ecu,m,2008,247.19500732421875
ecu,f,2008,70.90399932861328
ecu,mf,2009,257.4289855957031
ecu,m,2009,201.25799560546875
ecu,f,2009,56.16999816894531
ecu,mf,2010,212.56300354003906
ecu,m,2010,165.63800048828125
ecu,f,2010,46.92499923706055
ecu,mf,2011,222.156005859375
ecu,m,2011,173.4810028076172
ecu,f,2011,48.67499923706055
ecu,mf,2012,242.22500610351562
ecu,m,2012,184.88099670410156
ecu,f,2012,57.34400177001953
ecu,mf,2013,200.94700622558594
ecu,m,2013,158.03700256347656
ecu,f,2013,42.90999984741211
egy,mf,1993,2347.199951171875
egy,m,1993,2224.5
egy,f,1993,122.69999694824219
egy,mf,1994,2503.89990234375
egy,m,1994,2369.89990234375
egy,f,1994,134.0
egy,mf,1995,2546.89990234375
egy,m,1995,2384.0
egy,f,1995,162.89999389648438
egy,mf,1997,2344.5
egy,m,1997,2207.800048828125
egy,f,1997,136.6999969482422
egy,mf,1998,2592.0
egy,m,1998,2420.89990234375
egy,f,1998,171.10000610351562
egy,mf,1999,2677.5
egy,m,1999,2492.10009765625
egy,f,1999,185.39999389648438
egy,mf,2000,2945.699951171875
egy,m,2000,2799.60009765625
egy,f,2000,146.10000610351562
egy,mf,2001,3139.300048828125
egy,m,2001,2933.5
egy,f,2001,205.8000030517578
egy,mf,2002,3115.60009765625
egy,m,2002,2926.800048828125
egy,f,2002,188.8000030517578
egy,mf,2003,3235.300048828125
egy,m,2003,3084.60009765625
egy,f,2003,150.6999969482422
egy,mf,2004,3237.10009765625
egy,m,2004,3059.699951171875
egy,f,2004,177.39999389648438
egy,mf,2005,2844.0
egy,m,2005,2702.699951171875
egy,f,2005,141.3000030517578
egy,mf,2006,2736.10009765625
egy,m,2006,2626.5
egy,f,2006,109.5999984741211
egy,mf,2007,3068.199951171875
egy,m,2007,2909.699951171875
egy,f,2007,158.5
egy,mf,2009,3476.0
egy,m,2009,3302.0
egy,f,2009,174.0
egy,mf,2010,3513.39990234375
egy,m,2010,3367.300048828125
egy,f,2010,146.10000610351562
egy,mf,2011,3667.612060546875
egy,m,2011,3520.97509765625
egy,f,2011,146.63600158691406
egy,mf,2012,3696.742919921875
egy,m,2012,3565.85205078125
egy,f,2012,130.88999938964844
egy,mf,2013,3009.721923828125
egy,m,2013,2904.506103515625
egy,f,2013,105.21499633789062
slv,mf,1993,117.44000244140625
slv,m,1993,97.16000366210938
slv,f,1993,20.270000457763672
slv,mf,1994,121.66999816894531
slv,m,1994,98.93000030517578
slv,f,1994,22.739999771118164
slv,mf,1995,120.5
slv,m,1995,98.9000015258789
slv,f,1995,21.5
slv,mf,1996,104.69999694824219
slv,m,1996,84.5
slv,f,1996,20.100000381469727
slv,mf,1997,104.5
slv,m,1997,81.19999694824219
slv,f,1997,23.200000762939453
slv,mf,1998,70.0
slv,m,1998,53.599998474121094
slv,f,1998,16.399999618530273
slv,mf,1999,95.9000015258789
slv,m,1999,73.4000015258789
slv,f,1999,22.399999618530273
slv,mf,2000,118.4000015258789
slv,m,2000,90.4000015258789
slv,f,2000,28.0
slv,mf,2001,103.5999984741211
slv,m,2001,77.0999984741211
slv,f,2001,26.5
slv,mf,2002,102.19999694824219
slv,m,2002,78.4000015258789
slv,f,2002,23.700000762939453
slv,mf,2003,105.80000305175781
slv,m,2003,79.9000015258789
slv,f,2003,25.899999618530273
slv,mf,2004,96.5
slv,m,2004,71.0999984741211
slv,f,2004,25.399999618530273
slv,mf,2005,99.5999984741211
slv,m,2005,72.0
slv,f,2005,27.600000381469727
slv,mf,2006,100.69999694824219
slv,m,2006,73.19999694824219
slv,f,2006,27.5
slv,mf,2007,98.5770034790039
slv,m,2007,68.43900299072266
slv,f,2007,30.13800048828125
slv,mf,2008,102.66400146484375
slv,m,2008,76.47599792480469
slv,f,2008,26.187999725341797
slv,mf,2009,27.069000244140625
slv,m,2009,22.517000198364258
slv,f,2009,4.552000045776367
slv,mf,2010,98.58499908447266
slv,m,2010,69.11199951171875
slv,f,2010,29.472999572753906
slv,mf,2011,92.12899780273438
slv,m,2011,64.91200256347656
slv,f,2011,27.216999053955078
slv,mf,2012,108.20600128173828
slv,m,2012,74.80699920654297
slv,f,2012,33.39899826049805
slv,mf,2013,112.77400207519531
slv,m,2013,78.41899871826172
slv,f,2013,34.35499954223633
est,mf,1989,4.099999904632568
est,m,1989,3.5
est,f,1989,0.6000000238418579
est,mf,1990,5.099999904632568
est,m,1990,4.300000190734863
est,f,1990,0.800000011920929
est,mf,1991,8.199999809265137
est,m,1991,6.599999904632568
est,f,1991,1.600000023841858
est,mf,1992,10.899999618530273
est,m,1992,8.5
est,f,1992,2.4000000953674316
est,mf,1993,14.5
est,m,1993,11.600000381469727
est,f,1993,2.9000000953674316
est,mf,1994,18.5
est,m,1994,14.600000381469727
est,f,1994,3.9000000953674316
est,mf,1995,14.199999809265137
est,m,1995,10.5
est,f,1995,3.700000047683716
est,mf,1996,14.300000190734863
est,m,1996,10.600000381469727
est,f,1996,3.700000047683716
est,mf,1997,14.119999885559082
est,m,1997,10.989999771118164
est,f,1997,3.130000114440918
est,mf,1998,16.22800064086914
est,m,1998,11.779999732971191
est,f,1998,4.447999954223633
est,mf,1999,20.841999053955078
est,m,1999,15.515999794006348
est,f,1999,5.326000213623047
est,mf,2000,17.37700080871582
est,m,2000,11.831999778747559
est,f,2000,5.545000076293945
est,mf,2001,12.862000465393066
est,m,2001,9.46399974822998
est,f,2001,3.3989999294281006
est,mf,2002,10.696000099182129
est,m,2002,7.229000091552734
est,f,2002,3.4670000076293945
est,mf,2003,15.425000190734863
est,m,2003,9.857999801635742
est,f,2003,5.566999912261963
est,mf,2004,19.98200035095215
est,m,2004,15.081999778747559
est,f,2004,4.901000022888184
est,mf,2005,15.87600040435791
est,m,2005,11.956000328063965
est,f,2005,3.9210000038146973
est,mf,2006,17.430999755859375
est,m,2006,13.805999755859375
est,f,2006,3.625
est,mf,2007,21.709999084472656
est,m,2007,16.618000030517578
est,f,2007,5.0920000076293945
est,mf,2008,22.2549991607666
est,m,2008,17.23900032043457
est,f,2008,5.015999794006348
est,mf,2009,22.874000549316406
est,m,2009,17.586000442504883
est,f,2009,5.2870001792907715
est,mf,2010,19.73699951171875
est,m,2010,15.727999687194824
est,f,2010,4.008999824523926
est,mf,2011,23.81800079345703
est,m,2011,19.041000366210938
est,f,2011,4.7769999504089355
est,mf,2012,23.281999588012695
est,m,2012,19.152000427246094
est,f,2012,4.130000114440918
est,mf,2013,23.420000076293945
est,m,2013,18.996999740600586
est,f,2013,4.422999858856201
est,mf,2014,21.357999801635742
est,m,2014,17.1200008392334
est,f,2014,4.23799991607666
eth,mf,1981,121.0199966430664
eth,m,1981,109.33999633789062
eth,f,1981,11.130000114440918
eth,mf,1987,164.1999969482422
eth,m,1987,143.6999969482422
eth,f,1987,20.5
eth,mf,1994,675.25
eth,m,1994,525.4500122070312
eth,f,1994,149.80999755859375
eth,mf,1999,192.60000610351562
eth,m,1999,164.39999389648438
eth,f,1999,28.200000762939453
eth,mf,2005,189.8000030517578
eth,m,2005,155.8000030517578
eth,f,2005,34.0
eth,mf,2006,26.302000045776367
eth,m,2006,20.035999298095703
eth,f,2006,6.265999794006348
eth,mf,2009,23.579999923706055
eth,m,2009,19.711999893188477
eth,f,2009,3.867000102996826
eth,mf,2010,24.062000274658203
eth,m,2010,17.500999450683594
eth,f,2010,6.560999870300293
eth,mf,2011,41.650001525878906
eth,m,2011,34.10300064086914
eth,f,2011,7.546999931335449
eth,mf,2012,39.44499969482422
eth,m,2012,29.57699966430664
eth,f,2012,9.869000434875488
eth,mf,2013,177.21200561523438
eth,m,2013,151.70899963378906
eth,f,2013,25.503000259399414
flk,mf,2013,0.08299999684095383
flk,m,2013,0.050999999046325684
flk,f,2013,0.03200000151991844
fji,mf,2002,3.86899995803833
fji,m,2002,3.056999921798706
fji,f,2002,0.8119999766349792
fji,mf,2004,3.5220000743865967
fji,m,2004,2.4579999446868896
fji,f,2004,1.0640000104904175
fji,mf,2005,3.5
fji,m,2005,2.5
fji,f,2005,1.100000023841858
fji,mf,2008,4.394999980926514
fji,m,2008,3.4719998836517334
fji,f,2008,0.9229999780654907
fin,mf,1995,74.58899688720703
fin,m,1995,51.904998779296875
fin,f,1995,22.68400001525879
fin,mf,1996,79.72899627685547
fin,m,1996,61.777000427246094
fin,f,1996,17.95199966430664
fin,mf,1997,96.39700317382812
fin,m,1997,75.5989990234375
fin,f,1997,20.798999786376953
fin,mf,1998,81.61699676513672
fin,m,1998,61.125999450683594
fin,f,1998,20.490999221801758
fin,mf,1999,97.13400268554688
fin,m,1999,71.53199768066406
fin,f,1999,25.601999282836914
fin,mf,2000,102.25700378417969
fin,m,2000,76.97200012207031
fin,f,2000,25.285999298095703
fin,mf,2001,95.20700073242188
fin,m,2001,69.81199645996094
fin,f,2001,25.393999099731445
fin,mf,2002,96.3550033569336
fin,m,2002,71.73699951171875
fin,f,2002,24.618999481201172
fin,mf,2003,98.58000183105469
fin,m,2003,70.2509994506836
fin,f,2003,28.329999923706055
fin,mf,2004,99.84300231933594
fin,m,2004,73.88300323486328
fin,f,2004,25.959999084472656
fin,mf,2005,92.16799926757812
fin,m,2005,69.37699890136719
fin,f,2005,22.790000915527344
fin,mf,2006,98.81300354003906
fin,m,2006,73.31600189208984
fin,f,2006,25.496999740600586
fin,mf,2007,99.78399658203125
fin,m,2007,73.6780014038086
fin,f,2007,26.10700035095215
fin,mf,2008,95.81099700927734
fin,m,2008,72.31999969482422
fin,f,2008,23.492000579833984
fin,mf,2009,99.94599914550781
fin,m,2009,76.70600128173828
fin,f,2009,23.240999221801758
fin,mf,2010,102.072998046875
fin,m,2010,76.98500061035156
fin,f,2010,25.08799934387207
fin,mf,2011,101.197998046875
fin,m,2011,74.7750015258789
fin,f,2011,26.42300033569336
fin,mf,2012,99.9020004272461
fin,m,2012,77.3239974975586
fin,f,2012,22.57900047302246
fin,mf,2013,98.65699768066406
fin,m,2013,76.76100158691406
fin,f,2013,21.895999908447266
fin,mf,2014,103.56600189208984
fin,m,2014,80.16799926757812
fin,f,2014,23.39900016784668
fra,mf,1983,910.344970703125
fra,m,1983,744.9429931640625
fra,f,1983,165.40199279785156
fra,mf,1984,942.7150268554688
fra,m,1984,771.5020141601562
fra,f,1984,171.21299743652344
fra,mf,1985,918.593994140625
fra,m,1985,750.2979736328125
fra,f,1985,168.29600524902344
fra,mf,1986,921.427978515625
fra,m,1986,746.9749755859375
fra,f,1986,174.4530029296875
fra,mf,1987,951.9000244140625
fra,m,1987,759.9039916992188
fra,f,1987,191.99600219726562
fra,mf,1988,982.4719848632812
fra,m,1988,790.6599731445312
fra,f,1988,191.81199645996094
fra,mf,1989,980.426025390625
fra,m,1989,769.166015625
fra,f,1989,211.25999450683594
fra,mf,1990,1048.52099609375
fra,m,1990,844.4710083007812
fra,f,1990,204.05099487304688
fra,mf,1991,1051.988037109375
fra,m,1991,838.0689697265625
fra,f,1991,213.91900634765625
fra,mf,1992,1083.3409423828125
fra,m,1992,865.5430297851562
fra,f,1992,217.79800415039062
fra,mf,1993,1053.64599609375
fra,m,1993,844.2130126953125
fra,f,1993,209.43299865722656
fra,mf,1994,1025.43603515625
fra,m,1994,817.281982421875
fra,f,1994,208.1540069580078
fra,mf,1995,1028.136962890625
fra,m,1995,806.9970092773438
fra,f,1995,221.13999938964844
fra,mf,1996,1025.8890380859375
fra,m,1996,808.7009887695312
fra,f,1996,217.18800354003906
fra,mf,1997,1024.5870361328125
fra,m,1997,806.8560180664062
fra,f,1997,217.7310028076172
fra,mf,1998,1046.677978515625
fra,m,1998,823.5709838867188
fra,f,1998,223.10699462890625
fra,mf,1999,1030.9129638671875
fra,m,1999,808.093017578125
fra,f,1999,222.82000732421875
fra,mf,2000,1000.10498046875
fra,m,2000,784.9130249023438
fra,f,2000,215.19200134277344
fra,mf,2001,992.8729858398438
fra,m,2001,779.9760131835938
fra,f,2001,212.89700317382812
fra,mf,2002,972.9459838867188
fra,m,2002,762.6829833984375
fra,f,2002,210.26300048828125
fra,mf,2003,1069.114990234375
fra,m,2003,826.301025390625
fra,f,2003,242.81399536132812
fra,mf,2004,1071.51904296875
fra,m,2004,819.6829833984375
fra,f,2004,251.83599853515625
fra,mf,2005,1086.6829833984375
fra,m,2005,842.7429809570312
fra,f,2005,243.9409942626953
fra,mf,2006,1123.5889892578125
fra,m,2006,875.5130004882812
fra,f,2006,248.0760040283203
fra,mf,2007,1129.7049560546875
fra,m,2007,853.156005859375
fra,f,2007,276.54998779296875
fra,mf,2008,1206.4119873046875
fra,m,2008,891.27099609375
fra,f,2008,315.1409912109375
fra,mf,2009,1159.012939453125
fra,m,2009,891.6630249023438
fra,f,2009,267.35101318359375
fra,mf,2010,1151.0789794921875
fra,m,2010,893.4229736328125
fra,f,2010,257.656005859375
fra,mf,2011,1152.2430419921875
fra,m,2011,873.802001953125
fra,f,2011,278.4419860839844
fra,mf,2012,1123.760986328125
fra,m,2012,849.9860229492188
fra,f,2012,273.7749938964844
fra,mf,2013,1102.5889892578125
fra,m,2013,835.7769775390625
fra,f,2013,266.8110046386719
fra,mf,2014,1085.095947265625
fra,m,2014,834.5830078125
fra,f,2014,250.51300048828125
gab,mf,1993,1.8530000448226929
gab,m,1993,1.555999994277954
gab,f,1993,0.296999990940094
gab,mf,2005,4.0289998054504395
