country,sex,year,share_of_vulnerable_employment_in_total_employment_percentage
hrv,f,1996,24.600000381469727
hrv,mf,1997,21.100000381469727
hrv,m,1997,20.0
hrv,f,1997,22.200000762939453
hrv,mf,1998,19.399999618530273
hrv,m,1998,18.899999618530273
hrv,f,1998,20.0
hrv,mf,1999,19.799999237060547
hrv,m,1999,19.5
hrv,f,1999,20.0
hrv,mf,2000,18.799999237060547
hrv,m,2000,18.700000762939453
hrv,f,2000,18.799999237060547
hrv,mf,2001,19.200000762939453
hrv,m,2001,19.899999618530273
hrv,f,2001,18.299999237060547
hrv,mf,2002,18.600000381469727
hrv,m,2002,19.200000762939453
hrv,f,2002,17.899999618530273
hrv,mf,2003,19.399999618530273
hrv,m,2003,19.0
hrv,f,2003,20.100000381469727
hrv,mf,2004,19.200000762939453
hrv,m,2004,18.399999618530273
hrv,f,2004,20.299999237060547
hrv,mf,2005,19.899999618530273
hrv,m,2005,18.600000381469727
hrv,f,2005,21.5
hrv,mf,2006,17.899999618530273
hrv,m,2006,17.799999237060547
hrv,f,2006,18.100000381469727
hrv,mf,2007,15.399999618530273
hrv,m,2007,14.899999618530273
hrv,f,2007,16.100000381469727
hrv,mf,2008,15.600000381469727
hrv,m,2008,15.100000381469727
hrv,f,2008,16.200000762939453
hrv,mf,2009,15.899999618530273
hrv,m,2009,15.5
hrv,f,2009,16.5
hrv,mf,2010,17.100000381469727
hrv,m,2010,16.100000381469727
hrv,f,2010,18.299999237060547
hrv,mf,2011,17.200000762939453
hrv,m,2011,16.600000381469727
hrv,f,2011,18.0
hrv,mf,2012,15.199999809265137
hrv,m,2012,15.300000190734863
hrv,f,2012,15.100000381469727
hrv,mf,2013,13.699999809265137
hrv,m,2013,14.300000190734863
hrv,f,2013,13.0
hrv,mf,2014,10.399999618530273
hrv,m,2014,11.399999618530273
hrv,f,2014,9.300000190734863
cyp,mf,1999,18.5
cyp,m,1999,21.299999237060547
cyp,f,1999,14.399999618530273
cyp,mf,2000,18.100000381469727
cyp,m,2000,20.399999618530273
cyp,f,2000,14.899999618530273
cyp,mf,2001,17.200000762939453
cyp,m,2001,19.5
cyp,f,2001,14.100000381469727
cyp,mf,2002,17.399999618530273
cyp,m,2002,19.600000381469727
cyp,f,2002,14.600000381469727
cyp,mf,2003,18.0
cyp,m,2003,20.700000762939453
cyp,f,2003,14.5
cyp,mf,2004,17.200000762939453
cyp,m,2004,19.799999237060547
cyp,f,2004,14.0
cyp,mf,2005,15.800000190734863
cyp,m,2005,17.200000762939453
cyp,f,2005,14.0
cyp,mf,2006,15.100000381469727
cyp,m,2006,16.700000762939453
cyp,f,2006,13.100000381469727
cyp,mf,2007,14.300000190734863
cyp,m,2007,16.600000381469727
cyp,f,2007,11.399999618530273
cyp,mf,2008,14.399999618530273
cyp,m,2008,16.700000762939453
cyp,f,2008,11.5
cyp,mf,2009,14.600000381469727
cyp,m,2009,16.5
cyp,f,2009,12.399999618530273
cyp,mf,2010,13.800000190734863
cyp,m,2010,15.800000190734863
cyp,f,2010,11.600000381469727
cyp,mf,2011,13.399999618530273
cyp,m,2011,16.100000381469727
cyp,f,2011,10.5
cyp,mf,2012,12.5
cyp,m,2012,15.199999809265137
cyp,f,2012,9.600000381469727
cyp,mf,2013,13.5
cyp,m,2013,16.600000381469727
cyp,f,2013,10.199999809265137
cyp,mf,2014,14.199999809265137
cyp,m,2014,16.799999237060547
cyp,f,2014,11.399999618530273
cze,mf,1993,6.599999904632568
cze,m,1993,8.0
cze,f,1993,4.900000095367432
cze,mf,1994,7.300000190734863
cze,m,1994,9.0
cze,f,1994,5.199999809265137
cze,mf,1995,8.100000381469727
cze,m,1995,9.699999809265137
cze,f,1995,6.0
cze,mf,1996,8.0
cze,m,1996,9.699999809265137
cze,f,1996,5.800000190734863
cze,mf,1997,8.100000381469727
cze,m,1997,10.0
cze,f,1997,5.800000190734863
cze,mf,1998,9.300000190734863
cze,m,1998,11.300000190734863
cze,f,1998,6.800000190734863
cze,mf,1999,10.300000190734863
cze,m,1999,12.5
cze,f,1999,7.599999904632568
cze,mf,2000,10.800000190734863
cze,m,2000,13.199999809265137
cze,f,2000,7.800000190734863
cze,mf,2001,11.199999809265137
cze,m,2001,13.5
cze,f,2001,8.199999809265137
cze,mf,2002,11.800000190734863
cze,m,2002,14.5
cze,f,2002,8.399999618530273
cze,mf,2003,13.199999809265137
cze,m,2003,16.0
cze,f,2003,9.600000381469727
cze,mf,2004,12.899999618530273
cze,m,2004,16.0
cze,f,2004,9.0
cze,mf,2005,12.300000190734863
cze,m,2005,15.300000190734863
cze,f,2005,8.399999618530273
cze,mf,2006,12.100000381469727
cze,m,2006,14.699999809265137
cze,f,2006,8.600000381469727
cze,mf,2007,12.399999618530273
cze,m,2007,15.300000190734863
cze,f,2007,8.699999809265137
cze,mf,2008,12.5
cze,m,2008,15.399999618530273
cze,f,2008,8.699999809265137
cze,mf,2009,13.0
cze,m,2009,15.699999809265137
cze,f,2009,9.399999618530273
cze,mf,2010,14.100000381469727
cze,m,2010,16.799999237060547
cze,f,2010,10.399999618530273
cze,mf,2011,14.399999618530273
cze,m,2011,17.0
cze,f,2011,11.100000381469727
cze,mf,2012,15.0
cze,m,2012,17.600000381469727
cze,f,2012,11.600000381469727
cze,mf,2013,14.5
cze,m,2013,16.700000762939453
cze,f,2013,11.600000381469727
cze,mf,2014,14.5
cze,m,2014,17.100000381469727
cze,f,2014,11.199999809265137
dnk,mf,1984,8.399999618530273
dnk,m,1984,8.899999618530273
dnk,f,1984,7.800000190734863
dnk,mf,1985,7.699999809265137
dnk,m,1985,8.100000381469727
dnk,f,1985,7.199999809265137
dnk,mf,1986,7.099999904632568
dnk,m,1986,7.400000095367432
dnk,f,1986,6.699999809265137
dnk,mf,1987,7.0
dnk,m,1987,7.400000095367432
dnk,f,1987,6.599999904632568
dnk,mf,1988,6.599999904632568
dnk,m,1988,7.300000190734863
dnk,f,1988,5.800000190734863
dnk,mf,1989,6.5
dnk,m,1989,7.300000190734863
dnk,f,1989,5.699999809265137
dnk,mf,1990,7.0
dnk,m,1990,8.0
dnk,f,1990,5.900000095367432
dnk,mf,1991,6.5
dnk,m,1991,7.099999904632568
dnk,f,1991,5.800000190734863
dnk,mf,1992,6.599999904632568
dnk,m,1992,7.199999809265137
dnk,f,1992,5.900000095367432
dnk,mf,1993,6.5
dnk,m,1993,7.099999904632568
dnk,f,1993,5.800000190734863
dnk,mf,1994,5.800000190734863
dnk,m,1994,6.099999904632568
dnk,f,1994,5.400000095367432
dnk,mf,1995,5.300000190734863
dnk,m,1995,6.0
dnk,f,1995,4.400000095367432
dnk,mf,1996,5.400000095367432
dnk,m,1996,6.099999904632568
dnk,f,1996,4.599999904632568
dnk,mf,1997,5.599999904632568
dnk,m,1997,6.599999904632568
dnk,f,1997,4.300000190734863
dnk,mf,1998,5.5
dnk,m,1998,6.199999809265137
dnk,f,1998,4.5
dnk,mf,1999,5.099999904632568
dnk,m,1999,5.900000095367432
dnk,f,1999,4.300000190734863
dnk,mf,2000,4.900000095367432
dnk,m,2000,5.5
dnk,f,2000,4.300000190734863
dnk,mf,2001,4.800000190734863
dnk,m,2001,6.0
dnk,f,2001,3.5
dnk,mf,2002,4.699999809265137
dnk,m,2002,5.900000095367432
dnk,f,2002,3.4000000953674316
dnk,mf,2003,5.099999904632568
dnk,m,2003,6.300000190734863
dnk,f,2003,3.700000047683716
dnk,mf,2004,5.300000190734863
dnk,m,2004,6.599999904632568
dnk,f,2004,3.9000000953674316
dnk,mf,2005,5.199999809265137
dnk,m,2005,6.099999904632568
dnk,f,2005,4.099999904632568
dnk,mf,2006,5.099999904632568
dnk,m,2006,6.0
dnk,f,2006,4.0
dnk,mf,2007,5.199999809265137
dnk,m,2007,6.5
dnk,f,2007,3.5999999046325684
dnk,mf,2008,5.0
dnk,m,2008,6.5
dnk,f,2008,3.299999952316284
dnk,mf,2009,5.400000095367432
dnk,m,2009,7.0
dnk,f,2009,3.700000047683716
dnk,mf,2010,5.5
dnk,m,2010,6.900000095367432
dnk,f,2010,4.0
dnk,mf,2011,5.5
dnk,m,2011,7.0
dnk,f,2011,3.799999952316284
dnk,mf,2012,5.599999904632568
dnk,m,2012,7.0
dnk,f,2012,4.0
dnk,mf,2013,5.599999904632568
dnk,m,2013,7.0
dnk,f,2013,3.9000000953674316
dnk,mf,2014,5.400000095367432
dnk,m,2014,6.699999809265137
dnk,f,2014,3.9000000953674316
dma,mf,1991,29.100000381469727
dma,m,1991,32.20000076293945
dma,f,1991,23.200000762939453
dma,mf,1997,22.399999618530273
dma,m,1997,22.299999237060547
dma,f,1997,22.600000381469727
dma,mf,1999,36.400001525878906
dma,m,1999,40.20000076293945
dma,f,1999,30.600000381469727
dma,mf,2001,25.899999618530273
dma,m,2001,29.399999618530273
dma,f,2001,20.5
dom,mf,1991,38.599998474121094
dom,m,1991,42.099998474121094
dom,f,1991,30.0
dom,mf,1992,40.79999923706055
dom,m,1992,43.20000076293945
dom,f,1992,35.29999923706055
dom,mf,1993,38.599998474121094
dom,m,1993,41.400001525878906
dom,f,1993,31.700000762939453
dom,mf,1994,36.5
dom,m,1994,39.79999923706055
dom,f,1994,29.299999237060547
dom,mf,1995,38.099998474121094
dom,m,1995,42.29999923706055
dom,f,1995,28.799999237060547
dom,mf,1996,41.5
dom,m,1996,46.099998474121094
dom,f,1996,30.5
dom,mf,1997,42.70000076293945
dom,m,1997,47.0
dom,f,1997,32.20000076293945
dom,mf,1998,43.5
dom,m,1998,48.0
dom,f,1998,33.599998474121094
dom,mf,1999,44.599998474121094
dom,m,1999,50.099998474121094
dom,f,1999,32.099998474121094
dom,mf,2000,40.599998474121094
dom,m,2000,46.70000076293945
dom,f,2000,28.5
dom,mf,2001,41.599998474121094
dom,m,2001,47.29999923706055
dom,f,2001,30.0
dom,mf,2002,42.900001525878906
dom,m,2002,49.099998474121094
dom,f,2002,30.700000762939453
dom,mf,2003,42.599998474121094
dom,m,2003,49.599998474121094
dom,f,2003,28.799999237060547
dom,mf,2004,40.0
dom,m,2004,46.400001525878906
dom,f,2004,27.100000381469727
dom,mf,2005,42.70000076293945
dom,m,2005,48.79999923706055
dom,f,2005,30.700000762939453
dom,mf,2006,43.099998474121094
dom,m,2006,50.20000076293945
dom,f,2006,29.600000381469727
dom,mf,2007,42.400001525878906
dom,m,2007,48.79999923706055
dom,f,2007,30.200000762939453
dom,mf,2008,43.900001525878906
dom,m,2008,50.20000076293945
dom,f,2008,32.400001525878906
dom,mf,2009,44.0
dom,m,2009,51.20000076293945
dom,f,2009,30.100000381469727
dom,mf,2010,37.099998474121094
dom,m,2010,48.29999923706055
dom,f,2010,21.700000762939453
dom,mf,2011,45.0
dom,m,2011,52.599998474121094
dom,f,2011,31.600000381469727
dom,mf,2012,44.5
dom,m,2012,52.20000076293945
dom,f,2012,30.899999618530273
dom,mf,2013,41.70000076293945
dom,m,2013,49.0
dom,f,2013,28.899999618530273
ecu,mf,1988,29.600000381469727
ecu,m,1988,27.899999618530273
ecu,f,1988,33.0
ecu,mf,1989,31.899999618530273
ecu,m,1989,29.0
ecu,f,1989,37.099998474121094
ecu,mf,1990,36.099998474121094
ecu,m,1990,33.400001525878906
ecu,f,1990,40.79999923706055
ecu,mf,1991,34.5
ecu,m,1991,30.799999237060547
ecu,f,1991,40.70000076293945
ecu,mf,1992,35.900001525878906
ecu,m,1992,31.399999618530273
ecu,f,1992,43.099998474121094
ecu,mf,1993,35.20000076293945
ecu,m,1993,31.0
ecu,f,1993,41.79999923706055
ecu,mf,1994,34.099998474121094
ecu,m,1994,30.700000762939453
ecu,f,1994,39.5
ecu,mf,1995,34.099998474121094
ecu,m,1995,29.799999237060547
ecu,f,1995,40.79999923706055
ecu,mf,1996,35.20000076293945
ecu,m,1996,32.099998474121094
ecu,f,1996,40.400001525878906
ecu,mf,1997,33.0
ecu,m,1997,30.600000381469727
ecu,f,1997,37.099998474121094
ecu,mf,1998,33.400001525878906
ecu,m,1998,29.299999237060547
ecu,f,1998,39.79999923706055
ecu,mf,1999,32.20000076293945
ecu,m,1999,28.399999618530273
ecu,f,1999,38.20000076293945
ecu,mf,2000,42.599998474121094
ecu,m,2000,38.79999923706055
ecu,f,2000,49.099998474121094
ecu,mf,2001,44.400001525878906
ecu,m,2001,38.29999923706055
ecu,f,2001,53.79999923706055
ecu,mf,2003,41.20000076293945
ecu,m,2003,36.20000076293945
ecu,f,2003,49.29999923706055
ecu,mf,2004,43.79999923706055
ecu,m,2004,36.599998474121094
ecu,f,2004,54.599998474121094
ecu,mf,2005,41.599998474121094
ecu,m,2005,36.20000076293945
ecu,f,2005,49.900001525878906
ecu,mf,2006,42.5
ecu,m,2006,35.900001525878906
ecu,f,2006,52.70000076293945
ecu,mf,2007,41.900001525878906
ecu,m,2007,35.29999923706055
ecu,f,2007,51.900001525878906
ecu,mf,2008,40.0
ecu,m,2008,33.70000076293945
ecu,f,2008,49.599998474121094
ecu,mf,2009,42.5
ecu,m,2009,36.70000076293945
ecu,f,2009,51.400001525878906
ecu,mf,2010,41.79999923706055
ecu,m,2010,36.900001525878906
ecu,f,2010,49.5
ecu,mf,2011,43.900001525878906
ecu,m,2011,38.70000076293945
ecu,f,2011,52.20000076293945
ecu,mf,2012,51.20000076293945
ecu,m,2012,57.29999923706055
ecu,f,2012,41.70000076293945
ecu,mf,2013,39.0
ecu,m,2013,33.400001525878906
ecu,f,2013,47.900001525878906
egy,mf,1993,28.299999237060547
egy,m,1993,23.700000762939453
egy,f,1993,46.400001525878906
egy,mf,1994,26.799999237060547
egy,m,1994,21.899999618530273
egy,f,1994,46.400001525878906
egy,mf,1995,26.0
egy,m,1995,22.299999237060547
egy,f,1995,41.5
egy,mf,1997,25.200000762939453
egy,m,1997,21.799999237060547
egy,f,1997,39.900001525878906
egy,mf,1998,24.200000762939453
egy,m,1998,22.100000381469727
egy,f,1998,33.599998474121094
egy,mf,1999,22.899999618530273
egy,m,1999,21.299999237060547
egy,f,1999,29.700000762939453
egy,mf,2000,22.899999618530273
egy,m,2000,19.399999618530273
egy,f,2000,38.29999923706055
egy,mf,2001,20.600000381469727
egy,m,2001,18.799999237060547
egy,f,2001,28.799999237060547
egy,mf,2002,22.399999618530273
egy,m,2002,21.5
egy,f,2002,26.399999618530273
egy,mf,2003,24.299999237060547
egy,m,2003,20.799999237060547
egy,f,2003,39.099998474121094
egy,mf,2004,26.200000762939453
egy,m,2004,21.200000762939453
egy,f,2004,46.0
egy,mf,2005,25.299999237060547
egy,m,2005,20.5
egy,f,2005,45.400001525878906
egy,mf,2006,24.799999237060547
egy,m,2006,20.399999618530273
egy,f,2006,43.5
egy,mf,2007,27.299999237060547
egy,m,2007,21.600000381469727
egy,f,2007,48.70000076293945
egy,mf,2009,24.299999237060547
egy,m,2009,18.899999618530273
egy,f,2009,46.0
egy,mf,2010,23.100000381469727
egy,m,2010,17.700000762939453
egy,f,2010,44.79999923706055
egy,mf,2011,23.100000381469727
egy,m,2011,18.0
egy,f,2011,44.0
egy,mf,2012,21.799999237060547
egy,m,2012,17.100000381469727
egy,f,2012,40.900001525878906
egy,mf,2013,26.399999618530273
egy,m,2013,21.299999237060547
egy,f,2013,46.0
slv,mf,1993,34.5
slv,m,1993,27.100000381469727
slv,f,1993,46.0
slv,mf,1994,37.099998474121094
slv,m,1994,31.100000381469727
slv,f,1994,46.099998474121094
slv,mf,1995,36.599998474121094
slv,m,1995,30.899999618530273
slv,f,1995,46.0
slv,mf,1996,37.599998474121094
slv,m,1996,32.29999923706055
slv,f,1996,46.5
slv,mf,1997,37.29999923706055
slv,m,1997,32.5
slv,f,1997,45.29999923706055
slv,mf,1998,37.70000076293945
slv,m,1998,33.29999923706055
slv,f,1998,44.5
slv,mf,1999,34.900001525878906
slv,m,1999,29.299999237060547
slv,f,1999,43.099998474121094
slv,mf,2000,37.400001525878906
slv,m,2000,31.700000762939453
slv,f,2000,45.599998474121094
slv,mf,2001,38.29999923706055
slv,m,2001,32.900001525878906
slv,f,2001,46.29999923706055
slv,mf,2002,39.29999923706055
slv,m,2002,33.599998474121094
slv,f,2002,47.20000076293945
slv,mf,2003,36.70000076293945
slv,m,2003,30.700000762939453
slv,f,2003,45.0
slv,mf,2004,35.70000076293945
slv,m,2004,29.0
slv,f,2004,45.29999923706055
slv,mf,2005,38.79999923706055
slv,m,2005,32.79999923706055
slv,f,2005,47.20000076293945
slv,mf,2006,35.5
slv,m,2006,29.200000762939453
slv,f,2006,44.0
slv,mf,2007,35.099998474121094
slv,m,2007,28.200000762939453
slv,f,2007,44.29999923706055
slv,mf,2008,36.20000076293945
slv,m,2008,29.600000381469727
slv,f,2008,45.20000076293945
slv,mf,2009,46.599998474121094
slv,m,2009,42.79999923706055
slv,f,2009,54.79999923706055
slv,mf,2010,37.70000076293945
slv,m,2010,31.600000381469727
slv,f,2010,46.0
slv,mf,2011,37.900001525878906
slv,m,2011,32.400001525878906
slv,f,2011,45.70000076293945
slv,mf,2012,37.5
slv,m,2012,32.099998474121094
slv,f,2012,45.099998474121094
slv,mf,2013,37.599998474121094
slv,m,2013,31.5
slv,f,2013,45.79999923706055
gnq,mf,1983,77.80000305175781
gnq,m,1983,68.30000305175781
gnq,f,1983,93.30000305175781
est,mf,1989,1.7000000476837158
est,m,1989,1.2000000476837158
est,f,1989,2.200000047683716
est,mf,1990,2.299999952316284
est,m,1990,1.899999976158142
est,f,1990,2.700000047683716
est,mf,1991,2.799999952316284
est,m,1991,2.700000047683716
est,f,1991,2.799999952316284
est,mf,1992,4.099999904632568
est,m,1992,4.5
est,f,1992,3.5999999046325684
est,mf,1993,5.300000190734863
est,m,1993,6.099999904632568
est,f,1993,4.400000095367432
est,mf,1994,5.400000095367432
est,m,1994,6.300000190734863
est,f,1994,4.400000095367432
est,mf,1995,4.699999809265137
est,m,1995,5.699999809265137
est,f,1995,3.5
est,mf,1996,5.199999809265137
est,m,1996,6.5
est,f,1996,3.799999952316284
est,mf,1997,5.5
est,m,1997,7.0
est,f,1997,3.9000000953674316
est,mf,1998,6.199999809265137
est,m,1998,7.5
est,f,1998,4.699999809265137
est,mf,1999,5.300000190734863
est,m,1999,5.900000095367432
est,f,1999,4.699999809265137
est,mf,2000,5.099999904632568
est,m,2000,5.800000190734863
est,f,2000,4.400000095367432
est,mf,2001,5.099999904632568
est,m,2001,7.099999904632568
est,f,2001,3.0
est,mf,2002,5.0
est,m,2002,6.800000190734863
est,f,2002,3.0999999046325684
est,mf,2003,5.800000190734863
est,m,2003,8.0
est,f,2003,3.4000000953674316
est,mf,2004,6.400000095367432
est,m,2004,9.100000381469727
est,f,2004,3.799999952316284
est,mf,2005,5.300000190734863
est,m,2005,7.099999904632568
est,f,2005,3.5999999046325684
est,mf,2006,5.5
est,m,2006,7.300000190734863
est,f,2006,3.5999999046325684
est,mf,2007,5.900000095367432
est,m,2007,7.699999809265137
est,f,2007,3.9000000953674316
est,mf,2008,4.5
est,m,2008,5.5
est,f,2008,3.4000000953674316
est,mf,2009,4.5
est,m,2009,5.5
est,f,2009,3.5
est,mf,2010,5.0
est,m,2010,6.099999904632568
est,f,2010,4.0
est,mf,2011,4.800000190734863
est,m,2011,5.900000095367432
est,f,2011,3.5999999046325684
est,mf,2012,5.099999904632568
est,m,2012,6.300000190734863
est,f,2012,3.799999952316284
est,mf,2013,5.400000095367432
est,m,2013,6.300000190734863
est,f,2013,4.400000095367432
est,mf,2014,5.699999809265137
est,m,2014,7.0
est,f,2014,4.300000190734863
eth,mf,1981,96.0999984741211
eth,m,1981,95.5999984741211
eth,f,1981,97.0999984741211
eth,mf,1987,91.5999984741211
eth,m,1987,88.5
eth,f,1987,96.19999694824219
eth,mf,1994,90.69999694824219
eth,m,1994,88.4000015258789
eth,f,1994,93.69999694824219
eth,mf,1999,90.5
eth,m,1999,88.80000305175781
eth,f,1999,92.80000305175781
eth,mf,2005,91.19999694824219
eth,m,2005,89.30000305175781
eth,f,2005,93.30000305175781
eth,mf,2006,51.79999923706055
eth,m,2006,48.29999923706055
eth,f,2006,56.099998474121094
eth,mf,2009,46.20000076293945
eth,m,2009,43.70000076293945
eth,f,2009,49.79999923706055
eth,mf,2010,46.20000076293945
eth,m,2010,44.099998474121094
eth,f,2010,49.0
eth,mf,2011,47.29999923706055
eth,m,2011,43.900001525878906
eth,f,2011,52.0
eth,mf,2012,47.29999923706055
eth,m,2012,44.5
eth,f,2012,50.900001525878906
eth,mf,2013,88.80000305175781
eth,m,2013,86.69999694824219
eth,f,2013,91.4000015258789
fji,mf,2002,46.70000076293945
fji,m,2002,46.79999923706055
fji,f,2002,46.20000076293945
fji,mf,2004,38.400001525878906
fji,m,2004,38.099998474121094
fji,f,2004,39.20000076293945
fji,mf,2005,39.0
fji,m,2005,38.79999923706055
fji,f,2005,39.29999923706055
fji,mf,2007,39.70000076293945
fji,m,2007,40.79999923706055
fji,f,2007,37.5
fji,mf,2008,38.79999923706055
fji,m,2008,39.599998474121094
fji,f,2008,37.0
fin,mf,1995,12.100000381469727
fin,m,1995,15.399999618530273
fin,f,1995,8.699999809265137
fin,mf,1996,12.699999809265137
fin,m,1996,15.800000190734863
fin,f,1996,9.399999618530273
fin,mf,1997,10.899999618530273
fin,m,1997,14.0
fin,f,1997,7.5
fin,mf,1998,10.800000190734863
fin,m,1998,14.399999618530273
fin,f,1998,6.900000095367432
fin,mf,1999,9.600000381469727
fin,m,1999,11.699999809265137
fin,f,1999,7.300000190734863
fin,mf,2000,9.199999809265137
fin,m,2000,11.5
fin,f,2000,6.599999904632568
fin,mf,2001,9.0
fin,m,2001,11.100000381469727
fin,f,2001,6.699999809265137
fin,mf,2002,8.899999618530273
fin,m,2002,10.699999809265137
fin,f,2002,6.900000095367432
fin,mf,2003,8.699999809265137
fin,m,2003,10.800000190734863
fin,f,2003,6.300000190734863
fin,mf,2004,8.300000190734863
fin,m,2004,10.300000190734863
fin,f,2004,6.0
fin,mf,2005,8.800000190734863
fin,m,2005,11.0
fin,f,2005,6.5
fin,mf,2006,8.800000190734863
fin,m,2006,11.199999809265137
fin,f,2006,6.300000190734863
fin,mf,2007,8.600000381469727
fin,m,2007,10.899999618530273
fin,f,2007,6.099999904632568
fin,mf,2008,9.0
fin,m,2008,11.199999809265137
fin,f,2008,6.599999904632568
fin,mf,2009,9.5
fin,m,2009,11.899999618530273
fin,f,2009,7.099999904632568
fin,mf,2010,9.199999809265137
fin,m,2010,11.5
fin,f,2010,6.900000095367432
fin,mf,2011,9.300000190734863
fin,m,2011,11.800000190734863
fin,f,2011,6.599999904632568
fin,mf,2012,9.600000381469727
fin,m,2012,12.0
fin,f,2012,7.0
fin,mf,2013,9.399999618530273
fin,m,2013,11.699999809265137
fin,f,2013,7.0
fin,mf,2014,9.800000190734863
fin,m,2014,12.0
fin,f,2014,7.400000095367432
fra,mf,1983,12.800000190734863
fra,m,1983,12.199999809265137
fra,f,1983,13.800000190734863
fra,mf,1984,13.0
fra,m,1984,12.399999618530273
fra,f,1984,13.800000190734863
fra,mf,1985,12.5
fra,m,1985,12.100000381469727
fra,f,1985,13.100000381469727
fra,mf,1986,12.300000190734863
fra,m,1986,12.300000190734863
fra,f,1986,12.399999618530273
fra,mf,1987,11.899999618530273
fra,m,1987,12.0
fra,f,1987,11.699999809265137
fra,mf,1988,11.600000381469727
fra,m,1988,11.699999809265137
fra,f,1988,11.399999618530273
fra,mf,1989,10.899999618530273
fra,m,1989,11.199999809265137
fra,f,1989,10.600000381469727
fra,mf,1990,10.899999618530273
fra,m,1990,11.199999809265137
fra,f,1990,10.5
fra,mf,1991,10.5
fra,m,1991,10.699999809265137
fra,f,1991,10.199999809265137
fra,mf,1992,10.100000381469727
fra,m,1992,10.300000190734863
fra,f,1992,9.899999618530273
fra,mf,1993,9.300000190734863
fra,m,1993,9.600000381469727
fra,f,1993,9.0
fra,mf,1994,9.399999618530273
fra,m,1994,9.800000190734863
fra,f,1994,8.800000190734863
fra,mf,1995,9.0
fra,m,1995,9.300000190734863
fra,f,1995,8.5
fra,mf,1996,8.600000381469727
fra,m,1996,9.199999809265137
fra,f,1996,7.800000190734863
fra,mf,1997,8.300000190734863
fra,m,1997,8.899999618530273
fra,f,1997,7.5
fra,mf,1998,7.800000190734863
fra,m,1998,8.399999618530273
fra,f,1998,7.0
fra,mf,1999,7.599999904632568
fra,m,1999,8.300000190734863
fra,f,1999,6.699999809265137
fra,mf,2000,7.099999904632568
fra,m,2000,7.800000190734863
fra,f,2000,6.199999809265137
fra,mf,2001,6.699999809265137
fra,m,2001,7.300000190734863
fra,f,2001,5.900000095367432
fra,mf,2002,6.699999809265137
fra,m,2002,7.5
fra,f,2002,5.800000190734863
fra,mf,2003,7.099999904632568
fra,m,2003,8.100000381469727
fra,f,2003,6.0
fra,mf,2004,6.699999809265137
fra,m,2004,7.599999904632568
fra,f,2004,5.5
fra,mf,2005,6.5
fra,m,2005,7.599999904632568
fra,f,2005,5.300000190734863
fra,mf,2006,6.900000095367432
fra,m,2006,8.0
fra,f,2006,5.699999809265137
fra,mf,2007,6.599999904632568
fra,m,2007,7.900000095367432
fra,f,2007,5.099999904632568
fra,mf,2008,6.0
fra,m,2008,7.0
fra,f,2008,4.800000190734863
fra,mf,2009,6.5
fra,m,2009,7.699999809265137
fra,f,2009,5.099999904632568
fra,mf,2010,7.0
fra,m,2010,8.399999618530273
fra,f,2010,5.5
fra,mf,2011,7.199999809265137
fra,m,2011,8.699999809265137
fra,f,2011,5.5
fra,mf,2012,7.099999904632568
fra,m,2012,8.600000381469727
fra,f,2012,5.400000095367432
fra,mf,2013,7.0
fra,m,2013,8.300000190734863
fra,f,2013,5.5
fra,mf,2014,7.199999809265137
fra,m,2014,8.300000190734863
fra,f,2014,6.0
guf,mf,2001,10.0
guf,mf,2002,10.300000190734863
guf,mf,2003,10.899999618530273
guf,mf,2004,12.0
guf,mf,2005,11.600000381469727
guf,mf,2006,13.399999618530273
guf,mf,2007,13.300000190734863
guf,mf,2008,11.699999809265137
guf,mf,2009,11.399999618530273
guf,mf,2010,13.100000381469727
guf,mf,2011,13.399999618530273
guf,mf,2012,13.699999809265137
pyf,mf,1996,24.0
pyf,m,1996,27.200000762939453
pyf,f,1996,18.799999237060547
pyf,mf,2002,19.399999618530273
pyf,m,2002,21.299999237060547
pyf,f,2002,16.399999618530273
pyf,mf,2007,15.899999618530273
pyf,m,2007,18.299999237060547
pyf,f,2007,12.399999618530273
gab,mf,1993,48.400001525878906
gab,m,1993,36.5
gab,f,1993,62.70000076293945
gab,mf,2005,52.900001525878906
gab,m,2005,45.0
gab,f,2005,63.79999923706055
gab,mf,2010,31.299999237060547
gab,m,2010,26.899999618530273
gab,f,2010,38.5
gmb,mf,2012,60.5
gmb,m,2012,53.099998474121094
gmb,f,2012,69.69999694824219
geo,mf,1998,53.900001525878906
geo,m,1998,52.79999923706055
geo,f,1998,55.20000076293945
geo,mf,1999,55.0
geo,m,1999,53.5
geo,f,1999,56.70000076293945
geo,mf,2000,59.900001525878906
geo,m,2000,58.099998474121094
geo,f,2000,61.70000076293945
geo,mf,2001,62.29999923706055
geo,m,2001,60.900001525878906
geo,f,2001,63.70000076293945
geo,mf,2002,62.70000076293945
geo,m,2002,62.099998474121094
geo,f,2002,63.400001525878906
geo,mf,2003,64.69999694824219
geo,m,2003,64.4000015258789
geo,f,2003,65.0
geo,mf,2004,65.0999984741211
geo,m,2004,65.19999694824219
geo,f,2004,64.9000015258789
geo,mf,2005,64.19999694824219
geo,m,2005,63.79999923706055
geo,f,2005,64.80000305175781
geo,mf,2006,64.5999984741211
geo,mf,2007,62.20000076293945
geo,mf,2008,63.20000076293945
geo,m,2008,61.900001525878906
geo,f,2008,64.5999984741211
geo,mf,2009,62.599998474121094
