country,sex,year,share_of_vulnerable_employment_in_total_employment_percentage
kaz,m,2007,31.399999618530273
kaz,f,2007,34.29999923706055
kaz,mf,2008,31.899999618530273
kaz,m,2008,30.100000381469727
kaz,f,2008,33.900001525878906
kaz,mf,2009,31.299999237060547
kaz,m,2009,29.5
kaz,f,2009,33.099998474121094
kaz,mf,2010,31.0
kaz,m,2010,29.299999237060547
kaz,f,2010,32.79999923706055
kaz,mf,2011,30.399999618530273
kaz,m,2011,29.200000762939453
kaz,f,2011,31.600000381469727
kaz,mf,2012,29.200000762939453
kaz,m,2012,28.5
kaz,f,2012,29.899999618530273
kaz,mf,2013,28.600000381469727
kaz,m,2013,28.600000381469727
kaz,f,2013,28.5
ken,mf,1999,63.400001525878906
ken,m,1999,50.0
ken,f,1999,77.69999694824219
kir,mf,2010,53.29999923706055
kir,m,2010,52.5
kir,f,2010,54.20000076293945
kos,mf,2012,17.0
kos,m,2012,18.399999618530273
kos,f,2012,11.600000381469727
kwt,mf,2005,2.0999999046325684
kwt,m,2005,2.799999952316284
kwt,f,2005,0.30000001192092896
kwt,mf,2011,2.200000047683716
kwt,m,2011,2.700000047683716
kwt,f,2011,1.399999976158142
kgz,mf,2002,51.5
kgz,m,2002,52.099998474121094
kgz,f,2002,50.70000076293945
kgz,mf,2003,51.0
kgz,m,2003,50.29999923706055
kgz,f,2003,51.79999923706055
kgz,mf,2004,49.79999923706055
kgz,m,2004,49.70000076293945
kgz,f,2004,50.0
kgz,mf,2005,48.5
kgz,m,2005,48.70000076293945
kgz,f,2005,48.099998474121094
kgz,mf,2006,47.29999923706055
kgz,m,2006,47.400001525878906
kgz,f,2006,47.099998474121094
kgz,mf,2009,37.5
kgz,m,2009,40.599998474121094
kgz,f,2009,33.0
kgz,mf,2010,35.29999923706055
kgz,m,2010,38.099998474121094
kgz,f,2010,31.299999237060547
kgz,mf,2011,35.29999923706055
kgz,m,2011,37.5
kgz,f,2011,32.099998474121094
kgz,mf,2012,35.29999923706055
kgz,m,2012,37.79999923706055
kgz,f,2012,31.700000762939453
kgz,mf,2013,41.599998474121094
kgz,m,2013,44.0
kgz,f,2013,37.900001525878906
lao,mf,1995,90.0999984741211
lao,m,1995,85.4000015258789
lao,f,1995,94.5
lao,mf,2005,88.0
lao,m,2005,84.19999694824219
lao,f,2005,91.80000305175781
lao,mf,2010,83.9000015258789
lao,m,2010,78.9000015258789
lao,f,2010,88.9000015258789
lva,mf,1996,11.5
lva,m,1996,12.199999809265137
lva,f,1996,10.800000190734863
lva,mf,1997,16.200000762939453
lva,m,1997,16.0
lva,f,1997,16.5
lva,mf,1998,14.199999809265137
lva,m,1998,14.199999809265137
lva,f,1998,14.100000381469727
lva,mf,1999,13.100000381469727
lva,m,1999,13.300000190734863
lva,f,1999,12.800000190734863
lva,mf,2000,10.699999809265137
lva,m,2000,10.399999618530273
lva,f,2000,11.100000381469727
lva,mf,2001,10.800000190734863
lva,m,2001,10.899999618530273
lva,f,2001,10.800000190734863
lva,mf,2002,10.600000381469727
lva,m,2002,11.600000381469727
lva,f,2002,9.5
lva,mf,2003,10.199999809265137
lva,m,2003,11.100000381469727
lva,f,2003,9.199999809265137
lva,mf,2004,10.399999618530273
lva,m,2004,10.5
lva,f,2004,10.300000190734863
lva,mf,2005,8.100000381469727
lva,m,2005,8.800000190734863
lva,f,2005,7.400000095367432
lva,mf,2006,8.300000190734863
lva,m,2006,9.100000381469727
lva,f,2006,7.5
lva,mf,2007,7.699999809265137
lva,m,2007,8.5
lva,f,2007,6.900000095367432
lva,mf,2008,6.800000190734863
lva,m,2008,7.900000095367432
lva,f,2008,5.599999904632568
lva,mf,2009,7.800000190734863
lva,m,2009,8.699999809265137
lva,f,2009,6.900000095367432
lva,mf,2010,7.599999904632568
lva,m,2010,8.399999618530273
lva,f,2010,6.800000190734863
lva,mf,2011,7.699999809265137
lva,m,2011,8.699999809265137
lva,f,2011,6.699999809265137
lva,mf,2012,7.5
lva,m,2012,8.5
lva,f,2012,6.400000095367432
lva,mf,2013,7.400000095367432
lva,m,2013,8.300000190734863
lva,f,2013,6.400000095367432
lva,mf,2014,7.599999904632568
lva,m,2014,8.699999809265137
lva,f,2014,6.400000095367432
lbn,mf,2004,31.799999237060547
lbn,m,2004,37.099998474121094
lbn,f,2004,14.199999809265137
lbn,mf,2007,27.799999237060547
lbn,m,2007,31.600000381469727
lbn,f,2007,15.899999618530273
lso,mf,1999,68.80000305175781
lso,m,1999,73.0
lso,f,1999,63.400001525878906
lso,mf,2008,17.399999618530273
lso,m,2008,15.0
lso,f,2008,20.399999618530273
lbr,mf,2007,80.0999984741211
lbr,m,2007,70.80000305175781
lbr,f,2007,89.80000305175781
lbr,mf,2010,78.69999694824219
lbr,m,2010,68.69999694824219
lbr,f,2010,88.5999984741211
ltu,mf,1998,16.0
ltu,m,1998,17.5
ltu,f,1998,14.5
ltu,mf,1999,18.399999618530273
ltu,m,1999,21.0
ltu,f,1999,15.800000190734863
ltu,mf,2000,18.0
ltu,m,2000,20.399999618530273
ltu,f,2000,15.600000381469727
ltu,mf,2001,17.700000762939453
ltu,m,2001,21.100000381469727
ltu,f,2001,14.5
ltu,mf,2002,18.600000381469727
ltu,m,2002,20.799999237060547
ltu,f,2002,16.399999618530273
ltu,mf,2003,18.600000381469727
ltu,m,2003,20.600000381469727
ltu,f,2003,16.600000381469727
ltu,mf,2004,17.0
ltu,m,2004,19.299999237060547
ltu,f,2004,14.5
ltu,mf,2005,15.100000381469727
ltu,m,2005,16.600000381469727
ltu,f,2005,13.600000381469727
ltu,mf,2006,14.800000190734863
ltu,m,2006,16.0
ltu,f,2006,13.5
ltu,mf,2007,12.5
ltu,m,2007,14.399999618530273
ltu,f,2007,10.600000381469727
ltu,mf,2008,9.5
ltu,m,2008,11.100000381469727
ltu,f,2008,7.900000095367432
ltu,mf,2009,9.600000381469727
ltu,m,2009,11.199999809265137
ltu,f,2009,8.100000381469727
ltu,mf,2010,8.600000381469727
ltu,m,2010,9.699999809265137
ltu,f,2010,7.599999904632568
ltu,mf,2011,8.199999809265137
ltu,m,2011,9.100000381469727
ltu,f,2011,7.400000095367432
ltu,mf,2012,8.899999618530273
ltu,m,2012,10.100000381469727
ltu,f,2012,7.699999809265137
ltu,mf,2013,9.600000381469727
ltu,m,2013,10.699999809265137
ltu,f,2013,8.399999618530273
ltu,mf,2014,9.800000190734863
ltu,m,2014,10.699999809265137
ltu,f,2014,8.899999618530273
lux,mf,1983,9.300000190734863
lux,m,1983,7.699999809265137
lux,f,1983,12.600000381469727
lux,mf,1984,9.100000381469727
lux,m,1984,7.599999904632568
lux,f,1984,12.100000381469727
lux,mf,1985,8.399999618530273
lux,m,1985,7.300000190734863
lux,f,1985,10.600000381469727
lux,mf,1986,7.800000190734863
lux,m,1986,6.699999809265137
lux,f,1986,9.800000190734863
lux,mf,1987,7.800000190734863
lux,m,1987,6.400000095367432
lux,f,1987,10.199999809265137
lux,mf,1988,7.699999809265137
lux,m,1988,7.0
lux,f,1988,9.100000381469727
lux,mf,1989,8.199999809265137
lux,m,1989,7.699999809265137
lux,f,1989,9.199999809265137
lux,mf,1990,8.199999809265137
lux,m,1990,7.699999809265137
lux,f,1990,9.199999809265137
lux,mf,1991,7.199999809265137
lux,m,1991,6.300000190734863
lux,f,1991,8.800000190734863
lux,mf,1992,6.5
lux,m,1992,5.699999809265137
lux,f,1992,7.800000190734863
lux,mf,1993,6.599999904632568
lux,m,1993,5.900000095367432
lux,f,1993,7.800000190734863
lux,mf,1994,6.699999809265137
lux,m,1994,5.599999904632568
lux,f,1994,8.699999809265137
lux,mf,1995,5.0
lux,m,1995,4.099999904632568
lux,f,1995,6.5
lux,mf,1996,3.4000000953674316
lux,m,1996,2.9000000953674316
lux,f,1996,4.099999904632568
lux,mf,1997,3.5999999046325684
lux,m,1997,3.0
lux,f,1997,4.599999904632568
lux,mf,1998,4.0
lux,m,1998,3.799999952316284
lux,f,1998,4.300000190734863
lux,mf,1999,3.700000047683716
lux,m,1999,3.200000047683716
lux,f,1999,4.400000095367432
lux,mf,2000,3.4000000953674316
lux,m,2000,3.299999952316284
lux,f,2000,3.5
lux,mf,2001,2.799999952316284
lux,m,2001,2.299999952316284
lux,f,2001,3.5
lux,mf,2002,2.799999952316284
lux,m,2002,2.700000047683716
lux,f,2002,3.0
lux,mf,2003,6.400000095367432
lux,m,2003,6.5
lux,f,2003,6.199999809265137
lux,mf,2004,5.400000095367432
lux,m,2004,5.599999904632568
lux,f,2004,5.099999904632568
lux,mf,2005,5.199999809265137
lux,m,2005,5.099999904632568
lux,f,2005,5.400000095367432
lux,mf,2006,5.199999809265137
lux,m,2006,5.300000190734863
lux,f,2006,5.0
lux,mf,2007,4.300000190734863
lux,m,2007,4.300000190734863
lux,f,2007,4.300000190734863
lux,mf,2008,4.099999904632568
lux,m,2008,3.299999952316284
lux,f,2008,5.099999904632568
lux,mf,2009,5.900000095367432
lux,m,2009,6.199999809265137
lux,f,2009,5.5
lux,mf,2010,4.900000095367432
lux,m,2010,4.900000095367432
lux,f,2010,5.0
lux,mf,2011,5.900000095367432
lux,m,2011,6.0
lux,f,2011,5.699999809265137
lux,mf,2012,5.699999809265137
lux,m,2012,5.300000190734863
lux,f,2012,6.199999809265137
lux,mf,2013,6.199999809265137
lux,m,2013,6.099999904632568
lux,f,2013,6.199999809265137
lux,mf,2014,6.300000190734863
lux,m,2014,6.5
lux,f,2014,6.099999904632568
mac,mf,1996,7.300000190734863
mac,m,1996,8.399999618530273
mac,f,1996,6.0
mac,mf,1997,6.400000095367432
mac,m,1997,7.0
mac,f,1997,5.699999809265137
mac,mf,1998,6.300000190734863
mac,m,1998,7.199999809265137
mac,f,1998,5.099999904632568
mac,mf,1999,7.300000190734863
mac,m,1999,8.5
mac,f,1999,6.0
mac,mf,2000,8.399999618530273
mac,m,2000,9.5
mac,f,2000,7.199999809265137
mac,mf,2001,7.800000190734863
mac,m,2001,9.100000381469727
mac,f,2001,6.400000095367432
mac,mf,2002,7.0
mac,m,2002,8.600000381469727
mac,f,2002,5.300000190734863
mac,mf,2003,7.5
mac,m,2003,9.0
mac,f,2003,5.900000095367432
mac,mf,2004,8.100000381469727
mac,m,2004,9.5
mac,f,2004,6.400000095367432
mac,mf,2005,6.400000095367432
mac,m,2005,7.699999809265137
mac,f,2005,4.900000095367432
mac,mf,2006,5.5
mac,m,2006,6.300000190734863
mac,f,2006,4.599999904632568
mac,mf,2007,5.199999809265137
mac,m,2007,6.300000190734863
mac,f,2007,3.9000000953674316
mac,mf,2008,4.599999904632568
mac,m,2008,5.699999809265137
mac,f,2008,3.4000000953674316
mac,mf,2009,4.800000190734863
mac,m,2009,6.199999809265137
mac,f,2009,3.299999952316284
mac,mf,2010,4.800000190734863
mac,m,2010,6.5
mac,f,2010,3.0999999046325684
mac,mf,2011,4.400000095367432
mac,m,2011,5.800000190734863
mac,f,2011,2.799999952316284
mac,mf,2012,4.099999904632568
mac,mf,2013,3.5
mac,m,2013,4.800000190734863
mac,f,2013,2.200000047683716
mkd,mf,1996,18.200000762939453
mkd,m,1996,18.799999237060547
mkd,f,1996,17.100000381469727
mkd,mf,1997,8.899999618530273
mkd,m,1997,8.399999618530273
mkd,f,1997,10.0
mkd,mf,1998,19.0
mkd,m,1998,19.899999618530273
mkd,f,1998,17.600000381469727
mkd,mf,1999,17.600000381469727
mkd,m,1999,16.5
mkd,f,1999,19.299999237060547
mkd,mf,2000,21.399999618530273
mkd,m,2000,20.700000762939453
mkd,f,2000,22.399999618530273
mkd,mf,2001,23.600000381469727
mkd,m,2001,21.600000381469727
mkd,f,2001,26.5
mkd,mf,2002,22.5
mkd,m,2002,21.200000762939453
mkd,f,2002,24.5
mkd,mf,2003,19.700000762939453
mkd,m,2003,18.200000762939453
mkd,f,2003,21.899999618530273
mkd,mf,2004,18.700000762939453
mkd,m,2004,20.399999618530273
mkd,f,2004,16.100000381469727
mkd,mf,2005,22.399999618530273
mkd,m,2005,23.200000762939453
mkd,f,2005,21.299999237060547
mkd,mf,2006,23.299999237060547
mkd,m,2006,23.899999618530273
mkd,f,2006,22.399999618530273
mkd,mf,2007,22.200000762939453
mkd,m,2007,23.700000762939453
mkd,f,2007,19.799999237060547
mkd,mf,2008,23.200000762939453
mkd,m,2008,24.0
mkd,f,2008,22.100000381469727
mkd,mf,2009,22.899999618530273
mkd,m,2009,24.399999618530273
mkd,f,2009,20.5
mkd,mf,2010,23.100000381469727
mkd,m,2010,24.200000762939453
mkd,f,2010,21.399999618530273
mkd,mf,2011,22.5
mkd,m,2011,23.700000762939453
mkd,f,2011,20.700000762939453
mkd,mf,2012,22.100000381469727
mkd,m,2012,23.200000762939453
mkd,f,2012,20.299999237060547
mkd,mf,2013,23.399999618530273
mkd,m,2013,24.5
mkd,f,2013,21.799999237060547
mkd,mf,2014,22.799999237060547
mkd,m,2014,24.899999618530273
mkd,f,2014,19.399999618530273
mdg,mf,1993,84.30000305175781
mdg,m,1993,82.9000015258789
mdg,f,1993,86.5999984741211
mdg,mf,2003,82.19999694824219
mdg,m,2003,78.9000015258789
mdg,f,2003,85.5999984741211
mdg,mf,2005,86.4000015258789
mdg,m,2005,83.9000015258789
mdg,f,2005,89.0999984741211
mdg,mf,2010,88.30000305175781
mdg,m,2010,84.80000305175781
mdg,f,2010,92.0
mdg,mf,2012,86.0
mdg,m,2012,82.0999984741211
mdg,f,2012,90.0999984741211
mwi,mf,1987,83.9000015258789
mwi,m,1987,71.0
mwi,f,1987,96.0999984741211
mys,mf,1991,28.799999237060547
mys,m,1991,30.700000762939453
mys,f,1991,24.899999618530273
mys,mf,1995,24.899999618530273
mys,m,1995,24.200000762939453
mys,f,1995,26.299999237060547
mys,mf,1996,24.700000762939453
mys,m,1996,23.299999237060547
mys,f,1996,27.299999237060547
mys,mf,1997,22.899999618530273
mys,m,1997,21.700000762939453
mys,f,1997,25.299999237060547
mys,mf,1998,23.700000762939453
mys,m,1998,23.5
mys,f,1998,24.200000762939453
mys,mf,1999,23.0
mys,m,1999,22.700000762939453
mys,f,1999,23.700000762939453
mys,mf,2000,22.799999237060547
mys,m,2000,22.799999237060547
mys,f,2000,22.700000762939453
mys,mf,2001,21.299999237060547
mys,m,2001,20.899999618530273
mys,f,2001,22.100000381469727
mys,mf,2002,20.299999237060547
mys,m,2002,19.5
mys,f,2002,21.700000762939453
mys,mf,2003,20.399999618530273
mys,m,2003,19.899999618530273
mys,f,2003,21.299999237060547
mys,mf,2004,21.799999237060547
mys,m,2004,21.799999237060547
mys,f,2004,22.0
mys,mf,2005,21.200000762939453
mys,m,2005,21.700000762939453
mys,f,2005,20.100000381469727
mys,mf,2006,21.899999618530273
mys,m,2006,22.700000762939453
mys,f,2006,20.299999237060547
mys,mf,2007,22.299999237060547
mys,m,2007,22.899999618530273
mys,f,2007,21.399999618530273
mys,mf,2008,21.899999618530273
mys,m,2008,23.100000381469727
mys,f,2008,19.700000762939453
mys,mf,2009,21.5
mys,m,2009,22.299999237060547
mys,f,2009,20.200000762939453
mys,mf,2010,21.700000762939453
mys,m,2010,22.700000762939453
mys,f,2010,19.899999618530273
mys,mf,2011,19.799999237060547
mys,m,2011,20.5
mys,f,2011,18.5
mys,mf,2012,21.399999618530273
mys,m,2012,21.299999237060547
mys,f,2012,21.399999618530273
mys,mf,2013,22.200000762939453
mys,m,2013,21.200000762939453
mys,f,2013,23.700000762939453
mys,mf,2014,21.100000381469727
mys,m,2014,19.600000381469727
mys,f,2014,23.600000381469727
mdv,mf,1990,46.29999923706055
mdv,m,1990,43.79999923706055
mdv,f,1990,56.5
mdv,mf,1995,53.900001525878906
mdv,m,1995,55.900001525878906
mdv,f,1995,48.400001525878906
mdv,mf,2000,50.29999923706055
mdv,m,2000,56.20000076293945
mdv,f,2000,38.5
mdv,mf,2006,29.600000381469727
mdv,m,2006,19.600000381469727
mdv,f,2006,47.0
mdv,mf,2010,18.799999237060547
mdv,m,2010,13.300000190734863
mdv,f,2010,27.600000381469727
mli,mf,2004,86.4000015258789
mli,m,2004,84.80000305175781
mli,f,2004,88.5999984741211
mli,mf,2006,86.9000015258789
mli,m,2006,81.9000015258789
mli,f,2006,92.80000305175781
mli,mf,2007,82.9000015258789
mli,m,2007,76.5
mli,f,2007,89.0
mlt,mf,2000,8.199999809265137
mlt,m,2000,10.100000381469727
mlt,f,2000,3.799999952316284
mlt,mf,2001,8.399999618530273
mlt,m,2001,10.199999809265137
mlt,f,2001,4.400000095367432
mlt,mf,2002,10.300000190734863
mlt,m,2002,13.300000190734863
mlt,f,2002,3.700000047683716
mlt,mf,2003,9.5
mlt,m,2003,10.800000190734863
mlt,f,2003,6.5
mlt,mf,2004,9.699999809265137
mlt,m,2004,12.100000381469727
mlt,f,2004,4.0
mlt,mf,2005,9.300000190734863
mlt,m,2005,11.399999618530273
mlt,f,2005,4.5
mlt,mf,2006,9.399999618530273
mlt,m,2006,11.699999809265137
mlt,f,2006,4.300000190734863
mlt,mf,2007,9.300000190734863
mlt,m,2007,11.100000381469727
mlt,f,2007,5.599999904632568
mlt,mf,2008,9.300000190734863
mlt,m,2008,11.5
mlt,f,2008,5.0
mlt,mf,2009,9.5
mlt,m,2009,11.699999809265137
mlt,f,2009,5.199999809265137
mlt,mf,2010,9.899999618530273
mlt,m,2010,12.600000381469727
mlt,f,2010,4.900000095367432
mlt,mf,2011,9.199999809265137
mlt,m,2011,12.0
mlt,f,2011,4.099999904632568
mlt,mf,2012,9.100000381469727
mlt,m,2012,11.699999809265137
mlt,f,2012,4.599999904632568
mlt,mf,2013,9.399999618530273
mlt,m,2013,12.199999809265137
mlt,f,2013,4.800000190734863
mlt,mf,2014,9.399999618530273
mlt,m,2014,12.0
mlt,f,2014,5.300000190734863
mhl,mf,1999,26.700000762939453
mhl,m,1999,25.700000762939453
mhl,f,1999,29.0
mtq,mf,2001,14.0
mtq,mf,2002,12.399999618530273
mtq,mf,2003,13.300000190734863
mtq,mf,2004,13.5
mtq,mf,2005,13.100000381469727
mtq,mf,2006,12.300000190734863
mtq,mf,2007,12.399999618530273
mtq,mf,2008,12.5
mtq,mf,2009,13.800000190734863
mtq,mf,2010,17.100000381469727
mtq,mf,2011,14.600000381469727
mtq,mf,2012,14.899999618530273
mus,mf,1990,11.5
mus,m,1990,13.300000190734863
mus,f,1990,7.300000190734863
mus,mf,2000,12.899999618530273
mus,m,2000,15.699999809265137
mus,f,2000,7.099999904632568
mus,mf,2004,16.700000762939453
mus,m,2004,18.0
mus,f,2004,14.100000381469727
mus,mf,2005,16.700000762939453
mus,m,2005,17.700000762939453
mus,f,2005,14.699999809265137
mus,mf,2006,16.200000762939453
mus,m,2006,17.100000381469727
mus,f,2006,14.399999618530273
mus,mf,2007,16.799999237060547
mus,m,2007,17.899999618530273
mus,f,2007,14.699999809265137
mus,mf,2008,16.299999237060547
mus,m,2008,17.100000381469727
mus,f,2008,14.800000190734863
mus,mf,2009,15.899999618530273
mus,m,2009,16.799999237060547
mus,f,2009,14.199999809265137
mus,mf,2010,16.0
mus,m,2010,16.799999237060547
mus,f,2010,14.399999618530273
mus,mf,2011,15.100000381469727
mus,m,2011,16.200000762939453
mus,f,2011,13.0
mus,mf,2012,17.100000381469727
mus,m,2012,18.100000381469727
mus,f,2012,15.300000190734863
mda,mf,1999,31.700000762939453
mda,m,1999,30.200000762939453
mda,f,1999,33.20000076293945
mda,mf,2000,36.5
mda,m,2000,35.099998474121094
mda,f,2000,37.79999923706055
mda,mf,2001,38.900001525878906
mda,m,2001,37.400001525878906
mda,f,2001,40.20000076293945
mda,mf,2002,39.900001525878906
mda,m,2002,39.29999923706055
mda,f,2002,40.5
mda,mf,2003,35.400001525878906
mda,m,2003,36.20000076293945
mda,f,2003,34.5
mda,mf,2004,35.400001525878906
mda,m,2004,36.0
mda,f,2004,35.0
mda,mf,2005,36.29999923706055
mda,m,2005,37.099998474121094
mda,f,2005,35.599998474121094
mda,mf,2006,31.899999618530273
mda,m,2006,33.20000076293945
mda,f,2006,30.700000762939453
mda,mf,2007,32.400001525878906
mda,m,2007,35.20000076293945
mda,f,2007,29.600000381469727
mda,mf,2008,31.100000381469727
mda,m,2008,33.70000076293945
mda,f,2008,28.399999618530273
mda,mf,2009,28.5
mda,m,2009,32.20000076293945
mda,f,2009,24.700000762939453
mda,mf,2010,28.600000381469727
mda,m,2010,32.79999923706055
mda,f,2010,24.399999618530273
mda,mf,2011,28.700000762939453
mda,m,2011,32.79999923706055
mda,f,2011,24.5
mda,mf,2012,28.600000381469727
mda,m,2012,32.79999923706055
mda,f,2012,24.399999618530273
mda,mf,2013,30.5
mda,m,2013,34.400001525878906
mda,f,2013,26.5
mda,mf,2014,32.0
mda,m,2014,36.70000076293945
mda,f,2014,27.200000762939453
mng,mf,2000,56.599998474121094
mng,m,2000,57.900001525878906
mng,f,2000,54.900001525878906
mng,mf,2003,60.0
mng,m,2003,62.099998474121094
mng,f,2003,57.599998474121094
mng,mf,2007,61.900001525878906
mng,m,2007,64.9000015258789
mng,f,2007,58.599998474121094
mng,mf,2008,53.099998474121094
mng,m,2008,54.599998474121094
mng,f,2008,51.599998474121094
mng,mf,2009,57.5
mng,m,2009,60.400001525878906
mng,f,2009,54.400001525878906
mng,mf,2010,56.099998474121094
mng,m,2010,59.70000076293945
mng,f,2010,52.099998474121094
mng,mf,2011,54.900001525878906
mng,m,2011,57.099998474121094
mng,f,2011,52.400001525878906
mng,mf,2012,51.400001525878906
mng,m,2012,53.0
mng,f,2012,49.5
msr,mf,1991,12.600000381469727
msr,m,1991,14.800000190734863
msr,f,1991,9.399999618530273
mar,mf,1994,47.5
mar,m,1994,48.20000076293945
mar,f,1994,44.70000076293945
mar,mf,1998,55.29999923706055
mar,m,1998,49.599998474121094
mar,f,1998,67.0
mar,mf,1999,55.70000076293945
mar,m,1999,50.0
mar,f,1999,69.30000305175781
mar,mf,2002,56.0
mar,m,2002,53.099998474121094
mar,f,2002,64.5999984741211
mar,mf,2003,55.79999923706055
mar,m,2003,52.70000076293945
mar,f,2003,64.5999984741211
mar,mf,2004,58.099998474121094
mar,m,2004,54.599998474121094
mar,f,2004,67.4000015258789
mar,mf,2005,57.70000076293945
mar,m,2005,54.29999923706055
mar,f,2005,66.9000015258789
mar,mf,2006,51.900001525878906
mar,m,2006,46.900001525878906
mar,f,2006,65.0999984741211
mar,mf,2007,51.099998474121094
mar,m,2007,46.0
mar,f,2007,64.5
mar,mf,2008,51.900001525878906
mar,m,2008,47.29999923706055
mar,f,2008,64.5999984741211
mar,mf,2009,50.5
mar,mf,2010,50.29999923706055
mar,mf,2011,51.5
mar,mf,2012,50.70000076293945
moz,mf,2003,87.80000305175781
moz,m,2003,78.0999984741211
moz,f,2003,95.9000015258789
nam,mf,1994,42.20000076293945
nam,m,1994,31.700000762939453
nam,f,1994,54.20000076293945
nam,mf,1997,29.600000381469727
nam,m,1997,19.299999237060547
nam,f,1997,42.0
nam,mf,2000,27.700000762939453
nam,m,2000,19.899999618530273
nam,f,2000,36.20000076293945
nam,mf,2001,27.100000381469727
nam,m,2001,21.100000381469727
nam,f,2001,34.70000076293945
nam,mf,2004,21.100000381469727
nam,m,2004,17.0
nam,f,2004,26.399999618530273
nam,mf,2008,13.5
nam,m,2008,11.199999809265137
nam,f,2008,16.399999618530273
nam,mf,2010,34.599998474121094
nam,m,2010,28.200000762939453
nam,f,2010,42.599998474121094
nam,mf,2011,26.399999618530273
nam,m,2011,20.700000762939453
nam,f,2011,33.29999923706055
nam,mf,2012,32.70000076293945
nam,m,2012,25.399999618530273
nam,f,2012,40.79999923706055
nam,mf,2013,7.800000190734863
nam,m,2013,7.800000190734863
nam,f,2013,7.699999809265137
npl,mf,2001,71.5999984741211
npl,m,2001,62.400001525878906
npl,f,2001,83.5
nld,mf,1985,7.5
nld,m,1985,6.599999904632568
nld,f,1985,9.199999809265137
nld,mf,1987,9.0
nld,m,1987,7.300000190734863
nld,f,1987,12.100000381469727
nld,mf,1988,8.600000381469727
nld,m,1988,7.300000190734863
nld,f,1988,10.800000190734863
nld,mf,1989,8.5
nld,m,1989,7.199999809265137
nld,f,1989,10.899999618530273
nld,mf,1990,8.899999618530273
nld,m,1990,7.099999904632568
nld,f,1990,11.800000190734863
nld,mf,1991,8.199999809265137
nld,m,1991,7.0
nld,f,1991,10.0
nld,mf,1992,8.0
nld,m,1992,7.5
nld,f,1992,8.699999809265137
nld,mf,1993,8.300000190734863
nld,m,1993,7.900000095367432
nld,f,1993,8.800000190734863
nld,mf,1994,8.399999618530273
nld,m,1994,7.800000190734863
nld,f,1994,9.300000190734863
nld,mf,1995,8.699999809265137
nld,m,1995,8.199999809265137
nld,f,1995,9.399999618530273
nld,mf,1996,8.399999618530273
nld,m,1996,8.399999618530273
nld,f,1996,8.399999618530273
nld,mf,1997,8.399999618530273
nld,m,1997,8.399999618530273
nld,f,1997,8.399999618530273
nld,mf,1998,7.699999809265137
nld,m,1998,7.699999809265137
nld,f,1998,7.699999809265137
nld,mf,1999,7.599999904632568
nld,m,1999,7.599999904632568
nld,f,1999,7.599999904632568
nld,mf,2000,8.0
nld,m,2000,8.199999809265137
nld,f,2000,7.699999809265137
nld,mf,2001,8.199999809265137
nld,m,2001,8.399999618530273
nld,f,2001,8.0
nld,mf,2002,8.199999809265137
nld,m,2002,8.600000381469727
nld,f,2002,7.599999904632568
nld,mf,2003,7.800000190734863
nld,m,2003,8.600000381469727
nld,f,2003,6.900000095367432
nld,mf,2004,8.399999618530273
nld,m,2004,9.0
nld,f,2004,7.599999904632568
nld,mf,2005,8.600000381469727
nld,m,2005,9.199999809265137
nld,f,2005,7.800000190734863
nld,mf,2006,8.899999618530273
nld,m,2006,9.699999809265137
nld,f,2006,7.900000095367432
nld,mf,2007,9.199999809265137
nld,m,2007,10.199999809265137
nld,f,2007,8.100000381469727
nld,mf,2008,9.399999618530273
nld,m,2008,10.399999618530273
nld,f,2008,8.300000190734863
nld,mf,2009,9.699999809265137
nld,m,2009,10.800000190734863
nld,f,2009,8.600000381469727
nld,mf,2010,11.100000381469727
nld,m,2010,12.5
nld,f,2010,9.5
nld,mf,2011,11.199999809265137
nld,m,2011,12.600000381469727
nld,f,2011,9.5
nld,mf,2012,11.5
nld,m,2012,13.100000381469727
nld,f,2012,9.699999809265137
nld,mf,2013,12.300000190734863
nld,m,2013,14.0
nld,f,2013,10.300000190734863
nld,mf,2014,12.800000190734863
nld,m,2014,14.5
nld,f,2014,10.699999809265137
ant,mf,1991,8.100000381469727
ant,m,1991,9.100000381469727
ant,f,1991,6.699999809265137
ant,mf,1992,6.400000095367432
ant,m,1992,7.599999904632568
ant,f,1992,4.699999809265137
ant,mf,1993,6.400000095367432
ant,m,1993,6.599999904632568
ant,f,1993,6.199999809265137
ant,mf,1994,6.599999904632568
ant,m,1994,7.900000095367432
ant,f,1994,5.099999904632568
ant,mf,1995,7.0
ant,m,1995,8.399999618530273
ant,f,1995,5.199999809265137
ant,mf,1996,7.099999904632568
ant,m,1996,8.399999618530273
ant,f,1996,5.5
ant,mf,1997,5.0
ant,m,1997,6.199999809265137
ant,f,1997,3.5999999046325684
ant,mf,1998,7.099999904632568
ant,m,1998,7.800000190734863
ant,f,1998,6.300000190734863
ant,mf,2000,6.300000190734863
ant,m,2000,8.5
ant,f,2000,3.9000000953674316
ant,mf,2002,12.0
ant,mf,2003,13.699999809265137
ant,mf,2004,13.899999618530273
ant,mf,2005,11.899999618530273
ant,mf,2006,9.600000381469727
ant,mf,2007,11.300000190734863
ant,mf,2009,18.0
ant,m,2009,21.799999237060547
ant,f,2009,14.399999618530273
ant,mf,2011,17.299999237060547
ant,m,2011,21.200000762939453
ant,f,2011,13.699999809265137
nic,mf,1993,43.20000076293945
