country,sex,year,contributing_family_workers_d_000
ecu,mf,2007,806.6220092773438
ecu,m,2007,301.2900085449219
ecu,f,2007,505.3320007324219
ecu,mf,2008,706.52197265625
ecu,m,2008,253.98800659179688
ecu,f,2008,452.5350036621094
ecu,mf,2009,773.3870239257812
ecu,m,2009,280.4320068359375
ecu,f,2009,492.9549865722656
ecu,mf,2010,659.2160034179688
ecu,m,2010,236.927001953125
ecu,f,2010,422.28900146484375
ecu,mf,2011,600.2899780273438
ecu,m,2011,195.06700134277344
ecu,f,2011,405.2229919433594
ecu,mf,2012,584.0079956054688
ecu,m,2012,315.4909973144531
ecu,f,2012,268.5169982910156
ecu,mf,2013,608.1790161132812
ecu,m,2013,203.16000366210938
ecu,f,2013,405.0199890136719
egy,mf,1993,2091.699951171875
egy,m,1993,1128.0
egy,f,1993,963.7000122070312
egy,mf,1994,2062.60009765625
egy,m,1994,1042.0
egy,f,1994,1020.5999755859375
egy,mf,1995,1993.0999755859375
egy,m,1995,1126.800048828125
egy,f,1995,866.2999877929688
egy,mf,1997,2033.0
egy,m,1997,1128.800048828125
egy,f,1997,904.2000122070312
egy,mf,1998,1965.0999755859375
egy,m,1998,1268.0
egy,f,1998,697.0999755859375
egy,mf,1999,1903.4000244140625
egy,m,1999,1213.0999755859375
egy,f,1999,690.2999877929688
egy,mf,2000,1982.0
egy,m,2000,1137.9000244140625
egy,f,2000,844.0999755859375
egy,mf,2001,1632.0999755859375
egy,m,2001,1088.0999755859375
egy,f,2001,544.0
egy,mf,2002,1863.800048828125
egy,m,2002,1218.699951171875
egy,f,2002,645.0999755859375
egy,mf,2003,2205.89990234375
egy,m,2003,1313.0999755859375
egy,f,2003,892.7999877929688
egy,mf,2004,2614.60009765625
egy,m,2004,1399.0
egy,f,2004,1215.5999755859375
egy,mf,2005,2509.89990234375
egy,m,2005,1329.4000244140625
egy,f,2005,1180.5
egy,mf,2006,2684.199951171875
egy,m,2006,1417.0
egy,f,2006,1267.199951171875
egy,mf,2007,3055.89990234375
egy,m,2007,1483.0999755859375
egy,f,2007,1572.800048828125
egy,mf,2009,3037.89990234375
egy,m,2009,1516.800048828125
egy,f,2009,1521.0999755859375
egy,mf,2010,2594.800048828125
egy,m,2010,1225.699951171875
egy,f,2010,1369.0999755859375
egy,mf,2011,2550.885986328125
egy,m,2011,1160.009033203125
egy,f,2011,1390.876953125
egy,mf,2012,2303.799072265625
egy,m,2012,1021.405029296875
egy,f,2012,1282.39404296875
egy,mf,2013,2755.39501953125
egy,m,2013,1049.8050537109375
egy,f,2013,1705.5899658203125
slv,mf,1993,134.3260040283203
slv,m,1993,76.55000305175781
slv,f,1993,57.7760009765625
slv,mf,1994,142.19700622558594
slv,m,1994,85.21800231933594
slv,f,1994,56.979000091552734
slv,mf,1995,171.5
slv,m,1995,109.4000015258789
slv,f,1995,62.099998474121094
slv,mf,1996,202.89999389648438
slv,m,1996,130.6999969482422
slv,f,1996,72.30000305175781
slv,mf,1997,167.8000030517578
slv,m,1997,112.9000015258789
slv,f,1997,54.900001525878906
slv,mf,1998,228.0
slv,m,1998,137.39999389648438
slv,f,1998,90.69999694824219
slv,mf,1999,182.89999389648438
slv,m,1999,106.80000305175781
slv,f,1999,76.0999984741211
slv,mf,2000,173.6999969482422
slv,m,2000,107.5
slv,f,2000,66.19999694824219
slv,mf,2001,246.3000030517578
slv,m,2001,148.3000030517578
slv,f,2001,98.0
slv,mf,2002,202.8000030517578
slv,m,2002,123.0
slv,f,2002,79.80000305175781
slv,mf,2003,198.1999969482422
slv,m,2003,112.19999694824219
slv,f,2003,86.0
slv,mf,2004,173.1999969482422
slv,m,2004,102.0999984741211
slv,f,2004,71.0999984741211
slv,mf,2005,224.8000030517578
slv,m,2005,126.80000305175781
slv,f,2005,98.0
slv,mf,2006,216.1999969482422
slv,m,2006,117.5999984741211
slv,f,2006,98.5999984741211
slv,mf,2007,144.93499755859375
slv,m,2007,68.87300109863281
slv,f,2007,76.06199645996094
slv,mf,2008,158.08099365234375
slv,m,2008,83.95700073242188
slv,f,2008,74.1240005493164
slv,mf,2009,83.93299865722656
slv,m,2009,59.18000030517578
slv,f,2009,24.753000259399414
slv,mf,2010,167.52499389648438
slv,m,2010,90.6719970703125
slv,f,2010,76.85299682617188
slv,mf,2011,184.322998046875
slv,m,2011,101.30000305175781
slv,f,2011,83.02300262451172
slv,mf,2012,198.11300659179688
slv,m,2012,112.73999786376953
slv,f,2012,85.37300109863281
slv,mf,2013,201.60400390625
slv,m,2013,107.01000213623047
slv,f,2013,94.59400177001953
gnq,mf,1983,30.700000762939453
gnq,m,1983,7.900000095367432
gnq,f,1983,22.799999237060547
est,mf,1989,10.5
est,m,1989,2.700000047683716
est,f,1989,7.800000190734863
est,mf,1990,13.0
est,m,1990,3.799999952316284
est,f,1990,9.300000190734863
est,mf,1991,13.800000190734863
est,m,1991,4.599999904632568
est,f,1991,9.199999809265137
est,mf,1992,16.200000762939453
est,m,1992,6.199999809265137
est,f,1992,10.0
est,mf,1993,19.600000381469727
est,m,1993,8.300000190734863
est,f,1993,11.300000190734863
est,mf,1994,18.799999237060547
est,m,1994,8.399999618530273
est,f,1994,10.399999618530273
est,mf,1995,8.899999618530273
est,m,1995,3.0999999046325684
est,f,1995,5.699999809265137
est,mf,1996,9.300000190734863
est,m,1996,3.299999952316284
est,f,1996,6.0
est,mf,1997,9.293999671936035
est,m,1997,3.6470000743865967
est,f,1997,5.645999908447266
est,mf,1998,5.392000198364258
est,m,1998,2.002000093460083
est,f,1998,3.3889999389648438
est,mf,1999,4.5
est,m,1999,1.6890000104904175
est,f,1999,2.809999942779541
est,mf,2000,2.5190000534057617
est,m,2000,1.2300000190734863
est,f,2000,1.2879999876022339
est,mf,2001,3.0420000553131104
est,m,2001,2.1589999198913574
est,f,2001,0.8830000162124634
est,mf,2002,2.193000078201294
est,m,2002,1.6950000524520874
est,f,2002,0.49799999594688416
est,mf,2003,1.1770000457763672
est,m,2003,0.7409999966621399
est,f,2003,0.4359999895095825
est,mf,2004,2.7090001106262207
est,m,2004,2.0759999752044678
est,f,2004,0.6330000162124634
est,mf,2005,1.3539999723434448
est,m,2005,0.7319999933242798
est,f,2005,0.6209999918937683
est,mf,2006,1.11899995803833
est,m,2006,0.5709999799728394
est,f,2006,0.5479999780654907
est,mf,2007,1.4240000247955322
est,m,2007,0.4429999887943268
est,f,2007,0.9800000190734863
est,mf,2008,0.9430000185966492
est,m,2008,0.24500000476837158
est,f,2008,0.6980000138282776
est,mf,2009,1.0889999866485596
est,m,2009,0.5320000052452087
est,f,2009,0.5569999814033508
est,mf,2010,1.0390000343322754
est,m,2010,0.6620000004768372
est,f,2010,0.37700000405311584
est,mf,2011,1.5829999446868896
est,m,2011,0.9010000228881836
est,f,2011,0.6819999814033508
est,mf,2012,1.8539999723434448
est,m,2012,0.8149999976158142
est,f,2012,1.0390000343322754
est,mf,2013,1.6119999885559082
est,m,2013,0.8050000071525574
est,f,2013,0.8069999814033508
est,mf,2014,1.3209999799728394
est,m,2014,0.6620000004768372
est,f,2014,0.6589999794960022
eth,mf,1981,5490.2099609375
eth,m,1981,2361.9599609375
eth,f,1981,3126.340087890625
eth,mf,1987,4740.7001953125
eth,m,1987,1402.300048828125
eth,f,1987,3338.39990234375
eth,mf,1994,13235.650390625
eth,m,1994,5455.68017578125
eth,f,1994,7779.9599609375
eth,mf,1999,11697.5
eth,m,1999,4845.2998046875
eth,f,1999,6852.2001953125
eth,mf,2005,15806.099609375
eth,m,2005,5826.5
eth,f,2005,9979.599609375
eth,mf,2006,383.9070129394531
eth,m,2006,163.54400634765625
eth,f,2006,220.36300659179688
eth,mf,2009,343.4280090332031
eth,m,2009,156.11300659179688
eth,f,2009,187.31500244140625
eth,mf,2010,411.677001953125
eth,m,2010,177.00100708007812
eth,f,2010,234.67599487304688
eth,mf,2011,433.6300048828125
eth,m,2011,176.81900024414062
eth,f,2011,256.8110046386719
eth,mf,2012,493.92999267578125
eth,m,2012,206.82200622558594
eth,f,2012,287.1080017089844
eth,mf,2013,20642.91015625
eth,m,2013,8068.22021484375
eth,f,2013,12574.6904296875
fji,mf,2002,39.215999603271484
fji,m,2002,17.64699935913086
fji,f,2002,21.569000244140625
fji,mf,2004,43.290000915527344
fji,m,2004,25.167999267578125
fji,f,2004,18.121999740600586
fji,mf,2005,46.900001525878906
fji,m,2005,27.5
fji,f,2005,19.299999237060547
fji,mf,2007,49.93199920654297
fji,m,2007,23.152999877929688
fji,f,2007,26.77899932861328
fji,mf,2008,48.56999969482422
fji,m,2008,22.341999053955078
fji,f,2008,26.22800064086914
fin,mf,1980,87.0
fin,m,1980,33.0
fin,f,1980,54.0
fin,mf,1981,88.0
fin,m,1981,32.0
fin,f,1981,57.0
fin,mf,1982,87.0
fin,m,1982,30.0
fin,f,1982,58.0
fin,mf,1983,45.0
fin,m,1983,22.0
fin,f,1983,23.0
fin,mf,1984,39.0
fin,m,1984,21.0
fin,f,1984,18.0
fin,mf,1985,36.0
fin,m,1985,18.0
fin,f,1985,18.0
fin,mf,1986,33.0
fin,m,1986,19.0
fin,f,1986,14.0
fin,mf,1987,28.0
fin,m,1987,17.0
fin,f,1987,11.0
fin,mf,1988,24.0
fin,m,1988,15.0
fin,f,1988,9.0
fin,mf,1989,37.0
fin,m,1989,23.0
fin,f,1989,14.0
fin,mf,1990,35.0
fin,m,1990,22.0
fin,f,1990,13.0
fin,mf,1991,31.0
fin,m,1991,19.0
fin,f,1991,11.0
fin,mf,1992,28.0
fin,m,1992,18.0
fin,f,1992,10.0
fin,mf,1993,27.0
fin,m,1993,17.0
fin,f,1993,10.0
fin,mf,1994,26.0
fin,m,1994,17.0
fin,f,1994,8.0
fin,mf,1995,30.451000213623047
fin,m,1995,17.295000076293945
fin,f,1995,13.154999732971191
fin,mf,1996,31.239999771118164
fin,m,1996,17.551000595092773
fin,f,1996,13.689000129699707
fin,mf,1997,21.695999145507812
fin,m,1997,13.248000144958496
fin,f,1997,8.447999954223633
fin,mf,1998,12.428000450134277
fin,m,1998,7.308000087738037
fin,f,1998,5.119999885559082
fin,mf,1999,18.790000915527344
fin,m,1999,10.406000137329102
fin,f,1999,8.383999824523926
fin,mf,2000,15.802000045776367
fin,m,2000,8.907999992370605
fin,f,2000,6.894000053405762
fin,mf,2001,15.375
fin,m,2001,8.560999870300293
fin,f,2001,6.813000202178955
fin,mf,2002,12.465999603271484
fin,m,2002,6.807000160217285
fin,f,2002,5.658999919891357
fin,mf,2003,9.85200023651123
fin,m,2003,5.1529998779296875
fin,f,2003,4.697999954223633
fin,mf,2004,10.043999671936035
fin,m,2004,6.3379998207092285
fin,f,2004,3.7049999237060547
fin,mf,2005,12.769000053405762
fin,m,2005,7.646999835968018
fin,f,2005,5.122000217437744
fin,mf,2006,13.359999656677246
fin,m,2006,7.573999881744385
fin,f,2006,5.785999774932861
fin,mf,2007,13.913000106811523
fin,m,2007,8.491999626159668
fin,f,2007,5.421000003814697
fin,mf,2008,12.937000274658203
fin,m,2008,7.769999980926514
fin,f,2008,5.166999816894531
fin,mf,2009,13.25
fin,m,2009,8.355999946594238
fin,f,2009,4.894000053405762
fin,mf,2010,13.616999626159668
fin,m,2010,7.828999996185303
fin,f,2010,5.788000106811523
fin,mf,2011,11.6850004196167
fin,m,2011,7.440000057220459
fin,f,2011,4.244999885559082
fin,mf,2012,12.373000144958496
fin,m,2012,7.517000198364258
fin,f,2012,4.855999946594238
fin,mf,2013,11.229999542236328
fin,m,2013,7.250999927520752
fin,f,2013,3.9800000190734863
fin,mf,2014,12.010000228881836
fin,m,2014,7.447999954223633
fin,f,2014,4.561999797821045
fra,mf,1980,0.0
fra,m,1980,0.0
fra,f,1980,0.0
fra,mf,1981,0.0
fra,m,1981,0.0
fra,f,1981,0.0
fra,mf,1982,0.0
fra,m,1982,0.0
fra,f,1982,0.0
fra,mf,1983,914.2109985351562
fra,m,1983,131.0659942626953
fra,f,1983,783.14501953125
fra,mf,1984,936.875
fra,m,1984,132.79600524902344
fra,f,1984,804.0789794921875
fra,mf,1985,892.35498046875
fra,m,1985,137.6009979248047
fra,f,1985,754.7540283203125
fra,mf,1986,846.2869873046875
fra,m,1986,132.86900329589844
fra,f,1986,713.4180297851562
fra,mf,1987,781.7429809570312
fra,m,1987,139.21099853515625
fra,f,1987,642.531982421875
fra,mf,1988,719.1890258789062
fra,m,1988,119.92400360107422
fra,f,1988,599.2650146484375
fra,mf,1989,649.8729858398438
fra,m,1989,118.56400299072266
fra,f,1989,531.3090209960938
fra,mf,1990,621.2949829101562
fra,m,1990,109.7020034790039
fra,f,1990,511.5929870605469
fra,mf,1991,586.833984375
fra,m,1991,112.02100372314453
fra,f,1991,474.81298828125
fra,mf,1992,554.1179809570312
fra,m,1992,86.61100006103516
fra,f,1992,467.5069885253906
fra,mf,1993,512.4119873046875
fra,m,1993,91.65799713134766
fra,f,1993,420.7539978027344
fra,mf,1994,494.97698974609375
fra,m,1994,91.00599670410156
fra,f,1994,403.97100830078125
fra,mf,1995,448.50201416015625
fra,m,1995,80.72200012207031
fra,f,1995,367.7799987792969
fra,mf,1996,413.531005859375
fra,m,1996,78.66799926757812
fra,f,1996,334.8630065917969
fra,mf,1997,383.45098876953125
fra,m,1997,67.85600280761719
fra,f,1997,315.5950012207031
fra,mf,1998,344.8760070800781
fra,m,1998,58.904998779296875
fra,f,1998,285.97100830078125
fra,mf,1999,340.510009765625
fra,m,1999,58.42499923706055
fra,f,1999,282.0849914550781
fra,mf,2000,293.281005859375
fra,m,2000,52.5989990234375
fra,f,2000,240.6820068359375
fra,mf,2001,262.4169921875
fra,m,2001,45.73699951171875
fra,f,2001,216.67999267578125
fra,mf,2002,266.8500061035156
fra,m,2002,54.24399948120117
fra,f,2002,212.6060028076172
fra,mf,2003,300.9070129394531
fra,m,2003,71.95800018310547
fra,f,2003,228.94900512695312
fra,mf,2004,279.99798583984375
fra,m,2004,70.93699645996094
fra,f,2004,209.06100463867188
fra,mf,2005,240.093994140625
fra,m,2005,61.66999816894531
fra,f,2005,178.4239959716797
fra,mf,2006,233.05999755859375
fra,m,2006,62.75299835205078
fra,f,2006,170.3070068359375
fra,mf,2007,170.0019989013672
fra,m,2007,43.89099884033203
fra,f,2007,126.11199951171875
fra,mf,2008,160.64100646972656
fra,m,2008,38.60599899291992
fra,f,2008,122.03600311279297
fra,mf,2009,161.33399963378906
fra,m,2009,35.74300003051758
fra,f,2009,125.59100341796875
fra,mf,2010,143.17599487304688
fra,m,2010,37.92499923706055
fra,f,2010,105.2509994506836
fra,mf,2011,135.08900451660156
fra,m,2011,33.12099838256836
fra,f,2011,101.96800231933594
fra,mf,2012,123.15499877929688
fra,m,2012,36.356998443603516
fra,f,2012,86.7979965209961
fra,mf,2013,112.45800018310547
fra,m,2013,27.07900047302246
fra,f,2013,85.37899780273438
fra,mf,2014,107.697998046875
fra,m,2014,22.98699951171875
fra,f,2014,84.71099853515625
pyf,mf,1996,2.181999921798706
pyf,m,1996,1.1759999990463257
pyf,f,1996,1.00600004196167
pyf,mf,2002,2.1740000247955322
pyf,m,2002,1.125
pyf,f,2002,1.0490000247955322
pyf,mf,2007,0.3610000014305115
pyf,m,2007,0.210999995470047
pyf,f,2007,0.15000000596046448
gab,mf,1993,10.82800006866455
gab,m,1993,3.365000009536743
gab,f,1993,7.4629998207092285
gab,mf,2005,14.633000373840332
gab,m,2005,4.734000205993652
gab,f,2005,9.89799976348877
gab,mf,2010,4.827000141143799
gab,m,2010,1.9479999542236328
gab,f,2010,2.878999948501587
gmb,mf,2012,1.531999945640564
gmb,m,2012,1.031000018119812
gmb,f,2012,0.5009999871253967
geo,mf,1998,543.9000244140625
geo,m,1998,208.39999389648438
geo,f,1998,335.5
geo,mf,1999,530.7000122070312
geo,m,1999,190.1999969482422
geo,f,1999,340.3999938964844
geo,mf,2000,542.2000122070312
geo,m,2000,215.0
geo,f,2000,327.20001220703125
geo,mf,2001,590.5
geo,m,2001,224.3000030517578
geo,f,2001,366.20001220703125
geo,mf,2002,520.0999755859375
geo,m,2002,191.5
geo,f,2002,328.6000061035156
geo,mf,2003,522.4000244140625
geo,m,2003,190.3000030517578
geo,f,2003,332.1000061035156
geo,mf,2004,496.8999938964844
geo,m,2004,174.39999389648438
geo,f,2004,322.5
geo,mf,2005,497.1000061035156
geo,m,2005,174.10000610351562
geo,f,2005,323.1000061035156
geo,mf,2006,501.8999938964844
geo,mf,2007,483.6000061035156
geo,mf,2008,450.6000061035156
geo,m,2008,168.0
geo,f,2008,282.6000061035156
geo,mf,2009,442.0
geo,m,2009,161.3000030517578
geo,f,2009,280.6000061035156
geo,mf,2010,402.6000061035156
geo,m,2010,137.0
geo,f,2010,265.6000061035156
geo,mf,2013,414.1000061035156
geo,m,2013,126.9000015258789
geo,f,2013,287.20001220703125
deu,mf,1983,949.0
deu,m,1983,156.1999969482422
deu,f,1983,792.7999877929688
deu,mf,1984,894.4000244140625
deu,m,1984,140.6999969482422
deu,f,1984,753.7000122070312
deu,mf,1985,734.5
deu,m,1985,104.25
deu,f,1985,630.25
deu,mf,1986,739.0
deu,m,1986,112.0
deu,f,1986,627.0
deu,mf,1987,674.5
deu,m,1987,103.75
deu,f,1987,570.75
deu,mf,1988,659.75
deu,m,1988,98.0
deu,f,1988,561.75
deu,mf,1989,567.0
deu,m,1989,75.75
deu,f,1989,491.25
deu,mf,1990,594.4019775390625
deu,m,1990,90.73100280761719
deu,f,1990,503.6709899902344
deu,mf,1991,536.4199829101562
deu,m,1991,83.08000183105469
deu,f,1991,453.3399963378906
deu,mf,1992,524.8690185546875
deu,m,1992,88.05000305175781
deu,f,1992,436.8190002441406
deu,mf,1993,502.34600830078125
deu,m,1993,85.94300079345703
deu,f,1993,416.40301513671875
deu,mf,1994,486.20001220703125
deu,m,1994,92.29199981689453
deu,f,1994,393.9079895019531
deu,mf,1995,487.1499938964844
deu,m,1995,87.15699768066406
deu,f,1995,399.9930114746094
deu,mf,1996,359.22100830078125
deu,m,1996,67.09300231933594
deu,f,1996,292.12799072265625
deu,mf,1997,342.33599853515625
deu,m,1997,76.8030014038086
deu,f,1997,265.5329895019531
deu,mf,1998,357.6610107421875
deu,m,1998,77.052001953125
deu,f,1998,280.6090087890625
deu,mf,1999,303.1289978027344
deu,m,1999,64.1240005493164
deu,f,1999,239.0050048828125
deu,mf,2000,290.7659912109375
deu,m,2000,65.23699951171875
deu,f,2000,225.52999877929688
deu,mf,2001,433.3489990234375
deu,m,2001,89.66100311279297
deu,f,2001,343.68798828125
deu,mf,2002,399.14801025390625
deu,m,2002,88.62100219726562
deu,f,2002,310.5260009765625
deu,mf,2003,355.4830017089844
deu,m,2003,81.83799743652344
deu,f,2003,273.64599609375
deu,mf,2004,401.0769958496094
deu,m,2004,95.93699645996094
deu,f,2004,305.1400146484375
deu,mf,2005,419.3389892578125
deu,m,2005,101.46399688720703
deu,f,2005,317.8760070800781
deu,mf,2006,381.50799560546875
deu,m,2006,88.53399658203125
deu,f,2006,292.9729919433594
deu,mf,2007,395.8030090332031
deu,m,2007,90.4540023803711
deu,f,2007,305.3489990234375
deu,mf,2008,349.34100341796875
deu,m,2008,85.45099639892578
deu,f,2008,263.8900146484375
deu,mf,2009,244.25599670410156
deu,m,2009,64.33000183105469
deu,f,2009,179.92599487304688
deu,mf,2010,220.3070068359375
deu,m,2010,62.422000885009766
deu,f,2010,157.88499450683594
deu,mf,2011,230.23500061035156
deu,m,2011,71.2699966430664
deu,f,2011,158.96499633789062
deu,mf,2012,211.26400756835938
deu,m,2012,69.30899810791016
deu,f,2012,141.9550018310547
deu,mf,2013,188.55299377441406
deu,m,2013,58.44300079345703
deu,f,2013,130.11000061035156
deu,mf,2014,176.19900512695312
deu,m,2014,52.957000732421875
deu,f,2014,123.24199676513672
gha,mf,2010,1206.93505859375
gha,m,2010,442.7349853515625
gha,f,2010,764.2000122070312
grc,mf,1981,486.8420104980469
grc,m,1981,87.81900024414062
grc,f,1981,399.02301025390625
grc,mf,1982,409.5
grc,m,1982,90.4000015258789
grc,f,1982,319.1000061035156
grc,mf,1983,524.8720092773438
grc,m,1983,110.28900146484375
grc,f,1983,414.5830078125
grc,mf,1984,532.968994140625
grc,m,1984,113.68599700927734
grc,f,1984,419.2829895019531
grc,mf,1985,522.198974609375
grc,m,1985,110.79000091552734
grc,f,1985,411.40899658203125
grc,mf,1986,549.2639770507812
grc,m,1986,114.37000274658203
grc,f,1986,434.89300537109375
grc,mf,1987,524.469970703125
grc,m,1987,107.1259994506836
grc,f,1987,417.343994140625
grc,mf,1988,521.9349975585938
grc,m,1988,111.9260025024414
grc,f,1988,410.0090026855469
grc,mf,1989,519.5250244140625
grc,m,1989,117.96700286865234
grc,f,1989,401.5580139160156
grc,mf,1990,476.3179931640625
grc,m,1990,114.51899719238281
grc,f,1990,361.79901123046875
grc,mf,1991,420.7349853515625
grc,m,1991,112.4540023803711
grc,f,1991,308.2799987792969
grc,mf,1992,442.7900085449219
grc,m,1992,110.36799621582031
grc,f,1992,332.4209899902344
grc,mf,1993,447.5199890136719
grc,m,1993,120.51100158691406
grc,f,1993,327.0090026855469
grc,mf,1994,465.2179870605469
grc,m,1994,122.47599792480469
grc,f,1994,342.7430114746094
grc,mf,1995,471.6059875488281
grc,m,1995,127.30999755859375
grc,f,1995,344.2959899902344
grc,mf,1996,464.0419921875
grc,m,1996,124.37000274658203
grc,f,1996,339.6719970703125
grc,mf,1997,459.38800048828125
grc,m,1997,125.3219985961914
grc,f,1997,334.0669860839844
grc,mf,1998,453.2019958496094
grc,m,1998,141.4810028076172
grc,f,1998,311.72100830078125
grc,mf,1999,405.5920104980469
grc,m,1999,131.24200439453125
grc,f,1999,274.3500061035156
grc,mf,2000,394.093994140625
grc,m,2000,132.64100646972656
grc,f,2000,261.4540100097656
grc,mf,2001,351.95599365234375
grc,m,2001,121.21700286865234
grc,f,2001,230.73899841308594
grc,mf,2002,335.0450134277344
grc,m,2002,112.10800170898438
grc,f,2002,222.93699645996094
grc,mf,2003,343.1180114746094
grc,m,2003,117.4469985961914
grc,f,2003,225.67100524902344
grc,mf,2004,277.1619873046875
grc,m,2004,86.39900207519531
grc,f,2004,190.76199340820312
grc,mf,2005,280.64898681640625
grc,m,2005,90.25499725341797
grc,f,2005,190.3939971923828
grc,mf,2006,296.06298828125
grc,m,2006,105.36599731445312
grc,f,2006,190.69700622558594
grc,mf,2007,290.2659912109375
grc,m,2007,103.0479965209961
grc,f,2007,187.21800231933594
grc,mf,2008,271.125
grc,m,2008,94.5719985961914
grc,f,2008,176.55299377441406
grc,mf,2009,266.13800048828125
grc,m,2009,91.01499938964844
grc,f,2009,175.1230010986328
grc,mf,2010,248.87899780273438
grc,m,2010,85.77799987792969
grc,f,2010,163.1020050048828
grc,mf,2011,221.718994140625
grc,m,2011,80.56400299072266
grc,f,2011,141.15499877929688
grc,mf,2012,185.31100463867188
grc,m,2012,66.70800018310547
grc,f,2012,118.60399627685547
grc,mf,2013,171.7570037841797
grc,m,2013,59.94599914550781
grc,f,2013,111.80999755859375
grc,mf,2014,166.12600708007812
grc,m,2014,61.4379997253418
grc,f,2014,104.68900299072266
grd,mf,1991,0.699999988079071
grd,m,1991,0.20000000298023224
grd,f,1991,0.5
grd,mf,1996,0.3100000023841858
grd,m,1996,0.2199999988079071
grd,f,1996,0.09000000357627869
grd,mf,1998,0.38999998569488525
grd,m,1998,0.1469999998807907
grd,f,1998,0.24300000071525574
gum,mf,1980,0.026000000536441803
gum,mf,1990,0.0689999982714653
gum,mf,2000,0.1459999978542328
gum,mf,2002,0.08799999952316284
gtm,mf,1994,326.5899963378906
gtm,m,1994,284.2699890136719
gtm,f,1994,42.130001068115234
gtm,mf,1998,440.2799987792969
gtm,m,1998,254.5399932861328
gtm,f,1998,185.74000549316406
gtm,mf,2000,618.2000122070312
gtm,m,2000,392.385986328125
gtm,f,2000,225.81399536132812
gtm,mf,2002,1087.574951171875
gtm,m,2002,654.3109741210938
gtm,f,2002,433.2640075683594
gtm,mf,2003,1005.47802734375
gtm,m,2003,526.7670288085938
gtm,f,2003,478.71099853515625
gtm,mf,2004,846.9600219726562
gtm,m,2004,486.7330017089844
gtm,f,2004,360.22601318359375
gtm,mf,2011,622.219970703125
gtm,m,2011,397.35198974609375
gtm,f,2011,224.86700439453125
gtm,mf,2012,826.9639892578125
gtm,m,2012,434.56201171875
gtm,f,2012,392.4020080566406
gin,mf,2009,1790.947998046875
gin,m,2009,671.8759765625
gin,f,2009,1119.072021484375
gin,mf,2010,1829.9530029296875
gin,m,2010,690.1580200195312
gin,f,2010,1139.7950439453125
gin,mf,2011,1784.6829833984375
gin,m,2011,670.4290161132812
gin,f,2011,1114.2540283203125
gin,mf,2012,1840.008056640625
gin,m,2012,691.2130126953125
gin,f,2012,1148.7960205078125
hti,mf,1990,278.1000061035156
hti,m,1990,174.44000244140625
hti,f,1990,103.66999816894531
hnd,mf,1990,138.3000030517578
hnd,m,1990,113.19999694824219
hnd,f,1990,25.1200008392334
hnd,mf,1991,144.75999450683594
hnd,m,1991,115.76000213623047
hnd,f,1991,29.0
hnd,mf,1992,141.5800018310547
hnd,m,1992,105.83000183105469
hnd,f,1992,35.75
hnd,mf,1994,145.3000030517578
hnd,m,1994,113.66000366210938
hnd,f,1994,31.649999618530273
hnd,mf,1995,155.35000610351562
hnd,m,1995,121.58999633789062
hnd,f,1995,33.7599983215332
hnd,mf,1996,253.6999969482422
hnd,m,1996,184.8000030517578
hnd,f,1996,68.9000015258789
hnd,mf,1997,248.1999969482422
hnd,m,1997,170.8000030517578
hnd,f,1997,77.4000015258789
hnd,mf,1998,244.3000030517578
hnd,m,1998,166.10000610351562
hnd,f,1998,78.19999694824219
hnd,mf,1999,298.79998779296875
hnd,m,1999,180.3000030517578
hnd,f,1999,118.5
hnd,mf,2001,282.1000061035156
hnd,m,2001,196.89999389648438
hnd,f,2001,85.19999694824219
hnd,mf,2002,289.3999938964844
hnd,m,2002,206.89999389648438
hnd,f,2002,83.4000015258789
hnd,mf,2003,283.6000061035156
hnd,m,2003,201.60000610351562
hnd,f,2003,81.9000015258789
hnd,mf,2004,297.1000061035156
hnd,m,2004,224.0
hnd,f,2004,73.0999984741211
hnd,mf,2005,277.5
hnd,m,2005,210.8000030517578
hnd,f,2005,66.69999694824219
hnd,mf,2006,310.79998779296875
hnd,m,2006,209.0
hnd,f,2006,101.80000305175781
hnd,mf,2007,332.5
hnd,m,2007,223.1999969482422
hnd,f,2007,109.30000305175781
hnd,mf,2008,320.40301513671875
hnd,m,2008,219.23599243164062
hnd,f,2008,101.16799926757812
hnd,mf,2009,388.093994140625
hnd,m,2009,256.54400634765625
hnd,f,2009,131.5500030517578
hnd,mf,2010,423.3940124511719
hnd,m,2010,279.968994140625
hnd,f,2010,143.4239959716797
hkg,mf,1993,24.299999237060547
hkg,m,1993,3.200000047683716
hkg,f,1993,21.100000381469727
hkg,mf,1994,21.899999618530273
hkg,m,1994,2.799999952316284
hkg,f,1994,19.0
hkg,mf,1995,18.200000762939453
hkg,m,1995,1.7999999523162842
hkg,f,1995,16.399999618530273
hkg,mf,1996,18.700000762939453
hkg,m,1996,2.0
hkg,f,1996,16.700000762939453
hkg,mf,1997,18.799999237060547
hkg,m,1997,1.7999999523162842
hkg,f,1997,17.100000381469727
hkg,mf,1998,17.299999237060547
hkg,m,1998,1.899999976158142
hkg,f,1998,15.399999618530273
hkg,mf,1999,21.299999237060547
hkg,m,1999,2.200000047683716
hkg,f,1999,19.0
hkg,mf,2000,18.700000762939453
hkg,m,2000,2.200000047683716
hkg,f,2000,16.5
hkg,mf,2001,19.399999618530273
hkg,m,2001,2.5
hkg,f,2001,16.899999618530273
hkg,mf,2002,21.100000381469727
