country,sex,year,own_account_workers_b
dom,f,2012,28.299999237060547
dom,mf,2013,39.900001525878906
dom,m,2013,47.29999923706055
dom,f,2013,26.700000762939453
ecu,mf,1988,25.600000381469727
ecu,m,1988,25.399999618530273
ecu,f,1988,26.0
ecu,mf,1989,27.5
ecu,m,1989,26.700000762939453
ecu,f,1989,28.899999618530273
ecu,mf,1990,29.5
ecu,m,1990,29.600000381469727
ecu,f,1990,29.5
ecu,mf,1991,28.399999618530273
ecu,m,1991,27.299999237060547
ecu,f,1991,30.399999618530273
ecu,mf,1992,29.0
ecu,m,1992,27.399999618530273
ecu,f,1992,31.5
ecu,mf,1993,28.700000762939453
ecu,m,1993,27.200000762939453
ecu,f,1993,31.200000762939453
ecu,mf,1994,27.700000762939453
ecu,m,1994,27.200000762939453
ecu,f,1994,28.5
ecu,mf,1995,27.100000381469727
ecu,m,1995,26.299999237060547
ecu,f,1995,28.299999237060547
ecu,mf,1996,28.700000762939453
ecu,m,1996,28.200000762939453
ecu,f,1996,29.5
ecu,mf,1997,28.200000762939453
ecu,m,1997,28.100000381469727
ecu,f,1997,28.299999237060547
ecu,mf,1998,26.700000762939453
ecu,m,1998,25.299999237060547
ecu,f,1998,29.0
ecu,mf,1999,26.5
ecu,m,1999,25.399999618530273
ecu,f,1999,28.299999237060547
ecu,mf,2000,31.100000381469727
ecu,m,2000,31.5
ecu,f,2000,30.600000381469727
ecu,mf,2001,28.5
ecu,m,2001,27.799999237060547
ecu,f,2001,29.700000762939453
ecu,mf,2003,30.5
ecu,m,2003,29.399999618530273
ecu,f,2003,32.29999923706055
ecu,mf,2004,29.399999618530273
ecu,m,2004,27.399999618530273
ecu,f,2004,32.5
ecu,mf,2005,29.700000762939453
ecu,m,2005,28.700000762939453
ecu,f,2005,31.399999618530273
ecu,mf,2006,27.799999237060547
ecu,m,2006,26.200000762939453
ecu,f,2006,30.200000762939453
ecu,mf,2007,28.899999618530273
ecu,m,2007,27.299999237060547
ecu,f,2007,31.399999618530273
ecu,mf,2008,28.5
ecu,m,2008,26.899999618530273
ecu,f,2008,31.0
ecu,mf,2009,30.100000381469727
ecu,m,2009,29.200000762939453
ecu,f,2009,31.5
ecu,mf,2010,31.200000762939453
ecu,m,2010,30.700000762939453
ecu,f,2010,32.0
ecu,mf,2011,34.5
ecu,m,2011,33.70000076293945
ecu,f,2011,35.900001525878906
ecu,mf,2012,42.20000076293945
ecu,m,2012,49.29999923706055
ecu,f,2012,31.200000762939453
ecu,mf,2013,30.0
ecu,m,2013,28.5
ecu,f,2013,32.400001525878906
egy,mf,1993,14.0
egy,m,1993,14.199999809265137
egy,f,1993,13.600000381469727
egy,mf,1994,13.0
egy,m,1994,13.100000381469727
egy,f,1994,12.899999618530273
egy,mf,1995,12.699999809265137
egy,m,1995,13.0
egy,f,1995,11.699999809265137
egy,mf,1997,12.399999618530273
egy,m,1997,13.0
egy,f,1997,10.0
egy,mf,1998,12.100000381469727
egy,m,1998,12.5
egy,f,1998,10.399999618530273
egy,mf,1999,11.5
egy,m,1999,12.399999618530273
egy,f,1999,7.699999809265137
egy,mf,2000,11.399999618530273
egy,m,2000,11.199999809265137
egy,f,2000,12.300000190734863
egy,mf,2001,11.300000190734863
egy,m,2001,11.199999809265137
egy,f,2001,11.800000190734863
egy,mf,2002,11.899999618530273
egy,m,2002,13.100000381469727
egy,f,2002,6.800000190734863
egy,mf,2003,12.100000381469727
egy,m,2003,11.800000190734863
egy,f,2003,13.399999618530273
egy,mf,2004,12.300000190734863
egy,m,2004,11.800000190734863
egy,f,2004,13.899999618530273
egy,mf,2005,12.300000190734863
egy,m,2005,11.899999618530273
egy,f,2005,13.899999618530273
egy,mf,2006,11.699999809265137
egy,m,2006,11.899999618530273
egy,f,2006,10.899999618530273
egy,mf,2007,13.300000190734863
egy,m,2007,12.899999618530273
egy,f,2007,14.800000190734863
egy,mf,2009,11.100000381469727
egy,m,2009,10.600000381469727
egy,f,2009,12.699999809265137
egy,mf,2010,12.199999809265137
egy,m,2010,11.300000190734863
egy,f,2010,15.600000381469727
egy,mf,2011,12.199999809265137
egy,m,2011,11.800000190734863
egy,f,2011,13.899999618530273
egy,mf,2012,12.100000381469727
egy,m,2012,11.699999809265137
egy,f,2012,13.399999618530273
egy,mf,2013,14.899999618530273
egy,m,2013,15.800000190734863
egy,f,2013,11.100000381469727
slv,mf,1993,26.600000381469727
slv,m,1993,19.700000762939453
slv,f,1993,37.400001525878906
slv,mf,1994,29.100000381469727
slv,m,1994,23.200000762939453
slv,f,1994,38.0
slv,mf,1995,27.899999618530273
slv,m,1995,22.0
slv,f,1995,37.599998474121094
slv,mf,1996,27.799999237060547
slv,m,1996,22.200000762939453
slv,f,1996,37.099998474121094
slv,mf,1997,29.200000762939453
slv,m,1997,23.799999237060547
slv,f,1997,38.29999923706055
slv,mf,1998,27.200000762939453
slv,m,1998,22.799999237060547
slv,f,1998,33.900001525878906
slv,mf,1999,26.5
slv,m,1999,21.100000381469727
slv,f,1999,34.5
slv,mf,2000,29.5
slv,m,2000,23.399999618530273
slv,f,2000,38.20000076293945
slv,mf,2001,27.5
slv,m,2001,22.0
slv,f,2001,35.599998474121094
slv,mf,2002,30.200000762939453
slv,m,2002,24.100000381469727
slv,f,2002,38.599998474121094
slv,mf,2003,28.0
slv,m,2003,22.299999237060547
slv,f,2003,36.0
slv,mf,2004,28.0
slv,m,2004,21.299999237060547
slv,f,2004,37.599998474121094
slv,mf,2005,28.899999618530273
slv,m,2005,23.299999237060547
slv,f,2005,36.900001525878906
slv,mf,2006,26.299999237060547
slv,m,2006,20.399999618530273
slv,f,2006,34.099998474121094
slv,mf,2007,28.399999618530273
slv,m,2007,22.700000762939453
slv,f,2007,36.099998474121094
slv,mf,2008,29.399999618530273
slv,m,2008,23.399999618530273
slv,f,2008,37.70000076293945
slv,mf,2009,35.599998474121094
slv,m,2009,31.399999618530273
slv,f,2009,44.70000076293945
slv,mf,2010,30.700000762939453
slv,m,2010,25.100000381469727
slv,f,2010,38.400001525878906
slv,mf,2011,30.5
slv,m,2011,25.399999618530273
slv,f,2011,37.599998474121094
slv,mf,2012,29.799999237060547
slv,m,2012,24.5
slv,f,2012,37.20000076293945
slv,mf,2013,30.0
slv,m,2013,24.399999618530273
slv,f,2013,37.400001525878906
gnq,mf,1983,38.29999923706055
gnq,m,1983,51.79999923706055
gnq,f,1983,16.799999237060547
est,mf,1989,0.5
est,m,1989,0.6000000238418579
est,f,1989,0.30000001192092896
est,mf,1990,0.699999988079071
est,m,1990,1.0
est,f,1990,0.4000000059604645
est,mf,1991,1.100000023841858
est,m,1991,1.600000023841858
est,f,1991,0.4000000059604645
est,mf,1992,1.899999976158142
est,m,1992,2.9000000953674316
est,f,1992,0.800000011920929
est,mf,1993,2.5
est,m,1993,3.799999952316284
est,f,1993,1.0
est,mf,1994,2.5999999046325684
est,m,1994,3.9000000953674316
est,f,1994,1.2000000476837158
est,mf,1995,3.299999952316284
est,m,1995,4.699999809265137
est,f,1995,1.7000000476837158
est,mf,1996,3.700000047683716
est,m,1996,5.5
est,f,1996,1.7999999523162842
est,mf,1997,4.0
est,m,1997,5.800000190734863
est,f,1997,2.0
est,mf,1998,5.300000190734863
est,m,1998,6.900000095367432
est,f,1998,3.5999999046325684
est,mf,1999,4.5
est,m,1999,5.300000190734863
est,f,1999,3.700000047683716
est,mf,2000,4.699999809265137
est,m,2000,5.400000095367432
est,f,2000,4.0
est,mf,2001,4.599999904632568
est,m,2001,6.400000095367432
est,f,2001,2.700000047683716
est,mf,2002,4.599999904632568
est,m,2002,6.199999809265137
est,f,2002,2.9000000953674316
est,mf,2003,5.599999904632568
est,m,2003,7.699999809265137
est,f,2003,3.299999952316284
est,mf,2004,6.0
est,m,2004,8.399999618530273
est,f,2004,3.5999999046325684
est,mf,2005,5.099999904632568
est,m,2005,6.800000190734863
est,f,2005,3.4000000953674316
est,mf,2006,5.300000190734863
est,m,2006,7.099999904632568
est,f,2006,3.5
est,mf,2007,5.599999904632568
est,m,2007,7.599999904632568
est,f,2007,3.5999999046325684
est,mf,2008,4.300000190734863
est,m,2008,5.400000095367432
est,f,2008,3.200000047683716
est,mf,2009,4.300000190734863
est,m,2009,5.400000095367432
est,f,2009,3.299999952316284
est,mf,2010,4.800000190734863
est,m,2010,5.800000190734863
est,f,2010,3.799999952316284
est,mf,2011,4.5
est,m,2011,5.599999904632568
est,f,2011,3.4000000953674316
est,mf,2012,4.800000190734863
est,m,2012,6.099999904632568
est,f,2012,3.5
est,mf,2013,5.099999904632568
est,m,2013,6.0
est,f,2013,4.199999809265137
est,mf,2014,5.5
est,m,2014,6.800000190734863
est,f,2014,4.099999904632568
eth,mf,1981,46.20000076293945
eth,m,1981,63.20000076293945
eth,f,1981,12.899999618530273
eth,mf,1987,50.099998474121094
eth,m,1987,68.0
eth,f,1987,23.600000381469727
eth,mf,1994,39.5
eth,m,1994,51.29999923706055
eth,f,1994,24.0
eth,mf,1999,43.5
eth,m,1999,54.5
eth,f,1999,29.200000762939453
eth,mf,2005,40.900001525878906
eth,m,2005,54.79999923706055
eth,f,2005,24.799999237060547
eth,mf,2006,41.79999923706055
eth,m,2006,40.5
eth,f,2006,43.400001525878906
eth,mf,2009,38.70000076293945
eth,m,2009,37.79999923706055
eth,f,2009,40.0
eth,mf,2010,37.599998474121094
eth,m,2010,37.599998474121094
eth,f,2010,37.599998474121094
eth,mf,2011,38.900001525878906
eth,m,2011,37.79999923706055
eth,f,2011,40.29999923706055
eth,mf,2012,38.70000076293945
eth,m,2012,38.0
eth,f,2012,39.5
eth,mf,2013,40.099998474121094
eth,m,2013,51.400001525878906
eth,f,2013,26.899999618530273
flk,mf,2013,8.199999809265137
flk,m,2013,9.100000381469727
flk,f,2013,7.099999904632568
fji,mf,2002,25.299999237060547
fji,m,2002,28.799999237060547
fji,f,2002,17.200000762939453
fji,mf,2004,24.700000762939453
fji,m,2004,26.700000762939453
fji,f,2004,20.0
fji,mf,2005,24.399999618530273
fji,m,2005,26.5
fji,f,2005,19.5
fji,mf,2007,3.700000047683716
fji,m,2007,4.0
fji,f,2007,3.0999999046325684
fji,mf,2008,24.899999618530273
fji,m,2008,28.899999618530273
fji,f,2008,16.399999618530273
fin,mf,1980,13.399999618530273
fin,m,1980,16.0
fin,f,1980,10.5
fin,mf,1981,12.899999618530273
fin,m,1981,15.899999618530273
fin,f,1981,9.600000381469727
fin,mf,1982,12.699999809265137
fin,m,1982,16.0
fin,f,1982,8.899999618530273
fin,mf,1983,14.300000190734863
fin,m,1983,16.899999618530273
fin,f,1983,11.600000381469727
fin,mf,1984,14.100000381469727
fin,m,1984,16.299999237060547
fin,f,1984,11.800000190734863
fin,mf,1985,13.399999618530273
fin,m,1985,15.800000190734863
fin,f,1985,10.699999809265137
fin,mf,1986,13.5
fin,m,1986,16.299999237060547
fin,f,1986,10.5
fin,mf,1987,14.300000190734863
fin,m,1987,17.299999237060547
fin,f,1987,11.0
fin,mf,1988,14.199999809265137
fin,m,1988,17.600000381469727
fin,f,1988,10.5
fin,mf,1989,14.399999618530273
fin,m,1989,17.899999618530273
fin,f,1989,10.5
fin,mf,1990,14.199999809265137
fin,m,1990,17.799999237060547
fin,f,1990,10.199999809265137
fin,mf,1991,14.0
fin,m,1991,18.0
fin,f,1991,9.899999618530273
fin,mf,1992,14.399999618530273
fin,m,1992,18.899999618530273
fin,f,1992,9.800000190734863
fin,mf,1993,14.699999809265137
fin,m,1993,19.399999618530273
fin,f,1993,9.800000190734863
fin,mf,1994,15.0
fin,m,1994,19.5
fin,f,1994,10.300000190734863
fin,mf,1995,10.600000381469727
fin,m,1995,13.699999809265137
fin,f,1995,7.300000190734863
fin,mf,1996,11.199999809265137
fin,m,1996,14.199999809265137
fin,f,1996,8.0
fin,mf,1997,9.899999618530273
fin,m,1997,12.800000190734863
fin,f,1997,6.599999904632568
fin,mf,1998,10.300000190734863
fin,m,1998,13.800000190734863
fin,f,1998,6.400000095367432
fin,mf,1999,8.800000190734863
fin,m,1999,10.899999618530273
fin,f,1999,6.5
fin,mf,2000,8.5
fin,m,2000,10.800000190734863
fin,f,2000,6.0
fin,mf,2001,8.399999618530273
fin,m,2001,10.5
fin,f,2001,6.099999904632568
fin,mf,2002,8.300000190734863
fin,m,2002,10.199999809265137
fin,f,2002,6.400000095367432
fin,mf,2003,8.199999809265137
fin,m,2003,10.399999618530273
fin,f,2003,5.900000095367432
fin,mf,2004,7.900000095367432
fin,m,2004,9.800000190734863
fin,f,2004,5.699999809265137
fin,mf,2005,8.300000190734863
fin,m,2005,10.300000190734863
fin,f,2005,6.099999904632568
fin,mf,2006,8.300000190734863
fin,m,2006,10.600000381469727
fin,f,2006,5.800000190734863
fin,mf,2007,8.0
fin,m,2007,10.300000190734863
fin,f,2007,5.599999904632568
fin,mf,2008,8.5
fin,m,2008,10.600000381469727
fin,f,2008,6.199999809265137
fin,mf,2009,9.0
fin,m,2009,11.199999809265137
fin,f,2009,6.699999809265137
fin,mf,2010,8.699999809265137
fin,m,2010,10.800000190734863
fin,f,2010,6.400000095367432
fin,mf,2011,8.800000190734863
fin,m,2011,11.199999809265137
fin,f,2011,6.199999809265137
fin,mf,2012,9.100000381469727
fin,m,2012,11.399999618530273
fin,f,2012,6.599999904632568
fin,mf,2013,9.0
fin,m,2013,11.199999809265137
fin,f,2013,6.599999904632568
fin,mf,2014,9.300000190734863
fin,m,2014,11.5
fin,f,2014,7.0
fra,mf,1980,16.299999237060547
fra,m,1980,17.299999237060547
fra,f,1980,14.600000381469727
fra,mf,1981,16.100000381469727
fra,m,1981,17.100000381469727
fra,f,1981,14.5
fra,mf,1982,15.699999809265137
fra,m,1982,16.700000762939453
fra,f,1982,14.300000190734863
fra,mf,1983,8.600000381469727
fra,m,1983,11.199999809265137
fra,f,1983,4.699999809265137
fra,mf,1984,8.600000381469727
fra,m,1984,11.399999618530273
fra,f,1984,4.699999809265137
fra,mf,1985,8.300000190734863
fra,m,1985,11.0
fra,f,1985,4.5
fra,mf,1986,8.399999618530273
fra,m,1986,11.199999809265137
fra,f,1986,4.599999904632568
fra,mf,1987,8.199999809265137
fra,m,1987,10.800000190734863
fra,f,1987,4.599999904632568
fra,mf,1988,8.300000190734863
fra,m,1988,10.800000190734863
fra,f,1988,4.800000190734863
fra,mf,1989,8.0
fra,m,1989,10.300000190734863
fra,f,1989,4.800000190734863
fra,mf,1990,8.100000381469727
fra,m,1990,10.300000190734863
fra,f,1990,5.0
fra,mf,1991,7.800000190734863
fra,m,1991,9.800000190734863
fra,f,1991,5.199999809265137
fra,mf,1992,7.599999904632568
fra,m,1992,9.600000381469727
fra,f,1992,5.0
fra,mf,1993,7.0
fra,m,1993,8.800000190734863
fra,f,1993,4.599999904632568
fra,mf,1994,7.099999904632568
fra,m,1994,9.0
fra,f,1994,4.599999904632568
fra,mf,1995,6.900000095367432
fra,m,1995,8.699999809265137
fra,f,1995,4.699999809265137
fra,mf,1996,6.699999809265137
fra,m,1996,8.5
fra,f,1996,4.400000095367432
fra,mf,1997,6.5
fra,m,1997,8.300000190734863
fra,f,1997,4.300000190734863
fra,mf,1998,6.199999809265137
fra,m,1998,8.0
fra,f,1998,4.099999904632568
fra,mf,1999,6.099999904632568
fra,m,1999,7.800000190734863
fra,f,1999,3.9000000953674316
fra,mf,2000,5.800000190734863
fra,m,2000,7.400000095367432
fra,f,2000,3.9000000953674316
fra,mf,2001,5.599999904632568
fra,m,2001,7.0
fra,f,2001,3.9000000953674316
fra,mf,2002,5.599999904632568
fra,m,2002,7.099999904632568
fra,f,2002,3.799999952316284
fra,mf,2003,5.900000095367432
fra,m,2003,7.599999904632568
fra,f,2003,4.0
fra,mf,2004,5.5
fra,m,2004,7.099999904632568
fra,f,2004,3.700000047683716
fra,mf,2005,5.599999904632568
fra,m,2005,7.099999904632568
fra,f,2005,3.799999952316284
fra,mf,2006,6.0
fra,m,2006,7.5
fra,f,2006,4.199999809265137
fra,mf,2007,5.900000095367432
fra,m,2007,7.599999904632568
fra,f,2007,4.0
fra,mf,2008,5.300000190734863
fra,m,2008,6.699999809265137
fra,f,2008,3.799999952316284
fra,mf,2009,5.900000095367432
fra,m,2009,7.400000095367432
fra,f,2009,4.099999904632568
fra,mf,2010,6.5
fra,m,2010,8.199999809265137
fra,f,2010,4.599999904632568
fra,mf,2011,6.699999809265137
fra,m,2011,8.5
fra,f,2011,4.699999809265137
fra,mf,2012,6.599999904632568
fra,m,2012,8.399999618530273
fra,f,2012,4.699999809265137
fra,mf,2013,6.5
fra,m,2013,8.100000381469727
fra,f,2013,4.800000190734863
fra,mf,2014,6.800000190734863
fra,m,2014,8.199999809265137
fra,f,2014,5.400000095367432
guf,mf,2001,10.0
guf,mf,2002,10.300000190734863
guf,mf,2003,10.899999618530273
guf,mf,2004,12.0
guf,mf,2005,11.600000381469727
guf,mf,2006,13.399999618530273
guf,mf,2007,13.300000190734863
guf,mf,2008,11.699999809265137
guf,mf,2009,11.399999618530273
guf,mf,2010,13.100000381469727
guf,mf,2011,13.399999618530273
guf,mf,2012,13.699999809265137
pyf,mf,1996,21.100000381469727
pyf,m,1996,24.600000381469727
pyf,f,1996,15.199999809265137
pyf,mf,2002,16.899999618530273
pyf,m,2002,19.200000762939453
pyf,f,2002,13.399999618530273
pyf,mf,2007,15.5
pyf,m,2007,18.0
pyf,f,2007,12.0
gab,mf,1993,44.900001525878906
gab,m,1993,34.5
gab,f,1993,57.29999923706055
gab,mf,2005,48.79999923706055
gab,m,2005,42.70000076293945
gab,f,2005,57.099998474121094
gab,mf,2010,30.100000381469727
gab,m,2010,26.100000381469727
gab,f,2010,36.599998474121094
gmb,mf,2012,60.20000076293945
gmb,m,2012,52.70000076293945
gmb,f,2012,69.5
geo,mf,1998,22.5
geo,m,1998,29.600000381469727
geo,f,1998,14.899999618530273
geo,mf,1999,24.399999618530273
geo,m,1999,32.0
geo,f,1999,16.5
geo,mf,2000,30.399999618530273
geo,m,2000,35.400001525878906
geo,f,2000,25.100000381469727
geo,mf,2001,30.799999237060547
geo,m,2001,37.70000076293945
geo,f,2001,23.5
geo,mf,2002,34.400001525878906
geo,m,2002,42.0
geo,f,2002,26.200000762939453
geo,mf,2003,35.900001525878906
geo,m,2003,44.5
geo,f,2003,26.299999237060547
geo,mf,2004,37.20000076293945
geo,m,2004,46.400001525878906
geo,f,2004,27.299999237060547
geo,mf,2005,35.70000076293945
geo,m,2005,44.70000076293945
geo,f,2005,25.799999237060547
geo,mf,2006,35.79999923706055
geo,mf,2007,33.79999923706055
geo,mf,2008,35.0
geo,m,2008,42.29999923706055
geo,f,2008,26.700000762939453
geo,mf,2009,35.900001525878906
geo,m,2009,43.400001525878906
geo,f,2009,27.399999618530273
geo,mf,2010,35.900001525878906
geo,m,2010,44.400001525878906
geo,f,2010,26.5
geo,mf,2013,35.599998474121094
geo,m,2013,45.099998474121094
geo,f,2013,25.100000381469727
deu,mf,1983,4.199999809265137
deu,m,1983,4.900000095367432
deu,f,1983,3.0
deu,mf,1984,4.199999809265137
deu,m,1984,4.800000190734863
deu,f,1984,3.200000047683716
deu,mf,1985,4.300000190734863
deu,m,1985,5.199999809265137
deu,f,1985,2.9000000953674316
deu,mf,1986,4.199999809265137
deu,m,1986,5.0
deu,f,1986,2.9000000953674316
deu,mf,1987,4.199999809265137
deu,m,1987,5.0
deu,f,1987,3.0
deu,mf,1988,4.300000190734863
deu,m,1988,5.099999904632568
deu,f,1988,3.200000047683716
deu,mf,1989,4.099999904632568
deu,m,1989,4.800000190734863
deu,f,1989,3.0999999046325684
deu,mf,1990,4.099999904632568
deu,m,1990,4.699999809265137
deu,f,1990,3.0
deu,mf,1991,3.700000047683716
deu,m,1991,4.400000095367432
deu,f,1991,2.799999952316284
deu,mf,1992,3.799999952316284
deu,m,1992,4.5
deu,f,1992,2.9000000953674316
deu,mf,1993,4.0
deu,m,1993,4.599999904632568
deu,f,1993,3.0999999046325684
deu,mf,1994,4.0
deu,m,1994,4.699999809265137
deu,f,1994,3.0
deu,mf,1995,4.199999809265137
deu,m,1995,4.900000095367432
deu,f,1995,3.299999952316284
deu,mf,1996,4.599999904632568
deu,m,1996,5.400000095367432
deu,f,1996,3.5
deu,mf,1997,4.900000095367432
deu,m,1997,5.699999809265137
deu,f,1997,3.799999952316284
deu,mf,1998,4.900000095367432
deu,m,1998,5.800000190734863
deu,f,1998,3.700000047683716
deu,mf,1999,4.800000190734863
deu,m,1999,5.699999809265137
deu,f,1999,3.700000047683716
deu,mf,2000,5.0
deu,m,2000,6.0
deu,f,2000,3.799999952316284
deu,mf,2001,4.900000095367432
deu,m,2001,5.900000095367432
deu,f,2001,3.700000047683716
deu,mf,2002,5.0
deu,m,2002,6.0
deu,f,2002,3.799999952316284
deu,mf,2003,5.400000095367432
deu,m,2003,6.5
deu,f,2003,4.0
deu,mf,2004,5.800000190734863
deu,m,2004,7.0
deu,f,2004,4.199999809265137
deu,mf,2005,6.300000190734863
deu,m,2005,7.5
deu,f,2005,4.900000095367432
deu,mf,2006,6.199999809265137
deu,m,2006,7.300000190734863
deu,f,2006,4.900000095367432
deu,mf,2007,6.099999904632568
deu,m,2007,7.099999904632568
deu,f,2007,4.900000095367432
deu,mf,2008,6.0
deu,m,2008,6.900000095367432
deu,f,2008,4.800000190734863
deu,mf,2009,6.099999904632568
deu,m,2009,7.199999809265137
deu,f,2009,4.900000095367432
deu,mf,2010,6.099999904632568
deu,m,2010,7.199999809265137
deu,f,2010,5.0
deu,mf,2011,6.300000190734863
deu,m,2011,7.300000190734863
deu,f,2011,5.099999904632568
deu,mf,2012,6.300000190734863
deu,m,2012,7.300000190734863
deu,f,2012,5.099999904632568
deu,mf,2013,6.0
deu,m,2013,6.900000095367432
deu,f,2013,4.900000095367432
deu,mf,2014,5.900000095367432
deu,m,2014,6.800000190734863
deu,f,2014,4.800000190734863
gha,mf,2006,55.0
gha,m,2006,53.099998474121094
gha,f,2006,56.900001525878906
gha,mf,2010,65.30000305175781
gha,m,2010,60.20000076293945
gha,f,2010,70.0999984741211
grc,mf,1980,50.29999923706055
grc,mf,1981,38.0
grc,m,1981,46.29999923706055
grc,f,1981,19.899999618530273
grc,mf,1982,39.099998474121094
grc,m,1982,46.0
grc,f,1982,23.600000381469727
grc,mf,1983,31.0
grc,m,1983,37.400001525878906
grc,f,1983,17.899999618530273
grc,mf,1984,30.700000762939453
grc,m,1984,37.20000076293945
grc,f,1984,17.700000762939453
grc,mf,1985,31.0
grc,m,1985,37.29999923706055
grc,f,1985,18.700000762939453
grc,mf,1986,29.799999237060547
grc,m,1986,36.70000076293945
grc,f,1986,16.399999618530273
grc,mf,1987,30.0
grc,m,1987,36.400001525878906
grc,f,1987,17.700000762939453
grc,mf,1988,29.700000762939453
grc,m,1988,36.29999923706055
grc,f,1988,17.299999237060547
grc,mf,1989,28.799999237060547
grc,m,1989,35.20000076293945
grc,f,1989,16.899999618530273
grc,mf,1990,29.200000762939453
grc,m,1990,35.0
grc,f,1990,18.5
grc,mf,1991,28.899999618530273
grc,m,1991,34.599998474121094
grc,f,1991,17.700000762939453
grc,mf,1992,28.399999618530273
grc,m,1992,34.29999923706055
grc,f,1992,17.399999618530273
grc,mf,1993,27.399999618530273
grc,m,1993,33.0
grc,f,1993,17.0
grc,mf,1994,27.399999618530273
grc,m,1994,33.099998474121094
grc,f,1994,17.0
grc,mf,1995,27.399999618530273
grc,m,1995,33.5
grc,f,1995,16.399999618530273
grc,mf,1996,26.799999237060547
grc,m,1996,32.599998474121094
grc,f,1996,16.700000762939453
grc,mf,1997,26.200000762939453
grc,m,1997,32.0
grc,f,1997,16.0
grc,mf,1998,25.0
grc,m,1998,29.600000381469727
grc,f,1998,17.100000381469727
grc,mf,1999,24.5
grc,m,1999,28.600000381469727
grc,f,1999,17.600000381469727
grc,mf,2000,24.399999618530273
grc,m,2000,28.200000762939453
grc,f,2000,17.899999618530273
grc,mf,2001,23.100000381469727
grc,m,2001,26.600000381469727
grc,f,2001,17.200000762939453
grc,mf,2002,23.600000381469727
grc,m,2002,26.899999618530273
grc,f,2002,18.100000381469727
grc,mf,2003,23.600000381469727
grc,m,2003,26.799999237060547
grc,f,2003,18.200000762939453
grc,mf,2004,22.0
grc,m,2004,25.299999237060547
grc,f,2004,16.600000381469727
grc,mf,2005,21.799999237060547
grc,m,2005,25.0
grc,f,2005,16.700000762939453
grc,mf,2006,21.5
grc,m,2006,24.5
grc,f,2006,16.700000762939453
grc,mf,2007,21.0
grc,m,2007,24.100000381469727
grc,f,2007,16.0
grc,mf,2008,20.799999237060547
grc,m,2008,23.399999618530273
grc,f,2008,16.700000762939453
grc,mf,2009,21.200000762939453
grc,m,2009,24.100000381469727
grc,f,2009,16.799999237060547
grc,mf,2010,22.100000381469727
grc,m,2010,25.0
grc,f,2010,17.899999618530273
grc,mf,2011,23.100000381469727
grc,m,2011,26.100000381469727
grc,f,2011,18.700000762939453
grc,mf,2012,24.600000381469727
grc,m,2012,28.200000762939453
grc,f,2012,19.399999618530273
grc,mf,2013,25.399999618530273
grc,m,2013,29.299999237060547
grc,f,2013,19.899999618530273
grc,mf,2014,24.899999618530273
grc,m,2014,28.899999618530273
grc,f,2014,19.399999618530273
grd,mf,1991,11.100000381469727
grd,m,1991,12.100000381469727
grd,f,1991,9.5
grd,mf,1996,19.200000762939453
grd,m,1996,17.899999618530273
grd,f,1996,20.799999237060547
grd,mf,1998,17.299999237060547
grd,m,1998,17.299999237060547
grd,f,1998,17.299999237060547
glp,mf,2001,15.800000190734863
glp,mf,2002,17.0
glp,mf,2003,16.5
glp,mf,2004,16.700000762939453
glp,mf,2005,18.100000381469727
glp,mf,2006,18.100000381469727
glp,mf,2007,19.5
glp,mf,2008,17.799999237060547
glp,mf,2009,18.700000762939453
glp,mf,2010,17.700000762939453
glp,mf,2011,18.700000762939453
glp,mf,2012,19.399999618530273
gum,mf,1980,3.0999999046325684
gum,mf,1990,3.0999999046325684
gum,mf,2000,4.199999809265137
gtm,mf,1994,35.20000076293945
gtm,m,1994,38.5
gtm,f,1994,20.899999618530273
gtm,mf,1998,33.79999923706055
gtm,m,1998,28.700000762939453
gtm,f,1998,42.29999923706055
gtm,mf,2000,31.600000381469727
gtm,m,2000,26.600000381469727
gtm,f,2000,40.29999923706055
gtm,mf,2002,32.599998474121094
gtm,m,2002,30.100000381469727
gtm,f,2002,37.0
gtm,mf,2003,29.799999237060547
gtm,m,2003,27.5
gtm,f,2003,33.70000076293945
gtm,mf,2004,32.400001525878906
gtm,m,2004,29.899999618530273
gtm,f,2004,37.0
gtm,mf,2010,29.600000381469727
gtm,m,2010,26.399999618530273
gtm,f,2010,35.400001525878906
gtm,mf,2011,29.0
gtm,m,2011,27.5
gtm,f,2011,32.0
gtm,mf,2012,30.799999237060547
gtm,m,2012,26.5
gtm,f,2012,38.20000076293945
gtm,mf,2013,30.5
gtm,m,2013,28.0
gtm,f,2013,35.29999923706055
gin,mf,2009,52.900001525878906
gin,m,2009,58.400001525878906
gin,f,2009,47.0
gin,mf,2010,52.900001525878906
gin,m,2010,58.400001525878906
gin,f,2010,47.0
gin,mf,2011,52.900001525878906
gin,m,2011,58.400001525878906
gin,f,2011,47.0
gin,mf,2012,52.900001525878906
gin,m,2012,58.400001525878906
gin,f,2012,47.0
hti,mf,1990,67.69999694824219
hti,m,1990,68.9000015258789
hti,f,1990,65.80000305175781
hnd,mf,1990,39.099998474121094
hnd,m,1990,37.099998474121094
hnd,f,1990,43.900001525878906
hnd,mf,1991,41.29999923706055
hnd,m,1991,41.79999923706055
hnd,f,1991,39.900001525878906
hnd,mf,1992,39.099998474121094
hnd,m,1992,39.79999923706055
hnd,f,1992,37.599998474121094
hnd,mf,1994,37.79999923706055
