country,sex,year,persons_in_vulnerable_employment_thousands
gab,f,2005,94.83000183105469
gab,mf,2010,123.11199951171875
gab,m,2010,65.58300018310547
gab,f,2010,57.52799987792969
gmb,mf,2012,315.093994140625
gmb,m,2012,153.1790008544922
gmb,f,2012,161.9149932861328
geo,mf,1998,933.9000244140625
geo,m,1998,474.0
geo,f,1998,459.79998779296875
geo,mf,1999,953.7000122070312
geo,m,1999,473.0
geo,f,1999,480.6000061035156
geo,mf,2000,1101.0
geo,m,2000,550.0
geo,f,2000,551.0
geo,mf,2001,1168.9000244140625
geo,m,2001,589.0
geo,f,2001,579.9000244140625
geo,mf,2002,1153.199951171875
geo,m,2002,592.2999877929688
geo,f,2002,560.7999877929688
geo,mf,2003,1173.4000244140625
geo,m,2003,616.2999877929688
geo,f,2003,557.2000122070312
geo,mf,2004,1160.699951171875
geo,m,2004,604.4000244140625
geo,f,2004,556.4000244140625
geo,mf,2005,1120.699951171875
geo,m,2005,583.5
geo,f,2005,537.2999877929688
geo,mf,2006,1128.300048828125
geo,mf,2007,1059.4000244140625
geo,mf,2008,1011.5999755859375
geo,m,2008,529.7999877929688
geo,f,2008,481.79998779296875
geo,mf,2009,1036.800048828125
geo,m,2009,542.5
geo,f,2009,494.20001220703125
geo,mf,2010,986.2999877929688
geo,m,2010,514.7999877929688
geo,f,2010,471.6000061035156
geo,mf,2013,1023.5
geo,m,2013,532.9000244140625
geo,f,2013,490.6000061035156
deu,mf,1983,2040.199951171875
deu,m,1983,943.4000244140625
deu,f,1983,1096.800048828125
deu,mf,1984,1988.300048828125
deu,m,1984,912.7999877929688
deu,f,1984,1075.5
deu,mf,1985,1863.0
deu,m,1985,934.0
deu,f,1985,929.0
deu,mf,1986,1847.5
deu,m,1986,919.25
deu,f,1986,928.25
deu,mf,1987,1796.25
deu,m,1987,917.25
deu,f,1987,879.0
deu,mf,1988,1829.75
deu,m,1988,930.5
deu,f,1988,899.25
deu,mf,1989,1692.75
deu,m,1989,873.0
deu,f,1989,819.75
deu,mf,1990,1770.93896484375
deu,m,1990,911.7319946289062
deu,f,1990,859.2080078125
deu,mf,1991,1912.333984375
deu,m,1991,1031.4200439453125
deu,f,1991,880.9149780273438
deu,mf,1992,1923.7449951171875
deu,m,1992,1049.968017578125
deu,f,1992,873.7769775390625
deu,mf,1993,1941.873046875
deu,m,1993,1060.469970703125
deu,f,1993,881.4030151367188
deu,mf,1994,1923.8740234375
deu,m,1994,1079.43896484375
deu,f,1994,844.4349975585938
deu,mf,1995,2002.8570556640625
deu,m,1995,1109.64697265625
deu,f,1995,893.2100219726562
deu,mf,1996,1991.10498046875
deu,m,1996,1158.9019775390625
deu,f,1996,832.2030029296875
deu,mf,1997,2058.787109375
deu,m,1997,1217.1619873046875
deu,f,1997,841.6240234375
deu,mf,1998,2091.7490234375
deu,m,1998,1242.572998046875
deu,f,1998,849.176025390625
deu,mf,1999,2051.875
deu,m,1999,1233.1639404296875
deu,f,1999,818.7109985351562
deu,mf,2000,2122.910888671875
deu,m,2000,1288.6309814453125
deu,f,2000,834.281005859375
deu,mf,2001,2233.212890625
deu,m,2001,1286.489013671875
deu,f,2001,946.7239990234375
deu,mf,2002,2222.596923828125
deu,m,2002,1303.2840576171875
deu,f,2002,919.3109741210938
deu,mf,2003,2287.72412109375
deu,m,2003,1366.2879638671875
deu,f,2003,921.43701171875
deu,mf,2004,2446.325927734375
deu,m,2004,1466.60498046875
deu,f,2004,979.7219848632812
deu,mf,2005,2709.208984375
deu,m,2005,1593.8489990234375
deu,f,2005,1115.3609619140625
deu,mf,2006,2698.35888671875
deu,m,2006,1580.3349609375
deu,f,2006,1118.02294921875
deu,mf,2007,2718.409912109375
deu,m,2007,1560.219970703125
deu,f,2007,1158.1910400390625
deu,mf,2008,2655.10888671875
deu,m,2008,1544.7900390625
deu,f,2008,1110.3189697265625
deu,mf,2009,2599.97412109375
deu,m,2009,1556.801025390625
deu,f,2009,1043.1739501953125
deu,mf,2010,2602.571044921875
deu,m,2010,1560.7320556640625
deu,f,2010,1041.8399658203125
deu,mf,2011,2673.469970703125
deu,m,2011,1594.614990234375
deu,f,2011,1078.85498046875
deu,mf,2012,2667.2880859375
deu,m,2012,1604.260009765625
deu,f,2012,1063.029052734375
deu,mf,2013,2559.491943359375
deu,m,2013,1527.241943359375
deu,f,2013,1032.25
deu,mf,2014,2520.18896484375
deu,m,2014,1503.0460205078125
deu,f,2014,1017.1439819335938
gha,mf,2010,8048.71923828125
gha,m,2010,3512.742919921875
gha,f,2010,4535.97607421875
grc,mf,1983,1617.9659423828125
grc,m,1983,997.3369750976562
grc,f,1983,620.6290283203125
grc,mf,1984,1622.18505859375
grc,m,1984,994.6820068359375
grc,f,1984,627.5040283203125
grc,mf,1985,1631.93994140625
grc,m,1985,993.22802734375
grc,f,1985,638.7130126953125
grc,mf,1986,1619.5400390625
grc,m,1986,984.635009765625
grc,f,1986,634.9039916992188
grc,mf,1987,1601.51904296875
grc,m,1987,966.656005859375
grc,f,1987,634.864013671875
grc,mf,1988,1604.5870361328125
grc,m,1988,973.583984375
grc,f,1988,631.0029907226562
grc,mf,1989,1574.22900390625
grc,m,1989,956.0640258789062
grc,f,1989,618.1649780273438
grc,mf,1990,1559.3199462890625
grc,m,1990,955.8759765625
grc,f,1990,603.4439697265625
grc,mf,1991,1469.7349853515625
grc,m,1991,944.4439697265625
grc,f,1991,525.2899780273438
grc,mf,1992,1488.3260498046875
grc,m,1992,933.7780151367188
grc,f,1992,554.5469970703125
grc,mf,1993,1466.8690185546875
grc,m,1993,918.926025390625
grc,f,1993,547.9429931640625
grc,mf,1994,1503.22900390625
grc,m,1994,933.510009765625
grc,f,1994,569.719970703125
grc,mf,1995,1516.958984375
grc,m,1995,948.2550048828125
grc,f,1995,568.7050170898438
grc,mf,1996,1500.529052734375
grc,m,1996,927.5
grc,f,1996,573.0289916992188
grc,mf,1997,1467.1839599609375
grc,m,1997,906.5540161132812
grc,f,1997,560.6309814453125
grc,mf,1998,1460.3699951171875
grc,m,1998,898.6699829101562
grc,f,1998,561.7000122070312
grc,mf,1999,1397.18603515625
grc,m,1999,860.72900390625
grc,f,1999,536.4569702148438
grc,mf,2000,1392.4610595703125
grc,m,2000,858.7620239257812
grc,f,2000,533.7000122070312
grc,mf,2001,1327.5770263671875
grc,m,2001,828.0339965820312
grc,f,2001,499.54400634765625
grc,mf,2002,1346.416015625
grc,m,2002,833.864990234375
grc,f,2002,512.551025390625
grc,mf,2003,1371.8260498046875
grc,m,2003,845.6749877929688
grc,f,2003,526.1510009765625
grc,mf,2004,1247.197998046875
grc,m,2004,775.6320190429688
grc,f,2004,471.56500244140625
grc,mf,2005,1249.833984375
grc,m,2005,774.2730102539062
grc,f,2005,475.5610046386719
grc,mf,2006,1268.863037109375
grc,m,2006,783.2890014648438
grc,f,2006,485.5740051269531
grc,mf,2007,1246.7779541015625
grc,m,2007,772.801025390625
grc,f,2007,473.97698974609375
grc,mf,2008,1229.7099609375
grc,m,2008,747.8200073242188
grc,f,2008,481.8890075683594
grc,mf,2009,1230.1080322265625
grc,m,2009,746.9949951171875
grc,f,2009,483.1130065917969
grc,mf,2010,1218.2139892578125
grc,m,2010,735.47998046875
grc,f,2010,482.7349853515625
grc,mf,2011,1157.3270263671875
grc,m,2011,705.4569702148438
grc,f,2011,451.8689880371094
grc,mf,2012,1093.239013671875
grc,m,2012,678.0120239257812
grc,f,2012,415.22900390625
grc,mf,2013,1065.7430419921875
grc,m,2013,665.3380126953125
grc,f,2013,400.4049987792969
grc,mf,2014,1048.1290283203125
grc,m,2014,656.093994140625
grc,f,2014,392.0350036621094
grd,mf,1991,3.359999895095825
grd,m,1991,1.9900000095367432
grd,f,1991,1.3600000143051147
grd,mf,1996,7.03000020980835
grd,m,1996,3.869999885559082
grd,f,1996,3.1500000953674316
grd,mf,1998,6.394999980926514
grd,m,1998,3.7249999046325684
grd,f,1998,2.6700000762939453
glp,mf,2001,19.600000381469727
glp,mf,2002,22.0
glp,mf,2003,19.0
glp,mf,2004,19.600000381469727
glp,mf,2005,21.100000381469727
glp,mf,2006,21.600000381469727
glp,mf,2007,25.299999237060547
glp,mf,2008,23.399999618530273
glp,mf,2009,23.299999237060547
glp,mf,2010,22.399999618530273
glp,mf,2011,24.0
glp,mf,2012,24.5
gum,mf,1980,1.0460000038146973
gum,mf,1990,1.684000015258789
gum,mf,2000,2.5490000247955322
gum,mf,2002,0.08799999952316284
gtm,mf,1994,1185.8800048828125
gtm,m,1994,1046.6600341796875
gtm,f,1994,139.02000427246094
gtm,mf,1998,1725.7900390625
gtm,m,1998,941.8499755859375
gtm,f,1998,783.9400024414062
gtm,mf,2000,1911.0970458984375
gtm,m,2000,1083.2750244140625
gtm,f,2000,827.822021484375
gtm,mf,2002,2641.820068359375
gtm,m,2002,1577.2440185546875
gtm,f,2002,1064.5760498046875
gtm,mf,2003,2463.0
gtm,m,2003,1372.2320556640625
gtm,f,2003,1090.7679443359375
gtm,mf,2004,2411.47998046875
gtm,m,2004,1428.2459716796875
gtm,f,2004,983.2329711914062
gtm,mf,2011,2170.930908203125
gtm,m,2011,1383.251953125
gtm,f,2011,787.677978515625
gtm,mf,2012,2692.152099609375
gtm,m,2012,1448.48095703125
gtm,f,2012,1243.6710205078125
gin,mf,2009,4355.3779296875
gin,m,2009,2135.962890625
gin,f,2009,2219.4150390625
gin,mf,2010,4476.10498046875
gin,m,2010,2194.083984375
gin,f,2010,2282.02099609375
gin,mf,2011,4341.22412109375
gin,m,2011,2131.364013671875
gin,f,2011,2209.85888671875
gin,mf,2012,4475.8017578125
gin,m,2012,2197.43701171875
gin,f,2012,2278.364990234375
hnd,mf,1990,687.8499755859375
hnd,m,1990,486.54998779296875
hnd,f,1990,201.32000732421875
hnd,mf,1991,749.2000122070312
hnd,m,1991,545.3300170898438
hnd,f,1991,203.8699951171875
hnd,mf,1992,768.4199829101562
hnd,m,1992,541.1500244140625
hnd,f,1992,227.27000427246094
hnd,mf,1994,786.719970703125
hnd,m,1994,559.469970703125
hnd,f,1994,227.25999450683594
hnd,mf,1995,785.219970703125
hnd,m,1995,543.3300170898438
hnd,f,1995,241.8800048828125
hnd,mf,1996,972.7999877929688
hnd,m,1996,645.2000122070312
hnd,f,1996,327.5
hnd,mf,1997,1016.5999755859375
hnd,m,1997,659.7999877929688
hnd,f,1997,356.79998779296875
hnd,mf,1998,1009.5999755859375
hnd,m,1998,643.9000244140625
hnd,f,1998,365.70001220703125
hnd,mf,1999,1131.699951171875
hnd,m,1999,691.0
hnd,f,1999,440.70001220703125
hnd,mf,2001,1090.0999755859375
hnd,m,2001,736.0
hnd,f,2001,354.1000061035156
hnd,mf,2002,1189.800048828125
hnd,m,2002,811.2000122070312
hnd,f,2002,379.5
hnd,mf,2003,1230.300048828125
hnd,m,2003,798.0999755859375
hnd,f,2003,432.1000061035156
hnd,mf,2004,1173.0
hnd,m,2004,791.7000122070312
hnd,f,2004,381.29998779296875
hnd,mf,2005,1211.9000244140625
hnd,m,2005,843.5999755859375
hnd,f,2005,368.29998779296875
hnd,mf,2006,1359.4000244140625
hnd,m,2006,882.4000244140625
hnd,f,2006,477.0
hnd,mf,2007,1421.5
hnd,m,2007,905.7000122070312
hnd,f,2007,515.7000122070312
hnd,mf,2008,1461.1739501953125
hnd,m,2008,931.5260009765625
hnd,f,2008,529.6489868164062
hnd,mf,2009,1627.60595703125
hnd,m,2009,1005.8209838867188
hnd,f,2009,621.7849731445312
hnd,mf,2010,1763.501953125
hnd,m,2010,1078.3380126953125
hnd,f,2010,685.1619873046875
hkg,mf,1993,152.6999969482422
hkg,m,1993,115.4000015258789
hkg,f,1993,37.400001525878906
hkg,mf,1994,151.5
hkg,m,1994,113.5999984741211
hkg,f,1994,37.79999923706055
hkg,mf,1995,156.5
hkg,m,1995,117.9000015258789
hkg,f,1995,38.599998474121094
hkg,mf,1996,162.1999969482422
hkg,m,1996,123.5
hkg,f,1996,38.70000076293945
hkg,mf,1997,156.8000030517578
hkg,m,1997,118.5
hkg,f,1997,38.400001525878906
hkg,mf,1998,161.10000610351562
hkg,m,1998,122.0
hkg,f,1998,39.0
hkg,mf,1999,177.6999969482422
hkg,m,1999,130.6999969482422
hkg,f,1999,46.900001525878906
hkg,mf,2000,181.3000030517578
hkg,m,2000,135.6999969482422
hkg,f,2000,45.599998474121094
hkg,mf,2001,222.1999969482422
hkg,m,2001,168.60000610351562
hkg,f,2001,53.599998474121094
hkg,mf,2002,251.8000030517578
hkg,m,2002,188.3000030517578
hkg,f,2002,63.5
hkg,mf,2003,244.8000030517578
hkg,m,2003,176.8000030517578
hkg,f,2003,68.0999984741211
hkg,mf,2004,252.5
hkg,m,2004,177.5
hkg,f,2004,75.0
hkg,mf,2005,256.8999938964844
hkg,m,2005,183.1999969482422
hkg,f,2005,73.80000305175781
hkg,mf,2006,264.5
hkg,m,2006,190.8000030517578
hkg,f,2006,73.69999694824219
hkg,mf,2007,249.8000030517578
hkg,m,2007,179.39999389648438
hkg,f,2007,70.4000015258789
hkg,mf,2008,260.70001220703125
hkg,m,2008,185.3000030517578
hkg,f,2008,75.4000015258789
hkg,mf,2009,258.25
hkg,m,2009,183.9250030517578
hkg,f,2009,74.32499694824219
hkg,mf,2010,222.97500610351562
hkg,m,2010,160.25
hkg,f,2010,62.75
hkg,mf,2011,234.5
hkg,m,2011,165.5749969482422
hkg,f,2011,68.92500305175781
hkg,mf,2012,252.72500610351562
hkg,m,2012,178.02499389648438
hkg,f,2012,74.67500305175781
hkg,mf,2013,256.6000061035156
hkg,m,2013,179.60000610351562
hkg,f,2013,77.0
hun,mf,1992,295.29998779296875
hun,m,1992,173.6999969482422
hun,f,1992,121.5999984741211
hun,mf,1993,287.70001220703125
hun,m,1993,178.89999389648438
hun,f,1993,108.80000305175781
hun,mf,1994,302.29998779296875
hun,m,1994,189.1999969482422
hun,f,1994,113.0999984741211
hun,mf,1995,324.20001220703125
hun,m,1995,205.6999969482422
hun,f,1995,118.5999984741211
hun,mf,1996,564.0390014648438
hun,m,1996,378.4840087890625
hun,f,1996,185.55499267578125
hun,mf,1997,532.6510009765625
hun,m,1997,358.4159851074219
hun,f,1997,174.23500061035156
hun,mf,1998,485.17999267578125
hun,m,1998,323.0450134277344
hun,f,1998,162.13499450683594
hun,mf,1999,481.2380065917969
hun,m,1999,322.6409912109375
hun,f,1999,158.5970001220703
hun,mf,2000,386.7799987792969
hun,m,2000,258.12200927734375
hun,f,2000,128.6580047607422
hun,mf,2001,352.6679992675781
hun,m,2001,228.32699584960938
hun,f,2001,124.34100341796875
hun,mf,2002,329.7309875488281
hun,m,2002,210.00999450683594
hun,f,2002,119.72100067138672
hun,mf,2003,321.07000732421875
hun,m,2003,209.0749969482422
hun,f,2003,111.99500274658203
hun,mf,2004,333.89300537109375
hun,m,2004,216.81900024414062
hun,f,2004,117.0739974975586
hun,mf,2005,304.8240051269531
hun,m,2005,193.8520050048828
hun,f,2005,110.97100067138672
hun,mf,2006,284.989013671875
hun,m,2006,181.406005859375
hun,f,2006,103.58200073242188
hun,mf,2007,281.6289978027344
hun,m,2007,174.6479949951172
hun,f,2007,106.98100280761719
hun,mf,2008,272.1239929199219
hun,m,2008,174.41400146484375
hun,f,2008,97.70999908447266
hun,mf,2009,272.6629943847656
hun,m,2009,169.69900512695312
hun,f,2009,102.96399688720703
hun,mf,2010,257.06500244140625
hun,m,2010,160.63699340820312
hun,f,2010,96.42900085449219
hun,mf,2011,257.8819885253906
hun,m,2011,164.70599365234375
hun,f,2011,93.177001953125
hun,mf,2012,247.79600524902344
hun,m,2012,147.9499969482422
hun,f,2012,99.84600067138672
hun,mf,2013,235.81199645996094
hun,m,2013,144.91900634765625
hun,f,2013,90.89299774169922
hun,mf,2014,239.13800048828125
hun,m,2014,149.53399658203125
hun,f,2014,89.60299682617188
isl,mf,1995,16.982999801635742
isl,m,1995,12.602999687194824
isl,f,1995,4.380000114440918
isl,mf,1996,14.54800033569336
isl,m,1996,10.055999755859375
isl,f,1996,4.492000102996826
isl,mf,1997,15.694999694824219
isl,m,1997,10.616000175476074
isl,f,1997,5.078999996185303
isl,mf,1998,17.540000915527344
isl,m,1998,12.156999588012695
isl,f,1998,5.381999969482422
isl,mf,1999,17.46299934387207
isl,m,1999,11.880000114440918
isl,f,1999,5.585000038146973
isl,mf,2000,16.579999923706055
isl,m,2000,11.295000076293945
isl,f,2000,5.285999774932861
isl,mf,2001,16.88800048828125
isl,m,2001,11.973999977111816
isl,f,2001,4.914000034332275
isl,mf,2002,17.47599983215332
isl,m,2002,12.29800033569336
isl,f,2002,5.178999900817871
isl,mf,2003,14.133000373840332
isl,m,2003,10.409000396728516
isl,f,2003,3.7239999771118164
isl,mf,2004,13.446000099182129
isl,m,2004,9.190999984741211
isl,f,2004,4.255000114440918
isl,mf,2005,14.005999565124512
isl,m,2005,10.62600040435791
isl,f,2005,3.380000114440918
isl,mf,2006,15.840999603271484
isl,m,2006,11.954999923706055
isl,f,2006,3.885999917984009
isl,mf,2007,15.36400032043457
isl,m,2007,11.61400032043457
isl,f,2007,3.75
isl,mf,2008,13.986000061035156
isl,m,2008,10.142999649047852
isl,f,2008,3.8429999351501465
isl,mf,2009,12.784000396728516
isl,m,2009,8.831000328063965
isl,f,2009,3.953000068664551
isl,mf,2010,13.871000289916992
isl,m,2010,9.119999885559082
isl,f,2010,4.750999927520752
isl,mf,2011,13.684000015258789
isl,m,2011,8.800999641418457
isl,f,2011,4.882999897003174
isl,mf,2012,13.571000099182129
isl,m,2012,8.62399959564209
isl,f,2012,4.947000026702881
isl,mf,2013,14.37399959564209
isl,m,2013,9.484000205993652
isl,f,2013,4.889999866485596
isl,mf,2014,14.899999618530273
isl,m,2014,9.760000228881836
isl,f,2014,5.139999866485596
ind,mf,1994,240739.796875
ind,m,1994,164173.796875
ind,f,1994,76566.0
ind,mf,2000,275226.3125
ind,m,2000,189689.5
ind,f,2000,85536.84375
ind,mf,2005,309205.5
ind,m,2005,208201.796875
ind,f,2005,101003.796875
ind,mf,2010,302304.59375
ind,m,2010,220484.0
ind,f,2010,81820.6328125
idn,mf,1997,53661.26953125
idn,mf,1998,57341.41015625
idn,mf,1999,56880.51171875
idn,mf,2000,58307.171875
idn,mf,2001,57807.0
idn,m,2001,34362.0
idn,f,2001,23445.0
idn,mf,2002,59297.0
idn,m,2002,36119.0
idn,f,2002,23179.0
idn,mf,2003,61381.0
idn,m,2003,37607.0
idn,f,2003,23775.0
idn,mf,2004,60847.0
idn,m,2004,37508.0
idn,f,2004,23339.0
idn,mf,2005,59547.0
idn,m,2005,37629.0
idn,f,2005,21917.0
idn,mf,2006,60244.0
idn,m,2006,37852.0
idn,f,2006,22391.0
idn,mf,2007,63087.0
idn,m,2007,38094.0
idn,f,2007,24992.0
idn,mf,2008,66061.0
idn,mf,2009,66844.5234375
idn,m,2009,40228.578125
idn,f,2009,26615.919921875
idn,mf,2010,66609.2734375
idn,mf,2011,62704.1484375
idn,mf,2012,56475.26953125
idn,mf,2013,37173.83984375
idn,m,2013,17013.58984375
idn,f,2013,20160.25
irn,mf,1996,5996.0
irn,m,1996,5283.0
irn,f,1996,714.0
irn,mf,2007,9011.0
irn,m,2007,6847.0
irn,f,2007,2165.0
irn,mf,2008,8606.0
irn,m,2008,6836.0
irn,f,2008,1770.0
irn,mf,2009,8692.06640625
irn,m,2009,6767.65478515625
irn,f,2009,1924.4100341796875
irn,mf,2010,8357.0380859375
irn,m,2010,6669.27294921875
irn,f,2010,1687.7640380859375
irl,mf,1983,234.16099548339844
irl,m,1983,191.3419952392578
irl,f,1983,42.819000244140625
irl,mf,1984,229.26400756835938
irl,m,1984,191.7989959716797
irl,f,1984,37.4640007019043
irl,mf,1985,216.61399841308594
irl,m,1985,177.08700561523438
irl,f,1985,39.527000427246094
irl,mf,1986,210.2729949951172
irl,m,1986,179.718994140625
irl,f,1986,30.554000854492188
irl,mf,1987,214.71400451660156
irl,m,1987,182.59800720214844
irl,f,1987,32.1150016784668
irl,mf,1988,217.6060028076172
irl,m,1988,185.81500244140625
irl,f,1988,31.79199981689453
irl,mf,1989,216.05099487304688
irl,m,1989,183.73800659179688
irl,f,1989,32.3129997253418
irl,mf,1990,226.05799865722656
irl,m,1990,190.43699645996094
irl,f,1990,35.62099838256836
irl,mf,1991,207.1510009765625
irl,m,1991,176.2010040283203
irl,f,1991,30.950000762939453
irl,mf,1992,210.22300720214844
irl,m,1992,176.99600219726562
irl,f,1992,33.22700119018555
irl,mf,1993,200.04400634765625
irl,m,1993,165.57000732421875
irl,f,1993,34.472999572753906
irl,mf,1994,203.74400329589844
irl,m,1994,170.32699584960938
irl,f,1994,33.41699981689453
irl,mf,1995,205.93800354003906
irl,m,1995,171.24200439453125
irl,f,1995,34.69599914550781
irl,mf,1996,206.49099731445312
irl,m,1996,170.2259979248047
irl,f,1996,36.263999938964844
irl,mf,1997,210.3459930419922
irl,m,1997,173.1999969482422
irl,f,1997,37.14699935913086
irl,mf,1998,211.31500244140625
irl,m,1998,171.50900268554688
irl,f,1998,39.805999755859375
irl,mf,1999,212.81100463867188
irl,m,1999,171.5070037841797
irl,f,1999,41.30400085449219
irl,mf,2000,219.63299560546875
irl,m,2000,176.46299743652344
irl,f,2000,43.16999816894531
irl,mf,2001,212.802001953125
irl,m,2001,174.64300537109375
irl,f,2001,38.15800094604492
irl,mf,2002,214.22900390625
irl,m,2002,176.02099609375
irl,f,2002,38.20800018310547
irl,mf,2003,213.406005859375
irl,m,2003,173.00900268554688
irl,f,2003,40.39799880981445
irl,mf,2004,222.99099731445312
irl,m,2004,183.39300537109375
irl,f,2004,39.5989990234375
irl,mf,2005,222.97000122070312
irl,m,2005,183.2239990234375
irl,f,2005,39.74700164794922
irl,mf,2006,220.89300537109375
irl,m,2006,181.81300354003906
irl,f,2006,39.07899856567383
irl,mf,2007,240.1219940185547
irl,m,2007,195.83799743652344
irl,f,2007,44.284000396728516
irl,mf,2008,250.0500030517578
irl,m,2008,201.5189971923828
irl,f,2008,48.529998779296875
irl,mf,2009,236.2310028076172
irl,m,2009,191.1479949951172
irl,f,2009,45.08300018310547
irl,mf,2010,221.30099487304688
irl,m,2010,175.4239959716797
irl,f,2010,45.87699890136719
irl,mf,2011,214.3179931640625
irl,m,2011,169.8350067138672
irl,f,2011,44.483001708984375
irl,mf,2012,215.4029998779297
irl,m,2012,171.24099731445312
irl,f,2012,44.1619987487793
irl,mf,2013,238.36099243164062
irl,m,2013,188.7169952392578
irl,f,2013,49.64400100708008
irl,mf,2014,242.36900329589844
irl,m,2014,191.48899841308594
irl,f,2014,50.880001068115234
ita,mf,1983,5743.15576171875
ita,m,1983,4043.512939453125
ita,f,1983,1699.6429443359375
ita,mf,1984,5886.630859375
ita,m,1984,4108.7138671875
ita,f,1984,1777.916015625
ita,mf,1985,5812.43603515625
ita,m,1985,4087.220947265625
ita,f,1985,1725.2149658203125
ita,mf,1986,5776.115234375
ita,m,1986,4037.216064453125
ita,f,1986,1738.8990478515625
ita,mf,1987,5875.65380859375
ita,m,1987,4093.462890625
ita,f,1987,1782.1910400390625
ita,mf,1988,6001.087890625
ita,m,1988,4191.580078125
ita,f,1988,1809.508056640625
ita,mf,1989,5825.52880859375
ita,m,1989,4081.926025390625
ita,f,1989,1743.60302734375
ita,mf,1990,5789.51123046875
ita,m,1990,4087.7099609375
ita,f,1990,1701.800048828125
ita,mf,1991,5887.43798828125
ita,m,1991,4112.10693359375
ita,f,1991,1775.3299560546875
ita,mf,1992,3266.31494140625
ita,m,1992,2084.6201171875
ita,f,1992,1181.6939697265625
ita,mf,1993,3389.05810546875
ita,m,1993,2198.24609375
ita,f,1993,1190.81201171875
ita,mf,1994,3305.85693359375
ita,m,1994,2152.738037109375
ita,f,1994,1153.1190185546875
ita,mf,1995,3269.47607421875
ita,m,1995,2146.39501953125
ita,f,1995,1123.08203125
ita,mf,1996,3265.302001953125
ita,m,1996,2171.18798828125
ita,f,1996,1094.114990234375
ita,mf,1997,3253.81689453125
ita,m,1997,2163.1708984375
ita,f,1997,1090.64599609375
ita,mf,1998,3319.455078125
ita,m,1998,2215.202880859375
ita,f,1998,1104.251953125
ita,mf,1999,3234.29296875
ita,m,1999,2167.449951171875
ita,f,1999,1066.843017578125
ita,mf,2000,3216.376953125
ita,m,2000,2171.1298828125
ita,f,2000,1045.2469482421875
ita,mf,2001,3350.507080078125
ita,m,2001,2232.283935546875
ita,f,2001,1118.2230224609375
ita,mf,2002,3325.72802734375
ita,m,2002,2214.85888671875
ita,f,2002,1110.8699951171875
ita,mf,2003,3308.35791015625
ita,m,2003,2190.73388671875
ita,f,2003,1117.6240234375
ita,mf,2004,4629.51416015625
ita,m,2004,3048.011962890625
ita,f,2004,1581.5030517578125
ita,mf,2005,4372.63916015625
ita,m,2005,2908.509033203125
ita,f,2005,1464.1290283203125
ita,mf,2006,4389.4130859375
ita,m,2006,2910.7900390625
ita,f,2006,1478.623046875
ita,mf,2007,4370.4482421875
ita,m,2007,2907.948974609375
ita,f,2007,1462.498046875
ita,mf,2008,4280.0732421875
ita,m,2008,2848.093994140625
ita,f,2008,1431.97900390625
ita,mf,2009,4134.98876953125
ita,m,2009,2778.95703125
ita,f,2009,1356.031982421875
ita,mf,2010,4185.64697265625
ita,m,2010,2821.751953125
ita,f,2010,1363.89599609375
ita,mf,2011,4151.71484375
ita,m,2011,2798.382080078125
ita,f,2011,1353.3330078125
ita,mf,2012,4127.10693359375
ita,m,2012,2768.22802734375
ita,f,2012,1358.8780517578125
ita,mf,2013,3973.8359375
ita,m,2013,2660.448974609375
ita,f,2013,1313.386962890625
ita,mf,2014,4028.5869140625
ita,m,2014,2655.85107421875
ita,f,2014,1372.737060546875
jam,mf,1991,384.0
jam,m,1991,238.1999969482422
jam,f,1991,145.89999389648438
jam,mf,1992,380.79998779296875
jam,m,1992,236.5
jam,f,1992,144.39999389648438
jam,mf,1993,359.29998779296875
jam,m,1993,220.5
jam,f,1993,138.8000030517578
jam,mf,1994,359.1000061035156
jam,m,1994,219.89999389648438
jam,f,1994,139.1999969482422
jam,mf,1995,358.8999938964844
jam,m,1995,225.3000030517578
jam,f,1995,133.6999969482422
jam,mf,1996,361.29998779296875
jam,m,1996,227.8000030517578
jam,f,1996,133.5
jam,mf,1997,351.1000061035156
jam,m,1997,224.8000030517578
jam,f,1997,126.30000305175781
jam,mf,1998,359.1000061035156
jam,m,1998,229.8000030517578
jam,f,1998,129.3000030517578
jam,mf,1999,354.3999938964844
jam,m,1999,228.0
jam,f,1999,126.4000015258789
jam,mf,2000,354.5
jam,m,2000,228.1999969482422
jam,f,2000,126.30000305175781
jam,mf,2001,351.79998779296875
jam,m,2001,224.3000030517578
jam,f,2001,127.5
jam,mf,2002,367.5
jam,m,2002,238.89999389648438
jam,f,2002,128.60000610351562
jam,mf,2003,378.29998779296875
jam,m,2003,245.5
jam,f,2003,132.8000030517578
jam,mf,2004,381.8999938964844
jam,m,2004,238.0
jam,f,2004,143.89999389648438
jam,mf,2005,376.8999938964844
jam,m,2005,233.1999969482422
jam,f,2005,143.6999969482422
jam,mf,2006,399.79998779296875
jam,m,2006,249.3000030517578
jam,f,2006,150.5
jam,mf,2007,390.6000061035156
jam,m,2007,245.5
jam,f,2007,145.10000610351562
jam,mf,2008,426.1000061035156
jam,m,2008,267.79998779296875
jam,f,2008,158.3000030517578
jam,mf,2011,403.6000061035156
jam,m,2011,261.7330017089844
jam,f,2011,141.86700439453125
jam,mf,2012,407.1499938964844
jam,m,2012,263.42498779296875
jam,f,2012,143.72500610351562
jor,mf,2004,106.19999694824219
jor,m,2004,102.51699829101562
jor,f,2004,3.683000087738037
kaz,mf,2001,2680.0
kaz,m,2001,1245.5
