country,sex,year,persons_in_vulnerable_employment_thousands
civ,mf,2002,4582.81494140625
civ,m,2002,2356.469970703125
civ,f,2002,2226.344970703125
civ,mf,2012,7495.2001953125
civ,m,2012,3849.032958984375
civ,f,2012,3646.1669921875
hrv,mf,1996,361.4079895019531
hrv,m,1996,188.73800659179688
hrv,f,1996,172.6699981689453
hrv,mf,1997,335.3559875488281
hrv,m,1997,173.093994140625
hrv,f,1997,162.26199340820312
hrv,mf,1998,299.58099365234375
hrv,m,1998,156.9530029296875
hrv,f,1998,142.62399291992188
hrv,mf,1999,294.60101318359375
hrv,m,1999,156.60299682617188
hrv,f,1999,138.0989990234375
hrv,mf,2000,291.29998779296875
hrv,m,2000,159.0
hrv,f,2000,132.39999389648438
hrv,mf,2001,282.29998779296875
hrv,m,2001,163.10000610351562
hrv,f,2001,119.30000305175781
hrv,mf,2002,282.8869934082031
hrv,m,2002,162.13600158691406
hrv,f,2002,120.75299835205078
hrv,mf,2003,299.0780029296875
hrv,m,2003,162.656005859375
hrv,f,2003,136.4219970703125
hrv,mf,2004,304.5190124511719
hrv,m,2004,161.52000427246094
hrv,f,2004,143.0
hrv,mf,2005,312.5559997558594
hrv,m,2005,160.97799682617188
hrv,f,2005,151.5800018310547
hrv,mf,2006,284.1419982910156
hrv,m,2006,154.36500549316406
hrv,f,2006,129.7760009765625
hrv,mf,2007,267.7799987792969
hrv,m,2007,144.73300170898438
hrv,f,2007,123.0469970703125
hrv,mf,2008,275.625
hrv,m,2008,148.8560028076172
hrv,f,2008,126.76799774169922
hrv,mf,2009,280.1780090332031
hrv,m,2009,149.14599609375
hrv,f,2009,131.03199768066406
hrv,mf,2010,289.2200012207031
hrv,m,2010,148.01600646972656
hrv,f,2010,141.20399475097656
hrv,mf,2011,280.010009765625
hrv,m,2011,148.70799255371094
hrv,f,2011,131.302001953125
hrv,mf,2012,238.6219940185547
hrv,m,2012,131.11500549316406
hrv,f,2012,107.50499725341797
hrv,mf,2013,208.6479949951172
hrv,m,2013,117.16100311279297
hrv,f,2013,91.48699951171875
hrv,mf,2014,162.70799255371094
hrv,m,2014,96.37200164794922
hrv,f,2014,66.33599853515625
cyp,mf,1999,51.7859992980957
cyp,m,1999,35.43899917602539
cyp,f,1999,16.347000122070312
cyp,mf,2000,53.15299987792969
cyp,m,2000,35.018001556396484
cyp,f,2000,18.135000228881836
cyp,mf,2001,53.124000549316406
cyp,m,2001,34.28300094604492
cyp,f,2001,18.84000015258789
cyp,mf,2002,54.81800079345703
cyp,m,2002,34.611000061035156
cyp,f,2002,20.20599937438965
cyp,mf,2003,58.71799850463867
cyp,m,2003,37.6150016784668
cyp,f,2003,21.10300064086914
cyp,mf,2004,57.992000579833984
cyp,m,2004,37.452999114990234
cyp,f,2004,20.540000915527344
cyp,mf,2005,55.095001220703125
cyp,m,2005,34.00199890136719
cyp,f,2005,21.093000411987305
cyp,mf,2006,54.125999450683594
cyp,m,2006,33.51499938964844
cyp,f,2006,20.610000610351562
cyp,mf,2007,53.86800003051758
cyp,m,2007,34.69200134277344
cyp,f,2007,19.177000045776367
cyp,mf,2008,55.13100051879883
cyp,m,2008,35.439998626708984
cyp,f,2008,19.69099998474121
cyp,mf,2009,56.01300048828125
cyp,m,2009,33.85300064086914
cyp,f,2009,22.160999298095703
cyp,mf,2010,54.65299987792969
cyp,m,2010,33.04499816894531
cyp,f,2010,21.607999801635742
cyp,mf,2011,53.433998107910156
cyp,m,2011,33.54499816894531
cyp,f,2011,19.888999938964844
cyp,mf,2012,48.152000427246094
cyp,m,2012,30.54400062561035
cyp,f,2012,17.60700035095215
cyp,mf,2013,49.356998443603516
cyp,m,2013,31.531999588012695
cyp,f,2013,17.822999954223633
cyp,mf,2014,51.70399856567383
cyp,m,2014,31.290000915527344
cyp,f,2014,20.413999557495117
cze,mf,1993,322.0
cze,m,1993,219.0
cze,f,1993,104.0
cze,mf,1994,359.0
cze,m,1994,247.0
cze,f,1994,113.0
cze,mf,1995,401.0
cze,m,1995,271.0
cze,f,1995,130.0
cze,mf,1996,400.0
cze,m,1996,273.0
cze,f,1996,126.0
cze,mf,1997,399.04901123046875
cze,m,1997,273.8009948730469
cze,f,1997,125.24800109863281
cze,mf,1998,450.281005859375
cze,m,1998,307.0740051269531
cze,f,1998,143.20700073242188
cze,mf,1999,486.1679992675781
cze,m,1999,329.79998779296875
cze,f,1999,156.3699951171875
cze,mf,2000,506.1700134277344
cze,m,2000,347.0570068359375
cze,f,2000,159.11199951171875
cze,mf,2001,522.0770263671875
cze,m,2001,353.2879943847656
cze,f,2001,168.7899932861328
cze,mf,2002,560.4559936523438
cze,m,2002,387.4169921875
cze,f,2002,173.03900146484375
cze,mf,2003,620.52197265625
cze,m,2003,423.65899658203125
cze,f,2003,196.86399841308594
cze,mf,2004,604.7379760742188
cze,m,2004,421.18701171875
cze,f,2004,183.55099487304688
cze,mf,2005,586.0349731445312
cze,m,2005,412.8580017089844
cze,f,2005,173.177001953125
cze,mf,2006,583.281982421875
cze,m,2006,402.8869934082031
cze,f,2006,180.39500427246094
cze,mf,2007,612.0239868164062
cze,m,2007,428.0509948730469
cze,f,2007,183.9720001220703
cze,mf,2008,627.8040161132812
cze,m,2008,441.0429992675781
cze,f,2008,186.76100158691406
cze,mf,2009,643.718017578125
cze,m,2009,444.6780090332031
cze,f,2009,199.0399932861328
cze,mf,2010,687.81201171875
cze,m,2010,471.4049987792969
cze,f,2010,216.4080047607422
cze,mf,2011,703.5339965820312
cze,m,2011,471.79998779296875
cze,f,2011,231.73500061035156
cze,mf,2012,734.8599853515625
cze,m,2012,488.96099853515625
cze,f,2012,245.89999389648438
cze,mf,2013,715.8880004882812
cze,m,2013,466.78399658203125
cze,f,2013,249.10400390625
cze,mf,2014,723.0549926757812
cze,m,2014,481.6050109863281
cze,f,2014,241.4499969482422
dnk,mf,1984,207.03500366210938
dnk,m,1984,120.39600372314453
dnk,f,1984,86.63899993896484
dnk,mf,1985,194.78500366210938
dnk,m,1985,112.83599853515625
dnk,f,1985,81.9489974975586
dnk,mf,1986,187.3040008544922
dnk,m,1986,107.46499633789062
dnk,f,1986,79.83899688720703
dnk,mf,1987,185.14700317382812
dnk,m,1987,105.7760009765625
dnk,f,1987,79.37200164794922
dnk,mf,1988,177.89300537109375
dnk,m,1988,106.83200073242188
dnk,f,1988,71.06099700927734
dnk,mf,1989,171.9550018310547
dnk,m,1989,104.3270034790039
dnk,f,1989,67.62899780273438
dnk,mf,1990,187.10000610351562
dnk,m,1990,115.37300109863281
dnk,f,1990,71.72699737548828
dnk,mf,1991,171.05099487304688
dnk,m,1991,100.5479965209961
dnk,f,1991,70.50299835205078
dnk,mf,1992,173.8179931640625
dnk,m,1992,101.98699951171875
dnk,f,1992,71.83100128173828
dnk,mf,1993,166.05599975585938
dnk,m,1993,96.79299926757812
dnk,f,1993,69.26300048828125
dnk,mf,1994,146.11099243164062
dnk,m,1994,83.51399993896484
dnk,f,1994,62.59700012207031
dnk,mf,1995,137.35400390625
dnk,m,1995,85.96299743652344
dnk,f,1995,51.38999938964844
dnk,mf,1996,142.20799255371094
dnk,m,1996,88.2770004272461
dnk,f,1996,53.93000030517578
dnk,mf,1997,149.2519989013672
dnk,m,1997,97.01899719238281
dnk,f,1997,52.233001708984375
dnk,mf,1998,146.16400146484375
dnk,m,1998,90.24700164794922
dnk,f,1998,55.91600036621094
dnk,mf,1999,138.78799438476562
dnk,m,1999,85.60399627685547
dnk,f,1999,53.183998107910156
dnk,mf,2000,133.72900390625
dnk,m,2000,79.91999816894531
dnk,f,2000,53.808998107910156
dnk,mf,2001,131.28500366210938
dnk,m,2001,87.33100128173828
dnk,f,2001,43.95500183105469
dnk,mf,2002,129.5590057373047
dnk,m,2002,86.07099914550781
dnk,f,2002,43.487998962402344
dnk,mf,2003,137.63600158691406
dnk,m,2003,91.0979995727539
dnk,f,2003,46.53799819946289
dnk,mf,2004,145.67100524902344
dnk,m,2004,96.55599975585938
dnk,f,2004,49.1150016784668
dnk,mf,2005,142.66900634765625
dnk,m,2005,90.13099670410156
dnk,f,2005,52.53799819946289
dnk,mf,2006,141.84300231933594
dnk,m,2006,89.48400115966797
dnk,f,2006,52.356998443603516
dnk,mf,2007,144.77999877929688
dnk,m,2007,96.90699768066406
dnk,f,2007,47.87300109863281
dnk,mf,2008,142.45799255371094
dnk,m,2008,98.31500244140625
dnk,f,2008,44.141998291015625
dnk,mf,2009,149.80799865722656
dnk,m,2009,101.13999938964844
dnk,f,2009,48.667999267578125
dnk,mf,2010,148.3489990234375
dnk,m,2010,97.25599670410156
dnk,f,2010,51.09199905395508
dnk,mf,2011,148.0279998779297
dnk,m,2011,99.88500213623047
dnk,f,2011,48.14400100708008
dnk,mf,2012,150.21499633789062
dnk,m,2012,99.11199951171875
dnk,f,2012,51.104000091552734
dnk,mf,2013,149.2429962158203
dnk,m,2013,99.25700378417969
dnk,f,2013,49.98500061035156
dnk,mf,2014,146.02999877929688
dnk,m,2014,96.63700103759766
dnk,f,2014,49.393001556396484
dma,mf,1991,6.940000057220459
dma,m,1991,5.019999980926514
dma,f,1991,1.909999966621399
dma,mf,1997,5.760000228881836
dma,m,1997,3.240000009536743
dma,f,1997,2.5199999809265137
dma,mf,1999,10.210000038146973
dma,m,1999,6.860000133514404
dma,f,1999,3.3499999046325684
dma,mf,2001,6.429999828338623
dma,m,2001,4.409999847412109
dma,f,2001,2.009999990463257
dom,mf,1991,869.7999877929688
dom,m,1991,676.7999877929688
dom,f,1991,193.0
dom,mf,1992,982.2999877929688
dom,m,1992,726.5
dom,f,1992,255.89999389648438
dom,mf,1993,931.5999755859375
dom,m,1993,704.7999877929688
dom,f,1993,226.8000030517578
dom,mf,1994,877.2999877929688
dom,m,1994,661.5999755859375
dom,f,1994,215.6999969482422
dom,mf,1995,914.5999755859375
dom,m,1995,699.7000122070312
dom,f,1995,214.89999389648438
dom,mf,1996,1048.5999755859375
dom,m,1996,824.5999755859375
dom,f,1996,224.1999969482422
dom,mf,1997,1133.0999755859375
dom,m,1997,888.0999755859375
dom,f,1997,245.0
dom,mf,1998,1255.5
dom,m,1998,948.9000244140625
dom,f,1998,306.6000061035156
dom,mf,1999,1328.5999755859375
dom,m,1999,1037.0999755859375
dom,f,1999,291.6000061035156
dom,mf,2000,1235.0
dom,m,2000,946.7000122070312
dom,f,2000,288.3999938964844
dom,mf,2001,1249.0
dom,m,2001,951.7999877929688
dom,f,2001,297.20001220703125
dom,mf,2002,1331.0
dom,m,2002,1008.9000244140625
dom,f,2002,322.0
dom,mf,2003,1318.699951171875
dom,m,2003,1019.2000122070312
dom,f,2003,299.5
dom,mf,2004,1285.4000244140625
dom,m,2004,996.7999877929688
dom,f,2004,288.6000061035156
dom,mf,2005,1399.9000244140625
dom,m,2005,1061.0
dom,f,2005,338.8999938964844
dom,mf,2006,1495.800048828125
dom,m,2006,1141.4000244140625
dom,f,2006,354.5
dom,mf,2007,1505.5999755859375
dom,m,2007,1139.4000244140625
dom,f,2007,366.1000061035156
dom,mf,2008,1602.81396484375
dom,m,2008,1181.7259521484375
dom,f,2008,421.0880126953125
dom,mf,2009,1580.916015625
dom,m,2009,1213.4310302734375
dom,f,2009,367.4849853515625
dom,mf,2010,1694.468017578125
dom,m,2010,1275.137939453125
dom,f,2010,419.3299865722656
dom,mf,2011,1761.75
dom,m,2011,1316.1259765625
dom,f,2011,445.6239929199219
dom,mf,2012,1775.2469482421875
dom,m,2012,1327.115966796875
dom,f,2012,448.1310119628906
dom,mf,2013,1677.5670166015625
dom,m,2013,1258.5909423828125
dom,f,2013,418.97601318359375
ecu,mf,1988,612.9000244140625
ecu,m,1988,375.79998779296875
ecu,f,1988,237.0
ecu,mf,1989,699.0999755859375
ecu,m,1989,405.20001220703125
ecu,f,1989,293.8999938964844
ecu,mf,1990,840.2999877929688
ecu,m,1990,501.5
ecu,f,1990,338.8999938964844
ecu,mf,1991,883.7000122070312
ecu,m,1991,494.3999938964844
ecu,f,1991,389.29998779296875
ecu,mf,1992,967.7000122070312
ecu,m,1992,518.9000244140625
ecu,f,1992,448.79998779296875
ecu,mf,1993,931.7999877929688
ecu,m,1993,507.8999938964844
ecu,f,1993,424.0
ecu,mf,1994,918.5999755859375
ecu,m,1994,510.3999938964844
ecu,f,1994,408.20001220703125
ecu,mf,1995,985.0999755859375
ecu,m,1995,529.0999755859375
ecu,f,1995,456.0
ecu,mf,1996,1018.0999755859375
ecu,m,1996,575.4000244140625
ecu,f,1996,442.6000061035156
ecu,mf,1997,1011.4000244140625
ecu,m,1997,583.5
ecu,f,1997,427.79998779296875
ecu,mf,1998,1052.800048828125
ecu,m,1998,563.5999755859375
ecu,f,1998,489.1000061035156
ecu,mf,1999,1038.0
ecu,m,1999,561.0
ecu,f,1999,477.1000061035156
ecu,mf,2000,2247.327880859375
ecu,m,2000,1310.3179931640625
ecu,f,2000,937.010009765625
ecu,mf,2001,2666.885986328125
ecu,m,2001,1393.9090576171875
ecu,f,2001,1272.9759521484375
ecu,mf,2003,2267.458984375
ecu,m,2003,1237.0360107421875
ecu,f,2003,1030.4229736328125
ecu,mf,2004,2677.60888671875
ecu,m,2004,1331.89404296875
ecu,f,2004,1345.7139892578125
ecu,mf,2005,2515.248046875
ecu,m,2005,1334.1240234375
ecu,f,2005,1181.1240234375
ecu,mf,2006,2693.06396484375
ecu,m,2006,1380.3489990234375
ecu,f,2006,1312.717041015625
ecu,mf,2007,2605.27392578125
ecu,m,2007,1324.6080322265625
ecu,f,2007,1280.666015625
ecu,mf,2008,2458.666015625
ecu,m,2008,1255.31396484375
ecu,f,2008,1203.35302734375
ecu,mf,2009,2657.416015625
ecu,m,2009,1384.530029296875
ecu,f,2009,1272.885986328125
ecu,mf,2010,2596.294921875
ecu,m,2010,1402.780029296875
ecu,f,2010,1193.5150146484375
ecu,mf,2011,2798.4208984375
ecu,m,2011,1502.156982421875
ecu,f,2011,1296.2640380859375
ecu,mf,2012,3324.0791015625
ecu,m,2012,2254.751953125
ecu,f,2012,1069.3270263671875
ecu,mf,2013,2629.507080078125
ecu,m,2013,1376.154052734375
ecu,f,2013,1253.35498046875
egy,mf,1993,4156.2001953125
egy,m,1993,2792.5
egy,f,1993,1363.699951171875
egy,mf,1994,4010.89990234375
egy,m,1994,2598.5
egy,f,1994,1412.4000244140625
egy,mf,1995,3909.5
egy,m,1995,2705.0
egy,f,1995,1204.5
egy,mf,1997,3992.800048828125
egy,m,1997,2788.39990234375
egy,f,1997,1204.4000244140625
egy,mf,1998,3920.0
egy,m,1998,2912.5
egy,f,1998,1007.5
egy,mf,1999,3835.10009765625
egy,m,1999,2901.699951171875
egy,f,1999,933.4000244140625
egy,mf,2000,3945.60009765625
egy,m,2000,2703.39990234375
egy,f,2000,1242.199951171875
egy,mf,2001,3619.39990234375
egy,m,2001,2698.89990234375
egy,f,2001,920.5
egy,mf,2002,3993.300048828125
egy,m,2002,3121.89990234375
egy,f,2002,871.4000244140625
egy,mf,2003,4397.60009765625
egy,m,2003,3040.39990234375
egy,f,2003,1357.199951171875
egy,mf,2004,4907.5
egy,m,2004,3167.699951171875
egy,f,2004,1739.800048828125
egy,mf,2005,4892.7001953125
egy,m,2005,3191.10009765625
egy,f,2005,1701.5999755859375
egy,mf,2006,5072.2998046875
egy,m,2006,3382.800048828125
egy,f,2006,1689.5
egy,mf,2007,5940.5
egy,m,2007,3683.199951171875
egy,f,2007,2257.300048828125
egy,mf,2009,5579.7998046875
egy,m,2009,3475.60009765625
egy,f,2009,2104.199951171875
egy,mf,2010,5492.7998046875
egy,m,2010,3396.10009765625
egy,f,2010,2096.699951171875
egy,mf,2011,5396.69921875
egy,m,2011,3361.097900390625
egy,f,2011,2035.6009521484375
egy,mf,2012,5154.27880859375
egy,m,2012,3245.56201171875
egy,f,2012,1908.7159423828125
egy,mf,2013,6321.6748046875
egy,m,2013,4071.669921875
egy,f,2013,2250.0048828125
slv,mf,1993,588.406005859375
slv,m,1993,280.760009765625
slv,f,1993,307.635986328125
slv,mf,1994,659.8070068359375
slv,m,1994,335.0880126953125
slv,f,1994,324.7090148925781
slv,mf,1995,722.2000122070312
slv,m,1995,379.20001220703125
slv,f,1995,343.0
slv,mf,1996,773.9000244140625
slv,m,1996,415.5
slv,f,1996,358.5
slv,mf,1997,774.7999877929688
slv,m,1997,419.79998779296875
slv,f,1997,355.0
slv,mf,1998,815.9000244140625
slv,m,1998,435.5
slv,f,1998,380.5
slv,mf,1999,761.7000122070312
slv,m,1999,379.29998779296875
slv,f,1999,382.3999938964844
slv,mf,2000,821.5
slv,m,2000,412.29998779296875
slv,f,2000,409.20001220703125
slv,mf,2001,871.9000244140625
slv,m,2001,445.79998779296875
slv,f,2001,426.0
slv,mf,2002,872.2999877929688
slv,m,2002,434.6000061035156
slv,f,2002,437.70001220703125
slv,mf,2003,837.0
slv,m,2003,407.8999938964844
slv,f,2003,429.1000061035156
slv,mf,2004,804.0999755859375
slv,m,2004,386.3999938964844
slv,f,2004,417.6000061035156
slv,mf,2005,885.7999877929688
slv,m,2005,436.20001220703125
slv,f,2005,449.6000061035156
slv,mf,2006,830.2000122070312
slv,m,2006,391.8999938964844
slv,f,2006,438.29998779296875
slv,mf,2007,762.5440063476562
slv,m,2007,351.1570129394531
slv,f,2007,411.3869934082031
slv,mf,2008,849.4119873046875
slv,m,2008,401.3210144042969
slv,f,2008,448.09100341796875
slv,mf,2009,356.3290100097656
slv,m,2009,222.39700317382812
slv,f,2009,133.9320068359375
slv,mf,2010,903.5079956054688
slv,m,2010,438.2760009765625
slv,f,2010,465.23199462890625
slv,mf,2011,935.5250244140625
slv,m,2011,467.23699951171875
slv,f,2011,468.2879943847656
slv,mf,2012,960.4299926757812
slv,m,2012,478.0400085449219
slv,f,2012,482.3900146484375
slv,mf,2013,989.1110229492188
slv,m,2013,476.4219970703125
slv,f,2013,512.6890258789062
gnq,mf,1983,60.5
gnq,m,1983,32.70000076293945
gnq,f,1983,27.799999237060547
est,mf,1989,14.300000190734863
est,m,1989,5.199999809265137
est,f,1989,9.100000381469727
est,mf,1990,18.799999237060547
est,m,1990,8.100000381469727
est,f,1990,10.800000190734863
est,mf,1991,22.399999618530273
est,m,1991,11.5
est,f,1991,10.899999618530273
est,mf,1992,30.899999618530273
est,m,1992,18.0
est,f,1992,12.800000190734863
est,mf,1993,36.900001525878906
est,m,1993,22.299999237060547
est,f,1993,14.600000381469727
est,mf,1994,36.5
est,m,1994,22.399999618530273
est,f,1994,14.100000381469727
est,mf,1995,29.5
est,m,1995,18.600000381469727
est,f,1995,10.800000190734863
est,mf,1996,32.099998474121094
est,m,1996,20.700000762939453
est,f,1996,11.399999618530273
est,mf,1997,33.1879997253418
est,m,1997,21.632999420166016
est,f,1997,11.555000305175781
est,mf,1998,37.46099853515625
est,m,1998,23.367000579833984
est,f,1998,14.093000411987305
est,mf,1999,30.576000213623047
est,m,1999,17.22800064086914
est,f,1999,13.347999572753906
est,mf,2000,29.90999984741211
est,m,2000,17.02199935913086
est,f,2000,12.88700008392334
est,mf,2001,29.941999435424805
est,m,2001,21.339000701904297
est,f,2001,8.602999687194824
est,mf,2002,29.14299964904785
est,m,2002,20.059999465942383
est,f,2002,9.083000183105469
est,mf,2003,34.310001373291016
est,m,2003,24.229999542236328
est,f,2003,10.079999923706055
est,mf,2004,38.91899871826172
est,m,2004,27.395999908447266
est,f,2004,11.52299976348877
est,mf,2005,32.810001373291016
est,m,2005,21.554000854492188
est,f,2005,11.255000114440918
est,mf,2006,35.6150016784668
est,m,2006,23.908000946044922
est,f,2006,11.706999778747559
est,mf,2007,38.479000091552734
est,m,2007,25.819000244140625
est,f,2007,12.657999992370605
est,mf,2008,29.301000595092773
est,m,2008,18.45199966430664
est,f,2008,10.850000381469727
est,mf,2009,26.666000366210938
est,m,2009,16.118999481201172
est,f,2009,10.54699993133545
est,mf,2010,28.339000701904297
est,m,2010,16.820999145507812
est,f,2010,11.517999649047852
est,mf,2011,28.80500030517578
est,m,2011,17.982999801635742
est,f,2011,10.822999954223633
est,mf,2012,31.19300079345703
est,m,2012,19.593000411987305
est,f,2012,11.600000381469727
est,mf,2013,33.35900115966797
est,m,2013,19.80299949645996
est,f,2013,13.555999755859375
est,mf,2014,35.5629997253418
est,m,2014,22.53700065612793
est,f,2014,13.026000022888184
eth,mf,1981,10573.3095703125
eth,m,1981,6969.2001953125
eth,f,1981,3605.31005859375
eth,mf,1987,10468.5
eth,m,1987,6045.2998046875
eth,f,1987,4423.2001953125
eth,mf,1994,23468.0390625
eth,m,1994,13003.9501953125
eth,f,1994,10464.080078125
eth,mf,1999,22535.19921875
eth,m,1999,12533.400390625
eth,f,1999,10001.7998046875
eth,mf,2005,28658.80078125
eth,m,2005,15064.0
eth,f,2005,13594.7998046875
eth,mf,2006,1988.18701171875
eth,m,2006,1013.2589721679688
eth,f,2006,974.927978515625
eth,mf,2009,2102.27490234375
eth,m,2009,1155.4410400390625
eth,f,2009,946.833984375
eth,mf,2010,2217.0390625
eth,m,2010,1208.3349609375
eth,f,2010,1008.7030029296875
eth,mf,2011,2433.68505859375
eth,m,2011,1285.030029296875
eth,f,2011,1148.655029296875
eth,mf,2012,2709.8759765625
eth,m,2012,1425.052001953125
eth,f,2012,1284.822998046875
eth,mf,2013,37665.98046875
eth,m,2013,19833.80078125
eth,f,2013,17832.1796875
fji,mf,2002,105.00399780273438
fji,m,2002,69.62000274658203
fji,f,2002,35.38399887084961
fji,mf,2004,121.42400360107422
fji,m,2004,84.40599822998047
fji,f,2004,37.018001556396484
fji,mf,2005,125.0
fji,m,2005,86.69999694824219
fji,f,2005,38.20000076293945
fji,mf,2007,61.24700164794922
fji,m,2007,31.424999237060547
fji,f,2007,29.82200050354004
fji,mf,2008,126.66300201416016
fji,m,2008,84.03600311279297
fji,f,2008,42.62699890136719
fin,mf,1995,244.2760009765625
fin,m,1995,159.6580047607422
fin,f,1995,84.61699676513672
fin,mf,1996,262.7720031738281
fin,m,1996,170.05099487304688
fin,f,1996,92.72100067138672
fin,mf,1997,231.6840057373047
fin,m,1997,156.531005859375
fin,f,1997,75.15399932861328
fin,mf,1998,236.20899963378906
fin,m,1998,165.29400634765625
fin,f,1998,70.91500091552734
fin,mf,1999,223.99600219726562
fin,m,1999,143.37600708007812
fin,f,1999,80.62100219726562
fin,mf,2000,217.875
fin,m,2000,143.54200744628906
fin,f,2000,74.33300018310547
fin,mf,2001,216.70700073242188
fin,m,2001,139.9969940185547
fin,f,2001,76.70800018310547
fin,mf,2002,213.12399291992188
fin,m,2002,133.22799682617188
fin,f,2002,79.89600372314453
fin,mf,2003,207.66299438476562
fin,m,2003,134.44900512695312
fin,f,2003,73.21299743652344
fin,mf,2004,197.26400756835938
fin,m,2004,128.052001953125
fin,f,2004,69.21099853515625
fin,mf,2005,211.50599670410156
fin,m,2005,136.11000061035156
fin,f,2005,75.39600372314453
fin,mf,2006,215.74899291992188
fin,m,2006,141.64100646972656
fin,f,2006,74.10800170898438
fin,mf,2007,213.68299865722656
fin,m,2007,140.69400024414062
fin,f,2007,72.98999786376953
fin,mf,2008,228.2550048828125
fin,m,2008,147.51199340820312
fin,f,2008,80.74299621582031
fin,mf,2009,234.6020050048828
fin,m,2009,149.13699340820312
fin,f,2009,85.46499633789062
fin,mf,2010,225.83399963378906
fin,m,2010,144.2239990234375
fin,f,2010,81.60900115966797
fin,mf,2011,229.47799682617188
fin,m,2011,150.7010040283203
fin,f,2011,78.7770004272461
fin,mf,2012,237.2480010986328
fin,m,2012,152.81100463867188
fin,f,2012,84.43699645996094
fin,mf,2013,231.48399353027344
fin,m,2013,148.14599609375
fin,f,2013,83.33899688720703
fin,mf,2014,239.06300354003906
fin,m,2014,151.0919952392578
fin,f,2014,87.97100067138672
fra,mf,1983,2742.4140625
fra,m,1983,1546.262939453125
fra,f,1983,1196.1510009765625
fra,mf,1984,2774.468994140625
fra,m,1984,1556.7030029296875
fra,f,1984,1217.7659912109375
fra,mf,1985,2665.919921875
fra,m,1985,1509.3089599609375
fra,f,1985,1156.6109619140625
fra,mf,1986,2653.110107421875
fra,m,1986,1523.823974609375
fra,f,1986,1129.2860107421875
fra,mf,1987,2539.30908203125
fra,m,1987,1483.4659423828125
fra,f,1987,1055.843017578125
fra,mf,1988,2493.422119140625
fra,m,1988,1456.760986328125
fra,f,1988,1036.6610107421875
fra,mf,1989,2381.154052734375
fra,m,1989,1409.8580322265625
fra,f,1989,971.2960205078125
fra,mf,1990,2385.35205078125
fra,m,1990,1410.02001953125
fra,f,1990,975.3319702148438
fra,mf,1991,2314.375
fra,m,1991,1340.615966796875
fra,f,1991,973.7589721679688
fra,mf,1992,2226.126953125
fra,m,1992,1281.1519775390625
fra,f,1992,944.9749755859375
fra,mf,1993,2034.8900146484375
fra,m,1993,1169.9649658203125
fra,f,1993,864.9249877929688
fra,mf,1994,2019.0689697265625
fra,m,1994,1174.8909912109375
fra,f,1994,844.177978515625
fra,mf,1995,1962.052978515625
fra,m,1995,1137.4439697265625
fra,f,1995,824.6090087890625
fra,mf,1996,1883.8699951171875
fra,m,1996,1118.2509765625
fra,f,1996,765.6190185546875
fra,mf,1997,1819.47900390625
fra,m,1997,1081.6590576171875
fra,f,1997,737.8200073242188
fra,mf,1998,1731.06396484375
fra,m,1998,1035.8590087890625
fra,f,1998,695.2050170898438
fra,mf,1999,1710.884033203125
fra,m,1999,1031.4420166015625
fra,f,1999,679.4420166015625
fra,mf,2000,1638.7159423828125
fra,m,2000,993.4669799804688
fra,f,2000,645.2490234375
fra,mf,2001,1587.8609619140625
fra,m,2001,957.6259765625
fra,f,2001,630.2349853515625
fra,mf,2002,1599.970947265625
fra,m,2002,977.4639892578125
fra,f,2002,622.5070190429688
fra,mf,2003,1756.16796875
fra,m,2003,1076.541015625
fra,f,2003,679.6270141601562
fra,mf,2004,1635.2669677734375
fra,m,2004,1008.3319702148438
fra,f,2004,626.9349975585938
fra,mf,2005,1627.885009765625
fra,m,2005,1009.6599731445312
fra,f,2005,618.2249755859375
fra,mf,2006,1732.510009765625
fra,m,2006,1067.31005859375
fra,f,2006,665.2009887695312
fra,mf,2007,1680.4859619140625
fra,m,2007,1068.7099609375
fra,f,2007,611.7769775390625
fra,mf,2008,1542.552001953125
fra,m,2008,953.97802734375
fra,f,2008,588.5750122070312
fra,mf,2009,1661.3709716796875
fra,m,2009,1035.0670166015625
fra,f,2009,626.3040161132812
fra,mf,2010,1809.926025390625
fra,m,2010,1140.1409912109375
fra,f,2010,669.7849731445312
fra,mf,2011,1851.10595703125
fra,m,2011,1178.3499755859375
fra,f,2011,672.7559814453125
fra,mf,2012,1829.717041015625
fra,m,2012,1163.6689453125
fra,f,2012,666.0479736328125
fra,mf,2013,1791.6390380859375
fra,m,2013,1109.927978515625
fra,f,2013,681.7109985351562
fra,mf,2014,1865.7449951171875
fra,m,2014,1115.3389892578125
fra,f,2014,750.406982421875
guf,mf,2001,4.300000190734863
guf,mf,2002,4.699999809265137
guf,mf,2003,4.5
guf,mf,2004,4.900000095367432
guf,mf,2005,4.900000095367432
guf,mf,2006,5.800000190734863
guf,mf,2007,6.699999809265137
guf,mf,2008,6.0
guf,mf,2009,6.5
guf,mf,2010,7.800000190734863
guf,mf,2011,7.699999809265137
guf,mf,2012,8.0
pyf,mf,1996,17.868000030517578
pyf,m,1996,12.534000396728516
pyf,f,1996,5.334000110626221
pyf,mf,2002,17.013999938964844
pyf,m,2002,11.359000205993652
pyf,f,2002,5.65500020980835
pyf,mf,2007,15.163000106811523
pyf,m,2007,10.385000228881836
pyf,f,2007,4.7779998779296875
gab,mf,1993,149.14300537109375
gab,m,1993,61.36800003051758
gab,f,1993,87.7750015258789
gab,mf,2005,187.63099670410156
gab,m,2005,92.8010025024414
