country,sex,year,total_self_employed_workers_thousands
ecu,mf,1989,867.7999877929688
ecu,m,1989,542.5999755859375
ecu,f,1989,325.20001220703125
ecu,mf,1990,956.7999877929688
ecu,m,1990,595.4000244140625
ecu,f,1990,361.5
ecu,mf,1991,1042.4000244140625
ecu,m,1991,619.5
ecu,f,1991,422.8999938964844
ecu,mf,1992,1185.0999755859375
ecu,m,1992,692.2999877929688
ecu,f,1992,492.79998779296875
ecu,mf,1993,1147.5999755859375
ecu,m,1993,665.4000244140625
ecu,f,1993,482.29998779296875
ecu,mf,1994,1132.699951171875
ecu,m,1994,672.5999755859375
ecu,f,1994,460.1000061035156
ecu,mf,1995,1210.699951171875
ecu,m,1995,707.5
ecu,f,1995,503.1000061035156
ecu,mf,1996,1234.9000244140625
ecu,m,1996,745.7999877929688
ecu,f,1996,489.1000061035156
ecu,mf,1997,1249.9000244140625
ecu,m,1997,770.2000122070312
ecu,f,1997,479.6000061035156
ecu,mf,1998,1305.0999755859375
ecu,m,1998,759.5
ecu,f,1998,545.4000244140625
ecu,mf,1999,1311.699951171875
ecu,m,1999,774.7000122070312
ecu,f,1999,537.0999755859375
ecu,mf,2000,2464.77099609375
ecu,m,2000,1488.5340576171875
ecu,f,2000,976.2360229492188
ecu,mf,2001,2976.4189453125
ecu,m,2001,1629.77294921875
ecu,f,2001,1346.64404296875
ecu,mf,2003,2529.053955078125
ecu,m,2003,1427.9849853515625
ecu,f,2003,1101.0679931640625
ecu,mf,2004,3069.666015625
ecu,m,2004,1618.343017578125
ecu,f,2004,1451.322021484375
ecu,mf,2005,2883.7548828125
ecu,m,2005,1610.2340087890625
ecu,f,2005,1273.52099609375
ecu,mf,2006,3057.514892578125
ecu,m,2006,1652.4859619140625
ecu,f,2006,1405.031005859375
ecu,mf,2007,2919.10107421875
ecu,m,2007,1564.7740478515625
ecu,f,2007,1354.3270263671875
ecu,mf,2008,2776.764892578125
ecu,m,2008,1502.509033203125
ecu,f,2008,1274.2569580078125
ecu,mf,2009,2914.844970703125
ecu,m,2009,1585.7879638671875
ecu,f,2009,1329.0560302734375
ecu,mf,2010,2808.85791015625
ecu,m,2010,1568.41796875
ecu,f,2010,1240.43994140625
ecu,mf,2011,3020.576904296875
ecu,m,2011,1675.637939453125
ecu,f,2011,1344.93896484375
ecu,mf,2012,3566.303955078125
ecu,m,2012,2439.633056640625
ecu,f,2012,1126.6710205078125
ecu,mf,2013,2913.180908203125
ecu,m,2013,1595.31298828125
ecu,f,2013,1317.8699951171875
egy,mf,1993,6503.39990234375
egy,m,1993,5017.0
egy,f,1993,1486.4000244140625
egy,mf,1994,6514.7998046875
egy,m,1994,4968.39990234375
egy,f,1994,1546.4000244140625
egy,mf,1995,6456.39990234375
egy,m,1995,5089.0
egy,f,1995,1367.4000244140625
egy,mf,1997,6337.2998046875
egy,m,1997,4996.2001953125
egy,f,1997,1341.0999755859375
egy,mf,1998,6512.0
egy,m,1998,5333.39990234375
egy,f,1998,1178.5999755859375
egy,mf,1999,6512.60009765625
egy,m,1999,5393.7998046875
egy,f,1999,1118.800048828125
egy,mf,2000,6891.2998046875
egy,m,2000,5503.0
egy,f,2000,1388.300048828125
egy,mf,2001,6758.7001953125
egy,m,2001,5632.39990234375
egy,f,2001,1126.300048828125
egy,mf,2002,7108.89990234375
egy,m,2002,6048.7001953125
egy,f,2002,1060.199951171875
egy,mf,2003,7632.89990234375
egy,m,2003,6125.0
egy,f,2003,1507.9000244140625
egy,mf,2004,8144.60009765625
egy,m,2004,6227.39990234375
egy,f,2004,1917.199951171875
egy,mf,2005,7736.7001953125
egy,m,2005,5893.7998046875
egy,f,2005,1842.9000244140625
egy,mf,2006,7808.39990234375
egy,m,2006,6009.2998046875
egy,f,2006,1799.0999755859375
egy,mf,2007,9008.7001953125
egy,m,2007,6592.89990234375
egy,f,2007,2415.800048828125
egy,mf,2009,9055.7998046875
egy,m,2009,6777.60009765625
egy,f,2009,2278.199951171875
egy,mf,2010,9006.2001953125
egy,m,2010,6763.39990234375
egy,f,2010,2242.800048828125
egy,mf,2011,9064.310546875
egy,m,2011,6882.0732421875
egy,f,2011,2182.237060546875
egy,mf,2012,8851.0224609375
egy,m,2012,6811.4140625
egy,f,2012,2039.60595703125
egy,mf,2013,9331.3974609375
egy,m,2013,6976.17578125
egy,f,2013,2355.219970703125
slv,mf,1993,711.6240234375
slv,m,1993,383.2770080566406
slv,f,1993,328.3269958496094
slv,mf,1994,791.47900390625
slv,m,1994,443.2070007324219
slv,f,1994,348.2619934082031
slv,mf,1995,849.7999877929688
slv,m,1995,485.0
slv,f,1995,364.6000061035156
slv,mf,1996,886.0999755859375
slv,m,1996,507.0
slv,f,1996,379.1000061035156
slv,mf,1997,884.0999755859375
slv,m,1997,505.70001220703125
slv,f,1997,378.3999938964844
slv,mf,1998,889.2000122070312
slv,m,1998,492.0
slv,f,1998,397.29998779296875
slv,mf,1999,867.0999755859375
slv,m,1999,461.29998779296875
slv,f,1999,405.70001220703125
slv,mf,2000,948.0999755859375
slv,m,2000,510.79998779296875
slv,f,2000,437.3999938964844
slv,mf,2001,978.9000244140625
slv,m,2001,526.2000122070312
slv,f,2001,452.6000061035156
slv,mf,2002,975.4000244140625
slv,m,2002,513.7999877929688
slv,f,2002,461.5
slv,mf,2003,944.0
slv,m,2003,488.8999938964844
slv,f,2003,455.1000061035156
slv,mf,2004,902.4000244140625
slv,m,2004,459.1000061035156
slv,f,2004,443.1000061035156
slv,mf,2005,986.0
slv,m,2005,508.79998779296875
slv,f,2005,477.20001220703125
slv,mf,2006,931.2999877929688
slv,m,2006,465.5
slv,f,2006,465.79998779296875
slv,mf,2007,861.447998046875
slv,m,2007,419.9230041503906
slv,f,2007,441.5249938964844
slv,mf,2008,952.4530029296875
slv,m,2008,478.0610046386719
slv,f,2008,474.3919982910156
slv,mf,2009,383.5419921875
slv,m,2009,245.05799865722656
slv,f,2009,138.48399353027344
slv,mf,2010,1002.14599609375
slv,m,2010,507.4410095214844
slv,f,2010,494.7049865722656
slv,mf,2011,1027.654052734375
slv,m,2011,532.1489868164062
slv,f,2011,495.5050048828125
slv,mf,2012,1068.635986328125
slv,m,2012,552.8469848632812
slv,f,2012,515.7890014648438
slv,mf,2013,1101.885009765625
slv,m,2013,554.8410034179688
slv,f,2013,547.0440063476562
gnq,mf,1983,60.5
gnq,m,1983,32.70000076293945
gnq,f,1983,27.799999237060547
est,mf,1989,18.399999618530273
est,m,1989,8.699999809265137
est,f,1989,9.699999809265137
est,mf,1990,23.899999618530273
est,m,1990,12.399999618530273
est,f,1990,11.600000381469727
est,mf,1991,30.600000381469727
est,m,1991,18.100000381469727
est,f,1991,12.5
est,mf,1992,41.79999923706055
est,m,1992,26.5
est,f,1992,15.199999809265137
est,mf,1993,51.400001525878906
est,m,1993,33.900001525878906
est,f,1993,17.5
est,mf,1994,55.0
est,m,1994,37.0
est,f,1994,18.0
est,mf,1995,43.70000076293945
est,m,1995,29.100000381469727
est,f,1995,14.5
est,mf,1996,46.400001525878906
est,m,1996,31.299999237060547
est,f,1996,15.100000381469727
est,mf,1997,47.30799865722656
est,m,1997,32.62300109863281
est,f,1997,14.6850004196167
est,mf,1998,53.68899917602539
est,m,1998,35.14699935913086
est,f,1998,18.541000366210938
est,mf,1999,51.417999267578125
est,m,1999,32.74399948120117
est,f,1999,18.673999786376953
est,mf,2000,47.2869987487793
est,m,2000,28.854000091552734
est,f,2000,18.43199920654297
est,mf,2001,42.80400085449219
est,m,2001,30.80299949645996
est,f,2001,12.001999855041504
est,mf,2002,39.8390007019043
est,m,2002,27.288999557495117
est,f,2002,12.550000190734863
est,mf,2003,49.73500061035156
est,m,2003,34.0880012512207
est,f,2003,15.647000312805176
est,mf,2004,58.9010009765625
est,m,2004,42.47800064086914
est,f,2004,16.423999786376953
est,mf,2005,48.68600082397461
est,m,2005,33.5099983215332
est,f,2005,15.175999641418457
est,mf,2006,53.04600143432617
est,m,2006,37.7140007019043
est,f,2006,15.331999778747559
est,mf,2007,60.18899917602539
est,m,2007,42.4370002746582
est,f,2007,17.75
est,mf,2008,51.555999755859375
est,m,2008,35.691001892089844
est,f,2008,15.866000175476074
est,mf,2009,49.540000915527344
est,m,2009,33.70500183105469
est,f,2009,15.833999633789062
est,mf,2010,48.07600021362305
est,m,2010,32.54899978637695
est,f,2010,15.527000427246094
est,mf,2011,52.62300109863281
est,m,2011,37.02399826049805
est,f,2011,15.600000381469727
est,mf,2012,54.474998474121094
est,m,2012,38.744998931884766
est,f,2012,15.729999542236328
est,mf,2013,56.77899932861328
est,m,2013,38.79999923706055
est,f,2013,17.979000091552734
est,mf,2014,56.92100143432617
est,m,2014,39.65700149536133
est,f,2014,17.263999938964844
eth,mf,1981,10694.330078125
eth,m,1981,7078.5400390625
eth,f,1981,3616.43994140625
eth,mf,1987,10632.7001953125
eth,m,1987,6189.0
eth,f,1987,4443.7001953125
eth,mf,1994,24143.2890625
eth,m,1994,13529.400390625
eth,f,1994,10613.8896484375
eth,mf,1999,22736.599609375
eth,m,1999,12705.2001953125
eth,f,1999,10031.400390625
eth,mf,2005,28859.900390625
eth,m,2005,15229.099609375
eth,f,2005,13630.7998046875
eth,mf,2006,2025.866943359375
eth,m,2006,1041.7490234375
eth,f,2006,984.1179809570312
eth,mf,2009,2164.742919921875
eth,m,2009,1199.56298828125
eth,f,2009,965.1790161132812
eth,mf,2010,2306.47802734375
eth,m,2010,1267.1500244140625
eth,f,2010,1039.3260498046875
eth,mf,2011,2515.196044921875
eth,m,2011,1344.7149658203125
eth,f,2011,1170.48095703125
eth,mf,2012,2800.19189453125
eth,m,2012,1482.8680419921875
eth,f,2012,1317.323974609375
eth,mf,2013,37933.890625
eth,m,2013,20047.939453125
eth,f,2013,17885.94921875
flk,mf,2013,0.2409999966621399
flk,m,2013,0.15000000596046448
flk,f,2013,0.09099999815225601
fji,mf,2002,108.87300109863281
fji,m,2002,72.6760025024414
fji,f,2002,36.196998596191406
fji,mf,2004,124.94599914550781
fji,m,2004,86.86399841308594
fji,f,2004,38.082000732421875
fji,mf,2005,128.5
fji,m,2005,89.19999694824219
fji,f,2005,39.29999923706055
fji,mf,2007,84.7249984741211
fji,m,2007,51.11899948120117
fji,f,2007,33.60599899291992
fji,mf,2008,131.05799865722656
fji,m,2008,87.50800323486328
fji,f,2008,43.54999923706055
fin,mf,1980,398.0
fin,m,1980,230.0
fin,f,1980,168.0
fin,mf,1981,390.0
fin,m,1981,228.0
fin,f,1981,163.0
fin,mf,1982,387.0
fin,m,1982,228.0
fin,f,1982,159.0
fin,mf,1983,386.0
fin,m,1983,231.0
fin,f,1983,155.0
fin,mf,1984,379.0
fin,m,1984,225.0
fin,f,1984,154.0
fin,mf,1985,361.0
fin,m,1985,216.0
fin,f,1985,144.0
fin,mf,1986,360.0
fin,m,1986,223.0
fin,f,1986,137.0
fin,mf,1987,372.0
fin,m,1987,233.0
fin,f,1987,139.0
fin,mf,1988,368.0
fin,m,1988,236.0
fin,f,1988,132.0
fin,mf,1989,395.0
fin,m,1989,256.0
fin,f,1989,139.0
fin,mf,1990,388.0
fin,m,1990,253.0
fin,f,1990,135.0
fin,mf,1991,363.0
fin,m,1991,238.0
fin,f,1991,125.0
fin,mf,1992,344.0
fin,m,1992,230.0
fin,f,1992,115.0
fin,mf,1993,330.0
fin,m,1993,221.0
fin,f,1993,109.0
fin,mf,1994,333.0
fin,m,1994,222.0
fin,f,1994,110.0
fin,mf,1995,318.864990234375
fin,m,1995,211.56300354003906
fin,f,1995,107.3010025024414
fin,mf,1996,342.5010070800781
fin,m,1996,231.8280029296875
fin,f,1996,110.6729965209961
fin,mf,1997,328.08099365234375
fin,m,1997,232.1300048828125
fin,f,1997,95.9530029296875
fin,mf,1998,317.82598876953125
fin,m,1998,226.4199981689453
fin,f,1998,91.40599822998047
fin,mf,1999,321.1300048828125
fin,m,1999,214.9080047607422
fin,f,1999,106.2229995727539
fin,mf,2000,320.1319885253906
fin,m,2000,220.51400756835938
fin,f,2000,99.61900329589844
fin,mf,2001,311.91400146484375
fin,m,2001,209.8090057373047
fin,f,2001,102.10199737548828
fin,mf,2002,309.47900390625
fin,m,2002,204.96499633789062
fin,f,2002,104.51499938964844
fin,mf,2003,306.2430114746094
fin,m,2003,204.6999969482422
fin,f,2003,101.54299926757812
fin,mf,2004,297.10699462890625
fin,m,2004,201.93499755859375
fin,f,2004,95.1709976196289
fin,mf,2005,303.67401123046875
fin,m,2005,205.48699951171875
fin,f,2005,98.18599700927734
fin,mf,2006,314.56201171875
fin,m,2006,214.95700073242188
fin,f,2006,99.6050033569336
fin,mf,2007,313.4670104980469
fin,m,2007,214.3719940185547
fin,f,2007,99.09700012207031
fin,mf,2008,324.0660095214844
fin,m,2008,219.83200073242188
fin,f,2008,104.23500061035156
fin,mf,2009,334.5480041503906
fin,m,2009,225.84300231933594
fin,f,2009,108.70600128173828
fin,mf,2010,327.9070129394531
fin,m,2010,221.20899963378906
fin,f,2010,106.6969985961914
fin,mf,2011,330.6759948730469
fin,m,2011,225.4759979248047
fin,f,2011,105.19999694824219
fin,mf,2012,337.1499938964844
fin,m,2012,230.13499450683594
fin,f,2012,107.01599884033203
fin,mf,2013,330.1409912109375
fin,m,2013,224.90699768066406
fin,f,2013,105.23500061035156
fin,mf,2014,342.6289978027344
fin,m,2014,231.25999450683594
fin,f,2014,111.37000274658203
fra,mf,1980,3489.0
fra,m,1980,2249.0
fra,f,1980,1239.0
fra,mf,1981,3431.0
fra,m,1981,2194.0
fra,f,1981,1237.0
fra,mf,1982,3366.0
fra,m,1982,2121.0
fra,f,1982,1244.0
fra,mf,1983,3652.759033203125
fra,m,1983,2291.2060546875
fra,f,1983,1361.552978515625
fra,mf,1984,3717.18408203125
fra,m,1984,2328.205078125
fra,f,1984,1388.97900390625
fra,mf,1985,3584.513916015625
fra,m,1985,2259.60693359375
fra,f,1985,1324.906982421875
fra,mf,1986,3574.5380859375
fra,m,1986,2270.799072265625
fra,f,1986,1303.739013671875
fra,mf,1987,3491.208984375
fra,m,1987,2243.3701171875
fra,f,1987,1247.8389892578125
fra,mf,1988,3475.89404296875
fra,m,1988,2247.4208984375
fra,f,1988,1228.4730224609375
fra,mf,1989,3361.580078125
fra,m,1989,2179.02392578125
fra,f,1989,1182.5560302734375
fra,mf,1990,3433.873046875
fra,m,1990,2254.490966796875
fra,f,1990,1179.383056640625
fra,mf,1991,3366.363037109375
fra,m,1991,2178.68505859375
fra,f,1991,1187.677978515625
fra,mf,1992,3309.468017578125
fra,m,1992,2146.695068359375
fra,f,1992,1162.77294921875
fra,mf,1993,3088.535888671875
fra,m,1993,2014.177978515625
fra,f,1993,1074.3580322265625
fra,mf,1994,3044.5048828125
fra,m,1994,1992.1729736328125
fra,f,1994,1052.33203125
fra,mf,1995,2990.18994140625
fra,m,1995,1944.4410400390625
fra,f,1995,1045.7490234375
fra,mf,1996,2909.759033203125
fra,m,1996,1926.9520263671875
fra,f,1996,982.8070068359375
fra,mf,1997,2844.06591796875
fra,m,1997,1888.5150146484375
fra,f,1997,955.551025390625
fra,mf,1998,2777.741943359375
fra,m,1998,1859.4300537109375
fra,f,1998,918.31201171875
fra,mf,1999,2741.797119140625
fra,m,1999,1839.5350341796875
fra,f,1999,902.2620239257812
fra,mf,2000,2638.821044921875
fra,m,2000,1778.3800048828125
fra,f,2000,860.4409790039062
fra,mf,2001,2580.73388671875
fra,m,2001,1737.60205078125
fra,f,2001,843.1320190429688
fra,mf,2002,2572.9169921875
fra,m,2002,1740.14697265625
fra,f,2002,832.77001953125
fra,mf,2003,2825.282958984375
fra,m,2003,1902.842041015625
fra,f,2003,922.4409790039062
fra,mf,2004,2706.785888671875
fra,m,2004,1828.0150146484375
fra,f,2004,878.77099609375
fra,mf,2005,2714.568115234375
fra,m,2005,1852.4029541015625
fra,f,2005,862.166015625
fra,mf,2006,2856.09912109375
fra,m,2006,1942.822998046875
fra,f,2006,913.2769775390625
fra,mf,2007,2810.19091796875
fra,m,2007,1921.865966796875
fra,f,2007,888.3270263671875
fra,mf,2008,2748.964111328125
fra,m,2008,1845.2490234375
fra,f,2008,903.7160034179688
fra,mf,2009,2820.384033203125
fra,m,2009,1926.72998046875
fra,f,2009,893.655029296875
fra,mf,2010,2961.0048828125
fra,m,2010,2033.56396484375
fra,f,2010,927.4409790039062
fra,mf,2011,3003.34912109375
fra,m,2011,2052.152099609375
fra,f,2011,951.197998046875
fra,mf,2012,2953.47802734375
fra,m,2012,2013.655029296875
fra,f,2012,939.822998046875
fra,mf,2013,2894.22802734375
fra,m,2013,1945.7049560546875
fra,f,2013,948.52197265625
fra,mf,2014,2950.841064453125
fra,m,2014,1949.9219970703125
fra,f,2014,1000.9199829101562
guf,mf,2001,4.300000190734863
guf,mf,2002,4.699999809265137
guf,mf,2003,4.5
guf,mf,2004,4.900000095367432
guf,mf,2005,4.900000095367432
guf,mf,2006,5.800000190734863
guf,mf,2007,6.699999809265137
guf,mf,2008,6.0
guf,mf,2009,6.5
guf,mf,2010,7.800000190734863
guf,mf,2011,7.699999809265137
guf,mf,2012,8.0
pyf,mf,1996,17.868000030517578
pyf,m,1996,12.534000396728516
pyf,f,1996,5.334000110626221
pyf,mf,2002,17.013999938964844
pyf,m,2002,11.359000205993652
pyf,f,2002,5.65500020980835
pyf,mf,2007,15.163000106811523
pyf,m,2007,10.385000228881836
pyf,f,2007,4.7779998779296875
gab,mf,1993,151.90499877929688
gab,m,1993,63.70600128173828
gab,f,1993,88.1989974975586
gab,mf,2005,191.66000366210938
gab,m,2005,95.68599700927734
gab,f,2005,95.9739990234375
gab,mf,2010,133.11900329589844
gab,m,2010,73.51499938964844
gab,f,2010,59.60300064086914
gmb,mf,2012,388.7229919433594
gmb,m,2012,191.4739990234375
gmb,f,2012,197.2480010986328
geo,mf,1998,969.4000244140625
geo,m,1998,504.29998779296875
geo,f,1998,465.0
geo,mf,1999,982.7999877929688
geo,m,1999,496.20001220703125
geo,f,1999,486.6000061035156
geo,mf,2000,1140.4000244140625
geo,m,2000,583.7000122070312
geo,f,2000,556.7000122070312
geo,mf,2001,1208.0
geo,m,2001,622.0
geo,f,2001,586.0
geo,mf,2002,1184.300048828125
geo,m,2002,618.0999755859375
geo,f,2002,566.0999755859375
geo,mf,2003,1194.699951171875
geo,m,2003,633.0999755859375
geo,f,2003,561.7999877929688
geo,mf,2004,1180.0999755859375
geo,m,2004,620.4000244140625
geo,f,2004,559.9000244140625
geo,mf,2005,1139.300048828125
geo,m,2005,598.5999755859375
geo,f,2005,540.7999877929688
geo,mf,2006,1141.5999755859375
geo,mf,2007,1078.800048828125
geo,mf,2008,1028.4000244140625
geo,m,2008,541.5
geo,f,2008,487.0
geo,mf,2009,1059.0
geo,m,2009,559.0
geo,f,2009,499.8999938964844
geo,mf,2010,1007.0999755859375
geo,m,2010,531.5999755859375
geo,f,2010,475.6000061035156
geo,mf,2011,1025.4329833984375
geo,m,2011,532.2410278320312
geo,f,2011,493.1929931640625
geo,mf,2012,1054.0030517578125
geo,m,2012,544.3300170898438
geo,f,2012,509.6730041503906
geo,mf,2013,1043.800048828125
geo,m,2013,549.2999877929688
geo,f,2013,494.5
deu,mf,1983,3273.199951171875
deu,m,1983,1957.4000244140625
deu,f,1983,1315.800048828125
deu,mf,1984,3323.800048828125
deu,m,1984,2005.4000244140625
deu,f,1984,1318.4000244140625
deu,mf,1985,3154.25
deu,m,1985,1977.5
deu,f,1985,1176.75
deu,mf,1986,3161.5
deu,m,1986,1991.75
deu,f,1986,1169.75
deu,mf,1987,3095.5
deu,m,1987,1955.75
deu,f,1987,1139.75
deu,mf,1988,3100.0
deu,m,1988,1954.25
deu,f,1988,1145.75
deu,mf,1989,3069.5
deu,m,1989,1976.0
deu,f,1989,1093.5
deu,mf,1990,3186.77392578125
deu,m,1990,2050.574951171875
deu,f,1990,1136.198974609375
deu,mf,1991,3578.699951171875
deu,m,1991,2345.493896484375
deu,f,1991,1233.20703125
deu,mf,1992,3665.26904296875
deu,m,1992,2432.465087890625
deu,f,1992,1232.803955078125
deu,mf,1993,3731.2041015625
deu,m,1993,2475.80810546875
deu,f,1993,1255.39599609375
deu,mf,1994,3810.89697265625
deu,m,1994,2551.7939453125
deu,f,1994,1259.10400390625
deu,mf,1995,3836.4609375
deu,m,1995,2552.166015625
deu,f,1995,1284.2950439453125
deu,mf,1996,3790.9580078125
deu,m,1996,2573.77001953125
deu,f,1996,1217.18896484375
deu,mf,1997,3851.5419921875
deu,m,1997,2621.805908203125
deu,f,1997,1229.7349853515625
deu,mf,1998,3901.700927734375
deu,m,1998,2652.02197265625
deu,f,1998,1249.6800537109375
deu,mf,1999,3896.701904296875
deu,m,1999,2673.705078125
deu,f,1999,1222.9969482421875
deu,mf,2000,3949.797119140625
deu,m,2000,2704.708984375
deu,f,2000,1245.0889892578125
deu,mf,2001,4066.7529296875
deu,m,2001,2690.29296875
deu,f,2001,1376.4599609375
deu,mf,2002,4023.1689453125
deu,m,2002,2682.56201171875
deu,f,2002,1340.60498046875
deu,mf,2003,4083.916015625
deu,m,2003,2752.2939453125
deu,f,2003,1331.623046875
deu,mf,2004,4280.4267578125
deu,m,2004,2875.06591796875
deu,f,2004,1405.362060546875
deu,mf,2005,4495.96484375
deu,m,2005,2950.80908203125
deu,f,2005,1545.157958984375
deu,mf,2006,4512.2919921875
deu,m,2006,2955.68603515625
deu,f,2006,1556.60498046875
deu,mf,2007,4555.66796875
deu,m,2007,2962.8349609375
deu,f,2007,1592.833984375
deu,mf,2008,4491.9658203125
deu,m,2008,2942.9150390625
deu,f,2008,1549.052001953125
deu,mf,2009,4459.076171875
deu,m,2009,2967.720947265625
deu,f,2009,1491.35595703125
deu,mf,2010,4478.125
deu,m,2010,2977.443115234375
deu,f,2010,1500.6829833984375
deu,mf,2011,4524.81982421875
deu,m,2011,2996.031982421875
deu,f,2011,1528.7879638671875
deu,mf,2012,4528.01220703125
deu,m,2012,3015.37109375
deu,f,2012,1512.6409912109375
deu,mf,2013,4425.94091796875
deu,m,2013,2934.237060546875
deu,f,2013,1491.7039794921875
deu,mf,2014,4369.27587890625
deu,m,2014,2885.27587890625
deu,f,2014,1484.0
gha,mf,2010,8557.7802734375
gha,m,2010,3798.492919921875
gha,f,2010,4759.287109375
grc,mf,1981,1823.8470458984375
grc,m,1981,1205.4739990234375
grc,f,1981,618.3729858398438
grc,mf,1982,1772.4000244140625
grc,m,1982,1200.5999755859375
grc,f,1982,571.7999877929688
grc,mf,1983,1818.2919921875
grc,m,1983,1181.51904296875
grc,f,1983,636.7730102539062
grc,mf,1984,1803.6080322265625
grc,m,1984,1160.0679931640625
grc,f,1984,643.5419921875
grc,mf,1985,1812.22998046875
grc,m,1985,1156.9599609375
grc,f,1985,655.27001953125
grc,mf,1986,1821.4620361328125
grc,m,1986,1165.5389404296875
grc,f,1986,655.9219970703125
grc,mf,1987,1798.824951171875
grc,m,1987,1142.4549560546875
grc,f,1987,656.3709716796875
grc,mf,1988,1808.843017578125
grc,m,1988,1155.114990234375
grc,f,1988,653.72802734375
grc,mf,1989,1778.3680419921875
grc,m,1989,1138.5899658203125
grc,f,1989,639.7769775390625
grc,mf,1990,1768.8489990234375
grc,m,1990,1140.824951171875
grc,f,1990,628.0239868164062
grc,mf,1991,1699.16796875
grc,m,1991,1144.14794921875
grc,f,1991,555.0189819335938
grc,mf,1992,1744.0970458984375
grc,m,1992,1156.635986328125
grc,f,1992,587.4600219726562
grc,mf,1993,1735.760986328125
grc,m,1993,1152.6500244140625
grc,f,1993,583.1110229492188
grc,mf,1994,1769.4630126953125
grc,m,1994,1165.4649658203125
grc,f,1994,603.9990234375
grc,mf,1995,1761.719970703125
grc,m,1995,1161.458984375
grc,f,1995,600.2620239257812
grc,mf,1996,1768.5159912109375
grc,m,1996,1156.4100341796875
grc,f,1996,612.10498046875
grc,mf,1997,1741.9630126953125
grc,m,1997,1142.4169921875
grc,f,1997,599.5469970703125
grc,mf,1998,1752.83203125
grc,m,1998,1148.14501953125
grc,f,1998,604.68701171875
grc,mf,1999,1702.9820556640625
grc,m,1999,1118.947998046875
grc,f,1999,584.0339965820312
grc,mf,2000,1719.177978515625
grc,m,2000,1127.0030517578125
grc,f,2000,592.176025390625
grc,mf,2001,1672.9820556640625
grc,m,2001,1114.0679931640625
grc,f,2001,558.9149780273438
grc,mf,2002,1667.1510009765625
grc,m,2002,1101.6240234375
grc,f,2002,565.5269775390625
grc,mf,2003,1685.60498046875
grc,m,2003,1104.697021484375
grc,f,2003,580.9080200195312
grc,mf,2004,1597.9639892578125
grc,m,2004,1063.7750244140625
grc,f,2004,534.18798828125
grc,mf,2005,1599.738037109375
grc,m,2005,1056.5279541015625
grc,f,2005,543.2100219726562
grc,mf,2006,1631.6429443359375
grc,m,2006,1073.56298828125
grc,f,2006,558.0800170898438
grc,mf,2007,1612.8609619140625
grc,m,2007,1065.072998046875
grc,f,2007,547.7880249023438
grc,mf,2008,1614.300048828125
grc,m,2008,1054.448974609375
grc,f,2008,559.8499755859375
grc,mf,2009,1607.0350341796875
grc,m,2009,1046.93798828125
grc,f,2009,560.0969848632812
grc,mf,2010,1562.85595703125
grc,m,2010,1007.5789794921875
grc,f,2010,555.2789916992188
grc,mf,2011,1467.9329833984375
grc,m,2011,945.0780029296875
grc,f,2011,522.85400390625
grc,mf,2012,1353.9739990234375
grc,m,2012,874.5419921875
grc,f,2012,479.4339904785156
grc,mf,2013,1299.51904296875
grc,m,2013,837.5130004882812
grc,f,2013,462.0060119628906
grc,mf,2014,1271.8919677734375
grc,m,2014,821.5159912109375
grc,f,2014,450.3760070800781
grd,mf,1991,4.25
grd,m,1991,2.690000057220459
grd,f,1991,1.559999942779541
grd,mf,1996,9.479999542236328
grd,m,1996,5.599999904632568
grd,f,1996,3.869999885559082
grd,mf,1998,8.342000007629395
grd,m,1998,5.0929999351501465
grd,f,1998,3.249000072479248
glp,mf,2001,19.600000381469727
glp,mf,2002,22.0
glp,mf,2003,19.0
glp,mf,2004,19.600000381469727
glp,mf,2005,21.100000381469727
glp,mf,2006,21.600000381469727
glp,mf,2007,25.299999237060547
glp,mf,2008,23.399999618530273
glp,mf,2009,23.299999237060547
glp,mf,2010,22.399999618530273
glp,mf,2011,24.0
glp,mf,2012,24.5
gum,mf,1980,1.0460000038146973
gum,mf,1990,3.119999885559082
gum,mf,2000,3.690000057220459
gum,mf,2002,1.0679999589920044
gtm,mf,1994,1217.5
gtm,m,1994,1067.8699951171875
gtm,f,1994,149.42999267578125
gtm,mf,1998,1856.2099609375
gtm,m,1998,1048.52001953125
gtm,f,1998,807.6799926757812
gtm,mf,2000,2041.52197265625
gtm,m,2000,1189.9510498046875
gtm,f,2000,851.5709838867188
gtm,mf,2002,2895.8720703125
gtm,m,2002,1790.637939453125
gtm,f,2002,1105.2340087890625
gtm,mf,2003,2708.93310546875
gtm,m,2003,1569.2950439453125
gtm,f,2003,1139.637939453125
gtm,mf,2004,2625.06494140625
gtm,m,2004,1600.1729736328125
gtm,f,2004,1024.8909912109375
gtm,mf,2010,1803.5550537109375
gtm,m,2010,1050.322998046875
gtm,f,2010,753.2319946289062
gtm,mf,2011,2296.943115234375
gtm,m,2011,1481.31298828125
gtm,f,2011,815.6279907226562
gtm,mf,2012,2861.033935546875
gtm,m,2012,1558.5419921875
gtm,f,2012,1302.491943359375
gtm,mf,2013,2035.68603515625
gtm,m,2013,1228.4329833984375
gtm,f,2013,807.2529907226562
gin,mf,2009,4377.60888671875
gin,m,2009,2153.511962890625
gin,f,2009,2224.096923828125
gin,mf,2010,4520.86376953125
gin,m,2010,2212.110107421875
gin,f,2010,2308.75390625
gin,mf,2011,4363.39697265625
gin,m,2011,2148.875
gin,f,2011,2214.52099609375
