country,sex,year,contributing_family_workers_d
ecu,f,2013,15.5
egy,mf,1993,14.199999809265137
egy,m,1993,9.600000381469727
egy,f,1993,32.79999923706055
egy,mf,1994,13.800000190734863
egy,m,1994,8.800000190734863
egy,f,1994,33.5
egy,mf,1995,13.199999809265137
egy,m,1995,9.300000190734863
egy,f,1995,29.799999237060547
egy,mf,1997,12.800000190734863
egy,m,1997,8.800000190734863
egy,f,1997,30.0
egy,mf,1998,12.100000381469727
egy,m,1998,9.600000381469727
egy,f,1998,23.299999237060547
egy,mf,1999,11.399999618530273
egy,m,1999,8.899999618530273
egy,f,1999,22.0
egy,mf,2000,11.5
egy,m,2000,8.199999809265137
egy,f,2000,26.0
egy,mf,2001,9.300000190734863
egy,m,2001,7.599999904632568
egy,f,2001,17.0
egy,mf,2002,10.399999618530273
egy,m,2002,8.399999618530273
egy,f,2002,19.5
egy,mf,2003,12.199999809265137
egy,m,2003,9.0
egy,f,2003,25.799999237060547
egy,mf,2004,14.0
egy,m,2004,9.399999618530273
egy,f,2004,32.20000076293945
egy,mf,2005,13.0
egy,m,2005,8.5
egy,f,2005,31.5
egy,mf,2006,13.100000381469727
egy,m,2006,8.600000381469727
egy,f,2006,32.599998474121094
egy,mf,2007,14.100000381469727
egy,m,2007,8.699999809265137
egy,f,2007,33.900001525878906
egy,mf,2009,13.199999809265137
egy,m,2009,8.199999809265137
egy,f,2009,33.20000076293945
egy,mf,2010,10.899999618530273
egy,m,2010,6.400000095367432
egy,f,2010,29.299999237060547
egy,mf,2011,10.899999618530273
egy,m,2011,6.199999809265137
egy,f,2011,30.100000381469727
egy,mf,2012,9.800000190734863
egy,m,2012,5.400000095367432
egy,f,2012,27.5
egy,mf,2013,11.5
egy,m,2013,5.5
egy,f,2013,34.900001525878906
slv,mf,1993,7.900000095367432
slv,m,1993,7.400000095367432
slv,f,1993,8.600000381469727
slv,mf,1994,8.0
slv,m,1994,7.900000095367432
slv,f,1994,8.100000381469727
slv,mf,1995,8.699999809265137
slv,m,1995,8.899999618530273
slv,f,1995,8.300000190734863
slv,mf,1996,9.899999618530273
slv,m,1996,10.199999809265137
slv,f,1996,9.399999618530273
slv,mf,1997,8.100000381469727
slv,m,1997,8.699999809265137
slv,f,1997,7.0
slv,mf,1998,10.5
slv,m,1998,10.5
slv,f,1998,10.600000381469727
slv,mf,1999,8.399999618530273
slv,m,1999,8.300000190734863
slv,f,1999,8.600000381469727
slv,mf,2000,7.900000095367432
slv,m,2000,8.300000190734863
slv,f,2000,7.400000095367432
slv,mf,2001,10.800000190734863
slv,m,2001,11.0
slv,f,2001,10.600000381469727
slv,mf,2002,9.100000381469727
slv,m,2002,9.5
slv,f,2002,8.600000381469727
slv,mf,2003,8.699999809265137
slv,m,2003,8.399999618530273
slv,f,2003,9.0
slv,mf,2004,7.699999809265137
slv,m,2004,7.699999809265137
slv,f,2004,7.699999809265137
slv,mf,2005,9.800000190734863
slv,m,2005,9.5
slv,f,2005,10.300000190734863
slv,mf,2006,9.300000190734863
slv,m,2006,8.800000190734863
slv,f,2006,9.899999618530273
slv,mf,2007,6.699999809265137
slv,m,2007,5.5
slv,f,2007,8.199999809265137
slv,mf,2008,6.699999809265137
slv,m,2008,6.199999809265137
slv,f,2008,7.5
slv,mf,2009,11.0
slv,m,2009,11.399999618530273
slv,f,2009,10.100000381469727
slv,mf,2010,7.0
slv,m,2010,6.5
slv,f,2010,7.599999904632568
slv,mf,2011,7.5
slv,m,2011,7.0
slv,f,2011,8.100000381469727
slv,mf,2012,7.699999809265137
slv,m,2012,7.599999904632568
slv,f,2012,8.0
slv,mf,2013,7.699999809265137
slv,m,2013,7.099999904632568
slv,f,2013,8.5
gnq,mf,1983,39.5
gnq,m,1983,16.5
gnq,f,1983,76.5
est,mf,1989,1.2999999523162842
est,m,1989,0.6000000238418579
est,f,1989,1.899999976158142
est,mf,1990,1.600000023841858
est,m,1990,0.8999999761581421
est,f,1990,2.299999952316284
est,mf,1991,1.7000000476837158
est,m,1991,1.100000023841858
est,f,1991,2.4000000953674316
est,mf,1992,2.0999999046325684
est,m,1992,1.5
est,f,1992,2.799999952316284
est,mf,1993,2.799999952316284
est,m,1993,2.299999952316284
est,f,1993,3.4000000953674316
est,mf,1994,2.799999952316284
est,m,1994,2.4000000953674316
est,f,1994,3.200000047683716
est,mf,1995,1.399999976158142
est,m,1995,0.8999999761581421
est,f,1995,1.899999976158142
est,mf,1996,1.5
est,m,1996,1.0
est,f,1996,2.0
est,mf,1997,1.5
est,m,1997,1.2000000476837158
est,f,1997,1.899999976158142
est,mf,1998,0.8999999761581421
est,m,1998,0.6000000238418579
est,f,1998,1.100000023841858
est,mf,1999,0.800000011920929
est,m,1999,0.6000000238418579
est,f,1999,1.0
est,mf,2000,0.4000000059604645
est,m,2000,0.4000000059604645
est,f,2000,0.4000000059604645
est,mf,2001,0.5
est,m,2001,0.699999988079071
est,f,2001,0.30000001192092896
est,mf,2002,0.4000000059604645
est,m,2002,0.6000000238418579
est,f,2002,0.20000000298023224
est,mf,2003,0.20000000298023224
est,m,2003,0.20000000298023224
est,f,2003,0.10000000149011612
est,mf,2004,0.4000000059604645
est,m,2004,0.699999988079071
est,f,2004,0.20000000298023224
est,mf,2005,0.20000000298023224
est,m,2005,0.20000000298023224
est,f,2005,0.20000000298023224
est,mf,2006,0.20000000298023224
est,m,2006,0.20000000298023224
est,f,2006,0.20000000298023224
est,mf,2007,0.20000000298023224
est,m,2007,0.10000000149011612
est,f,2007,0.30000001192092896
est,mf,2008,0.10000000149011612
est,m,2008,0.10000000149011612
est,f,2008,0.20000000298023224
est,mf,2009,0.20000000298023224
est,m,2009,0.20000000298023224
est,f,2009,0.20000000298023224
est,mf,2010,0.20000000298023224
est,m,2010,0.20000000298023224
est,f,2010,0.10000000149011612
est,mf,2011,0.30000001192092896
est,m,2011,0.30000001192092896
est,f,2011,0.20000000298023224
est,mf,2012,0.30000001192092896
est,m,2012,0.30000001192092896
est,f,2012,0.30000001192092896
est,mf,2013,0.30000001192092896
est,m,2013,0.30000001192092896
est,f,2013,0.30000001192092896
est,mf,2014,0.20000000298023224
est,m,2014,0.20000000298023224
est,f,2014,0.20000000298023224
eth,mf,1981,49.900001525878906
eth,m,1981,32.400001525878906
eth,f,1981,84.19999694824219
eth,mf,1987,41.5
eth,m,1987,20.5
eth,f,1987,72.5999984741211
eth,mf,1994,51.099998474121094
eth,m,1994,37.099998474121094
eth,f,1994,69.5999984741211
eth,mf,1999,47.0
eth,m,1999,34.29999923706055
eth,f,1999,63.599998474121094
eth,mf,2005,50.29999923706055
eth,m,2005,34.599998474121094
eth,f,2005,68.5
eth,mf,2006,10.0
eth,m,2006,7.800000190734863
eth,f,2006,12.699999809265137
eth,mf,2009,7.599999904632568
eth,m,2009,5.900000095367432
eth,f,2009,9.899999618530273
eth,mf,2010,8.600000381469727
eth,m,2010,6.5
eth,f,2010,11.399999618530273
eth,mf,2011,8.399999618530273
eth,m,2011,6.0
eth,f,2011,11.600000381469727
eth,mf,2012,8.600000381469727
eth,m,2012,6.5
eth,f,2012,11.399999618530273
eth,mf,2013,48.70000076293945
eth,m,2013,35.29999923706055
eth,f,2013,64.4000015258789
fji,mf,2002,15.100000381469727
fji,m,2002,9.800000190734863
fji,f,2002,26.899999618530273
fji,mf,2004,13.699999809265137
fji,m,2004,11.300000190734863
fji,f,2004,19.200000762939453
fji,mf,2005,14.600000381469727
fji,m,2005,12.300000190734863
fji,f,2005,19.899999618530273
fji,mf,2007,16.299999237060547
fji,m,2007,11.199999809265137
fji,f,2007,27.100000381469727
fji,mf,2008,15.5
fji,m,2008,10.5
fji,f,2008,26.200000762939453
fin,mf,1980,3.799999952316284
fin,m,1980,2.700000047683716
fin,f,1980,5.0
fin,mf,1981,3.799999952316284
fin,m,1981,2.5999999046325684
fin,f,1981,5.099999904632568
fin,mf,1982,3.700000047683716
fin,m,1982,2.4000000953674316
fin,f,1982,5.099999904632568
fin,mf,1983,1.899999976158142
fin,m,1983,1.7999999523162842
fin,f,1983,2.0
fin,mf,1984,1.600000023841858
fin,m,1984,1.7000000476837158
fin,f,1984,1.600000023841858
fin,mf,1985,1.5
fin,m,1985,1.399999976158142
fin,f,1985,1.5
fin,mf,1986,1.399999976158142
fin,m,1986,1.5
fin,f,1986,1.2000000476837158
fin,mf,1987,1.2000000476837158
fin,m,1987,1.399999976158142
fin,f,1987,0.8999999761581421
fin,mf,1988,1.0
fin,m,1988,1.2000000476837158
fin,f,1988,0.800000011920929
fin,mf,1989,1.5
fin,m,1989,1.7999999523162842
fin,f,1989,1.2000000476837158
fin,mf,1990,1.399999976158142
fin,m,1990,1.7000000476837158
fin,f,1990,1.100000023841858
fin,mf,1991,1.2999999523162842
fin,m,1991,1.600000023841858
fin,f,1991,1.0
fin,mf,1992,1.2999999523162842
fin,m,1992,1.600000023841858
fin,f,1992,0.8999999761581421
fin,mf,1993,1.2999999523162842
fin,m,1993,1.600000023841858
fin,f,1993,1.0
fin,mf,1994,1.2999999523162842
fin,m,1994,1.600000023841858
fin,f,1994,0.800000011920929
fin,mf,1995,1.5
fin,m,1995,1.7000000476837158
fin,f,1995,1.2999999523162842
fin,mf,1996,1.5
fin,m,1996,1.600000023841858
fin,f,1996,1.399999976158142
fin,mf,1997,1.0
fin,m,1997,1.2000000476837158
fin,f,1997,0.800000011920929
fin,mf,1998,0.6000000238418579
fin,m,1998,0.6000000238418579
fin,f,1998,0.5
fin,mf,1999,0.800000011920929
fin,m,1999,0.8999999761581421
fin,f,1999,0.800000011920929
fin,mf,2000,0.699999988079071
fin,m,2000,0.699999988079071
fin,f,2000,0.6000000238418579
fin,mf,2001,0.6000000238418579
fin,m,2001,0.699999988079071
fin,f,2001,0.6000000238418579
fin,mf,2002,0.5
fin,m,2002,0.5
fin,f,2002,0.5
fin,mf,2003,0.4000000059604645
fin,m,2003,0.4000000059604645
fin,f,2003,0.4000000059604645
fin,mf,2004,0.4000000059604645
fin,m,2004,0.5
fin,f,2004,0.30000001192092896
fin,mf,2005,0.5
fin,m,2005,0.6000000238418579
fin,f,2005,0.4000000059604645
fin,mf,2006,0.5
fin,m,2006,0.6000000238418579
fin,f,2006,0.5
fin,mf,2007,0.6000000238418579
fin,m,2007,0.699999988079071
fin,f,2007,0.5
fin,mf,2008,0.5
fin,m,2008,0.6000000238418579
fin,f,2008,0.4000000059604645
fin,mf,2009,0.5
fin,m,2009,0.699999988079071
fin,f,2009,0.4000000059604645
fin,mf,2010,0.6000000238418579
fin,m,2010,0.6000000238418579
fin,f,2010,0.5
fin,mf,2011,0.5
fin,m,2011,0.6000000238418579
fin,f,2011,0.4000000059604645
fin,mf,2012,0.5
fin,m,2012,0.6000000238418579
fin,f,2012,0.4000000059604645
fin,mf,2013,0.5
fin,m,2013,0.6000000238418579
fin,f,2013,0.30000001192092896
fin,mf,2014,0.5
fin,m,2014,0.6000000238418579
fin,f,2014,0.4000000059604645
fra,mf,1980,0.0
fra,m,1980,0.0
fra,f,1980,0.0
fra,mf,1981,0.0
fra,m,1981,0.0
fra,f,1981,0.0
fra,mf,1982,0.0
fra,m,1982,0.0
fra,f,1982,0.0
fra,mf,1983,4.300000190734863
fra,m,1983,1.0
fra,f,1983,9.0
fra,mf,1984,4.400000095367432
fra,m,1984,1.100000023841858
fra,f,1984,9.100000381469727
fra,mf,1985,4.199999809265137
fra,m,1985,1.100000023841858
fra,f,1985,8.5
fra,mf,1986,3.9000000953674316
fra,m,1986,1.100000023841858
fra,f,1986,7.900000095367432
fra,mf,1987,3.700000047683716
fra,m,1987,1.100000023841858
fra,f,1987,7.099999904632568
fra,mf,1988,3.299999952316284
fra,m,1988,1.0
fra,f,1988,6.599999904632568
fra,mf,1989,3.0
fra,m,1989,0.8999999761581421
fra,f,1989,5.800000190734863
fra,mf,1990,2.799999952316284
fra,m,1990,0.8999999761581421
fra,f,1990,5.5
fra,mf,1991,2.700000047683716
fra,m,1991,0.8999999761581421
fra,f,1991,5.0
fra,mf,1992,2.5
fra,m,1992,0.699999988079071
fra,f,1992,4.900000095367432
fra,mf,1993,2.299999952316284
fra,m,1993,0.699999988079071
fra,f,1993,4.400000095367432
fra,mf,1994,2.299999952316284
fra,m,1994,0.800000011920929
fra,f,1994,4.199999809265137
fra,mf,1995,2.0
fra,m,1995,0.699999988079071
fra,f,1995,3.799999952316284
fra,mf,1996,1.899999976158142
fra,m,1996,0.6000000238418579
fra,f,1996,3.4000000953674316
fra,mf,1997,1.7000000476837158
fra,m,1997,0.6000000238418579
fra,f,1997,3.200000047683716
fra,mf,1998,1.600000023841858
fra,m,1998,0.5
fra,f,1998,2.9000000953674316
fra,mf,1999,1.5
fra,m,1999,0.5
fra,f,1999,2.799999952316284
fra,mf,2000,1.2999999523162842
fra,m,2000,0.4000000059604645
fra,f,2000,2.299999952316284
fra,mf,2001,1.100000023841858
fra,m,2001,0.4000000059604645
fra,f,2001,2.0
fra,mf,2002,1.100000023841858
fra,m,2002,0.4000000059604645
fra,f,2002,2.0
fra,mf,2003,1.2000000476837158
fra,m,2003,0.5
fra,f,2003,2.0
fra,mf,2004,1.100000023841858
fra,m,2004,0.5
fra,f,2004,1.7999999523162842
fra,mf,2005,1.0
fra,m,2005,0.5
fra,f,2005,1.5
fra,mf,2006,0.8999999761581421
fra,m,2006,0.5
fra,f,2006,1.5
fra,mf,2007,0.699999988079071
fra,m,2007,0.30000001192092896
fra,f,2007,1.0
fra,mf,2008,0.6000000238418579
fra,m,2008,0.30000001192092896
fra,f,2008,1.0
fra,mf,2009,0.6000000238418579
fra,m,2009,0.30000001192092896
fra,f,2009,1.0
fra,mf,2010,0.6000000238418579
fra,m,2010,0.30000001192092896
fra,f,2010,0.8999999761581421
fra,mf,2011,0.5
fra,m,2011,0.20000000298023224
fra,f,2011,0.800000011920929
fra,mf,2012,0.5
fra,m,2012,0.30000001192092896
fra,f,2012,0.699999988079071
fra,mf,2013,0.4000000059604645
fra,m,2013,0.20000000298023224
fra,f,2013,0.699999988079071
fra,mf,2014,0.4000000059604645
fra,m,2014,0.20000000298023224
fra,f,2014,0.699999988079071
pyf,mf,1996,2.9000000953674316
pyf,m,1996,2.5999999046325684
pyf,f,1996,3.5
pyf,mf,2002,2.5
pyf,m,2002,2.0999999046325684
pyf,f,2002,3.0
pyf,mf,2007,0.4000000059604645
pyf,m,2007,0.4000000059604645
pyf,f,2007,0.4000000059604645
gab,mf,1993,3.5
gab,m,1993,2.0
gab,f,1993,5.300000190734863
gab,mf,2005,4.099999904632568
gab,m,2005,2.299999952316284
gab,f,2005,6.699999809265137
gab,mf,2010,1.2000000476837158
gab,m,2010,0.800000011920929
gab,f,2010,1.899999976158142
gmb,mf,2012,0.30000001192092896
gmb,m,2012,0.4000000059604645
gmb,f,2012,0.20000000298023224
geo,mf,1998,31.399999618530273
geo,m,1998,23.200000762939453
geo,f,1998,40.20000076293945
geo,mf,1999,30.600000381469727
geo,m,1999,21.5
geo,f,1999,40.20000076293945
geo,mf,2000,29.5
geo,m,2000,22.700000762939453
geo,f,2000,36.70000076293945
geo,mf,2001,31.399999618530273
geo,m,2001,23.200000762939453
geo,f,2001,40.20000076293945
geo,mf,2002,28.299999237060547
geo,m,2002,20.100000381469727
geo,f,2002,37.099998474121094
geo,mf,2003,28.799999237060547
geo,m,2003,19.899999618530273
geo,f,2003,38.79999923706055
geo,mf,2004,27.899999618530273
geo,m,2004,18.799999237060547
geo,f,2004,37.599998474121094
geo,mf,2005,28.5
geo,m,2005,19.0
geo,f,2005,39.0
geo,mf,2006,28.700000762939453
geo,mf,2007,28.399999618530273
geo,mf,2008,28.100000381469727
geo,m,2008,19.600000381469727
geo,f,2008,37.900001525878906
geo,mf,2009,26.700000762939453
geo,m,2009,18.399999618530273
geo,f,2009,36.0
geo,mf,2010,24.700000762939453
geo,m,2010,16.100000381469727
geo,f,2010,34.20000076293945
geo,mf,2013,24.200000762939453
geo,m,2013,14.100000381469727
geo,f,2013,35.400001525878906
deu,mf,1983,3.700000047683716
deu,m,1983,1.0
deu,f,1983,7.900000095367432
deu,mf,1984,3.4000000953674316
deu,m,1984,0.8999999761581421
deu,f,1984,7.5
deu,mf,1985,2.799999952316284
deu,m,1985,0.699999988079071
deu,f,1985,6.199999809265137
deu,mf,1986,2.799999952316284
deu,m,1986,0.699999988079071
deu,f,1986,6.099999904632568
deu,mf,1987,2.5
deu,m,1987,0.6000000238418579
deu,f,1987,5.5
deu,mf,1988,2.4000000953674316
deu,m,1988,0.6000000238418579
deu,f,1988,5.300000190734863
deu,mf,1989,2.0999999046325684
deu,m,1989,0.5
deu,f,1989,4.599999904632568
deu,mf,1990,2.0
deu,m,1990,0.5
deu,f,1990,4.300000190734863
deu,mf,1991,1.399999976158142
deu,m,1991,0.4000000059604645
deu,f,1991,2.9000000953674316
deu,mf,1992,1.399999976158142
deu,m,1992,0.4000000059604645
deu,f,1992,2.9000000953674316
deu,mf,1993,1.399999976158142
deu,m,1993,0.4000000059604645
deu,f,1993,2.799999952316284
deu,mf,1994,1.399999976158142
deu,m,1994,0.4000000059604645
deu,f,1994,2.5999999046325684
deu,mf,1995,1.399999976158142
deu,m,1995,0.4000000059604645
deu,f,1995,2.5999999046325684
deu,mf,1996,1.0
deu,m,1996,0.30000001192092896
deu,f,1996,1.899999976158142
deu,mf,1997,1.0
deu,m,1997,0.4000000059604645
deu,f,1997,1.7999999523162842
deu,mf,1998,1.0
deu,m,1998,0.4000000059604645
deu,f,1998,1.7999999523162842
deu,mf,1999,0.800000011920929
deu,m,1999,0.30000001192092896
deu,f,1999,1.5
deu,mf,2000,0.800000011920929
deu,m,2000,0.30000001192092896
deu,f,2000,1.399999976158142
deu,mf,2001,1.2000000476837158
deu,m,2001,0.4000000059604645
deu,f,2001,2.0999999046325684
deu,mf,2002,1.100000023841858
deu,m,2002,0.4000000059604645
deu,f,2002,1.899999976158142
deu,mf,2003,1.0
deu,m,2003,0.4000000059604645
deu,f,2003,1.7000000476837158
deu,mf,2004,1.100000023841858
deu,m,2004,0.5
deu,f,2004,1.899999976158142
deu,mf,2005,1.2000000476837158
deu,m,2005,0.5
deu,f,2005,1.899999976158142
deu,mf,2006,1.0
deu,m,2006,0.4000000059604645
deu,f,2006,1.7000000476837158
deu,mf,2007,1.0
deu,m,2007,0.4000000059604645
deu,f,2007,1.7999999523162842
deu,mf,2008,0.8999999761581421
deu,m,2008,0.4000000059604645
deu,f,2008,1.5
deu,mf,2009,0.6000000238418579
deu,m,2009,0.30000001192092896
deu,f,2009,1.0
deu,mf,2010,0.6000000238418579
deu,m,2010,0.30000001192092896
deu,f,2010,0.8999999761581421
deu,mf,2011,0.6000000238418579
deu,m,2011,0.30000001192092896
deu,f,2011,0.8999999761581421
deu,mf,2012,0.5
deu,m,2012,0.30000001192092896
deu,f,2012,0.800000011920929
deu,mf,2013,0.5
deu,m,2013,0.30000001192092896
deu,f,2013,0.699999988079071
deu,mf,2014,0.4000000059604645
deu,m,2014,0.20000000298023224
deu,f,2014,0.699999988079071
gha,mf,2006,20.399999618530273
gha,m,2006,11.699999809265137
gha,f,2006,28.5
gha,mf,2010,11.5
gha,m,2010,8.699999809265137
gha,f,2010,14.199999809265137
grc,mf,1981,13.800000190734863
grc,m,1981,3.5999999046325684
grc,f,1981,36.20000076293945
grc,mf,1982,11.800000190734863
grc,m,1982,3.700000047683716
grc,f,1982,29.799999237060547
grc,mf,1983,14.899999618530273
grc,m,1983,4.599999904632568
grc,f,1983,36.0
grc,mf,1984,15.0
grc,m,1984,4.800000190734863
grc,f,1984,35.70000076293945
grc,mf,1985,14.600000381469727
grc,m,1985,4.699999809265137
grc,f,1985,33.900001525878906
grc,mf,1986,15.300000190734863
grc,m,1986,4.800000190734863
grc,f,1986,35.70000076293945
grc,mf,1987,14.600000381469727
grc,m,1987,4.5
grc,f,1987,33.900001525878906
grc,mf,1988,14.300000190734863
grc,m,1988,4.699999809265137
grc,f,1988,32.099998474121094
grc,mf,1989,14.199999809265137
grc,m,1989,5.0
grc,f,1989,31.299999237060547
grc,mf,1990,12.800000190734863
grc,m,1990,4.800000190734863
grc,f,1990,27.700000762939453
grc,mf,1991,11.600000381469727
grc,m,1991,4.699999809265137
grc,f,1991,25.200000762939453
grc,mf,1992,12.0
grc,m,1992,4.599999904632568
grc,f,1992,26.0
grc,mf,1993,12.0
grc,m,1993,5.0
grc,f,1993,25.200000762939453
grc,mf,1994,12.300000190734863
grc,m,1994,5.0
grc,f,1994,25.600000381469727
grc,mf,1995,12.300000190734863
grc,m,1995,5.199999809265137
grc,f,1995,25.100000381469727
grc,mf,1996,12.0
grc,m,1996,5.0
grc,f,1996,24.200000762939453
grc,mf,1997,11.899999618530273
grc,m,1997,5.099999904632568
grc,f,1997,23.600000381469727
grc,mf,1998,11.300000190734863
grc,m,1998,5.5
grc,f,1998,21.299999237060547
grc,mf,1999,10.0
grc,m,1999,5.099999904632568
grc,f,1999,18.5
grc,mf,2000,9.600000381469727
grc,m,2000,5.099999904632568
grc,f,2000,17.200000762939453
grc,mf,2001,8.300000190734863
grc,m,2001,4.599999904632568
grc,f,2001,14.800000190734863
grc,mf,2002,7.800000190734863
grc,m,2002,4.199999809265137
grc,f,2002,13.899999618530273
grc,mf,2003,7.900000095367432
grc,m,2003,4.300000190734863
grc,f,2003,13.600000381469727
grc,mf,2004,6.300000190734863
grc,m,2004,3.200000047683716
grc,f,2004,11.300000190734863
grc,mf,2005,6.300000190734863
grc,m,2005,3.299999952316284
grc,f,2005,11.100000381469727
grc,mf,2006,6.5
grc,m,2006,3.799999952316284
grc,f,2006,10.800000190734863
grc,mf,2007,6.400000095367432
grc,m,2007,3.700000047683716
grc,f,2007,10.5
grc,mf,2008,5.900000095367432
grc,m,2008,3.4000000953674316
grc,f,2008,9.699999809265137
grc,mf,2009,5.800000190734863
grc,m,2009,3.299999952316284
grc,f,2009,9.600000381469727
grc,mf,2010,5.699999809265137
grc,m,2010,3.299999952316284
grc,f,2010,9.100000381469727
grc,mf,2011,5.5
grc,m,2011,3.4000000953674316
grc,f,2011,8.5
grc,mf,2012,5.0
grc,m,2012,3.0999999046325684
grc,f,2012,7.800000190734863
grc,mf,2013,4.900000095367432
grc,m,2013,2.9000000953674316
grc,f,2013,7.699999809265137
grc,mf,2014,4.699999809265137
grc,m,2014,3.0
grc,f,2014,7.099999904632568
grd,mf,1991,2.9000000953674316
grd,m,1991,1.399999976158142
grd,f,1991,5.5
grd,mf,1996,0.8999999761581421
grd,m,1996,1.100000023841858
grd,f,1996,0.6000000238418579
grd,mf,1998,1.100000023841858
grd,m,1998,0.699999988079071
grd,f,1998,1.7000000476837158
gum,mf,1980,0.10000000149011612
gum,mf,1990,0.10000000149011612
gum,mf,2000,0.30000001192092896
gum,mf,2002,0.20000000298023224
gtm,mf,1994,13.399999618530273
gtm,m,1994,14.399999618530273
gtm,f,1994,9.100000381469727
gtm,mf,1998,11.600000381469727
gtm,m,1998,10.600000381469727
gtm,f,1998,13.100000381469727
gtm,mf,2000,15.100000381469727
gtm,m,2000,15.100000381469727
gtm,f,2000,15.100000381469727
gtm,mf,2002,22.799999237060547
gtm,m,2002,21.299999237060547
gtm,f,2002,25.399999618530273
gtm,mf,2003,20.5
gtm,m,2003,17.100000381469727
gtm,f,2003,26.299999237060547
gtm,mf,2004,17.5
gtm,m,2004,15.5
gtm,f,2004,21.399999618530273
gtm,mf,2011,11.600000381469727
gtm,m,2011,11.100000381469727
gtm,f,2011,12.800000190734863
gtm,mf,2012,13.699999809265137
gtm,m,2012,11.300000190734863
gtm,f,2012,17.600000381469727
gin,mf,2009,36.900001525878906
gin,m,2009,26.799999237060547
gin,f,2009,47.79999923706055
gin,mf,2010,36.599998474121094
gin,m,2010,26.799999237060547
gin,f,2010,46.900001525878906
gin,mf,2011,36.900001525878906
gin,m,2011,26.799999237060547
gin,f,2011,47.79999923706055
gin,mf,2012,36.900001525878906
gin,m,2012,26.799999237060547
gin,f,2012,47.79999923706055
hti,mf,1990,11.899999618530273
hti,m,1990,12.300000190734863
hti,f,1990,11.199999809265137
hnd,mf,1990,9.800000190734863
hnd,m,1990,11.300000190734863
hnd,f,1990,6.300000190734863
hnd,mf,1991,9.899999618530273
hnd,m,1991,11.300000190734863
hnd,f,1991,6.599999904632568
hnd,mf,1992,8.800000190734863
hnd,m,1992,9.699999809265137
hnd,f,1992,7.0
hnd,mf,1994,8.600000381469727
hnd,m,1994,9.699999809265137
hnd,f,1994,6.099999904632568
hnd,mf,1995,9.0
hnd,m,1995,10.199999809265137
hnd,f,1995,6.5
hnd,mf,1996,12.800000190734863
hnd,m,1996,13.899999618530273
hnd,f,1996,10.5
hnd,mf,1997,11.899999618530273
hnd,m,1997,12.399999618530273
hnd,f,1997,10.800000190734863
hnd,mf,1998,11.399999618530273
hnd,m,1998,11.899999618530273
hnd,f,1998,10.699999809265137
hnd,mf,1999,13.0
hnd,m,1999,12.199999809265137
hnd,f,1999,14.300000190734863
hnd,mf,2001,12.300000190734863
hnd,m,2001,12.800000190734863
hnd,f,2001,11.300000190734863
hnd,mf,2002,12.300000190734863
hnd,m,2002,13.0
hnd,f,2002,11.0
hnd,mf,2003,11.699999809265137
hnd,m,2003,12.5
hnd,f,2003,10.100000381469727
hnd,mf,2004,12.199999809265137
hnd,m,2004,13.699999809265137
hnd,f,2004,9.100000381469727
hnd,mf,2005,10.899999618530273
hnd,m,2005,12.100000381469727
hnd,f,2005,8.300000190734863
hnd,mf,2006,11.399999618530273
hnd,m,2006,11.699999809265137
hnd,f,2006,10.899999618530273
hnd,mf,2007,11.699999809265137
hnd,m,2007,12.100000381469727
hnd,f,2007,11.100000381469727
hnd,mf,2008,10.899999618530273
hnd,m,2008,11.399999618530273
hnd,f,2008,9.800000190734863
hnd,mf,2009,12.399999618530273
hnd,m,2009,12.600000381469727
hnd,f,2009,11.899999618530273
hnd,mf,2010,12.800000190734863
hnd,m,2010,13.300000190734863
hnd,f,2010,11.899999618530273
hkg,mf,1993,0.8999999761581421
hkg,m,1993,0.20000000298023224
hkg,f,1993,2.0
hkg,mf,1994,0.800000011920929
hkg,m,1994,0.20000000298023224
hkg,f,1994,1.7000000476837158
hkg,mf,1995,0.6000000238418579
hkg,m,1995,0.10000000149011612
hkg,f,1995,1.5
hkg,mf,1996,0.6000000238418579
hkg,m,1996,0.10000000149011612
hkg,f,1996,1.399999976158142
hkg,mf,1997,0.6000000238418579
hkg,m,1997,0.10000000149011612
hkg,f,1997,1.399999976158142
hkg,mf,1998,0.6000000238418579
hkg,m,1998,0.10000000149011612
hkg,f,1998,1.2000000476837158
hkg,mf,1999,0.699999988079071
hkg,m,1999,0.10000000149011612
hkg,f,1999,1.5
hkg,mf,2000,0.6000000238418579
hkg,m,2000,0.10000000149011612
hkg,f,2000,1.2000000476837158
hkg,mf,2001,0.6000000238418579
hkg,m,2001,0.10000000149011612
hkg,f,2001,1.2000000476837158
hkg,mf,2002,0.699999988079071
hkg,m,2002,0.20000000298023224
hkg,f,2002,1.2999999523162842
hkg,mf,2003,0.699999988079071
hkg,m,2003,0.20000000298023224
hkg,f,2003,1.399999976158142
hkg,mf,2004,0.699999988079071
hkg,m,2004,0.20000000298023224
hkg,f,2004,1.399999976158142
hkg,mf,2005,0.699999988079071
hkg,m,2005,0.20000000298023224
hkg,f,2005,1.399999976158142
hkg,mf,2006,0.6000000238418579
hkg,m,2006,0.20000000298023224
hkg,f,2006,1.2000000476837158
hkg,mf,2007,0.6000000238418579
hkg,m,2007,0.10000000149011612
hkg,f,2007,1.100000023841858
hkg,mf,2008,0.5
hkg,m,2008,0.10000000149011612
hkg,f,2008,1.0
hkg,mf,2009,0.5
hkg,m,2009,0.20000000298023224
hkg,f,2009,0.800000011920929
