country,sex,year,not_classified_percentage
isl,m,2009,0.4000000059604645
isl,f,2009,0.800000011920929
isl,mf,2010,0.699999988079071
isl,m,2010,0.800000011920929
isl,f,2010,0.6000000238418579
isl,mf,2011,0.699999988079071
isl,m,2011,0.699999988079071
isl,f,2011,0.699999988079071
isl,mf,2012,1.7000000476837158
isl,m,2012,1.5
isl,f,2012,1.899999976158142
isl,mf,2013,0.699999988079071
isl,m,2013,0.800000011920929
isl,f,2013,0.6000000238418579
isl,mf,2014,0.6000000238418579
isl,m,2014,0.699999988079071
isl,f,2014,0.5
idn,mf,2013,10.0
idn,m,2013,12.0
idn,f,2013,6.699999809265137
irn,mf,1996,3.200000047683716
irn,m,1996,3.0
irn,f,1996,4.5
irn,mf,2007,0.5
irn,m,2007,0.4000000059604645
irn,f,2007,0.800000011920929
irn,mf,2009,0.0
irn,m,2009,0.0
irn,f,2009,0.0
irn,mf,2010,0.0
irn,m,2010,0.0
irn,f,2010,0.0
irl,mf,1984,0.0
irl,m,1984,0.0
irl,f,1984,0.0
irl,mf,1985,0.0
irl,m,1985,0.0
irl,f,1985,0.0
irl,mf,1986,0.0
irl,m,1986,0.0
irl,f,1986,0.0
irl,mf,1987,0.10000000149011612
irl,m,1987,0.10000000149011612
irl,f,1987,0.10000000149011612
irl,mf,1988,0.0
irl,m,1988,0.0
irl,f,1988,0.0
irl,mf,1989,0.0
irl,m,1989,0.0
irl,f,1989,0.0
irl,mf,1990,0.0
irl,m,1990,0.0
irl,f,1990,0.0
irl,mf,1991,0.0
irl,m,1991,0.0
irl,f,1991,0.0
irl,mf,1992,0.0
irl,m,1992,0.0
irl,f,1992,0.0
irl,mf,1993,0.0
irl,m,1993,0.0
irl,f,1993,0.0
irl,mf,1994,0.0
irl,m,1994,0.10000000149011612
irl,f,1994,0.0
irl,mf,1995,0.0
irl,m,1995,0.0
irl,f,1995,0.0
irl,mf,1996,0.0
irl,m,1996,0.0
irl,f,1996,0.0
irl,mf,1997,0.0
irl,m,1997,0.0
irl,f,1997,0.0
ita,mf,1988,0.0
ita,m,1988,0.0
ita,f,1988,0.0
jam,mf,1991,0.30000001192092896
jam,m,1991,0.30000001192092896
jam,f,1991,0.4000000059604645
jam,mf,1992,0.5
jam,m,1992,0.4000000059604645
jam,f,1992,0.5
jam,mf,1993,0.699999988079071
jam,m,1993,0.699999988079071
jam,f,1993,0.699999988079071
jam,mf,1994,0.5
jam,m,1994,0.6000000238418579
jam,f,1994,0.4000000059604645
jam,mf,1995,0.800000011920929
jam,m,1995,0.800000011920929
jam,f,1995,0.800000011920929
jam,mf,1996,0.699999988079071
jam,m,1996,0.699999988079071
jam,f,1996,0.699999988079071
jam,mf,1997,1.0
jam,m,1997,1.0
jam,f,1997,1.100000023841858
jam,mf,1998,0.5
jam,m,1998,0.6000000238418579
jam,f,1998,0.5
jam,mf,1999,0.5
jam,m,1999,0.4000000059604645
jam,f,1999,0.699999988079071
jam,mf,2000,0.5
jam,m,2000,0.4000000059604645
jam,f,2000,0.6000000238418579
jam,mf,2001,0.5
jam,m,2001,0.5
jam,f,2001,0.4000000059604645
jam,mf,2002,0.4000000059604645
jam,m,2002,0.4000000059604645
jam,f,2002,0.4000000059604645
jam,mf,2003,0.5
jam,m,2003,0.5
jam,f,2003,0.4000000059604645
jam,mf,2004,0.20000000298023224
jam,m,2004,0.30000001192092896
jam,f,2004,0.10000000149011612
jam,mf,2005,0.4000000059604645
jam,m,2005,0.4000000059604645
jam,f,2005,0.4000000059604645
jam,mf,2006,0.30000001192092896
jam,m,2006,0.10000000149011612
jam,f,2006,0.4000000059604645
jam,mf,2007,0.30000001192092896
jam,m,2007,0.20000000298023224
jam,f,2007,0.4000000059604645
jam,mf,2008,0.20000000298023224
jam,m,2008,0.10000000149011612
jam,f,2008,0.20000000298023224
jam,mf,2011,0.20000000298023224
jam,m,2011,0.20000000298023224
jam,f,2011,0.20000000298023224
jam,mf,2012,0.20000000298023224
jam,m,2012,0.10000000149011612
jam,f,2012,0.20000000298023224
jor,mf,2000,0.5
jor,m,2000,0.4000000059604645
jor,f,2000,1.2999999523162842
jor,mf,2001,0.4000000059604645
jor,m,2001,0.30000001192092896
jor,f,2001,0.6000000238418579
jor,mf,2002,0.4000000059604645
jor,m,2002,0.30000001192092896
jor,f,2002,0.699999988079071
jor,mf,2003,0.30000001192092896
jor,m,2003,0.20000000298023224
jor,f,2003,0.8999999761581421
jor,mf,2004,0.20000000298023224
jor,m,2004,0.20000000298023224
jor,f,2004,0.30000001192092896
jor,mf,2005,0.20000000298023224
jor,m,2005,0.10000000149011612
jor,f,2005,0.699999988079071
jor,mf,2006,0.20000000298023224
jor,m,2006,0.20000000298023224
jor,f,2006,0.4000000059604645
jor,mf,2007,0.20000000298023224
jor,m,2007,0.10000000149011612
jor,f,2007,0.30000001192092896
jor,mf,2008,0.20000000298023224
jor,m,2008,0.20000000298023224
jor,f,2008,0.4000000059604645
jor,mf,2009,0.10000000149011612
jor,m,2009,0.10000000149011612
jor,f,2009,0.30000001192092896
jor,mf,2010,0.20000000298023224
jor,m,2010,0.10000000149011612
jor,f,2010,0.4000000059604645
jor,mf,2011,0.10000000149011612
jor,m,2011,0.10000000149011612
jor,f,2011,0.30000001192092896
jor,mf,2012,0.10000000149011612
jor,m,2012,0.10000000149011612
jor,f,2012,0.20000000298023224
ken,mf,1999,3.200000047683716
ken,m,1999,3.5999999046325684
ken,f,1999,3.0
kir,mf,2000,0.0
kir,m,2000,0.0
kir,f,2000,0.10000000149011612
kir,mf,2005,0.10000000149011612
kir,m,2005,0.10000000149011612
kir,f,2005,0.10000000149011612
kir,mf,2010,2.0999999046325684
kir,m,2010,2.299999952316284
kir,f,2010,1.899999976158142
kgz,mf,2009,6.199999809265137
kgz,m,2009,4.300000190734863
kgz,f,2009,9.0
kgz,mf,2010,6.800000190734863
kgz,m,2010,4.900000095367432
kgz,f,2010,9.399999618530273
kgz,mf,2011,6.5
kgz,m,2011,4.800000190734863
kgz,f,2011,8.899999618530273
kgz,mf,2012,6.0
kgz,m,2012,4.300000190734863
kgz,f,2012,8.5
kgz,mf,2013,4.0
kgz,m,2013,2.700000047683716
kgz,f,2013,6.099999904632568
lva,mf,1998,0.20000000298023224
lva,m,1998,0.20000000298023224
lva,f,1998,0.20000000298023224
lva,mf,1999,0.30000001192092896
lva,m,1999,0.20000000298023224
lva,f,1999,0.4000000059604645
lva,mf,2000,0.20000000298023224
lva,m,2000,0.20000000298023224
lva,f,2000,0.10000000149011612
lva,mf,2001,0.20000000298023224
lva,m,2001,0.4000000059604645
lva,f,2001,0.10000000149011612
lva,mf,2006,0.0
lva,m,2006,0.0
lva,f,2006,0.0
lva,mf,2013,0.0
lva,m,2013,0.0
lva,f,2013,0.0
lva,mf,2014,0.0
lva,m,2014,0.0
lva,f,2014,0.0
lbn,mf,2004,1.0
lbn,m,2004,1.0
lbn,f,2004,1.2999999523162842
lbn,mf,2007,0.6000000238418579
lbn,m,2007,0.5
lbn,f,2007,0.800000011920929
lso,mf,1999,4.800000190734863
lso,m,1999,3.799999952316284
lso,f,1999,6.0
lso,mf,2008,0.8999999761581421
lso,m,2008,0.8999999761581421
lso,f,2008,0.8999999761581421
lbr,mf,2007,1.0
lbr,m,2007,1.2000000476837158
lbr,f,2007,0.6000000238418579
lbr,mf,2010,0.20000000298023224
lbr,m,2010,0.20000000298023224
lbr,f,2010,0.20000000298023224
lux,mf,1983,0.0
lux,m,1983,0.0
lux,f,1983,0.10000000149011612
lux,mf,1985,0.0
lux,m,1985,0.0
lux,f,1985,0.0
lux,mf,1986,0.0
lux,m,1986,0.0
lux,f,1986,0.10000000149011612
lux,mf,1987,0.0
lux,m,1987,0.0
lux,f,1987,0.0
lux,mf,1992,0.0
lux,m,1992,0.0
lux,f,1992,0.0
lux,mf,1998,0.10000000149011612
lux,m,1998,0.10000000149011612
lux,f,1998,0.10000000149011612
lux,mf,2010,0.20000000298023224
lux,m,2010,0.10000000149011612
lux,f,2010,0.20000000298023224
lux,mf,2011,0.10000000149011612
lux,m,2011,0.0
lux,f,2011,0.20000000298023224
lux,mf,2012,0.20000000298023224
lux,m,2012,0.10000000149011612
lux,f,2012,0.20000000298023224
lux,mf,2013,0.30000001192092896
lux,m,2013,0.30000001192092896
lux,f,2013,0.30000001192092896
lux,mf,2014,0.20000000298023224
lux,m,2014,0.20000000298023224
lux,f,2014,0.10000000149011612
mac,mf,2013,0.0
mac,m,2013,0.0
mac,f,2013,0.0
mdg,mf,1993,1.899999976158142
mdg,m,1993,1.7999999523162842
mdg,f,1993,2.0999999046325684
mdg,mf,2003,0.699999988079071
mdg,m,2003,0.800000011920929
mdg,f,2003,0.6000000238418579
mdg,mf,2005,0.10000000149011612
mdg,m,2005,0.10000000149011612
mdg,f,2005,0.10000000149011612
mdg,mf,2010,0.20000000298023224
mdg,m,2010,0.20000000298023224
mdg,f,2010,0.20000000298023224
mys,mf,1991,1.899999976158142
mys,m,1991,1.600000023841858
mys,f,1991,2.4000000953674316
mdv,mf,1990,4.400000095367432
mdv,m,1990,4.099999904632568
mdv,f,1990,5.400000095367432
mdv,mf,1995,4.699999809265137
mdv,m,1995,4.400000095367432
mdv,f,1995,5.300000190734863
mdv,mf,2000,15.5
mdv,m,2000,8.0
mdv,f,2000,30.399999618530273
mdv,mf,2006,6.5
mdv,m,2006,9.699999809265137
mdv,f,2006,0.8999999761581421
mdv,mf,2010,11.899999618530273
mdv,m,2010,16.899999618530273
mdv,f,2010,3.799999952316284
mli,mf,2006,1.2000000476837158
mli,m,2006,1.899999976158142
mli,f,2006,0.4000000059604645
mli,mf,2007,9.199999809265137
mli,m,2007,11.100000381469727
mli,f,2007,7.300000190734863
mlt,mf,2009,0.0
mlt,m,2009,0.0
mlt,f,2009,0.0
mhl,mf,1999,1.0
mhl,m,1999,0.0
mhl,f,1999,3.200000047683716
mtq,mf,2007,0.699999988079071
mtq,mf,2008,0.6000000238418579
mus,mf,1990,0.20000000298023224
mus,m,1990,0.20000000298023224
mus,f,1990,0.20000000298023224
mus,mf,1995,0.0
mus,m,1995,0.0
mus,f,1995,0.0
mus,mf,2000,0.20000000298023224
mus,m,2000,0.20000000298023224
mus,f,2000,0.30000001192092896
mus,mf,2004,0.20000000298023224
mus,m,2004,0.30000001192092896
mus,f,2004,0.10000000149011612
mus,mf,2005,0.30000001192092896
mus,m,2005,0.30000001192092896
mus,f,2005,0.20000000298023224
mus,mf,2006,0.30000001192092896
mus,m,2006,0.30000001192092896
mus,f,2006,0.20000000298023224
mus,mf,2007,0.6000000238418579
mus,m,2007,0.699999988079071
mus,f,2007,0.5
mus,mf,2008,0.4000000059604645
mus,m,2008,0.4000000059604645
mus,f,2008,0.30000001192092896
mng,mf,2000,0.4000000059604645
mng,m,2000,0.6000000238418579
mng,f,2000,0.20000000298023224
mng,mf,2003,0.10000000149011612
mng,m,2003,0.10000000149011612
mng,f,2003,0.20000000298023224
mng,mf,2007,0.0
mng,m,2007,0.0
mng,f,2007,0.0
mng,mf,2008,0.4000000059604645
mng,m,2008,0.5
mng,f,2008,0.4000000059604645
mng,mf,2009,0.20000000298023224
mng,m,2009,0.20000000298023224
mng,f,2009,0.20000000298023224
mng,mf,2010,0.20000000298023224
mng,m,2010,0.20000000298023224
mng,f,2010,0.20000000298023224
mng,mf,2011,0.5
mng,m,2011,0.6000000238418579
mng,f,2011,0.30000001192092896
mng,mf,2012,0.30000001192092896
mng,m,2012,0.20000000298023224
mng,f,2012,0.30000001192092896
msr,mf,1991,0.8999999761581421
msr,m,1991,1.100000023841858
msr,f,1991,0.5
mar,mf,1998,1.2999999523162842
mar,m,1998,0.8999999761581421
mar,f,1998,2.0999999046325684
mar,mf,1999,3.5
mar,m,1999,4.099999904632568
mar,f,1999,2.0999999046325684
mar,mf,2002,1.399999976158142
mar,m,2002,1.600000023841858
mar,f,2002,0.800000011920929
mar,mf,2003,1.100000023841858
mar,m,2003,1.2999999523162842
mar,f,2003,0.5
mar,mf,2004,0.10000000149011612
mar,m,2004,0.10000000149011612
mar,f,2004,0.10000000149011612
mar,mf,2005,0.10000000149011612
mar,m,2005,0.10000000149011612
mar,f,2005,0.10000000149011612
mar,mf,2006,0.10000000149011612
mar,m,2006,0.10000000149011612
mar,f,2006,0.20000000298023224
mar,mf,2007,0.10000000149011612
mar,m,2007,0.10000000149011612
mar,f,2007,0.20000000298023224
mar,mf,2008,0.10000000149011612
mar,m,2008,0.10000000149011612
mar,f,2008,0.10000000149011612
mar,mf,2009,2.299999952316284
mar,mf,2010,2.700000047683716
mar,mf,2011,2.700000047683716
mar,mf,2012,2.700000047683716
nam,mf,1994,1.899999976158142
nam,m,1994,1.7999999523162842
nam,f,1994,1.899999976158142
nam,mf,1997,1.600000023841858
nam,m,1997,1.600000023841858
nam,f,1997,1.600000023841858
nam,mf,2000,2.0
nam,m,2000,2.200000047683716
nam,f,2000,1.7000000476837158
nam,mf,2001,5.599999904632568
nam,m,2001,5.5
nam,f,2001,5.900000095367432
nam,mf,2004,0.4000000059604645
nam,m,2004,0.4000000059604645
nam,f,2004,0.4000000059604645
nam,mf,2008,0.5
nam,m,2008,0.5
nam,f,2008,0.5
nam,mf,2010,0.30000001192092896
nam,m,2010,0.4000000059604645
nam,f,2010,0.30000001192092896
nam,mf,2011,0.6000000238418579
nam,m,2011,0.6000000238418579
nam,f,2011,0.699999988079071
nam,mf,2012,0.20000000298023224
nam,m,2012,0.20000000298023224
nam,f,2012,0.10000000149011612
nam,mf,2013,0.4000000059604645
nam,m,2013,0.4000000059604645
nam,f,2013,0.4000000059604645
nld,mf,1996,0.0
nld,m,1996,0.0
nld,f,1996,0.0
nld,mf,1997,0.0
nld,m,1997,0.0
nld,f,1997,0.0
nld,mf,1998,0.0
nld,m,1998,0.0
nld,f,1998,0.0
nld,mf,1999,0.0
nld,m,1999,0.0
nld,f,1999,0.0
nld,mf,2000,0.20000000298023224
nld,m,2000,0.10000000149011612
nld,f,2000,0.4000000059604645
nld,mf,2001,0.0
nld,m,2001,0.0
nld,f,2001,0.0
nld,mf,2002,0.0
nld,m,2002,0.0
nld,f,2002,0.0
nld,mf,2003,0.0
nld,m,2003,0.0
nld,f,2003,0.0
nld,mf,2005,0.0
nld,m,2005,0.0
nld,f,2005,0.0
nld,mf,2006,0.0
nld,m,2006,0.0
nld,f,2006,0.0
nld,mf,2007,0.0
nld,m,2007,0.0
nld,f,2007,0.0
nld,mf,2008,0.0
nld,m,2008,0.0
nld,f,2008,0.0
nld,mf,2009,0.0
nld,m,2009,0.0
nld,f,2009,0.0
nld,mf,2010,0.0
nld,m,2010,0.0
nld,f,2010,0.0
nld,mf,2011,0.0
nld,m,2011,0.0
nld,f,2011,0.0
ant,mf,1991,1.5
ant,m,1991,1.7000000476837158
ant,f,1991,1.2999999523162842
ant,mf,1992,1.0
ant,m,1992,0.8999999761581421
ant,f,1992,1.0
ant,mf,1993,2.799999952316284
ant,m,1993,3.0999999046325684
ant,f,1993,2.4000000953674316
ant,mf,1994,2.0999999046325684
ant,m,1994,2.0
ant,f,1994,2.0999999046325684
ant,mf,1995,1.399999976158142
ant,m,1995,1.399999976158142
ant,f,1995,1.5
ant,mf,1996,1.7999999523162842
ant,m,1996,2.0999999046325684
ant,f,1996,1.5
ant,mf,1997,2.700000047683716
ant,m,1997,2.299999952316284
ant,f,1997,3.0999999046325684
ant,mf,1998,1.2999999523162842
ant,m,1998,1.399999976158142
ant,f,1998,1.2999999523162842
ant,mf,2000,2.700000047683716
ant,m,2000,2.700000047683716
ant,f,2000,2.700000047683716
ant,mf,2002,1.2000000476837158
ant,mf,2003,1.2000000476837158
ant,mf,2004,0.699999988079071
ant,mf,2005,0.8999999761581421
ant,mf,2006,0.30000001192092896
ant,mf,2007,0.4000000059604645
ant,mf,2009,0.699999988079071
ant,m,2009,0.800000011920929
ant,f,2009,0.699999988079071
ant,mf,2011,1.2000000476837158
ant,m,2011,0.8999999761581421
ant,f,2011,1.399999976158142
nic,mf,2005,0.0
nic,m,2005,0.0
nic,f,2005,0.0
nic,mf,2006,0.0
nic,m,2006,0.0
nic,f,2006,0.0
nic,mf,2007,0.0
nic,m,2007,0.0
nic,f,2007,0.0
nic,mf,2008,0.0
nic,m,2008,0.0
nic,f,2008,0.0
nic,mf,2010,0.0
nic,m,2010,0.0
nic,f,2010,0.0
ner,mf,2005,9.300000190734863
ner,m,2005,10.300000190734863
ner,f,2005,6.599999904632568
nor,mf,1995,0.4000000059604645
nor,m,1995,0.5
nor,f,1995,0.10000000149011612
nor,mf,1996,0.0
nor,m,1996,0.0
nor,f,1996,0.0
nor,mf,1997,0.0
nor,m,1997,0.0
nor,f,1997,0.0
nor,mf,1998,0.0
nor,m,1998,0.0
nor,f,1998,0.0
nor,mf,1999,0.0
nor,m,1999,0.0
nor,f,1999,0.0
nor,mf,2000,0.0
nor,m,2000,0.0
nor,f,2000,0.0
nor,mf,2001,0.30000001192092896
nor,m,2001,0.30000001192092896
nor,f,2001,0.4000000059604645
nor,mf,2002,0.30000001192092896
nor,m,2002,0.30000001192092896
nor,f,2002,0.4000000059604645
nor,mf,2003,0.30000001192092896
nor,m,2003,0.30000001192092896
nor,f,2003,0.4000000059604645
nor,mf,2004,0.10000000149011612
nor,m,2004,0.10000000149011612
nor,f,2004,0.10000000149011612
nor,mf,2005,0.20000000298023224
nor,m,2005,0.10000000149011612
nor,f,2005,0.20000000298023224
nor,mf,2006,0.10000000149011612
nor,m,2006,0.10000000149011612
nor,f,2006,0.0
nor,mf,2007,0.0
nor,m,2007,0.0
nor,f,2007,0.0
nor,mf,2008,0.0
nor,m,2008,0.0
nor,f,2008,0.0
nor,mf,2009,0.0
nor,m,2009,0.0
nor,f,2009,0.0
nor,mf,2011,0.0
nor,m,2011,0.0
nor,f,2011,0.0
nor,mf,2012,0.0
nor,m,2012,0.0
nor,f,2012,0.0
nor,mf,2013,0.0
nor,m,2013,0.10000000149011612
nor,f,2013,0.0
nor,mf,2014,0.0
nor,m,2014,0.0
nor,f,2014,0.0
omn,mf,1993,1.2999999523162842
omn,m,1993,1.2000000476837158
omn,f,1993,2.4000000953674316
omn,mf,1996,0.5
omn,m,1996,0.4000000059604645
omn,f,1996,1.2999999523162842
omn,mf,2000,0.800000011920929
omn,m,2000,0.5
omn,f,2000,2.299999952316284
omn,mf,2010,0.20000000298023224
omn,m,2010,0.20000000298023224
omn,f,2010,0.6000000238418579
pry,mf,2002,0.20000000298023224
pry,m,2002,0.20000000298023224
pry,f,2002,0.10000000149011612
pry,mf,2005,0.0
pry,m,2005,0.0
pry,f,2005,0.0
pry,mf,2006,0.0
pry,m,2006,0.0
pry,f,2006,0.10000000149011612
pry,mf,2007,0.0
pry,m,2007,0.0
pry,f,2007,0.0
pry,mf,2008,0.10000000149011612
pry,m,2008,0.10000000149011612
pry,f,2008,0.20000000298023224
pry,mf,2009,0.20000000298023224
pry,m,2009,0.20000000298023224
pry,f,2009,0.20000000298023224
pry,mf,2010,0.10000000149011612
pry,m,2010,0.10000000149011612
pry,f,2010,0.20000000298023224
pry,mf,2011,0.20000000298023224
pry,m,2011,0.20000000298023224
pry,f,2011,0.10000000149011612
pry,mf,2012,0.0
pry,m,2012,0.0
pry,f,2012,0.0
pry,mf,2013,0.10000000149011612
pry,m,2013,0.10000000149011612
pry,f,2013,0.10000000149011612
pry,mf,2014,0.0
pry,m,2014,0.0
pry,f,2014,0.0
per,mf,1990,0.4000000059604645
per,m,1990,0.0
per,f,1990,0.8999999761581421
per,mf,1991,0.10000000149011612
per,m,1991,0.10000000149011612
per,f,1991,0.10000000149011612
per,mf,1992,0.10000000149011612
per,m,1992,0.10000000149011612
per,f,1992,0.10000000149011612
per,mf,1993,0.20000000298023224
per,m,1993,0.20000000298023224
per,f,1993,0.10000000149011612
per,mf,1994,0.20000000298023224
per,m,1994,0.20000000298023224
per,f,1994,0.20000000298023224
per,mf,1995,0.20000000298023224
per,m,1995,0.10000000149011612
per,f,1995,0.4000000059604645
per,mf,1996,4.400000095367432
per,m,1996,1.0
per,f,1996,9.300000190734863
per,mf,1997,4.699999809265137
per,m,1997,1.0
per,f,1997,9.5
per,mf,1998,4.900000095367432
per,m,1998,0.800000011920929
per,f,1998,10.199999809265137
per,mf,1999,5.5
per,m,1999,0.800000011920929
per,f,1999,11.199999809265137
per,mf,2000,7.300000190734863
per,m,2000,3.4000000953674316
per,f,2000,12.600000381469727
per,mf,2001,5.5
per,m,2001,1.100000023841858
per,f,2001,11.100000381469727
per,mf,2002,0.20000000298023224
per,m,2002,0.10000000149011612
per,f,2002,0.20000000298023224
per,mf,2003,0.0
per,m,2003,0.0
per,f,2003,0.10000000149011612
prt,mf,1994,0.0
prt,m,1994,0.0
prt,f,1994,0.0
prt,mf,1998,0.8999999761581421
prt,m,1998,0.699999988079071
prt,f,1998,1.2000000476837158
prt,mf,1999,0.8999999761581421
prt,m,1999,0.699999988079071
prt,f,1999,1.0
prt,mf,2000,1.399999976158142
prt,m,2000,1.0
prt,f,2000,1.7999999523162842
qat,mf,1997,0.0
qat,m,1997,0.0
qat,f,1997,0.0
qat,mf,2004,0.0
qat,m,2004,0.0
qat,f,2004,0.0
qat,mf,2013,0.20000000298023224
qat,m,2013,0.10000000149011612
qat,f,2013,0.6000000238418579
reu,mf,2007,1.100000023841858
reu,mf,2008,1.100000023841858
rwa,mf,1996,1.399999976158142
rwa,m,1996,1.600000023841858
rwa,f,1996,1.2000000476837158
rwa,mf,2002,2.0999999046325684
rwa,m,2002,2.299999952316284
rwa,f,2002,2.0
rwa,mf,2012,3.700000047683716
rwa,m,2012,3.799999952316284
rwa,f,2012,3.5999999046325684
kna,mf,1991,2.299999952316284
kna,m,1991,2.5
kna,f,1991,1.899999976158142
kna,mf,2001,3.0999999046325684
kna,m,2001,3.5
kna,f,2001,2.700000047683716
lca,mf,1993,2.5999999046325684
lca,m,1993,3.4000000953674316
lca,f,1993,1.600000023841858
lca,mf,1994,1.2999999523162842
lca,m,1994,2.0
lca,f,1994,0.5
lca,mf,1995,0.30000001192092896
lca,m,1995,0.30000001192092896
lca,f,1995,0.30000001192092896
lca,mf,1996,2.5999999046325684
lca,m,1996,2.799999952316284
lca,f,1996,2.4000000953674316
lca,mf,1997,2.5999999046325684
lca,m,1997,2.9000000953674316
lca,f,1997,2.0999999046325684
lca,mf,1998,1.899999976158142
lca,m,1998,2.4000000953674316
lca,f,1998,1.2999999523162842
lca,mf,1999,1.899999976158142
lca,m,1999,2.0999999046325684
lca,f,1999,2.0999999046325684
lca,mf,2000,2.0
lca,m,2000,2.4000000953674316
lca,f,2000,1.100000023841858
vct,mf,1980,0.800000011920929
vct,m,1980,0.699999988079071
vct,f,1980,0.800000011920929
vct,mf,1991,0.20000000298023224
vct,m,1991,0.20000000298023224
vct,f,1991,0.20000000298023224
vct,mf,2001,0.8999999761581421
vct,mf,2008,2.9000000953674316
vct,m,2008,3.700000047683716
vct,f,2008,2.9000000953674316
wsm,mf,2012,0.10000000149011612
wsm,m,2012,0.20000000298023224
wsm,f,2012,0.0
smr,mf,1995,4.699999809265137
smr,m,1995,5.900000095367432
smr,f,1995,2.799999952316284
smr,mf,1996,4.300000190734863
smr,m,1996,5.400000095367432
smr,f,1996,2.5
smr,mf,1997,4.300000190734863
smr,m,1997,5.400000095367432
smr,f,1997,2.5999999046325684
smr,mf,1998,3.9000000953674316
smr,m,1998,5.0
smr,f,1998,2.299999952316284
smr,mf,1999,3.5
smr,m,1999,4.400000095367432
smr,f,1999,2.200000047683716
stp,mf,1991,1.2999999523162842
stp,m,1991,1.2999999523162842
stp,f,1991,1.2000000476837158
sau,mf,2009,0.10000000149011612
sau,m,2009,0.0
sau,f,2009,0.10000000149011612
sau,mf,2013,0.10000000149011612
sau,m,2013,0.10000000149011612
sau,f,2013,0.0
sen,mf,1991,4.800000190734863
sen,m,1991,7.599999904632568
sen,f,1991,1.399999976158142
sen,mf,2001,0.699999988079071
sen,m,2001,0.699999988079071
sen,f,2001,0.800000011920929
sen,mf,2011,19.299999237060547
sen,m,2011,20.100000381469727
sen,f,2011,18.299999237060547
syc,mf,1987,5.800000190734863
syc,m,1987,5.599999904632568
syc,f,1987,6.099999904632568
syc,mf,2011,0.6000000238418579
syc,m,2011,0.4000000059604645
syc,f,2011,0.800000011920929
svk,mf,1994,0.0
svk,m,1994,0.0
svk,f,1994,0.0
svk,mf,1996,0.0
svk,m,1996,0.0
svk,f,1996,0.0
svk,mf,1997,0.0
svk,m,1997,0.0
svk,f,1997,0.10000000149011612
svk,mf,1998,0.10000000149011612
svk,m,1998,0.10000000149011612
svk,f,1998,0.20000000298023224
svk,mf,1999,0.10000000149011612
svk,m,1999,0.0
svk,f,1999,0.20000000298023224
svk,mf,2000,0.10000000149011612
svk,m,2000,0.0
svk,f,2000,0.30000001192092896
svk,mf,2001,0.10000000149011612
svk,m,2001,0.0
svk,f,2001,0.20000000298023224
svk,mf,2002,0.10000000149011612
svk,m,2002,0.0
svk,f,2002,0.20000000298023224
svk,mf,2003,0.30000001192092896
svk,m,2003,0.10000000149011612
svk,f,2003,0.4000000059604645
svk,mf,2004,0.20000000298023224
svk,m,2004,0.10000000149011612
svk,f,2004,0.4000000059604645
svk,mf,2005,0.4000000059604645
svk,m,2005,0.10000000149011612
svk,f,2005,0.699999988079071
svk,mf,2006,0.4000000059604645
svk,m,2006,0.20000000298023224
svk,f,2006,0.699999988079071
svk,mf,2007,0.4000000059604645
svk,m,2007,0.20000000298023224
svk,f,2007,0.699999988079071
svk,mf,2008,0.20000000298023224
svk,m,2008,0.10000000149011612
svk,f,2008,0.30000001192092896
svk,mf,2009,0.0
svk,m,2009,0.0
svk,f,2009,0.0
svk,mf,2010,0.0
svk,m,2010,0.0
svk,f,2010,0.0
zaf,mf,2007,0.20000000298023224
zaf,m,2007,0.20000000298023224
zaf,f,2007,0.20000000298023224
zaf,mf,2008,0.0
zaf,m,2008,0.0
zaf,f,2008,0.0
esp,mf,1986,0.6000000238418579
esp,m,1986,0.699999988079071
esp,f,1986,0.6000000238418579
esp,mf,1987,0.4000000059604645
esp,m,1987,0.30000001192092896
esp,f,1987,0.5
esp,mf,1988,0.20000000298023224
esp,m,1988,0.20000000298023224
esp,f,1988,0.30000001192092896
esp,mf,1989,0.20000000298023224
esp,m,1989,0.20000000298023224
esp,f,1989,0.30000001192092896
esp,mf,1990,0.20000000298023224
esp,m,1990,0.20000000298023224
esp,f,1990,0.30000001192092896
esp,mf,1991,0.30000001192092896
esp,m,1991,0.30000001192092896
esp,f,1991,0.4000000059604645
esp,mf,1992,0.8999999761581421
esp,m,1992,0.699999988079071
esp,f,1992,1.2999999523162842
esp,mf,1993,0.5
esp,m,1993,0.30000001192092896
esp,f,1993,0.8999999761581421
esp,mf,1994,0.30000001192092896
esp,m,1994,0.20000000298023224
esp,f,1994,0.30000001192092896
esp,mf,1995,0.30000001192092896
esp,m,1995,0.20000000298023224
esp,f,1995,0.30000001192092896
esp,mf,1996,0.20000000298023224
esp,m,1996,0.20000000298023224
esp,f,1996,0.4000000059604645
esp,mf,1997,0.20000000298023224
esp,m,1997,0.10000000149011612
esp,f,1997,0.30000001192092896
esp,mf,1998,0.20000000298023224
esp,m,1998,0.10000000149011612
esp,f,1998,0.30000001192092896
esp,mf,1999,0.10000000149011612
esp,m,1999,0.10000000149011612
esp,f,1999,0.10000000149011612
esp,mf,2000,0.10000000149011612
esp,m,2000,0.10000000149011612
esp,f,2000,0.10000000149011612
esp,mf,2001,0.10000000149011612
esp,m,2001,0.10000000149011612
esp,f,2001,0.10000000149011612
esp,mf,2002,0.10000000149011612
esp,m,2002,0.10000000149011612
esp,f,2002,0.20000000298023224
esp,mf,2003,0.10000000149011612
