country,sex,year,own_account_workers_b_000
ecu,m,2001,1012.4450073242188
ecu,f,2001,702.2780151367188
ecu,mf,2003,1678.0050048828125
ecu,m,2003,1003.3049926757812
ecu,f,2003,674.7000122070312
ecu,mf,2004,1798.8370361328125
ecu,m,2004,996.8389892578125
ecu,f,2004,801.9979858398438
ecu,mf,2005,1800.02001953125
ecu,m,2005,1056.85205078125
ecu,f,2005,743.1680297851562
ecu,mf,2006,1761.842041015625
ecu,m,2006,1009.5549926757812
ecu,f,2006,752.2880249023438
ecu,mf,2007,1798.6519775390625
ecu,m,2007,1023.3179931640625
ecu,f,2007,775.333984375
ecu,mf,2008,1752.14404296875
ecu,m,2008,1001.3259887695312
ecu,f,2008,750.8179931640625
ecu,mf,2009,1884.029052734375
ecu,m,2009,1104.0980224609375
ecu,f,2009,779.9310302734375
ecu,mf,2010,1937.0789794921875
ecu,m,2010,1165.85302734375
ecu,f,2010,771.2260131835938
ecu,mf,2011,2198.131103515625
ecu,m,2011,1307.0899658203125
ecu,f,2011,891.041015625
ecu,mf,2012,2740.071044921875
ecu,m,2012,1939.260986328125
ecu,f,2012,800.8099975585938
ecu,mf,2013,2021.3280029296875
ecu,m,2013,1172.9940185546875
ecu,f,2013,848.3350219726562
egy,mf,1993,2064.5
egy,m,1993,1664.5
egy,f,1993,400.0
egy,mf,1994,1948.300048828125
egy,m,1994,1556.5
egy,f,1994,391.79998779296875
egy,mf,1995,1916.4000244140625
egy,m,1995,1578.199951171875
egy,f,1995,338.20001220703125
egy,mf,1997,1959.800048828125
egy,m,1997,1659.5999755859375
egy,f,1997,300.20001220703125
egy,mf,1998,1954.9000244140625
egy,m,1998,1644.5
egy,f,1998,310.3999938964844
egy,mf,1999,1931.699951171875
egy,m,1999,1688.5999755859375
egy,f,1999,243.10000610351562
egy,mf,2000,1963.5999755859375
egy,m,2000,1565.5
egy,f,2000,398.1000061035156
egy,mf,2001,1987.300048828125
egy,m,2001,1610.800048828125
egy,f,2001,376.5
egy,mf,2002,2129.5
egy,m,2002,1903.199951171875
egy,f,2002,226.3000030517578
egy,mf,2003,2191.699951171875
egy,m,2003,1727.300048828125
egy,f,2003,464.3999938964844
egy,mf,2004,2292.89990234375
egy,m,2004,1768.699951171875
egy,f,2004,524.2000122070312
egy,mf,2005,2382.800048828125
egy,m,2005,1861.699951171875
egy,f,2005,521.0999755859375
egy,mf,2006,2388.10009765625
egy,m,2006,1965.800048828125
egy,f,2006,422.29998779296875
egy,mf,2007,2884.60009765625
egy,m,2007,2200.10009765625
egy,f,2007,684.5
egy,mf,2009,2541.89990234375
egy,m,2009,1958.800048828125
egy,f,2009,583.0999755859375
egy,mf,2010,2898.0
egy,m,2010,2170.39990234375
egy,f,2010,727.5999755859375
egy,mf,2011,2845.81298828125
egy,m,2011,2201.089111328125
egy,f,2011,644.7239990234375
egy,mf,2012,2850.47998046875
egy,m,2012,2224.156982421875
egy,f,2012,626.322021484375
egy,mf,2013,3566.280029296875
egy,m,2013,3021.864990234375
egy,f,2013,544.4149780273438
slv,mf,1993,454.0799865722656
slv,m,1993,204.2100067138672
slv,f,1993,249.86000061035156
slv,mf,1994,517.6099853515625
slv,m,1994,249.8699951171875
slv,f,1994,267.7300109863281
slv,mf,1995,550.7000122070312
slv,m,1995,269.79998779296875
slv,f,1995,280.8999938964844
slv,mf,1996,571.0
slv,m,1996,284.79998779296875
slv,f,1996,286.20001220703125
slv,mf,1997,607.0
slv,m,1997,306.8999938964844
slv,f,1997,300.1000061035156
slv,mf,1998,587.9000244140625
slv,m,1998,298.1000061035156
slv,f,1998,289.79998779296875
slv,mf,1999,578.7999877929688
slv,m,1999,272.5
slv,f,1999,306.29998779296875
slv,mf,2000,647.7999877929688
slv,m,2000,304.79998779296875
slv,f,2000,343.0
slv,mf,2001,625.5999755859375
slv,m,2001,297.5
slv,f,2001,328.0
slv,mf,2002,669.5
slv,m,2002,311.6000061035156
slv,f,2002,357.8999938964844
slv,mf,2003,638.7999877929688
slv,m,2003,295.70001220703125
slv,f,2003,343.1000061035156
slv,mf,2004,630.9000244140625
slv,m,2004,284.29998779296875
slv,f,2004,346.5
slv,mf,2005,661.0
slv,m,2005,309.3999938964844
slv,f,2005,351.6000061035156
slv,mf,2006,614.0
slv,m,2006,274.29998779296875
slv,f,2006,339.70001220703125
slv,mf,2007,617.6090087890625
slv,m,2007,282.28399658203125
slv,f,2007,335.32501220703125
slv,mf,2008,691.3309936523438
slv,m,2008,317.364013671875
slv,f,2008,373.9670104980469
slv,mf,2009,272.39599609375
slv,m,2009,163.2169952392578
slv,f,2009,109.17900085449219
slv,mf,2010,735.9829711914062
slv,m,2010,347.60400390625
slv,f,2010,388.3789978027344
slv,mf,2011,751.2020263671875
slv,m,2011,365.93701171875
slv,f,2011,385.2650146484375
slv,mf,2012,762.3170166015625
slv,m,2012,365.29998779296875
slv,f,2012,397.0169982910156
slv,mf,2013,787.5070190429688
slv,m,2013,369.4119873046875
slv,f,2013,418.0950012207031
gnq,mf,1983,29.799999237060547
gnq,m,1983,24.799999237060547
gnq,f,1983,5.0
est,mf,1989,3.799999952316284
est,m,1989,2.5
est,f,1989,1.2999999523162842
est,mf,1990,5.800000190734863
est,m,1990,4.300000190734863
est,f,1990,1.5
est,mf,1991,8.600000381469727
est,m,1991,6.900000095367432
est,f,1991,1.7000000476837158
est,mf,1992,14.699999809265137
est,m,1992,11.800000190734863
est,f,1992,2.799999952316284
est,mf,1993,17.299999237060547
est,m,1993,14.0
est,f,1993,3.299999952316284
est,mf,1994,17.700000762939453
est,m,1994,14.0
est,f,1994,3.700000047683716
est,mf,1995,20.600000381469727
est,m,1995,15.5
est,f,1995,5.099999904632568
est,mf,1996,22.799999237060547
est,m,1996,17.399999618530273
est,f,1996,5.400000095367432
est,mf,1997,23.893999099731445
est,m,1997,17.986000061035156
est,f,1997,5.908999919891357
est,mf,1998,32.069000244140625
est,m,1998,21.364999771118164
est,f,1998,10.704000473022461
est,mf,1999,26.076000213623047
est,m,1999,15.538999557495117
est,f,1999,10.538000106811523
est,mf,2000,27.391000747680664
est,m,2000,15.791999816894531
est,f,2000,11.598999977111816
est,mf,2001,26.899999618530273
est,m,2001,19.18000030517578
est,f,2001,7.71999979019165
est,mf,2002,26.950000762939453
est,m,2002,18.364999771118164
est,f,2002,8.585000038146973
est,mf,2003,33.132999420166016
est,m,2003,23.48900032043457
est,f,2003,9.644000053405762
est,mf,2004,36.209999084472656
est,m,2004,25.31999969482422
est,f,2004,10.890000343322754
est,mf,2005,31.45599937438965
est,m,2005,20.82200050354004
est,f,2005,10.633999824523926
est,mf,2006,34.49599838256836
est,m,2006,23.336999893188477
est,f,2006,11.159000396728516
est,mf,2007,37.05500030517578
est,m,2007,25.375999450683594
est,f,2007,11.678000450134277
est,mf,2008,28.357999801635742
est,m,2008,18.207000732421875
est,f,2008,10.152000427246094
est,mf,2009,25.57699966430664
est,m,2009,15.586999893188477
est,f,2009,9.989999771118164
est,mf,2010,27.299999237060547
est,m,2010,16.159000396728516
est,f,2010,11.140999794006348
est,mf,2011,27.222000122070312
est,m,2011,17.082000732421875
est,f,2011,10.140999794006348
est,mf,2012,29.339000701904297
est,m,2012,18.777999877929688
est,f,2012,10.560999870300293
est,mf,2013,31.746999740600586
est,m,2013,18.99799919128418
est,f,2013,12.74899959564209
est,mf,2014,34.242000579833984
est,m,2014,21.875
est,f,2014,12.366999626159668
eth,mf,1981,5083.10009765625
eth,m,1981,4607.240234375
eth,f,1981,478.9700012207031
eth,mf,1987,5727.7998046875
eth,m,1987,4643.0
eth,f,1987,1084.800048828125
eth,mf,1994,10232.3896484375
eth,m,1994,7548.27001953125
eth,f,1994,2684.1201171875
eth,mf,1999,10837.7001953125
eth,m,1999,7688.10009765625
eth,f,1999,3149.60009765625
eth,mf,2005,12852.7001953125
eth,m,2005,9237.5
eth,f,2005,3615.199951171875
eth,mf,2006,1604.280029296875
eth,m,2006,849.7150268554688
eth,f,2006,754.5650024414062
eth,mf,2009,1758.8470458984375
eth,m,2009,999.3280029296875
eth,f,2009,759.5189819335938
eth,mf,2010,1805.362060546875
eth,m,2010,1031.333984375
eth,f,2010,774.0269775390625
eth,mf,2011,2000.0550537109375
eth,m,2011,1108.2110595703125
eth,f,2011,891.843994140625
eth,mf,2012,2215.946044921875
eth,m,2012,1218.22998046875
eth,f,2012,997.7150268554688
eth,mf,2013,17023.0703125
eth,m,2013,11765.580078125
eth,f,2013,5257.4912109375
flk,mf,2013,0.15800000727176666
flk,m,2013,0.0989999994635582
flk,f,2013,0.05900000035762787
fji,mf,2002,65.78800201416016
fji,m,2002,51.972999572753906
fji,f,2002,13.8149995803833
fji,mf,2004,78.13400268554688
fji,m,2004,59.237998962402344
fji,f,2004,18.895999908447266
fji,mf,2005,78.0999984741211
fji,m,2005,59.20000076293945
fji,f,2005,18.899999618530273
fji,mf,2007,11.3149995803833
fji,m,2007,8.272000312805176
fji,f,2007,3.0429999828338623
fji,mf,2008,78.09300231933594
fji,m,2008,61.69300079345703
fji,f,2008,16.399999618530273
fin,mf,1980,311.0
fin,m,1980,197.0
fin,f,1980,114.0
fin,mf,1981,302.0
fin,m,1981,196.0
fin,f,1981,106.0
fin,mf,1982,300.0
fin,m,1982,198.0
fin,f,1982,101.0
fin,mf,1983,341.0
fin,m,1983,209.0
fin,f,1983,132.0
fin,mf,1984,340.0
fin,m,1984,204.0
fin,f,1984,136.0
fin,mf,1985,325.0
fin,m,1985,198.0
fin,f,1985,126.0
fin,mf,1986,327.0
fin,m,1986,204.0
fin,f,1986,123.0
fin,mf,1987,344.0
fin,m,1987,216.0
fin,f,1987,128.0
fin,mf,1988,344.0
fin,m,1988,221.0
fin,f,1988,123.0
fin,mf,1989,358.0
fin,m,1989,233.0
fin,f,1989,125.0
fin,mf,1990,353.0
fin,m,1990,231.0
fin,f,1990,122.0
fin,mf,1991,332.0
fin,m,1991,219.0
fin,f,1991,114.0
fin,mf,1992,316.0
fin,m,1992,212.0
fin,f,1992,105.0
fin,mf,1993,303.0
fin,m,1993,204.0
fin,f,1993,99.0
fin,mf,1994,307.0
fin,m,1994,205.0
fin,f,1994,102.0
fin,mf,1995,213.8249969482422
fin,m,1995,142.36300659179688
fin,f,1995,71.46199798583984
fin,mf,1996,231.53199768066406
fin,m,1996,152.5
fin,f,1996,79.03199768066406
fin,mf,1997,209.98800659179688
fin,m,1997,143.2830047607422
fin,f,1997,66.70600128173828
fin,mf,1998,223.781005859375
fin,m,1998,157.98599243164062
fin,f,1998,65.79499816894531
fin,mf,1999,205.20599365234375
fin,m,1999,132.97000122070312
fin,f,1999,72.23699951171875
fin,mf,2000,202.072998046875
fin,m,2000,134.63400268554688
fin,f,2000,67.43900299072266
fin,mf,2001,201.33200073242188
fin,m,2001,131.43600463867188
fin,f,2001,69.8949966430664
fin,mf,2002,200.6580047607422
fin,m,2002,126.4209976196289
fin,f,2002,74.23699951171875
fin,mf,2003,197.81100463867188
fin,m,2003,129.29600524902344
fin,f,2003,68.51499938964844
fin,mf,2004,187.22000122070312
fin,m,2004,121.71399688720703
fin,f,2004,65.50599670410156
fin,mf,2005,198.73699951171875
fin,m,2005,128.46299743652344
fin,f,2005,70.27400207519531
fin,mf,2006,202.38900756835938
fin,m,2006,134.06700134277344
fin,f,2006,68.3219985961914
fin,mf,2007,199.77000427246094
fin,m,2007,132.20199584960938
fin,f,2007,67.56900024414062
fin,mf,2008,215.3179931640625
fin,m,2008,139.74200439453125
fin,f,2008,75.57599639892578
fin,mf,2009,221.3520050048828
fin,m,2009,140.781005859375
fin,f,2009,80.57099914550781
fin,mf,2010,212.2169952392578
fin,m,2010,136.39500427246094
fin,f,2010,75.82099914550781
fin,mf,2011,217.79299926757812
fin,m,2011,143.26100158691406
fin,f,2011,74.53199768066406
fin,mf,2012,224.875
fin,m,2012,145.29400634765625
fin,f,2012,79.58100128173828
fin,mf,2013,220.25399780273438
fin,m,2013,140.89500427246094
fin,f,2013,79.35900115966797
fin,mf,2014,227.05299377441406
fin,m,2014,143.6439971923828
fin,f,2014,83.40899658203125
fra,mf,1980,3489.0
fra,m,1980,2249.0
fra,f,1980,1239.0
fra,mf,1981,3431.0
fra,m,1981,2194.0
fra,f,1981,1237.0
fra,mf,1982,3366.0
fra,m,1982,2121.0
fra,f,1982,1244.0
fra,mf,1983,1828.2030029296875
fra,m,1983,1415.197021484375
fra,f,1983,413.0060119628906
fra,mf,1984,1837.593994140625
fra,m,1984,1423.906982421875
fra,f,1984,413.68701171875
fra,mf,1985,1773.56494140625
fra,m,1985,1371.7080078125
fra,f,1985,401.85699462890625
fra,mf,1986,1806.822998046875
fra,m,1986,1390.9549560546875
fra,f,1986,415.8680114746094
fra,mf,1987,1757.5660400390625
fra,m,1987,1344.2550048828125
fra,f,1987,413.3110046386719
fra,mf,1988,1774.2330322265625
fra,m,1988,1336.8370361328125
fra,f,1988,437.39599609375
fra,mf,1989,1731.281005859375
fra,m,1989,1291.2939453125
fra,f,1989,439.98699951171875
fra,mf,1990,1764.0570068359375
fra,m,1990,1300.3179931640625
fra,f,1990,463.739013671875
fra,mf,1991,1727.541015625
fra,m,1991,1228.594970703125
fra,f,1991,498.9460144042969
fra,mf,1992,1672.009033203125
fra,m,1992,1194.541015625
fra,f,1992,477.4679870605469
fra,mf,1993,1522.47802734375
fra,m,1993,1078.3070068359375
fra,f,1993,444.1709899902344
fra,mf,1994,1524.092041015625
fra,m,1994,1083.885009765625
fra,f,1994,440.2070007324219
fra,mf,1995,1513.551025390625
fra,m,1995,1056.7220458984375
fra,f,1995,456.8290100097656
fra,mf,1996,1470.3389892578125
fra,m,1996,1039.5830078125
fra,f,1996,430.7560119628906
fra,mf,1997,1436.0279541015625
fra,m,1997,1013.802978515625
fra,f,1997,422.2250061035156
fra,mf,1998,1386.18798828125
fra,m,1998,976.9539794921875
fra,f,1998,409.2340087890625
fra,mf,1999,1370.3740234375
fra,m,1999,973.0170288085938
fra,f,1999,397.35699462890625
fra,mf,2000,1345.43505859375
fra,m,2000,940.8679809570312
fra,f,2000,404.5669860839844
fra,mf,2001,1325.4439697265625
fra,m,2001,911.8889770507812
fra,f,2001,413.55499267578125
fra,mf,2002,1333.1209716796875
fra,m,2002,923.219970703125
fra,f,2002,409.9010009765625
fra,mf,2003,1455.260986328125
fra,m,2003,1004.5830078125
fra,f,2003,450.6780090332031
fra,mf,2004,1355.26904296875
fra,m,2004,937.39501953125
fra,f,2004,417.8739929199219
fra,mf,2005,1387.791015625
fra,m,2005,947.989990234375
fra,f,2005,439.8009948730469
fra,mf,2006,1499.449951171875
fra,m,2006,1004.5570068359375
fra,f,2006,494.8940124511719
fra,mf,2007,1510.4840087890625
fra,m,2007,1024.8189697265625
fra,f,2007,485.6650085449219
fra,mf,2008,1381.9110107421875
fra,m,2008,915.3720092773438
fra,f,2008,466.53900146484375
fra,mf,2009,1500.0369873046875
fra,m,2009,999.323974609375
fra,f,2009,500.7130126953125
fra,mf,2010,1666.75
fra,m,2010,1102.2159423828125
fra,f,2010,564.5339965820312
fra,mf,2011,1716.0169677734375
fra,m,2011,1145.22900390625
fra,f,2011,570.7880249023438
fra,mf,2012,1706.56201171875
fra,m,2012,1127.31201171875
fra,f,2012,579.25
fra,mf,2013,1679.1810302734375
fra,m,2013,1082.8489990234375
fra,f,2013,596.3319702148438
fra,mf,2014,1758.0469970703125
fra,m,2014,1092.35205078125
fra,f,2014,665.6959838867188
guf,mf,2001,4.300000190734863
guf,mf,2002,4.699999809265137
guf,mf,2003,4.5
guf,mf,2004,4.900000095367432
guf,mf,2005,4.900000095367432
guf,mf,2006,5.800000190734863
guf,mf,2007,6.699999809265137
guf,mf,2008,6.0
guf,mf,2009,6.5
guf,mf,2010,7.800000190734863
guf,mf,2011,7.699999809265137
guf,mf,2012,8.0
pyf,mf,1996,15.685999870300293
pyf,m,1996,11.357999801635742
pyf,f,1996,4.328000068664551
pyf,mf,2002,14.84000015258789
pyf,m,2002,10.234000205993652
pyf,f,2002,4.605999946594238
pyf,mf,2007,14.802000045776367
pyf,m,2007,10.173999786376953
pyf,f,2007,4.627999782562256
gab,mf,1993,138.31500244140625
gab,m,1993,58.00299835205078
gab,f,1993,80.31199645996094
gab,mf,2005,172.9980010986328
gab,m,2005,88.06700134277344
gab,f,2005,84.93099975585938
gab,mf,2010,118.28500366210938
gab,m,2010,63.6349983215332
gab,f,2010,54.64899826049805
gmb,mf,2012,313.56201171875
gmb,m,2012,152.1479949951172
gmb,f,2012,161.41400146484375
geo,mf,1998,390.0
geo,m,1998,265.6000061035156
geo,f,1998,124.30000305175781
geo,mf,1999,423.0
geo,m,1999,282.79998779296875
geo,f,1999,140.1999969482422
geo,mf,2000,558.7999877929688
geo,m,2000,335.0
geo,f,2000,223.8000030517578
geo,mf,2001,578.4000244140625
geo,m,2001,364.70001220703125
geo,f,2001,213.6999969482422
geo,mf,2002,633.0999755859375
geo,m,2002,400.79998779296875
geo,f,2002,232.1999969482422
geo,mf,2003,651.0
geo,m,2003,426.0
geo,f,2003,225.10000610351562
geo,mf,2004,663.7999877929688
geo,m,2004,430.0
geo,f,2004,233.89999389648438
geo,mf,2005,623.5999755859375
geo,m,2005,409.3999938964844
geo,f,2005,214.1999969482422
geo,mf,2006,626.4000244140625
geo,mf,2007,575.7999877929688
geo,mf,2008,561.0
geo,m,2008,361.79998779296875
geo,f,2008,199.1999969482422
geo,mf,2009,594.7999877929688
geo,m,2009,381.20001220703125
geo,f,2009,213.60000610351562
geo,mf,2010,583.7000122070312
geo,m,2010,377.79998779296875
geo,f,2010,206.0
geo,mf,2013,609.4000244140625
geo,m,2013,406.0
geo,f,2013,203.39999389648438
deu,mf,1983,1091.199951171875
deu,m,1983,787.2000122070312
deu,f,1983,304.0
deu,mf,1984,1093.9000244140625
deu,m,1984,772.0999755859375
deu,f,1984,321.79998779296875
deu,mf,1985,1128.5
deu,m,1985,829.75
deu,f,1985,298.75
deu,mf,1986,1108.5
deu,m,1986,807.25
deu,f,1986,301.25
deu,mf,1987,1121.75
deu,m,1987,813.5
deu,f,1987,308.25
deu,mf,1988,1170.0
deu,m,1988,832.5
deu,f,1988,337.5
deu,mf,1989,1125.75
deu,m,1989,797.25
deu,f,1989,328.5
deu,mf,1990,1176.5369873046875
deu,m,1990,821.0009765625
deu,f,1990,355.5369873046875
deu,mf,1991,1375.9139404296875
deu,m,1991,948.3400268554688
deu,f,1991,427.57501220703125
deu,mf,1992,1398.8759765625
deu,m,1992,961.9180297851562
deu,f,1992,436.9580078125
deu,mf,1993,1439.5269775390625
deu,m,1993,974.5269775390625
deu,f,1993,465.0
deu,mf,1994,1437.6739501953125
deu,m,1994,987.14697265625
deu,f,1994,450.5270080566406
deu,mf,1995,1515.70703125
deu,m,1995,1022.489990234375
deu,f,1995,493.2170104980469
deu,mf,1996,1631.884033203125
deu,m,1996,1091.8089599609375
deu,f,1996,540.0750122070312
deu,mf,1997,1716.4510498046875
deu,m,1997,1140.3590087890625
deu,f,1997,576.0910034179688
deu,mf,1998,1734.0880126953125
deu,m,1998,1165.52099609375
deu,f,1998,568.5670166015625
deu,mf,1999,1748.7459716796875
deu,m,1999,1169.0400390625
deu,f,1999,579.7059936523438
deu,mf,2000,1832.14501953125
deu,m,2000,1223.39404296875
deu,f,2000,608.7509765625
deu,mf,2001,1799.864013671875
deu,m,2001,1196.8280029296875
deu,f,2001,603.0360107421875
deu,mf,2002,1823.448974609375
deu,m,2002,1214.6629638671875
deu,f,2002,608.7849731445312
deu,mf,2003,1932.240966796875
deu,m,2003,1284.449951171875
deu,f,2003,647.791015625
deu,mf,2004,2045.2490234375
deu,m,2004,1370.66796875
deu,f,2004,674.5819702148438
deu,mf,2005,2289.8701171875
deu,m,2005,1492.385009765625
deu,f,2005,797.4849853515625
deu,mf,2006,2316.85107421875
deu,m,2006,1491.801025390625
deu,f,2006,825.0499877929688
deu,mf,2007,2322.60693359375
deu,m,2007,1469.7659912109375
deu,f,2007,852.8419799804688
deu,mf,2008,2305.76806640625
deu,m,2008,1459.3389892578125
deu,f,2008,846.4290161132812
deu,mf,2009,2355.718017578125
deu,m,2009,1492.470947265625
deu,f,2009,863.2479858398438
deu,mf,2010,2382.263916015625
deu,m,2010,1498.31005859375
deu,f,2010,883.9550170898438
deu,mf,2011,2443.235107421875
deu,m,2011,1523.344970703125
deu,f,2011,919.8900146484375
deu,mf,2012,2456.02392578125
deu,m,2012,1534.9510498046875
deu,f,2012,921.073974609375
deu,mf,2013,2370.93896484375
deu,m,2013,1468.7989501953125
deu,f,2013,902.1400146484375
deu,mf,2014,2343.989990234375
deu,m,2014,1450.0889892578125
deu,f,2014,893.9019775390625
gha,mf,2010,6841.7841796875
gha,m,2010,3070.008056640625
gha,f,2010,3771.77587890625
grc,mf,1980,1688.0
grc,mf,1981,1337.0050048828125
grc,m,1981,1117.655029296875
grc,f,1981,219.35000610351562
grc,mf,1982,1362.9000244140625
grc,m,1982,1110.199951171875
grc,f,1982,252.6999969482422
grc,mf,1983,1093.093994140625
grc,m,1983,887.0479736328125
grc,f,1983,206.04600524902344
grc,mf,1984,1089.2159423828125
grc,m,1984,880.9959716796875
grc,f,1984,208.2209930419922
grc,mf,1985,1109.740966796875
grc,m,1985,882.43798828125
grc,f,1985,227.3040008544922
grc,mf,1986,1070.2760009765625
grc,m,1986,870.2650146484375
grc,f,1986,200.01100158691406
grc,mf,1987,1077.0489501953125
grc,m,1987,859.530029296875
grc,f,1987,217.52000427246094
grc,mf,1988,1082.6519775390625
grc,m,1988,861.6580200195312
grc,f,1988,220.99400329589844
grc,mf,1989,1054.7039794921875
grc,m,1989,838.0969848632812
grc,f,1989,216.60699462890625
grc,mf,1990,1083.001953125
grc,m,1990,841.3569946289062
grc,f,1990,241.64500427246094
grc,mf,1991,1049.0
grc,m,1991,831.989990234375
grc,f,1991,217.00999450683594
grc,mf,1992,1045.5360107421875
grc,m,1992,823.4099731445312
grc,f,1992,222.12600708007812
grc,mf,1993,1019.3489990234375
grc,m,1993,798.4149780273438
grc,f,1993,220.9340057373047
grc,mf,1994,1038.010986328125
grc,m,1994,811.0339965820312
grc,f,1994,226.9770050048828
grc,mf,1995,1045.35302734375
grc,m,1995,820.9450073242188
grc,f,1995,224.40899658203125
grc,mf,1996,1036.487060546875
grc,m,1996,803.1300048828125
grc,f,1996,233.35699462890625
grc,mf,1997,1007.7960205078125
grc,m,1997,781.2319946289062
grc,f,1997,226.56399536132812
grc,mf,1998,1007.1680297851562
grc,m,1998,757.1890258789062
grc,f,1998,249.97900390625
grc,mf,1999,991.593994140625
grc,m,1999,729.4869995117188
grc,f,1999,262.10699462890625
grc,mf,2000,998.3670043945312
grc,m,2000,726.1209716796875
grc,f,2000,272.2460021972656
grc,mf,2001,975.6209716796875
grc,m,2001,706.8170166015625
grc,f,2001,268.80499267578125
grc,mf,2002,1011.3709716796875
grc,m,2002,721.7570190429688
grc,f,2002,289.614013671875
grc,mf,2003,1028.7080078125
grc,m,2003,728.22802734375
grc,f,2003,300.4800109863281
grc,mf,2004,970.0360107421875
grc,m,2004,689.2329711914062
grc,f,2004,280.8030090332031
grc,mf,2005,969.1849975585938
grc,m,2005,684.0180053710938
grc,f,2005,285.1669921875
grc,mf,2006,972.7999877929688
grc,m,2006,677.9229736328125
grc,f,2006,294.87701416015625
grc,mf,2007,956.5120239257812
grc,m,2007,669.7529907226562
grc,f,2007,286.7590026855469
grc,mf,2008,958.5850219726562
grc,m,2008,653.2479858398438
grc,f,2008,305.33599853515625
grc,mf,2009,963.969970703125
grc,m,2009,655.97998046875
grc,f,2009,307.989990234375
grc,mf,2010,969.3350219726562
grc,m,2010,649.7020263671875
grc,f,2010,319.63299560546875
grc,mf,2011,935.6079711914062
grc,m,2011,624.8930053710938
grc,f,2011,310.7139892578125
grc,mf,2012,907.927978515625
grc,m,2012,611.3040161132812
grc,f,2012,296.625
grc,mf,2013,893.9860229492188
grc,m,2013,605.3920288085938
grc,f,2013,288.5950012207031
grc,mf,2014,882.0029907226562
grc,m,2014,594.656005859375
grc,f,2014,287.34600830078125
grd,mf,1991,2.6600000858306885
grd,m,1991,1.7899999618530273
grd,f,1991,0.8600000143051147
grd,mf,1996,6.71999979019165
grd,m,1996,3.6500000953674316
grd,f,1996,3.059999942779541
grd,mf,1998,6.005000114440918
grd,m,1998,3.578000068664551
grd,f,1998,2.427000045776367
glp,mf,2001,19.600000381469727
glp,mf,2002,22.0
glp,mf,2003,19.0
glp,mf,2004,19.600000381469727
glp,mf,2005,21.100000381469727
glp,mf,2006,21.600000381469727
glp,mf,2007,25.299999237060547
glp,mf,2008,23.399999618530273
glp,mf,2009,23.299999237060547
glp,mf,2010,22.399999618530273
glp,mf,2011,24.0
glp,mf,2012,24.5
gum,mf,1980,1.0199999809265137
gum,mf,1990,1.6150000095367432
gum,mf,2000,2.4030001163482666
gtm,mf,1994,859.2899780273438
gtm,m,1994,762.3900146484375
gtm,f,1994,96.88999938964844
gtm,mf,1998,1285.510009765625
gtm,m,1998,687.3099975585938
gtm,f,1998,598.2000122070312
gtm,mf,2000,1292.89697265625
gtm,m,2000,690.8889770507812
gtm,f,2000,602.0079956054688
gtm,mf,2002,1554.2449951171875
gtm,m,2002,922.9329833984375
gtm,f,2002,631.31201171875
gtm,mf,2003,1457.52197265625
gtm,m,2003,845.4650268554688
gtm,f,2003,612.0570068359375
gtm,mf,2004,1564.52001953125
gtm,m,2004,941.5130004882812
gtm,f,2004,623.0070190429688
gtm,mf,2010,1648.2259521484375
gtm,m,2010,938.35400390625
gtm,f,2010,709.8720092773438
gtm,mf,2011,1548.7110595703125
gtm,m,2011,985.9000244140625
gtm,f,2011,562.8109741210938
gtm,mf,2012,1865.18798828125
gtm,m,2012,1013.9190063476562
gtm,f,2012,851.2689819335938
gtm,mf,2013,1861.2869873046875
gtm,m,2013,1103.27294921875
gtm,f,2013,758.0139770507812
gin,mf,2009,2564.429931640625
gin,m,2009,1464.0870361328125
gin,f,2009,1100.343017578125
gin,mf,2010,2646.152099609375
gin,m,2010,1503.926025390625
gin,f,2010,1142.2259521484375
gin,mf,2011,2556.541015625
gin,m,2011,1460.93505859375
gin,f,2011,1095.60498046875
gin,mf,2012,2635.7939453125
gin,m,2012,1506.2239990234375
gin,f,2012,1129.5689697265625
hti,mf,1990,1582.8900146484375
hti,m,1990,975.52001953125
hti,f,1990,607.3599853515625
hnd,mf,1990,549.5499877929688
hnd,m,1990,373.3500061035156
hnd,f,1990,176.1999969482422
hnd,mf,1991,604.4400024414062
hnd,m,1991,429.57000732421875
hnd,f,1991,174.8699951171875
hnd,mf,1992,626.8400268554688
hnd,m,1992,435.32000732421875
hnd,f,1992,191.52000427246094
hnd,mf,1994,641.4199829101562
hnd,m,1994,445.80999755859375
hnd,f,1994,195.61000061035156
hnd,mf,1995,629.8699951171875
hnd,m,1995,421.739990234375
hnd,f,1995,208.1199951171875
hnd,mf,1996,719.0999755859375
hnd,m,1996,460.3999938964844
hnd,f,1996,258.6000061035156
hnd,mf,1997,768.4000244140625
hnd,m,1997,489.0
hnd,f,1997,279.3999938964844
hnd,mf,1998,765.2999877929688
hnd,m,1998,477.79998779296875
hnd,f,1998,287.5
hnd,mf,1999,832.9000244140625
hnd,m,1999,510.70001220703125
hnd,f,1999,322.20001220703125
hnd,mf,2001,808.0
hnd,m,2001,539.0999755859375
hnd,f,2001,268.8999938964844
hnd,mf,2002,900.4000244140625
hnd,m,2002,604.2999877929688
hnd,f,2002,296.1000061035156
hnd,mf,2003,946.7000122070312
hnd,m,2003,596.5
hnd,f,2003,350.20001220703125
hnd,mf,2004,875.9000244140625
hnd,m,2004,567.7000122070312
hnd,f,2004,308.20001220703125
hnd,mf,2005,934.4000244140625
