country,sex,year,wage_salaried_workers_employees_000
ecu,mf,1991,1395.9000244140625
ecu,m,1991,978.4000244140625
ecu,f,1991,417.5
ecu,mf,1992,1392.199951171875
ecu,m,1992,951.2000122070312
ecu,f,1992,441.0
ecu,mf,1993,1384.800048828125
ecu,m,1993,964.2000122070312
ecu,f,1993,420.6000061035156
ecu,mf,1994,1437.699951171875
ecu,m,1994,987.0
ecu,f,1994,450.70001220703125
ecu,mf,1995,1542.9000244140625
ecu,m,1995,1056.0
ecu,f,1995,486.79998779296875
ecu,mf,1996,1516.0
ecu,m,1996,1037.699951171875
ecu,f,1996,478.29998779296875
ecu,mf,1997,1658.300048828125
ecu,m,1997,1126.5999755859375
ecu,f,1997,531.5999755859375
ecu,mf,1998,1672.300048828125
ecu,m,1998,1144.199951171875
ecu,f,1998,528.0
ecu,mf,1999,1914.300048828125
ecu,m,1999,1203.5999755859375
ecu,f,1999,710.7000122070312
ecu,mf,2000,2816.56298828125
ecu,m,2000,1884.8919677734375
ecu,f,2000,931.6710205078125
ecu,mf,2001,3008.097900390625
ecu,m,2001,2003.531982421875
ecu,f,2001,1004.5659790039062
ecu,mf,2003,2974.81591796875
ecu,m,2003,1986.6209716796875
ecu,f,2003,988.1950073242188
ecu,mf,2004,3040.028076171875
ecu,m,2004,2025.553955078125
ecu,f,2004,1014.4739990234375
ecu,mf,2005,3168.180908203125
ecu,m,2005,2076.81494140625
ecu,f,2005,1091.366943359375
ecu,mf,2006,3285.326904296875
ecu,m,2006,2197.781005859375
ecu,f,2006,1087.5460205078125
ecu,mf,2007,3301.59912109375
ecu,m,2007,2189.6640625
ecu,f,2007,1111.93505859375
ecu,mf,2008,3373.76708984375
ecu,m,2008,2222.674072265625
ecu,f,2008,1151.094970703125
ecu,mf,2009,3338.094970703125
ecu,m,2009,2190.531982421875
ecu,f,2009,1147.56298828125
ecu,mf,2010,3399.904052734375
ecu,m,2010,2228.5791015625
ecu,f,2010,1171.324951171875
ecu,mf,2011,3347.864013671875
ecu,m,2011,2207.888916015625
ecu,f,2011,1139.9759521484375
ecu,mf,2012,2932.277099609375
ecu,m,2012,1492.487060546875
ecu,f,2012,1439.791015625
ecu,mf,2013,3823.028076171875
ecu,m,2013,2521.825927734375
ecu,f,2013,1301.2020263671875
egy,mf,1993,8199.900390625
egy,m,1993,6745.7998046875
egy,f,1993,1454.0999755859375
egy,mf,1994,8424.2998046875
egy,m,1994,6923.5
egy,f,1994,1500.800048828125
egy,mf,1995,8601.7998046875
egy,m,1995,7066.39990234375
egy,f,1995,1535.4000244140625
egy,mf,1997,9492.400390625
egy,m,1997,7816.60009765625
egy,f,1997,1675.800048828125
egy,mf,1998,9670.900390625
egy,m,1998,7853.5
egy,f,1998,1817.4000244140625
egy,mf,1999,10237.5
egy,m,1999,8217.099609375
egy,f,1999,2020.4000244140625
egy,mf,2000,10311.900390625
egy,m,2000,8455.400390625
egy,f,2000,1856.5
egy,mf,2001,10797.900390625
egy,m,2001,8728.7001953125
egy,f,2001,2069.199951171875
egy,mf,2002,10747.2998046875
egy,m,2002,8502.0
egy,f,2002,2245.300048828125
egy,mf,2003,10485.7001953125
egy,m,2003,8526.7998046875
egy,f,2003,1958.9000244140625
egy,mf,2004,10572.7998046875
egy,m,2004,8709.0
egy,f,2004,1863.800048828125
egy,mf,2005,11605.099609375
egy,m,2005,9698.900390625
egy,f,2005,1906.199951171875
egy,mf,2006,12635.0
egy,m,2006,10550.0
egy,f,2006,2085.10009765625
egy,mf,2007,12715.099609375
egy,m,2007,10496.7001953125
egy,f,2007,2218.39990234375
egy,mf,2009,13919.5
egy,m,2009,11619.400390625
egy,f,2009,2300.10009765625
egy,mf,2010,14822.7998046875
egy,m,2010,12389.599609375
egy,f,2010,2433.199951171875
egy,mf,2011,14281.5
egy,m,2011,11836.6103515625
egy,f,2011,2444.886962890625
egy,mf,2012,14744.66015625
egy,m,2012,12120.4599609375
egy,f,2012,2624.197021484375
egy,mf,2013,14642.2099609375
egy,m,2013,12106.1796875
egy,f,2013,2536.028076171875
slv,mf,1993,972.1699829101562
slv,m,1993,639.2899780273438
slv,f,1993,332.8699951171875
slv,mf,1994,975.47998046875
slv,m,1994,620.6400146484375
slv,f,1994,354.8299865722656
slv,mf,1995,1030.5999755859375
slv,m,1995,721.2999877929688
slv,f,1995,309.29998779296875
slv,mf,1996,1067.699951171875
slv,m,1996,761.0999755859375
slv,f,1996,306.6000061035156
slv,mf,1997,1093.699951171875
slv,m,1997,774.9000244140625
slv,f,1997,318.8999938964844
slv,mf,1998,1269.9000244140625
slv,m,1998,811.9000244140625
slv,f,1998,457.8999938964844
slv,mf,1999,1313.4000244140625
slv,m,1999,831.7000122070312
slv,f,1999,481.70001220703125
slv,mf,2000,1145.800048828125
slv,m,2000,776.0
slv,f,2000,369.79998779296875
slv,mf,2001,1177.300048828125
slv,m,2001,808.7000122070312
slv,f,2001,368.6000061035156
slv,mf,2002,1131.800048828125
slv,m,2002,753.0999755859375
slv,f,2002,378.70001220703125
slv,mf,2003,1219.5999755859375
slv,m,2003,817.0
slv,f,2003,402.6000061035156
slv,mf,2004,1236.4000244140625
slv,m,2004,856.0
slv,f,2004,380.3999938964844
slv,mf,2005,1188.699951171875
slv,m,2005,803.0
slv,f,2005,385.79998779296875
slv,mf,2006,1278.199951171875
slv,m,2006,854.9000244140625
slv,f,2006,423.29998779296875
slv,mf,2007,1307.8370361328125
slv,m,2007,819.9710083007812
slv,f,2007,487.8659973144531
slv,mf,2008,1389.5159912109375
slv,m,2008,872.3939819335938
slv,f,2008,517.1220092773438
slv,mf,2009,380.7850036621094
slv,m,2009,274.989013671875
slv,f,2009,105.7959976196289
slv,mf,2010,1396.1280517578125
slv,m,2010,879.2030029296875
slv,f,2010,516.9249877929688
slv,mf,2011,1438.218017578125
slv,m,2011,908.3599853515625
slv,f,2011,529.8579711914062
slv,mf,2012,1489.48095703125
slv,m,2012,937.7420043945312
slv,f,2012,551.739013671875
slv,mf,2013,1405.4019775390625
slv,m,2013,942.3619995117188
slv,f,2013,463.0400085449219
gnq,mf,1983,16.399999618530273
gnq,m,1983,14.699999809265137
gnq,f,1983,1.7999999523162842
est,mf,1989,817.7999877929688
est,m,1989,417.3999938964844
est,f,1989,400.3999938964844
est,mf,1990,799.4000244140625
est,m,1990,412.79998779296875
est,f,1990,386.6000061035156
est,mf,1991,771.9000244140625
est,m,1991,399.8999938964844
est,f,1991,372.0
est,mf,1992,714.5
est,m,1992,371.20001220703125
est,f,1992,343.29998779296875
est,mf,1993,641.2000122070312
est,m,1993,329.29998779296875
est,f,1993,311.8999938964844
est,mf,1994,614.2000122070312
est,m,1994,314.20001220703125
est,f,1994,300.0
est,mf,1995,589.7000122070312
est,m,1995,298.5
est,f,1995,291.20001220703125
est,mf,1996,572.9000244140625
est,m,1996,287.0
est,f,1996,285.8999938964844
est,mf,1997,555.9669799804688
est,m,1997,274.8349914550781
est,f,1997,281.1319885253906
est,mf,1998,554.9810180664062
est,m,1998,276.00299072265625
est,f,1998,278.97900390625
est,mf,1999,528.4840087890625
est,m,1999,260.4840087890625
est,f,1999,268.0
est,mf,2000,538.7319946289062
est,m,2000,265.5010070800781
est,f,2000,273.2309875488281
est,mf,2001,539.4110107421875
est,m,2001,268.1510009765625
est,f,2001,271.260009765625
est,mf,2002,548.5900268554688
est,m,2002,269.1549987792969
est,f,2002,279.43499755859375
est,mf,2003,546.4760131835938
est,m,2003,269.6300048828125
est,f,2003,276.84600830078125
est,mf,2004,545.2000122070312
est,m,2004,258.6050109863281
est,f,2004,286.5950012207031
est,mf,2005,566.8670043945312
est,m,2005,270.7650146484375
est,f,2005,296.10101318359375
est,mf,2006,598.6599731445312
est,m,2006,291.99798583984375
est,f,2006,306.6619873046875
est,mf,2007,597.4019775390625
est,m,2007,292.4179992675781
est,f,2007,304.9840087890625
est,mf,2008,604.4500122070312
est,m,2008,298.6000061035156
est,f,2008,305.8500061035156
est,mf,2009,544.35400390625
est,m,2009,257.5669860839844
est,f,2009,286.7869873046875
est,mf,2010,519.8939819335938
est,m,2010,245.00900268554688
est,f,2010,274.885986328125
est,mf,2011,550.572998046875
est,m,2011,265.6940002441406
est,f,2011,284.8789978027344
est,mf,2012,560.4500122070312
est,m,2012,270.6409912109375
est,f,2012,289.8089904785156
est,mf,2013,564.5609741210938
est,m,2013,275.9309997558594
est,f,2013,288.6300048828125
est,mf,2014,567.9089965820312
est,m,2014,280.3840026855469
est,f,2014,287.5249938964844
eth,mf,1981,154.02999877929688
eth,m,1981,145.7899932861328
eth,f,1981,11.130000114440918
eth,mf,1987,382.6000061035156
eth,m,1987,290.79998779296875
eth,f,1987,91.80000305175781
eth,mf,1994,1482.6800537109375
eth,m,1994,1037.1199951171875
eth,f,1994,445.55999755859375
eth,mf,1999,2031.800048828125
eth,m,1999,1346.0999755859375
eth,f,1999,685.7000122070312
eth,mf,2005,2478.199951171875
eth,m,2005,1568.5999755859375
eth,f,2005,909.5999755859375
eth,mf,2006,1777.1629638671875
eth,m,2006,1035.8990478515625
eth,f,2006,741.2639770507812
eth,mf,2009,2338.64990234375
eth,m,2009,1417.7540283203125
eth,f,2009,920.89599609375
eth,mf,2010,2438.402099609375
eth,m,2010,1432.9000244140625
eth,f,2010,1005.5009765625
eth,mf,2011,2544.614990234375
eth,m,2011,1537.511962890625
eth,f,2011,1007.10400390625
eth,mf,2012,2867.784912109375
eth,m,2012,1682.364990234375
eth,f,2012,1185.4200439453125
eth,mf,2013,4252.60107421875
eth,m,2013,2730.028076171875
eth,f,2013,1522.572998046875
flk,mf,2013,1.6770000457763672
flk,m,2013,0.9380000233650208
flk,f,2013,0.7390000224113464
fji,mf,2002,151.3939971923828
fji,m,2002,107.48999786376953
fji,f,2002,43.90399932861328
fji,mf,2004,187.6300048828125
fji,m,2004,132.6009979248047
fji,f,2004,55.02899932861328
fji,mf,2005,187.60000610351562
fji,m,2005,132.60000610351562
fji,f,2005,55.0
fji,mf,2007,194.57899475097656
fji,m,2007,134.3249969482422
fji,f,2007,60.25400161743164
fji,mf,2008,182.04299926757812
fji,m,2008,125.61000061035156
fji,f,2008,56.43299865722656
fin,mf,1980,1920.0
fin,m,1980,1000.0
fin,f,1980,920.0
fin,mf,1981,1953.0
fin,m,1981,1007.0
fin,f,1981,946.0
fin,mf,1982,1980.0
fin,m,1982,1010.0
fin,f,1982,970.0
fin,mf,1983,1994.0
fin,m,1983,1008.0
fin,f,1983,986.0
fin,mf,1984,2025.0
fin,m,1984,1027.0
fin,f,1984,998.0
fin,mf,1985,2066.0
fin,m,1985,1037.0
fin,f,1985,1029.0
fin,mf,1986,2061.0
fin,m,1986,1030.0
fin,f,1986,1031.0
fin,mf,1987,2041.0
fin,m,1987,1017.0
fin,f,1987,1024.0
fin,mf,1988,2052.0
fin,m,1988,1019.0
fin,f,1988,1034.0
fin,mf,1989,2099.0
fin,m,1989,1042.0
fin,f,1989,1057.0
fin,mf,1990,2104.5
fin,m,1990,1045.0
fin,f,1990,1060.0
fin,mf,1991,2003.0
fin,m,1991,977.0
fin,f,1991,1026.0
fin,mf,1992,1851.0
fin,m,1992,890.0
fin,f,1992,961.0
fin,mf,1993,1731.0
fin,m,1993,832.0
fin,f,1993,899.0
fin,mf,1994,1713.0
fin,m,1994,828.0
fin,f,1994,885.0
fin,mf,1995,1696.656982421875
fin,m,1995,828.051025390625
fin,f,1995,868.6060180664062
fin,mf,1996,1720.280029296875
fin,m,1996,844.39697265625
fin,f,1996,875.8829956054688
fin,mf,1997,1792.010986328125
fin,m,1997,883.4990234375
fin,f,1997,908.5120239257812
fin,mf,1998,1861.010009765625
fin,m,1998,919.4169921875
fin,f,1998,941.593017578125
fin,mf,1999,2011.4100341796875
fin,m,1999,1008.2160034179688
fin,f,1999,1003.1950073242188
fin,mf,2000,2046.89599609375
fin,m,2000,1023.7839965820312
fin,f,2000,1023.1110229492188
fin,mf,2001,2091.027099609375
fin,m,2001,1046.093994140625
fin,f,2001,1044.9329833984375
fin,mf,2002,2096.9541015625
fin,m,2002,1039.7330322265625
fin,f,2002,1057.220947265625
fin,mf,2003,2094.452880859375
fin,m,2003,1035.7340087890625
fin,f,2003,1058.718994140625
fin,mf,2004,2086.8740234375
fin,m,2004,1035.9129638671875
fin,f,2004,1050.9610595703125
fin,mf,2005,2097.10009765625
fin,m,2005,1037.35595703125
fin,f,2005,1059.7440185546875
fin,mf,2006,2128.916015625
fin,m,2006,1050.967041015625
fin,f,2006,1077.948974609375
fin,mf,2007,2178.10400390625
fin,m,2007,1075.06005859375
fin,f,2007,1103.0450439453125
fin,mf,2008,2206.760009765625
fin,m,2008,1094.81201171875
fin,f,2008,1111.948974609375
fin,mf,2009,2122.716064453125
fin,m,2009,1029.0250244140625
fin,f,2009,1093.6920166015625
fin,mf,2010,2119.575927734375
fin,m,2010,1037.8690185546875
fin,f,2010,1081.7080078125
fin,mf,2011,2142.989990234375
fin,m,2011,1052.3609619140625
fin,f,2011,1090.6300048828125
fin,mf,2012,2146.090087890625
fin,m,2012,1047.001953125
fin,f,2012,1099.0880126953125
fin,mf,2013,2126.56591796875
fin,m,2013,1036.3759765625
fin,f,2013,1090.18994140625
fin,mf,2014,2104.60791015625
fin,m,2014,1022.718017578125
fin,f,2014,1081.8900146484375
fra,mf,1980,17954.0
fra,m,1980,10718.0
fra,f,1980,7237.0
fra,mf,1981,17913.0
fra,m,1981,10623.0
fra,f,1981,7290.0
fra,mf,1982,18024.0
fra,m,1982,10595.0
fra,f,1982,7429.0
fra,mf,1983,17706.3203125
fra,m,1983,10369.4404296875
fra,f,1983,7336.8779296875
fra,mf,1984,17621.5
fra,m,1984,10197.7197265625
fra,f,1984,7423.77783203125
fra,mf,1985,17712.529296875
fra,m,1985,10179.330078125
fra,f,1985,7533.18994140625
fra,mf,1986,17936.380859375
fra,m,1986,10166.4501953125
fra,f,1986,7769.93408203125
fra,mf,1987,17903.349609375
fra,m,1987,10164.2099609375
fra,f,1987,7739.13623046875
fra,mf,1988,18027.19921875
fra,m,1988,10159.6796875
fra,f,1988,7867.51708984375
fra,mf,1989,18384.44921875
fra,m,1989,10362.5
fra,f,1989,8021.953125
fra,mf,1990,18438.669921875
fra,m,1990,10329.240234375
fra,f,1990,8109.42919921875
fra,mf,1991,18691.94921875
fra,m,1991,10373.8701171875
fra,f,1991,8318.0751953125
fra,mf,1992,18638.029296875
fra,m,1992,10296.240234375
fra,f,1992,8341.787109375
fra,mf,1993,18733.4296875
fra,m,1993,10208.1396484375
fra,f,1993,8525.296875
fra,mf,1994,18535.900390625
fra,m,1994,10026.669921875
fra,f,1994,8509.2333984375
fra,mf,1995,18916.51953125
fra,m,1995,10232.8603515625
fra,f,1995,8683.654296875
fra,mf,1996,19112.380859375
fra,m,1996,10284.740234375
fra,f,1996,8827.6396484375
fra,mf,1997,19113.5390625
fra,m,1997,10276.599609375
fra,f,1997,8836.9404296875
fra,mf,1998,19470.490234375
fra,m,1998,10424.73046875
fra,f,1998,9045.755859375
fra,mf,1999,19765.369140625
fra,m,1999,10567.7197265625
fra,f,1999,9197.6416015625
fra,mf,2000,20484.359375
fra,m,2000,10947.6103515625
fra,f,2000,9536.744140625
fra,mf,2001,21097.080078125
fra,m,2001,11305.0498046875
fra,f,2001,9792.025390625
fra,mf,2002,21312.189453125
fra,m,2002,11323.349609375
fra,f,2002,9988.8427734375
fra,mf,2003,21776.240234375
fra,m,2003,11326.849609375
fra,f,2003,10449.3896484375
fra,mf,2004,21826.880859375
fra,m,2004,11397.330078125
fra,f,2004,10429.5498046875
fra,mf,2005,22237.41015625
fra,m,2005,11487.0400390625
fra,f,2005,10750.3701171875
fra,mf,2006,22253.9609375
fra,m,2006,11429.0
fra,f,2006,10824.9599609375
fra,mf,2007,22740.55078125
fra,m,2007,11600.330078125
fra,f,2007,11140.2099609375
fra,mf,2008,23136.189453125
fra,m,2008,11821.330078125
fra,f,2008,11314.849609375
fra,mf,2009,22813.169921875
fra,m,2009,11532.919921875
fra,f,2009,11280.25
fra,mf,2010,22729.359375
fra,m,2010,11461.5400390625
fra,f,2010,11267.8203125
fra,mf,2011,22747.939453125
fra,m,2011,11469.2197265625
fra,f,2011,11278.7197265625
fra,mf,2012,22795.5703125
fra,m,2012,11462.7197265625
fra,f,2012,11332.849609375
fra,mf,2013,22853.919921875
fra,m,2013,11476.009765625
fra,f,2013,11377.91015625
fra,mf,2014,22816.720703125
fra,m,2014,11408.26953125
fra,f,2014,11408.4404296875
guf,mf,2001,37.599998474121094
guf,mf,2002,40.20000076293945
guf,mf,2003,35.900001525878906
guf,mf,2004,35.29999923706055
guf,mf,2005,36.900001525878906
guf,mf,2006,36.70000076293945
guf,mf,2007,42.599998474121094
guf,mf,2008,43.599998474121094
guf,mf,2009,48.70000076293945
guf,mf,2010,49.5
guf,mf,2011,47.70000076293945
guf,mf,2012,48.400001525878906
pyf,mf,1996,56.67900085449219
pyf,m,1996,33.606998443603516
pyf,f,1996,23.07200050354004
pyf,mf,2002,70.8290023803711
pyf,m,2002,42.0369987487793
pyf,f,2002,28.79199981689453
pyf,mf,2007,80.09500122070312
pyf,m,2007,46.28900146484375
pyf,f,2007,33.805999755859375
gab,mf,1993,139.44500732421875
gab,m,1993,98.53500366210938
gab,f,1993,40.90999984741211
gab,mf,2005,158.81100463867188
gab,m,2005,107.50299835205078
gab,f,2005,51.308998107910156
gab,mf,2010,257.48199462890625
gab,m,2010,168.63099670410156
gab,f,2010,88.85199737548828
gmb,mf,2012,122.23200225830078
gmb,m,2012,88.28299713134766
gmb,f,2012,33.94900131225586
geo,mf,1998,747.5999755859375
geo,m,1998,385.1000061035156
geo,f,1998,362.5
geo,mf,1999,731.4000244140625
geo,m,1999,378.3999938964844
geo,f,1999,353.0
geo,mf,2000,684.2999877929688
geo,m,2000,354.79998779296875
geo,f,2000,329.5
geo,mf,2001,654.5999755859375
geo,m,2001,336.0
geo,f,2001,318.6000061035156
geo,mf,2002,650.9000244140625
geo,m,2002,333.0
geo,f,2002,317.8999938964844
geo,mf,2003,618.5
geo,m,2003,323.6000061035156
geo,f,2003,294.8999938964844
geo,mf,2004,600.9000244140625
geo,m,2004,304.3999938964844
geo,f,2004,296.5
geo,mf,2005,600.2999877929688
geo,m,2005,314.1000061035156
geo,f,2005,286.20001220703125
geo,mf,2006,603.9000244140625
geo,mf,2007,625.4000244140625
geo,mf,2008,572.4000244140625
geo,m,2008,313.1000061035156
geo,f,2008,259.20001220703125
geo,mf,2009,596.0
geo,m,2009,317.3999938964844
geo,f,2009,278.5
geo,mf,2010,618.5999755859375
geo,m,2010,318.29998779296875
geo,f,2010,300.20001220703125
geo,mf,2011,631.9630126953125
geo,m,2011,334.0920104980469
geo,f,2011,297.8710021972656
geo,mf,2012,662.6019897460938
geo,m,2012,359.614013671875
geo,f,2012,302.9880065917969
geo,mf,2013,658.2000122070312
geo,m,2013,346.70001220703125
geo,f,2013,311.5
deu,mf,1983,22674.0
deu,m,1983,13969.599609375
deu,f,1983,8704.3994140625
deu,mf,1984,22727.5
deu,m,1984,13978.400390625
deu,f,1984,8749.0986328125
deu,mf,1985,23012.75
deu,m,1985,13980.5
deu,f,1985,9032.25
deu,mf,1986,23326.0
deu,m,1986,14164.25
deu,f,1986,9161.75
deu,mf,1987,23466.25
deu,m,1987,14226.5
deu,f,1987,9239.75
deu,mf,1988,23898.75
deu,m,1988,14500.0
deu,f,1988,9398.75
deu,mf,1989,24335.5
deu,m,1989,14726.75
deu,f,1989,9608.75
deu,mf,1990,25814.05078125
deu,m,1990,15237.349609375
deu,f,1990,10576.7001953125
deu,mf,1991,33428.640625
deu,m,1991,19134.33984375
deu,f,1991,14294.2900390625
deu,mf,1992,32863.0390625
deu,m,1992,18850.689453125
deu,f,1992,14012.33984375
deu,mf,1993,32380.01953125
deu,m,1993,18566.9609375
deu,f,1993,13813.0595703125
deu,mf,1994,32028.720703125
deu,m,1994,18244.94921875
deu,f,1994,13783.7802734375
deu,mf,1995,31945.5390625
deu,m,1995,18116.330078125
deu,f,1995,13829.2099609375
deu,mf,1996,31842.83984375
deu,m,1996,17823.650390625
deu,f,1996,14019.1904296875
deu,mf,1997,31447.830078125
deu,m,1997,17536.779296875
deu,f,1997,13911.0498046875
deu,mf,1998,31635.220703125
deu,m,1998,17569.640625
deu,f,1998,14065.580078125
deu,mf,1999,32192.5390625
deu,m,1999,17698.240234375
deu,f,1999,14494.3095703125
deu,mf,2000,32374.330078125
deu,m,2000,17718.439453125
deu,f,2000,14655.8896484375
deu,mf,2001,32460.8203125
deu,m,2001,17685.650390625
deu,f,2001,14775.169921875
deu,mf,2002,32251.91015625
deu,m,2002,17426.919921875
deu,f,2002,14824.990234375
deu,mf,2003,31842.599609375
deu,m,2003,17028.23046875
deu,f,2003,14814.3701171875
deu,mf,2004,31182.189453125
deu,m,2004,16632.560546875
deu,f,2004,14549.6298828125
deu,mf,2005,31865.669921875
deu,m,2005,17012.7890625
deu,f,2005,14852.8798828125
deu,mf,2006,32660.01953125
deu,m,2006,17379.779296875
deu,f,2006,15280.25
deu,mf,2007,33432.98828125
deu,m,2007,17782.259765625
deu,f,2007,15650.73046875
deu,mf,2008,34049.5
deu,m,2008,18090.009765625
deu,f,2008,15959.490234375
deu,mf,2009,34012.01953125
deu,m,2009,17848.1796875
deu,f,2009,16163.830078125
deu,mf,2010,34259.71875
deu,m,2010,17914.220703125
deu,f,2010,16345.509765625
deu,mf,2011,34262.33984375
deu,m,2011,17805.439453125
deu,f,2011,16456.900390625
deu,mf,2012,34598.48046875
deu,m,2012,18003.640625
deu,f,2012,16594.83984375
deu,mf,2013,35105.421875
deu,m,2013,18208.5
deu,f,2013,16896.91015625
deu,mf,2014,35509.83984375
deu,m,2014,18419.759765625
deu,f,2014,17090.080078125
gha,mf,2010,1904.0389404296875
gha,m,2010,1292.0670166015625
gha,f,2010,611.9719848632812
grc,mf,1980,1668.0
grc,mf,1981,1694.2900390625
grc,m,1981,1209.791015625
grc,f,1981,484.4989929199219
grc,mf,1982,1710.199951171875
grc,m,1982,1212.699951171875
grc,f,1982,497.5
grc,mf,1983,1706.93701171875
grc,m,1983,1192.468994140625
grc,f,1983,514.4669799804688
grc,mf,1984,1739.6600341796875
grc,m,1984,1209.7359619140625
grc,f,1984,529.9240112304688
grc,mf,1985,1765.5560302734375
grc,m,1985,1207.0400390625
grc,f,1985,558.5159912109375
grc,mf,1986,1770.281982421875
grc,m,1986,1208.1209716796875
grc,f,1986,562.1610107421875
grc,mf,1987,1791.135009765625
grc,m,1987,1215.8919677734375
grc,f,1987,575.2429809570312
grc,mf,1988,1842.3179931640625
grc,m,1988,1220.1610107421875
grc,f,1988,622.156982421875
grc,mf,1989,1884.697021484375
grc,m,1989,1241.178955078125
grc,f,1989,643.5180053710938
grc,mf,1990,1944.3599853515625
grc,m,1990,1264.3590087890625
grc,f,1990,680.0020141601562
grc,mf,1991,1929.10205078125
grc,m,1991,1259.4029541015625
grc,f,1991,669.7000122070312
grc,mf,1992,1935.9429931640625
grc,m,1992,1243.3070068359375
grc,f,1992,692.635986328125
grc,mf,1993,1979.60205078125
grc,m,1993,1263.89501953125
grc,f,1993,715.7069702148438
grc,mf,1994,2016.6939697265625
grc,m,1994,1283.9739990234375
grc,f,1994,732.719970703125
grc,mf,1995,2058.7890625
grc,m,1995,1287.708984375
grc,f,1995,771.0800170898438
grc,mf,1996,2099.76806640625
grc,m,1996,1310.9610595703125
grc,f,1996,788.8060302734375
grc,mf,1997,2111.3720703125
grc,m,1997,1296.1400146484375
grc,f,1997,815.2319946289062
grc,mf,1998,2270.847900390625
grc,m,1998,1411.260986328125
grc,f,1998,859.5869750976562
grc,mf,1999,2337.39892578125
grc,m,1999,1435.197021484375
grc,f,1999,902.2030029296875
grc,mf,2000,2378.717041015625
grc,m,2000,1450.6719970703125
grc,f,2000,928.0449829101562
grc,mf,2001,2550.7470703125
grc,m,2001,1546.6619873046875
grc,f,2001,1004.0850219726562
grc,mf,2002,2615.044921875
grc,m,2002,1578.6700439453125
grc,f,2002,1036.3759765625
grc,mf,2003,2680.905029296875
grc,m,2003,1608.3480224609375
grc,f,2003,1072.5570068359375
grc,mf,2004,2812.056884765625
grc,m,2004,1659.281005859375
grc,f,2004,1152.7760009765625
grc,mf,2005,2843.7939453125
grc,m,2005,1676.969970703125
grc,f,2005,1166.823974609375
grc,mf,2006,2895.87109375
grc,m,2006,1688.81494140625
grc,f,2006,1207.0560302734375
grc,mf,2007,2951.18798828125
grc,m,2007,1712.2559814453125
grc,f,2007,1238.9310302734375
grc,mf,2008,2996.1640625
grc,m,2008,1732.2950439453125
grc,f,2008,1263.8690185546875
grc,mf,2009,2948.958984375
grc,m,2009,1675.4110107421875
grc,f,2009,1273.5479736328125
grc,mf,2010,2826.89990234375
grc,m,2010,1593.012939453125
grc,f,2010,1233.886962890625
grc,mf,2011,2586.39794921875
grc,m,2011,1445.1820068359375
grc,f,2011,1141.2159423828125
grc,mf,2012,2341.0029296875
grc,m,2012,1293.7430419921875
grc,f,2012,1047.260986328125
grc,mf,2013,2213.677978515625
grc,m,2013,1227.7860107421875
grc,f,2013,985.8920288085938
grc,mf,2014,2264.347900390625
grc,m,2014,1234.5369873046875
grc,f,2014,1029.81103515625
grd,mf,1991,18.530000686645508
grd,m,1991,10.930000305175781
grd,f,1991,7.590000152587891
grd,mf,1996,25.209999084472656
grd,m,1996,14.460000038146973
grd,f,1996,10.75
grd,mf,1998,24.795000076293945
grd,m,1998,14.229000091552734
grd,f,1998,10.565999984741211
glp,mf,2001,101.5
glp,mf,2002,104.4000015258789
glp,mf,2003,93.80000305175781
glp,mf,2004,96.4000015258789
glp,mf,2005,92.9000015258789
glp,mf,2006,95.80000305175781
glp,mf,2007,102.80000305175781
glp,mf,2008,105.69999694824219
glp,mf,2009,99.69999694824219
glp,mf,2010,101.9000015258789
glp,mf,2011,102.9000015258789
glp,mf,2012,99.30000305175781
gum,mf,1980,31.631999969482422
gum,mf,1990,49.02399826049805
gum,mf,2000,54.50400161743164
gum,mf,2002,43.104000091552734
gum,mf,2007,52.39400100708008
gtm,mf,1994,1225.489990234375
gtm,m,1994,910.75
gtm,f,1994,314.7300109863281
gtm,mf,1998,1951.4000244140625
gtm,m,1998,1344.6199951171875
gtm,f,1998,606.780029296875
gtm,mf,2000,2052.618896484375
gtm,m,2000,1410.4420166015625
gtm,f,2000,642.177001953125
gtm,mf,2002,1873.511962890625
gtm,m,2002,1274.2320556640625
gtm,f,2002,599.280029296875
gtm,mf,2003,2184.219970703125
gtm,m,2003,1505.5870361328125
gtm,f,2003,678.6329956054688
gtm,mf,2004,2208.97998046875
gtm,m,2004,1549.06201171875
gtm,f,2004,659.9180297851562
gtm,mf,2010,2848.593017578125
gtm,m,2010,1994.251953125
gtm,f,2010,854.3410034179688
gtm,mf,2011,3044.278076171875
gtm,m,2011,2101.112060546875
gtm,f,2011,943.166015625
gtm,mf,2012,3194.7919921875
gtm,m,2012,2270.633056640625
gtm,f,2012,924.1589965820312
gtm,mf,2013,2710.948974609375
gtm,m,2013,1710.739990234375
gtm,f,2013,1000.208984375
gin,mf,2009,200.57899475097656
gin,m,2009,165.46200561523438
gin,f,2009,35.117000579833984
gin,mf,2010,206.41799926757812
gin,m,2010,169.96400451660156
gin,f,2010,36.45399856567383
gin,mf,2011,200.07200622558594
gin,m,2011,165.1060028076172
gin,f,2011,34.965999603271484
gin,mf,2012,206.2740020751953
gin,m,2012,170.2239990234375
gin,f,2012,36.04999923706055
guy,mf,1992,128.72000122070312
guy,m,1992,87.62000274658203
guy,f,1992,41.099998474121094
hti,mf,1990,442.5
hti,m,1990,246.8699951171875
hti,f,1990,195.6300048828125
hnd,mf,1990,693.8900146484375
