country,sex,year,employers_percentage
gab,m,2005,1.399999976158142
gab,f,2005,0.800000011920929
gab,mf,2010,2.5
gab,m,2010,3.299999952316284
gab,f,2010,1.399999976158142
gmb,mf,2012,1.5
gmb,m,2012,1.600000023841858
gmb,f,2012,1.2999999523162842
geo,mf,1998,1.5
geo,m,1998,2.5999999046325684
geo,f,1998,0.4000000059604645
geo,mf,1999,1.100000023841858
geo,m,1999,1.899999976158142
geo,f,1999,0.30000001192092896
geo,mf,2000,1.5
geo,m,2000,2.5999999046325684
geo,f,2000,0.4000000059604645
geo,mf,2001,1.5
geo,m,2001,2.5999999046325684
geo,f,2001,0.4000000059604645
geo,mf,2002,1.5
geo,m,2002,2.5
geo,f,2002,0.5
geo,mf,2003,1.2000000476837158
geo,m,2003,1.7999999523162842
geo,f,2003,0.5
geo,mf,2004,1.100000023841858
geo,m,2004,1.7000000476837158
geo,f,2004,0.4000000059604645
geo,mf,2005,1.100000023841858
geo,m,2005,1.600000023841858
geo,f,2005,0.4000000059604645
geo,mf,2006,0.800000011920929
geo,mf,2007,1.100000023841858
geo,mf,2008,1.0
geo,m,2008,1.399999976158142
geo,f,2008,0.699999988079071
geo,mf,2009,1.2999999523162842
geo,m,2009,1.899999976158142
geo,f,2009,0.699999988079071
geo,mf,2010,1.2999999523162842
geo,m,2010,2.0
geo,f,2010,0.5
geo,mf,2013,1.2000000476837158
geo,m,2013,1.7999999523162842
geo,f,2013,0.5
deu,mf,1983,4.800000190734863
deu,m,1983,6.400000095367432
deu,f,1983,2.200000047683716
deu,mf,1984,5.099999904632568
deu,m,1984,6.800000190734863
deu,f,1984,2.4000000953674316
deu,mf,1985,4.900000095367432
deu,m,1985,6.5
deu,f,1985,2.4000000953674316
deu,mf,1986,5.0
deu,m,1986,6.599999904632568
deu,f,1986,2.299999952316284
deu,mf,1987,4.900000095367432
deu,m,1987,6.400000095367432
deu,f,1987,2.5
deu,mf,1988,4.699999809265137
deu,m,1988,6.199999809265137
deu,f,1988,2.299999952316284
deu,mf,1989,5.0
deu,m,1989,6.599999904632568
deu,f,1989,2.5999999046325684
deu,mf,1990,4.900000095367432
deu,m,1990,6.599999904632568
deu,f,1990,2.4000000953674316
deu,mf,1991,4.5
deu,m,1991,6.099999904632568
deu,f,1991,2.299999952316284
deu,mf,1992,4.800000190734863
deu,m,1992,6.5
deu,f,1992,2.4000000953674316
deu,mf,1993,5.0
deu,m,1993,6.699999809265137
deu,f,1993,2.5
deu,mf,1994,5.300000190734863
deu,m,1994,7.099999904632568
deu,f,1994,2.799999952316284
deu,mf,1995,5.099999904632568
deu,m,1995,7.0
deu,f,1995,2.5999999046325684
deu,mf,1996,5.099999904632568
deu,m,1996,6.900000095367432
deu,f,1996,2.5
deu,mf,1997,5.099999904632568
deu,m,1997,7.0
deu,f,1997,2.5999999046325684
deu,mf,1998,5.099999904632568
deu,m,1998,7.0
deu,f,1998,2.5999999046325684
deu,mf,1999,5.099999904632568
deu,m,1999,7.099999904632568
deu,f,1999,2.5999999046325684
deu,mf,2000,5.0
deu,m,2000,6.900000095367432
deu,f,2000,2.5999999046325684
deu,mf,2001,5.0
deu,m,2001,6.900000095367432
deu,f,2001,2.700000047683716
deu,mf,2002,5.0
deu,m,2002,6.900000095367432
deu,f,2002,2.5999999046325684
deu,mf,2003,5.0
deu,m,2003,7.0
deu,f,2003,2.5
deu,mf,2004,5.199999809265137
deu,m,2004,7.199999809265137
deu,f,2004,2.700000047683716
deu,mf,2005,4.900000095367432
deu,m,2005,6.800000190734863
deu,f,2005,2.5999999046325684
deu,mf,2006,4.900000095367432
deu,m,2006,6.800000190734863
deu,f,2006,2.5999999046325684
deu,mf,2007,4.800000190734863
deu,m,2007,6.800000190734863
deu,f,2007,2.5
deu,mf,2008,4.800000190734863
deu,m,2008,6.599999904632568
deu,f,2008,2.5
deu,mf,2009,4.800000190734863
deu,m,2009,6.800000190734863
deu,f,2009,2.5
deu,mf,2010,4.800000190734863
deu,m,2010,6.800000190734863
deu,f,2010,2.5999999046325684
deu,mf,2011,4.800000190734863
deu,m,2011,6.699999809265137
deu,f,2011,2.5
deu,mf,2012,4.800000190734863
deu,m,2012,6.699999809265137
deu,f,2012,2.5
deu,mf,2013,4.699999809265137
deu,m,2013,6.699999809265137
deu,f,2013,2.5
deu,mf,2014,4.599999904632568
deu,m,2014,6.5
deu,f,2014,2.5
gha,mf,2006,4.5
gha,m,2006,5.400000095367432
gha,f,2006,3.700000047683716
gha,mf,2010,4.900000095367432
gha,m,2010,5.599999904632568
gha,f,2010,4.199999809265137
grc,mf,1983,5.699999809265137
grc,m,1983,7.800000190734863
grc,f,1983,1.399999976158142
grc,mf,1984,5.099999904632568
grc,m,1984,7.0
grc,f,1984,1.399999976158142
grc,mf,1985,5.0
grc,m,1985,6.900000095367432
grc,f,1985,1.399999976158142
grc,mf,1986,5.599999904632568
grc,m,1986,7.599999904632568
grc,f,1986,1.7000000476837158
grc,mf,1987,5.5
grc,m,1987,7.5
grc,f,1987,1.7000000476837158
grc,mf,1988,5.599999904632568
grc,m,1988,7.599999904632568
grc,f,1988,1.7999999523162842
grc,mf,1989,5.599999904632568
grc,m,1989,7.699999809265137
grc,f,1989,1.7000000476837158
grc,mf,1990,5.599999904632568
grc,m,1990,7.699999809265137
grc,f,1990,1.899999976158142
grc,mf,1991,6.300000190734863
grc,m,1991,8.300000190734863
grc,f,1991,2.4000000953674316
grc,mf,1992,7.0
grc,m,1992,9.300000190734863
grc,f,1992,2.5999999046325684
grc,mf,1993,7.199999809265137
grc,m,1993,9.699999809265137
grc,f,1993,2.700000047683716
grc,mf,1994,7.0
grc,m,1994,9.5
grc,f,1994,2.5999999046325684
grc,mf,1995,6.400000095367432
grc,m,1995,8.699999809265137
grc,f,1995,2.299999952316284
grc,mf,1996,6.900000095367432
grc,m,1996,9.300000190734863
grc,f,1996,2.799999952316284
grc,mf,1997,7.099999904632568
grc,m,1997,9.699999809265137
grc,f,1997,2.799999952316284
grc,mf,1998,7.300000190734863
grc,m,1998,9.699999809265137
grc,f,1998,2.9000000953674316
grc,mf,1999,7.599999904632568
grc,m,1999,10.100000381469727
grc,f,1999,3.200000047683716
grc,mf,2000,8.0
grc,m,2000,10.399999618530273
grc,f,2000,3.799999952316284
grc,mf,2001,8.199999809265137
grc,m,2001,10.800000190734863
grc,f,2001,3.799999952316284
grc,mf,2002,7.5
grc,m,2002,10.0
grc,f,2002,3.299999952316284
grc,mf,2003,7.199999809265137
grc,m,2003,9.5
grc,f,2003,3.299999952316284
grc,mf,2004,8.0
grc,m,2004,10.600000381469727
grc,f,2004,3.700000047683716
grc,mf,2005,7.900000095367432
grc,m,2005,10.300000190734863
grc,f,2005,4.0
grc,mf,2006,8.0
grc,m,2006,10.5
grc,f,2006,4.099999904632568
grc,mf,2007,8.0
grc,m,2007,10.5
grc,f,2007,4.099999904632568
grc,mf,2008,8.300000190734863
grc,m,2008,11.0
grc,f,2008,4.300000190734863
grc,mf,2009,8.300000190734863
grc,m,2009,11.0
grc,f,2009,4.199999809265137
grc,mf,2010,7.900000095367432
grc,m,2010,10.5
grc,f,2010,4.099999904632568
grc,mf,2011,7.699999809265137
grc,m,2011,10.0
grc,f,2011,4.300000190734863
grc,mf,2012,7.099999904632568
grc,m,2012,9.100000381469727
grc,f,2012,4.199999809265137
grc,mf,2013,6.699999809265137
grc,m,2013,8.300000190734863
grc,f,2013,4.300000190734863
grc,mf,2014,6.300000190734863
grc,m,2014,8.0
grc,f,2014,3.9000000953674316
grd,mf,1991,3.700000047683716
grd,m,1991,4.699999809265137
grd,f,1991,2.200000047683716
grd,mf,1996,7.0
grd,m,1996,8.5
grd,f,1996,4.900000095367432
grd,mf,1998,5.599999904632568
grd,m,1998,6.599999904632568
grd,f,1998,4.099999904632568
gum,mf,1990,2.799999952316284
gum,mf,2000,2.0
gum,mf,2002,1.7999999523162842
gtm,mf,1994,1.2999999523162842
gtm,m,1994,1.100000023841858
gtm,f,1994,2.200000047683716
gtm,mf,1998,3.4000000953674316
gtm,m,1998,4.5
gtm,f,1998,1.7000000476837158
gtm,mf,2000,3.200000047683716
gtm,m,2000,4.099999904632568
gtm,f,2000,1.600000023841858
gtm,mf,2002,5.300000190734863
gtm,m,2002,7.0
gtm,f,2002,2.4000000953674316
gtm,mf,2003,5.0
gtm,m,2003,6.400000095367432
gtm,f,2003,2.700000047683716
gtm,mf,2004,4.400000095367432
gtm,m,2004,5.5
gtm,f,2004,2.5
gtm,mf,2010,2.799999952316284
gtm,m,2010,3.0999999046325684
gtm,f,2010,2.200000047683716
gtm,mf,2011,2.4000000953674316
gtm,m,2011,2.700000047683716
gtm,f,2011,1.600000023841858
gtm,mf,2012,2.799999952316284
gtm,m,2012,2.9000000953674316
gtm,f,2012,2.5999999046325684
gtm,mf,2013,2.9000000953674316
gtm,m,2013,3.200000047683716
gtm,f,2013,2.299999952316284
gin,mf,2009,0.30000001192092896
gin,m,2009,0.5
gin,f,2009,0.10000000149011612
gin,mf,2010,0.30000001192092896
gin,m,2010,0.5
gin,f,2010,0.10000000149011612
gin,mf,2011,0.30000001192092896
gin,m,2011,0.5
gin,f,2011,0.10000000149011612
gin,mf,2012,0.30000001192092896
gin,m,2012,0.5
gin,f,2012,0.10000000149011612
hnd,mf,1990,1.0
hnd,m,1990,1.2000000476837158
hnd,f,1990,0.699999988079071
hnd,mf,1991,1.0
hnd,m,1991,1.2000000476837158
hnd,f,1991,0.6000000238418579
hnd,mf,1992,1.0
hnd,m,1992,1.2999999523162842
hnd,f,1992,0.5
hnd,mf,1994,2.9000000953674316
hnd,m,1994,3.5999999046325684
hnd,f,1994,1.5
hnd,mf,1995,4.400000095367432
hnd,m,1995,5.400000095367432
hnd,f,1995,2.299999952316284
hnd,mf,1996,4.5
hnd,m,1996,5.599999904632568
hnd,f,1996,2.200000047683716
hnd,mf,1997,4.400000095367432
hnd,m,1997,5.400000095367432
hnd,f,1997,2.299999952316284
hnd,mf,1998,4.5
hnd,m,1998,5.5
hnd,f,1998,2.5999999046325684
hnd,mf,1999,3.5
hnd,m,1999,4.300000190734863
hnd,f,1999,1.899999976158142
hnd,mf,2001,3.299999952316284
hnd,m,2001,3.799999952316284
hnd,f,2001,2.5
hnd,mf,2002,2.799999952316284
hnd,m,2002,3.0
hnd,f,2002,2.299999952316284
hnd,mf,2003,3.200000047683716
hnd,m,2003,3.700000047683716
hnd,f,2003,2.200000047683716
hnd,mf,2004,3.700000047683716
hnd,m,2004,4.300000190734863
hnd,f,2004,2.299999952316284
hnd,mf,2005,2.4000000953674316
hnd,m,2005,2.700000047683716
hnd,f,2005,1.7000000476837158
hnd,mf,2006,2.700000047683716
hnd,m,2006,3.0
hnd,f,2006,2.0
hnd,mf,2007,2.299999952316284
hnd,m,2007,2.5999999046325684
hnd,f,2007,1.7000000476837158
hnd,mf,2008,2.299999952316284
hnd,m,2008,2.5
hnd,f,2008,1.7999999523162842
hnd,mf,2009,2.299999952316284
hnd,m,2009,2.5
hnd,f,2009,2.0
hnd,mf,2010,2.4000000953674316
hnd,m,2010,2.700000047683716
hnd,f,2010,1.899999976158142
hkg,mf,1993,5.900000095367432
hkg,m,1993,8.399999618530273
hkg,f,1993,1.7000000476837158
hkg,mf,1994,5.599999904632568
hkg,m,1994,7.900000095367432
hkg,f,1994,1.7999999523162842
hkg,mf,1995,5.400000095367432
hkg,m,1995,7.699999809265137
hkg,f,1995,1.7999999523162842
hkg,mf,1996,5.5
hkg,m,1996,7.900000095367432
hkg,f,1996,1.7999999523162842
hkg,mf,1997,5.400000095367432
hkg,m,1997,7.699999809265137
hkg,f,1997,1.7999999523162842
hkg,mf,1998,5.199999809265137
hkg,m,1998,7.599999904632568
hkg,f,1998,1.7000000476837158
hkg,mf,1999,5.099999904632568
hkg,m,1999,7.5
hkg,f,1999,1.7999999523162842
hkg,mf,2000,4.900000095367432
hkg,m,2000,7.199999809265137
hkg,f,2000,1.7000000476837158
hkg,mf,2001,5.099999904632568
hkg,m,2001,7.5
hkg,f,2001,2.0
hkg,mf,2002,5.0
hkg,m,2002,7.5
hkg,f,2002,2.0
hkg,mf,2003,5.0
hkg,m,2003,7.400000095367432
hkg,f,2003,2.0
hkg,mf,2004,4.800000190734863
hkg,m,2004,7.099999904632568
hkg,f,2004,1.899999976158142
hkg,mf,2005,4.5
hkg,m,2005,6.800000190734863
hkg,f,2005,1.7999999523162842
hkg,mf,2006,4.400000095367432
hkg,m,2006,6.599999904632568
hkg,f,2006,1.7999999523162842
hkg,mf,2007,4.099999904632568
hkg,m,2007,6.199999809265137
hkg,f,2007,1.7000000476837158
hkg,mf,2008,3.799999952316284
hkg,m,2008,5.599999904632568
hkg,f,2008,1.600000023841858
hkg,mf,2009,3.799999952316284
hkg,m,2009,5.699999809265137
hkg,f,2009,1.7000000476837158
hkg,mf,2010,3.5
hkg,m,2010,5.300000190734863
hkg,f,2010,1.399999976158142
hkg,mf,2011,3.5
hkg,m,2011,5.300000190734863
hkg,f,2011,1.7000000476837158
hkg,mf,2012,3.299999952316284
hkg,m,2012,5.099999904632568
hkg,f,2012,1.399999976158142
hkg,mf,2013,3.299999952316284
hkg,m,2013,5.0
hkg,f,2013,1.399999976158142
hun,mf,1992,1.100000023841858
hun,m,1992,1.399999976158142
hun,f,1992,0.699999988079071
hun,mf,1993,1.7000000476837158
hun,m,1993,2.200000047683716
hun,f,1993,1.100000023841858
hun,mf,1994,1.7999999523162842
hun,m,1994,2.4000000953674316
hun,f,1994,1.0
hun,mf,1995,1.7999999523162842
hun,m,1995,2.5
hun,f,1995,1.0
hun,mf,1996,2.0999999046325684
hun,m,1996,2.9000000953674316
hun,f,1996,1.100000023841858
hun,mf,1997,2.5999999046325684
hun,m,1997,3.4000000953674316
hun,f,1997,1.5
hun,mf,1998,2.700000047683716
hun,m,1998,3.5
hun,f,1998,1.7000000476837158
hun,mf,1999,3.0
hun,m,1999,3.799999952316284
hun,f,1999,1.899999976158142
hun,mf,2000,5.099999904632568
hun,m,2000,6.800000190734863
hun,f,2000,3.0
hun,mf,2001,5.5
hun,m,2001,7.400000095367432
hun,f,2001,3.200000047683716
hun,mf,2002,5.300000190734863
hun,m,2002,6.900000095367432
hun,f,2002,3.299999952316284
hun,mf,2003,5.099999904632568
hun,m,2003,6.900000095367432
hun,f,2003,3.0
hun,mf,2004,5.900000095367432
hun,m,2004,7.699999809265137
hun,f,2004,3.700000047683716
hun,mf,2005,5.900000095367432
hun,m,2005,7.800000190734863
hun,f,2005,3.5999999046325684
hun,mf,2006,5.5
hun,m,2006,7.300000190734863
hun,f,2006,3.299999952316284
hun,mf,2007,5.199999809265137
hun,m,2007,7.0
hun,f,2007,3.200000047683716
hun,mf,2008,5.099999904632568
hun,m,2008,6.900000095367432
hun,f,2008,3.0
hun,mf,2009,5.300000190734863
hun,m,2009,7.199999809265137
hun,f,2009,3.200000047683716
hun,mf,2010,5.400000095367432
hun,m,2010,7.199999809265137
hun,f,2010,3.4000000953674316
hun,mf,2011,5.300000190734863
hun,m,2011,7.099999904632568
hun,f,2011,3.200000047683716
hun,mf,2012,5.300000190734863
hun,m,2012,7.099999904632568
hun,f,2012,3.0999999046325684
hun,mf,2013,5.199999809265137
hun,m,2013,7.0
hun,f,2013,3.0999999046325684
hun,mf,2014,5.099999904632568
hun,m,2014,6.900000095367432
hun,f,2014,3.0
isl,mf,1995,6.699999809265137
isl,m,1995,9.399999618530273
isl,f,1995,3.700000047683716
isl,mf,1996,8.100000381469727
isl,m,1996,11.699999809265137
isl,f,1996,4.0
isl,mf,1997,6.300000190734863
isl,m,1997,8.5
isl,f,1997,3.700000047683716
isl,mf,1998,6.599999904632568
isl,m,1998,9.199999809265137
isl,f,1998,3.4000000953674316
isl,mf,1999,6.5
isl,m,1999,9.199999809265137
isl,f,1999,3.4000000953674316
isl,mf,2000,7.099999904632568
isl,m,2000,9.800000190734863
isl,f,2000,4.099999904632568
isl,mf,2001,6.400000095367432
isl,m,2001,9.399999618530273
isl,f,2001,3.0
isl,mf,2002,6.0
isl,m,2002,9.199999809265137
isl,f,2002,2.4000000953674316
isl,mf,2003,4.199999809265137
isl,m,2003,6.0
isl,f,2003,2.0999999046325684
isl,mf,2004,4.599999904632568
isl,m,2004,6.400000095367432
isl,f,2004,2.5999999046325684
isl,mf,2005,5.300000190734863
isl,m,2005,7.5
isl,f,2005,2.799999952316284
isl,mf,2006,5.099999904632568
isl,m,2006,7.400000095367432
isl,f,2006,2.4000000953674316
isl,mf,2007,4.900000095367432
isl,m,2007,6.599999904632568
isl,f,2007,2.799999952316284
isl,mf,2008,4.599999904632568
isl,m,2008,6.400000095367432
isl,f,2008,2.4000000953674316
isl,mf,2009,4.099999904632568
isl,m,2009,6.400000095367432
isl,f,2009,1.5
isl,mf,2010,4.099999904632568
isl,m,2010,5.800000190734863
isl,f,2010,2.299999952316284
isl,mf,2011,4.099999904632568
isl,m,2011,5.900000095367432
isl,f,2011,2.200000047683716
isl,mf,2012,4.099999904632568
isl,m,2012,5.699999809265137
isl,f,2012,2.299999952316284
isl,mf,2013,4.099999904632568
isl,m,2013,5.800000190734863
isl,f,2013,2.299999952316284
isl,mf,2014,3.9000000953674316
isl,m,2014,6.0
isl,f,2014,1.5
ind,mf,1994,1.899999976158142
ind,m,1994,2.4000000953674316
ind,f,1994,0.699999988079071
ind,mf,2000,0.8999999761581421
ind,m,2000,1.100000023841858
ind,f,2000,0.4000000059604645
ind,mf,2005,1.2999999523162842
ind,m,2005,1.600000023841858
ind,f,2005,0.5
ind,mf,2010,1.100000023841858
ind,m,2010,1.2999999523162842
ind,f,2010,0.4000000059604645
idn,mf,1997,1.7000000476837158
idn,mf,1998,1.7000000476837158
idn,mf,1999,2.9000000953674316
idn,mf,2000,2.299999952316284
idn,mf,2001,3.0999999046325684
idn,m,2001,4.199999809265137
idn,f,2001,1.100000023841858
idn,mf,2002,3.0
idn,m,2002,4.099999904632568
idn,f,2002,1.100000023841858
idn,mf,2003,2.9000000953674316
idn,m,2003,3.9000000953674316
idn,f,2003,1.0
idn,mf,2004,3.200000047683716
idn,m,2004,4.300000190734863
idn,f,2004,1.100000023841858
idn,mf,2005,3.0
idn,m,2005,4.0
idn,f,2005,1.2000000476837158
idn,mf,2006,3.0
idn,m,2006,4.0
idn,f,2006,1.100000023841858
idn,mf,2007,2.9000000953674316
idn,m,2007,3.799999952316284
idn,f,2007,1.399999976158142
idn,mf,2008,2.9000000953674316
idn,mf,2009,2.9000000953674316
idn,m,2009,3.9000000953674316
idn,f,2009,1.2999999523162842
idn,mf,2010,3.0
idn,mf,2011,3.4000000953674316
idn,mf,2012,3.5
idn,mf,2013,20.600000381469727
idn,m,2013,25.299999237060547
idn,f,2013,12.699999809265137
irn,mf,1996,3.5999999046325684
irn,m,1996,4.0
irn,f,1996,0.8999999761581421
irn,mf,2007,5.400000095367432
irn,m,2007,6.400000095367432
irn,f,2007,0.8999999761581421
irn,mf,2008,4.900000095367432
irn,m,2008,5.699999809265137
irn,f,2008,0.8999999761581421
irn,mf,2009,4.800000190734863
irn,m,2009,5.599999904632568
irn,f,2009,0.8999999761581421
irn,mf,2010,4.099999904632568
irn,m,2010,4.800000190734863
irn,f,2010,0.8999999761581421
irn,mf,2014,3.700000047683716
irn,m,2014,4.099999904632568
irn,f,2014,1.100000023841858
irl,mf,1983,4.300000190734863
irl,m,1983,5.5
irl,f,1983,1.7000000476837158
irl,mf,1984,4.300000190734863
irl,m,1984,5.5
irl,f,1984,1.600000023841858
irl,mf,1985,4.699999809265137
irl,m,1985,5.900000095367432
irl,f,1985,2.0
irl,mf,1986,4.300000190734863
irl,m,1986,5.400000095367432
irl,f,1986,1.7999999523162842
irl,mf,1987,4.900000095367432
irl,m,1987,6.099999904632568
irl,f,1987,2.0999999046325684
irl,mf,1988,5.300000190734863
irl,m,1988,6.800000190734863
irl,f,1988,2.0999999046325684
irl,mf,1989,5.099999904632568
irl,m,1989,6.5
irl,f,1989,2.200000047683716
irl,mf,1990,5.099999904632568
irl,m,1990,6.699999809265137
irl,f,1990,2.0
irl,mf,1991,5.199999809265137
irl,m,1991,6.599999904632568
irl,f,1991,2.299999952316284
irl,mf,1992,5.699999809265137
irl,m,1992,7.400000095367432
irl,f,1992,2.5
irl,mf,1993,6.0
irl,m,1993,7.900000095367432
irl,f,1993,2.700000047683716
irl,mf,1994,5.699999809265137
irl,m,1994,7.599999904632568
irl,f,1994,2.5999999046325684
irl,mf,1995,5.800000190734863
irl,m,1995,7.800000190734863
irl,f,1995,2.4000000953674316
irl,mf,1996,5.099999904632568
irl,m,1996,6.699999809265137
irl,f,1996,2.4000000953674316
irl,mf,1997,5.400000095367432
irl,m,1997,7.300000190734863
irl,f,1997,2.5999999046325684
irl,mf,1998,6.199999809265137
irl,m,1998,8.300000190734863
irl,f,1998,2.9000000953674316
irl,mf,1999,5.900000095367432
irl,m,1999,8.0
irl,f,1999,2.799999952316284
irl,mf,2000,6.0
irl,m,2000,8.199999809265137
irl,f,2000,2.700000047683716
irl,mf,2001,6.0
irl,m,2001,8.199999809265137
irl,f,2001,2.700000047683716
irl,mf,2002,5.900000095367432
irl,m,2002,8.300000190734863
irl,f,2002,2.5
irl,mf,2003,5.800000190734863
irl,m,2003,8.199999809265137
irl,f,2003,2.4000000953674316
irl,mf,2004,5.800000190734863
irl,m,2004,8.0
irl,f,2004,2.700000047683716
irl,mf,2005,5.599999904632568
irl,m,2005,8.0
irl,f,2005,2.299999952316284
irl,mf,2006,5.400000095367432
irl,m,2006,7.800000190734863
irl,f,2006,2.200000047683716
irl,mf,2007,5.699999809265137
irl,m,2007,8.199999809265137
irl,f,2007,2.4000000953674316
irl,mf,2008,5.699999809265137
irl,m,2008,8.300000190734863
irl,f,2008,2.299999952316284
irl,mf,2009,5.5
irl,m,2009,8.100000381469727
irl,f,2009,2.4000000953674316
irl,mf,2010,5.099999904632568
irl,m,2010,7.599999904632568
irl,f,2010,2.4000000953674316
irl,mf,2011,4.800000190734863
irl,m,2011,7.0
irl,f,2011,2.299999952316284
irl,mf,2012,4.699999809265137
irl,m,2012,6.800000190734863
irl,f,2012,2.299999952316284
irl,mf,2013,4.599999904632568
irl,m,2013,6.5
irl,f,2013,2.5
irl,mf,2014,4.699999809265137
irl,m,2014,6.699999809265137
irl,f,2014,2.200000047683716
imn,mf,2001,4.5
imn,m,2001,6.099999904632568
imn,f,2001,2.4000000953674316
ita,mf,1983,1.0
ita,m,1983,1.2999999523162842
ita,f,1983,0.5
ita,mf,1984,1.0
ita,m,1984,1.2999999523162842
ita,f,1984,0.4000000059604645
ita,mf,1985,1.0
ita,m,1985,1.2999999523162842
ita,f,1985,0.4000000059604645
ita,mf,1986,1.100000023841858
ita,m,1986,1.2999999523162842
ita,f,1986,0.5
ita,mf,1987,1.0
ita,m,1987,1.2999999523162842
ita,f,1987,0.4000000059604645
ita,mf,1988,1.0
ita,m,1988,1.2999999523162842
ita,f,1988,0.4000000059604645
ita,mf,1989,1.0
ita,m,1989,1.2999999523162842
ita,f,1989,0.5
ita,mf,1990,1.0
ita,m,1990,1.2000000476837158
ita,f,1990,0.4000000059604645
ita,mf,1991,1.0
ita,m,1991,1.2999999523162842
ita,f,1991,0.4000000059604645
ita,mf,1992,13.199999809265137
ita,m,1992,15.699999809265137
ita,f,1992,8.300000190734863
ita,mf,1993,12.0
ita,m,1993,14.5
ita,f,1993,7.099999904632568
ita,mf,1994,12.199999809265137
ita,m,1994,14.699999809265137
ita,f,1994,7.699999809265137
ita,mf,1995,12.699999809265137
ita,m,1995,15.199999809265137
ita,f,1995,8.100000381469727
ita,mf,1996,12.800000190734863
ita,m,1996,15.199999809265137
ita,f,1996,8.399999618530273
ita,mf,1997,12.699999809265137
ita,m,1997,15.199999809265137
ita,f,1997,8.199999809265137
ita,mf,1998,12.399999618530273
ita,m,1998,15.0
ita,f,1998,7.699999809265137
ita,mf,1999,12.600000381469727
ita,m,1999,15.100000381469727
ita,f,1999,8.300000190734863
ita,mf,2000,12.800000190734863
ita,m,2000,15.399999618530273
ita,f,2000,8.399999618530273
ita,mf,2001,12.199999809265137
ita,m,2001,15.0
ita,f,2001,7.599999904632568
ita,mf,2002,12.199999809265137
ita,m,2002,15.0
ita,f,2002,7.5
ita,mf,2003,12.300000190734863
ita,m,2003,15.199999809265137
ita,f,2003,7.599999904632568
ita,mf,2004,7.300000190734863
ita,m,2004,9.199999809265137
ita,f,2004,4.300000190734863
ita,mf,2005,7.199999809265137
ita,m,2005,9.300000190734863
ita,f,2005,3.9000000953674316
ita,mf,2006,7.099999904632568
ita,m,2006,9.199999809265137
ita,f,2006,4.0
ita,mf,2007,7.0
ita,m,2007,9.100000381469727
ita,f,2007,3.9000000953674316
ita,mf,2008,6.900000095367432
ita,m,2008,9.0
ita,f,2008,3.9000000953674316
ita,mf,2009,6.800000190734863
ita,m,2009,8.800000190734863
ita,f,2009,3.700000047683716
ita,mf,2010,6.699999809265137
ita,m,2010,8.800000190734863
ita,f,2010,3.5999999046325684
ita,mf,2011,6.699999809265137
ita,m,2011,8.800000190734863
ita,f,2011,3.700000047683716
ita,mf,2012,6.599999904632568
ita,m,2012,8.600000381469727
ita,f,2012,3.799999952316284
ita,mf,2013,6.900000095367432
ita,m,2013,8.899999618530273
ita,f,2013,4.099999904632568
ita,mf,2014,6.599999904632568
ita,m,2014,8.699999809265137
ita,f,2014,3.799999952316284
jam,mf,1991,1.100000023841858
jam,m,1991,1.399999976158142
jam,f,1991,0.8999999761581421
jam,mf,1992,1.100000023841858
jam,m,1992,1.2999999523162842
jam,f,1992,0.699999988079071
jam,mf,1993,1.5
jam,m,1993,1.899999976158142
jam,f,1993,0.8999999761581421
jam,mf,1994,2.0999999046325684
jam,m,1994,2.799999952316284
jam,f,1994,1.2000000476837158
jam,mf,1995,2.5999999046325684
jam,m,1995,3.4000000953674316
jam,f,1995,1.5
jam,mf,1996,2.299999952316284
jam,m,1996,2.9000000953674316
jam,f,1996,1.5
jam,mf,1997,3.0999999046325684
jam,m,1997,3.9000000953674316
jam,f,1997,1.899999976158142
jam,mf,1998,2.799999952316284
jam,m,1998,3.5999999046325684
jam,f,1998,1.7000000476837158
jam,mf,1999,2.700000047683716
jam,m,1999,3.4000000953674316
jam,f,1999,1.7000000476837158
jam,mf,2000,2.700000047683716
jam,m,2000,3.4000000953674316
jam,f,2000,1.600000023841858
jam,mf,2001,2.700000047683716
jam,m,2001,3.799999952316284
jam,f,2001,1.2000000476837158
jam,mf,2002,2.5
jam,m,2002,2.9000000953674316
jam,f,2002,1.899999976158142
jam,mf,2003,2.799999952316284
jam,m,2003,3.299999952316284
jam,f,2003,1.899999976158142
jam,mf,2004,2.5999999046325684
jam,m,2004,3.200000047683716
jam,f,2004,1.7000000476837158
jam,mf,2005,3.0999999046325684
jam,m,2005,4.099999904632568
jam,f,2005,1.7999999523162842
jam,mf,2006,3.0999999046325684
jam,m,2006,3.799999952316284
jam,f,2006,2.0999999046325684
jam,mf,2007,3.200000047683716
jam,m,2007,4.0
jam,f,2007,2.0999999046325684
jam,mf,2008,3.0999999046325684
jam,m,2008,3.9000000953674316
jam,f,2008,2.0999999046325684
jam,mf,2011,3.0
jam,m,2011,3.5999999046325684
jam,f,2011,2.200000047683716
jam,mf,2012,3.200000047683716
jam,m,2012,3.799999952316284
jam,f,2012,2.299999952316284
jor,mf,2000,7.099999904632568
jor,m,2000,8.0
jor,f,2000,1.899999976158142
jor,mf,2001,7.199999809265137
jor,m,2001,8.100000381469727
jor,f,2001,2.200000047683716
jor,mf,2002,7.800000190734863
jor,m,2002,8.800000190734863
jor,f,2002,1.899999976158142
jor,mf,2003,7.699999809265137
jor,m,2003,8.699999809265137
jor,f,2003,1.5
