country,sex,year,employers_percentage
cri,f,2001,4.900000095367432
cri,mf,2002,7.900000095367432
cri,mf,2003,8.600000381469727
cri,m,2003,10.600000381469727
cri,f,2003,4.900000095367432
cri,mf,2004,8.100000381469727
cri,m,2004,10.0
cri,f,2004,4.400000095367432
cri,mf,2005,7.5
cri,m,2005,9.199999809265137
cri,f,2005,4.300000190734863
cri,mf,2006,7.699999809265137
cri,m,2006,9.399999618530273
cri,f,2006,4.699999809265137
cri,mf,2007,7.199999809265137
cri,m,2007,9.100000381469727
cri,f,2007,4.0
cri,mf,2008,7.5
cri,m,2008,9.399999618530273
cri,f,2008,4.300000190734863
cri,mf,2009,7.199999809265137
cri,m,2009,9.100000381469727
cri,f,2009,4.0
cri,mf,2010,3.5
cri,m,2010,4.5
cri,f,2010,1.7999999523162842
cri,mf,2011,3.799999952316284
cri,m,2011,4.800000190734863
cri,f,2011,2.200000047683716
cri,mf,2012,3.700000047683716
cri,m,2012,4.699999809265137
cri,f,2012,2.0
cri,mf,2013,3.799999952316284
cri,m,2013,4.800000190734863
cri,f,2013,2.200000047683716
civ,mf,2002,0.5
civ,m,2002,0.6000000238418579
civ,f,2002,0.4000000059604645
civ,mf,2012,1.0
civ,m,2012,1.5
civ,f,2012,0.5
hrv,mf,1996,5.099999904632568
hrv,m,1996,6.699999809265137
hrv,f,1996,3.200000047683716
hrv,mf,1997,4.900000095367432
hrv,m,1997,6.699999809265137
hrv,f,1997,2.799999952316284
hrv,mf,1998,5.300000190734863
hrv,m,1998,7.0
hrv,f,1998,3.200000047683716
hrv,mf,1999,5.099999904632568
hrv,m,1999,6.599999904632568
hrv,f,1999,3.299999952316284
hrv,mf,2000,5.099999904632568
hrv,m,2000,6.699999809265137
hrv,f,2000,3.200000047683716
hrv,mf,2001,5.0
hrv,m,2001,7.0
hrv,f,2001,2.5
hrv,mf,2002,5.5
hrv,m,2002,6.900000095367432
hrv,f,2002,3.700000047683716
hrv,mf,2003,5.0
hrv,m,2003,6.699999809265137
hrv,f,2003,2.799999952316284
hrv,mf,2004,4.900000095367432
hrv,m,2004,6.5
hrv,f,2004,2.799999952316284
hrv,mf,2005,5.0
hrv,m,2005,6.800000190734863
hrv,f,2005,2.9000000953674316
hrv,mf,2006,5.099999904632568
hrv,m,2006,6.599999904632568
hrv,f,2006,3.200000047683716
hrv,mf,2007,5.300000190734863
hrv,m,2007,7.199999809265137
hrv,f,2007,3.0
hrv,mf,2008,5.300000190734863
hrv,m,2008,7.099999904632568
hrv,f,2008,3.0
hrv,mf,2009,4.900000095367432
hrv,m,2009,6.800000190734863
hrv,f,2009,2.5999999046325684
hrv,mf,2010,4.699999809265137
hrv,m,2010,6.300000190734863
hrv,f,2010,2.9000000953674316
hrv,mf,2011,4.599999904632568
hrv,m,2011,5.800000190734863
hrv,f,2011,3.0
hrv,mf,2012,4.5
hrv,m,2012,5.800000190734863
hrv,f,2012,2.9000000953674316
hrv,mf,2013,4.400000095367432
hrv,m,2013,6.099999904632568
hrv,f,2013,2.4000000953674316
hrv,mf,2014,5.199999809265137
hrv,m,2014,7.0
hrv,f,2014,3.0999999046325684
cyp,mf,1999,5.0
cyp,m,1999,7.599999904632568
cyp,f,1999,1.2000000476837158
cyp,mf,2000,6.099999904632568
cyp,m,2000,9.399999618530273
cyp,f,2000,1.600000023841858
cyp,mf,2001,6.5
cyp,m,2001,10.0
cyp,f,2001,1.7999999523162842
cyp,mf,2002,5.699999809265137
cyp,m,2002,9.100000381469727
cyp,f,2002,1.2999999523162842
cyp,mf,2003,5.699999809265137
cyp,m,2003,9.399999618530273
cyp,f,2003,1.2000000476837158
cyp,mf,2004,6.5
cyp,m,2004,10.100000381469727
cyp,f,2004,1.7000000476837158
cyp,mf,2005,7.400000095367432
cyp,m,2005,11.5
cyp,f,2005,2.0999999046325684
cyp,mf,2006,6.300000190734863
cyp,m,2006,10.0
cyp,f,2006,1.7000000476837158
cyp,mf,2007,6.099999904632568
cyp,m,2007,9.600000381469727
cyp,f,2007,1.7999999523162842
cyp,mf,2008,5.5
cyp,m,2008,8.899999618530273
cyp,f,2008,1.2999999523162842
cyp,mf,2009,5.099999904632568
cyp,m,2009,8.199999809265137
cyp,f,2009,1.600000023841858
cyp,mf,2010,4.699999809265137
cyp,m,2010,7.699999809265137
cyp,f,2010,1.399999976158142
cyp,mf,2011,4.5
cyp,m,2011,7.199999809265137
cyp,f,2011,1.600000023841858
cyp,mf,2012,4.099999904632568
cyp,m,2012,6.599999904632568
cyp,f,2012,1.399999976158142
cyp,mf,2013,4.0
cyp,m,2013,6.599999904632568
cyp,f,2013,1.2999999523162842
cyp,mf,2014,3.700000047683716
cyp,m,2014,6.300000190734863
cyp,f,2014,1.0
cze,mf,1993,2.700000047683716
cze,m,1993,3.700000047683716
cze,f,1993,1.399999976158142
cze,mf,1994,3.200000047683716
cze,m,1994,4.5
cze,f,1994,1.600000023841858
cze,mf,1995,3.799999952316284
cze,m,1995,5.099999904632568
cze,f,1995,2.0999999046325684
cze,mf,1996,4.099999904632568
cze,m,1996,5.599999904632568
cze,f,1996,2.0999999046325684
cze,mf,1997,4.0
cze,m,1997,5.5
cze,f,1997,2.200000047683716
cze,mf,1998,4.099999904632568
cze,m,1998,5.599999904632568
cze,f,1998,2.200000047683716
cze,mf,1999,4.199999809265137
cze,m,1999,5.800000190734863
cze,f,1999,2.0999999046325684
cze,mf,2000,4.199999809265137
cze,m,2000,5.699999809265137
cze,f,2000,2.200000047683716
cze,mf,2001,4.099999904632568
cze,m,2001,5.699999809265137
cze,f,2001,2.0999999046325684
cze,mf,2002,4.0
cze,m,2002,5.5
cze,f,2002,2.0999999046325684
cze,mf,2003,4.199999809265137
cze,m,2003,5.800000190734863
cze,f,2003,2.0999999046325684
cze,mf,2004,4.0
cze,m,2004,5.5
cze,f,2004,2.0999999046325684
cze,mf,2005,3.700000047683716
cze,m,2005,5.0
cze,f,2005,2.0
cze,mf,2006,4.099999904632568
cze,m,2006,5.5
cze,f,2006,2.200000047683716
cze,mf,2007,3.700000047683716
cze,m,2007,5.199999809265137
cze,f,2007,1.899999976158142
cze,mf,2008,3.5999999046325684
cze,m,2008,4.800000190734863
cze,f,2008,1.899999976158142
cze,mf,2009,3.700000047683716
cze,m,2009,5.0
cze,f,2009,2.0
cze,mf,2010,3.5999999046325684
cze,m,2010,5.0
cze,f,2010,1.7999999523162842
cze,mf,2011,3.5999999046325684
cze,m,2011,5.0
cze,f,2011,1.7999999523162842
cze,mf,2012,3.4000000953674316
cze,m,2012,4.599999904632568
cze,f,2012,1.7999999523162842
cze,mf,2013,3.4000000953674316
cze,m,2013,4.5
cze,f,2013,1.899999976158142
cze,mf,2014,3.5
cze,m,2014,4.800000190734863
cze,f,2014,1.7000000476837158
dnk,mf,1983,11.600000381469727
dnk,m,1983,18.5
dnk,f,1983,3.200000047683716
dnk,mf,1984,4.5
dnk,m,1984,7.0
dnk,f,1984,1.399999976158142
dnk,mf,1985,4.699999809265137
dnk,m,1985,7.300000190734863
dnk,f,1985,1.399999976158142
dnk,mf,1986,4.5
dnk,m,1986,6.900000095367432
dnk,f,1986,1.5
dnk,mf,1987,4.400000095367432
dnk,m,1987,7.099999904632568
dnk,f,1987,1.2000000476837158
dnk,mf,1988,4.300000190734863
dnk,m,1988,6.900000095367432
dnk,f,1988,1.2000000476837158
dnk,mf,1989,4.5
dnk,m,1989,7.199999809265137
dnk,f,1989,1.2999999523162842
dnk,mf,1990,4.400000095367432
dnk,m,1990,6.900000095367432
dnk,f,1990,1.2999999523162842
dnk,mf,1991,4.300000190734863
dnk,m,1991,6.900000095367432
dnk,f,1991,1.2999999523162842
dnk,mf,1992,4.099999904632568
dnk,m,1992,6.599999904632568
dnk,f,1992,1.2999999523162842
dnk,mf,1993,4.300000190734863
dnk,m,1993,7.0
dnk,f,1993,1.2000000476837158
dnk,mf,1994,4.099999904632568
dnk,m,1994,6.199999809265137
dnk,f,1994,1.600000023841858
dnk,mf,1995,4.300000190734863
dnk,m,1995,6.199999809265137
dnk,f,1995,1.7999999523162842
dnk,mf,1996,3.9000000953674316
dnk,m,1996,5.900000095367432
dnk,f,1996,1.5
dnk,mf,1997,3.9000000953674316
dnk,m,1997,5.699999809265137
dnk,f,1997,1.600000023841858
dnk,mf,1998,4.199999809265137
dnk,m,1998,6.300000190734863
dnk,f,1998,1.7999999523162842
dnk,mf,1999,4.199999809265137
dnk,m,1999,6.300000190734863
dnk,f,1999,1.7000000476837158
dnk,mf,2000,4.199999809265137
dnk,m,2000,6.599999904632568
dnk,f,2000,1.5
dnk,mf,2001,4.0
dnk,m,2001,6.5
dnk,f,2001,1.2000000476837158
dnk,mf,2002,4.099999904632568
dnk,m,2002,6.199999809265137
dnk,f,2002,1.7999999523162842
dnk,mf,2003,4.0
dnk,m,2003,5.800000190734863
dnk,f,2003,2.0
dnk,mf,2004,3.5
dnk,m,2004,5.300000190734863
dnk,f,2004,1.2999999523162842
dnk,mf,2005,3.700000047683716
dnk,m,2005,5.800000190734863
dnk,f,2005,1.2999999523162842
dnk,mf,2006,4.0
dnk,m,2006,5.900000095367432
dnk,f,2006,1.7999999523162842
dnk,mf,2007,3.799999952316284
dnk,m,2007,5.800000190734863
dnk,f,2007,1.7000000476837158
dnk,mf,2008,3.9000000953674316
dnk,m,2008,5.800000190734863
dnk,f,2008,1.7000000476837158
dnk,mf,2009,3.9000000953674316
dnk,m,2009,6.0
dnk,f,2009,1.7000000476837158
dnk,mf,2010,3.5999999046325684
dnk,m,2010,5.400000095367432
dnk,f,2010,1.600000023841858
dnk,mf,2011,3.5999999046325684
dnk,m,2011,5.400000095367432
dnk,f,2011,1.7000000476837158
dnk,mf,2012,3.5
dnk,m,2012,5.300000190734863
dnk,f,2012,1.600000023841858
dnk,mf,2013,3.5
dnk,m,2013,5.099999904632568
dnk,f,2013,1.7000000476837158
dnk,mf,2014,3.5
dnk,m,2014,5.099999904632568
dnk,f,2014,1.7000000476837158
dji,mf,1996,1.2000000476837158
dji,m,1996,1.399999976158142
dji,f,1996,0.8999999761581421
dma,mf,1991,7.199999809265137
dma,m,1991,8.600000381469727
dma,f,1991,4.599999904632568
dma,mf,1997,11.399999618530273
dma,m,1997,15.199999809265137
dma,f,1997,6.300000190734863
dma,mf,1999,4.099999904632568
dma,m,1999,5.0
dma,f,1999,2.5999999046325684
dma,mf,2001,5.0
dma,m,2001,6.099999904632568
dma,f,2001,3.299999952316284
dom,mf,1991,3.9000000953674316
dom,m,1991,5.099999904632568
dom,f,1991,1.100000023841858
dom,mf,1992,3.5
dom,m,1992,4.300000190734863
dom,f,1992,1.600000023841858
dom,mf,1993,3.700000047683716
dom,m,1993,4.599999904632568
dom,f,1993,1.600000023841858
dom,mf,1994,3.200000047683716
dom,m,1994,4.199999809265137
dom,f,1994,1.100000023841858
dom,mf,1995,3.5999999046325684
dom,m,1995,4.5
dom,f,1995,1.7000000476837158
dom,mf,1996,3.299999952316284
dom,m,1996,3.9000000953674316
dom,f,1996,2.0
dom,mf,1997,3.4000000953674316
dom,m,1997,4.300000190734863
dom,f,1997,1.2000000476837158
dom,mf,1998,3.4000000953674316
dom,m,1998,4.0
dom,f,1998,1.899999976158142
dom,mf,1999,3.4000000953674316
dom,m,1999,3.700000047683716
dom,f,1999,2.799999952316284
dom,mf,2000,3.0
dom,m,2000,3.5999999046325684
dom,f,2000,1.7999999523162842
dom,mf,2001,3.5
dom,m,2001,4.099999904632568
dom,f,2001,2.299999952316284
dom,mf,2002,3.200000047683716
dom,m,2002,3.799999952316284
dom,f,2002,2.0999999046325684
dom,mf,2003,3.200000047683716
dom,m,2003,3.9000000953674316
dom,f,2003,1.7999999523162842
dom,mf,2004,4.900000095367432
dom,m,2004,5.800000190734863
dom,f,2004,3.0
dom,mf,2005,4.599999904632568
dom,m,2005,5.5
dom,f,2005,2.9000000953674316
dom,mf,2006,3.799999952316284
dom,m,2006,4.300000190734863
dom,f,2006,2.9000000953674316
dom,mf,2007,4.0
dom,m,2007,4.699999809265137
dom,f,2007,2.5
dom,mf,2008,4.400000095367432
dom,m,2008,5.199999809265137
dom,f,2008,2.9000000953674316
dom,mf,2009,4.800000190734863
dom,m,2009,5.800000190734863
dom,f,2009,2.700000047683716
dom,mf,2010,3.200000047683716
dom,m,2010,3.9000000953674316
dom,f,2010,2.200000047683716
dom,mf,2011,3.5999999046325684
dom,m,2011,4.400000095367432
dom,f,2011,2.0999999046325684
dom,mf,2012,3.4000000953674316
dom,m,2012,4.099999904632568
dom,f,2012,2.200000047683716
dom,mf,2013,3.799999952316284
dom,m,2013,4.400000095367432
dom,f,2013,2.5999999046325684
ecu,mf,1988,8.100000381469727
ecu,m,1988,9.899999618530273
ecu,f,1988,4.800000190734863
ecu,mf,1989,7.699999809265137
ecu,m,1989,9.800000190734863
ecu,f,1989,3.9000000953674316
ecu,mf,1990,5.0
ecu,m,1990,6.300000190734863
ecu,f,1990,2.700000047683716
ecu,mf,1991,6.199999809265137
ecu,m,1991,7.800000190734863
ecu,f,1991,3.5
ecu,mf,1992,8.100000381469727
ecu,m,1992,10.5
ecu,f,1992,4.199999809265137
ecu,mf,1993,8.100000381469727
ecu,m,1993,9.600000381469727
ecu,f,1993,5.699999809265137
ecu,mf,1994,7.900000095367432
ecu,m,1994,9.699999809265137
ecu,f,1994,5.0
ecu,mf,1995,7.800000190734863
ecu,m,1995,10.100000381469727
ecu,f,1995,4.199999809265137
ecu,mf,1996,7.5
ecu,m,1996,9.5
ecu,f,1996,4.199999809265137
ecu,mf,1997,7.800000190734863
ecu,m,1997,9.800000190734863
ecu,f,1997,4.5
ecu,mf,1998,8.0
ecu,m,1998,10.199999809265137
ecu,f,1998,4.599999904632568
ecu,mf,1999,8.5
ecu,m,1999,10.800000190734863
ecu,f,1999,4.800000190734863
ecu,mf,2000,4.099999904632568
ecu,m,2000,5.300000190734863
ecu,f,2000,2.0999999046325684
ecu,mf,2001,5.199999809265137
ecu,m,2001,6.5
ecu,f,2001,3.0999999046325684
ecu,mf,2003,4.800000190734863
ecu,m,2003,5.599999904632568
ecu,f,2003,3.4000000953674316
ecu,mf,2004,6.400000095367432
ecu,m,2004,7.900000095367432
ecu,f,2004,4.300000190734863
ecu,mf,2005,6.099999904632568
ecu,m,2005,7.5
ecu,f,2005,3.9000000953674316
ecu,mf,2006,5.699999809265137
ecu,m,2006,7.099999904632568
ecu,f,2006,3.700000047683716
ecu,mf,2007,5.0
ecu,m,2007,6.400000095367432
ecu,f,2007,3.0
ecu,mf,2008,5.199999809265137
ecu,m,2008,6.599999904632568
ecu,f,2008,2.9000000953674316
ecu,mf,2009,4.099999904632568
ecu,m,2009,5.300000190734863
ecu,f,2009,2.299999952316284
ecu,mf,2010,3.4000000953674316
ecu,m,2010,4.400000095367432
ecu,f,2010,1.899999976158142
ecu,mf,2011,3.5
ecu,m,2011,4.5
ecu,f,2011,2.0
ecu,mf,2012,3.700000047683716
ecu,m,2012,4.699999809265137
ecu,f,2012,2.200000047683716
ecu,mf,2013,3.0
ecu,m,2013,3.799999952316284
ecu,f,2013,1.600000023841858
egy,mf,1993,16.0
egy,m,1993,18.899999618530273
egy,f,1993,4.199999809265137
egy,mf,1994,16.799999237060547
egy,m,1994,19.899999618530273
egy,f,1994,4.400000095367432
egy,mf,1995,16.899999618530273
egy,m,1995,19.600000381469727
egy,f,1995,5.599999904632568
egy,mf,1997,14.800000190734863
egy,m,1997,17.200000762939453
egy,f,1997,4.5
egy,mf,1998,16.0
egy,m,1998,18.399999618530273
egy,f,1998,5.699999809265137
egy,mf,1999,16.0
egy,m,1999,18.299999237060547
egy,f,1999,5.900000095367432
egy,mf,2000,17.100000381469727
egy,m,2000,20.100000381469727
egy,f,2000,4.5
egy,mf,2001,17.899999618530273
egy,m,2001,20.399999618530273
egy,f,2001,6.400000095367432
egy,mf,2002,17.399999618530273
egy,m,2002,20.100000381469727
egy,f,2002,5.699999809265137
egy,mf,2003,17.899999618530273
egy,m,2003,21.100000381469727
egy,f,2003,4.300000190734863
egy,mf,2004,17.299999237060547
egy,m,2004,20.5
egy,f,2004,4.699999809265137
egy,mf,2005,14.699999809265137
egy,m,2005,17.299999237060547
egy,f,2005,3.799999952316284
egy,mf,2006,13.399999618530273
egy,m,2006,15.899999618530273
egy,f,2006,2.799999952316284
egy,mf,2007,14.100000381469727
egy,m,2007,17.0
egy,f,2007,3.4000000953674316
egy,mf,2009,15.100000381469727
egy,m,2009,17.899999618530273
egy,f,2009,3.799999952316284
egy,mf,2010,14.699999809265137
egy,m,2010,17.600000381469727
egy,f,2010,3.0999999046325684
egy,mf,2011,15.699999809265137
egy,m,2011,18.799999237060547
egy,f,2011,3.200000047683716
egy,mf,2012,15.699999809265137
egy,m,2012,18.799999237060547
egy,f,2012,2.799999952316284
egy,mf,2013,12.600000381469727
egy,m,2013,15.199999809265137
egy,f,2013,2.200000047683716
slv,mf,1993,6.900000095367432
slv,m,1993,9.399999618530273
slv,f,1993,3.0
slv,mf,1994,6.800000190734863
slv,m,1994,9.199999809265137
slv,f,1994,3.200000047683716
slv,mf,1995,6.099999904632568
slv,m,1995,8.100000381469727
slv,f,1995,2.9000000953674316
slv,mf,1996,5.099999904632568
slv,m,1996,6.599999904632568
slv,f,1996,2.5999999046325684
slv,mf,1997,5.0
slv,m,1997,6.300000190734863
slv,f,1997,3.0
slv,mf,1998,3.200000047683716
slv,m,1998,4.099999904632568
slv,f,1998,1.899999976158142
slv,mf,1999,4.400000095367432
slv,m,1999,5.699999809265137
slv,f,1999,2.5
slv,mf,2000,5.400000095367432
slv,m,2000,6.900000095367432
slv,f,2000,3.0999999046325684
slv,mf,2001,4.599999904632568
slv,m,2001,5.699999809265137
slv,f,2001,2.9000000953674316
slv,mf,2002,4.599999904632568
slv,m,2002,6.099999904632568
slv,f,2002,2.5999999046325684
slv,mf,2003,4.599999904632568
slv,m,2003,6.0
slv,f,2003,2.700000047683716
slv,mf,2004,4.300000190734863
slv,m,2004,5.300000190734863
slv,f,2004,2.799999952316284
slv,mf,2005,4.400000095367432
slv,m,2005,5.400000095367432
slv,f,2005,2.9000000953674316
slv,mf,2006,4.300000190734863
slv,m,2006,5.5
slv,f,2006,2.799999952316284
slv,mf,2007,4.5
slv,m,2007,5.5
slv,f,2007,3.200000047683716
slv,mf,2008,4.400000095367432
slv,m,2008,5.599999904632568
slv,f,2008,2.5999999046325684
slv,mf,2009,3.5
slv,m,2009,4.300000190734863
slv,f,2009,1.899999976158142
slv,mf,2010,4.099999904632568
slv,m,2010,5.0
slv,f,2010,2.9000000953674316
slv,mf,2011,3.700000047683716
slv,m,2011,4.5
slv,f,2011,2.700000047683716
slv,mf,2012,4.199999809265137
slv,m,2012,5.0
slv,f,2012,3.0999999046325684
slv,mf,2013,4.300000190734863
slv,m,2013,5.199999809265137
slv,f,2013,3.0999999046325684
est,mf,1989,0.5
est,m,1989,0.800000011920929
est,f,1989,0.10000000149011612
est,mf,1990,0.6000000238418579
est,m,1990,1.0
est,f,1990,0.20000000298023224
est,mf,1991,1.0
est,m,1991,1.600000023841858
est,f,1991,0.4000000059604645
est,mf,1992,1.399999976158142
est,m,1992,2.0999999046325684
est,f,1992,0.699999988079071
est,mf,1993,2.0999999046325684
est,m,1993,3.200000047683716
est,f,1993,0.8999999761581421
est,mf,1994,2.700000047683716
est,m,1994,4.099999904632568
est,f,1994,1.2000000476837158
est,mf,1995,2.200000047683716
est,m,1995,3.200000047683716
est,f,1995,1.2000000476837158
est,mf,1996,2.299999952316284
est,m,1996,3.299999952316284
est,f,1996,1.2000000476837158
est,mf,1997,2.299999952316284
est,m,1997,3.5999999046325684
est,f,1997,1.100000023841858
est,mf,1998,2.700000047683716
est,m,1998,3.799999952316284
est,f,1998,1.5
est,mf,1999,3.5999999046325684
est,m,1999,5.300000190734863
est,f,1999,1.899999976158142
est,mf,2000,3.0
est,m,2000,4.0
est,f,2000,1.899999976158142
est,mf,2001,2.200000047683716
est,m,2001,3.200000047683716
est,f,2001,1.2000000476837158
est,mf,2002,1.7999999523162842
est,m,2002,2.4000000953674316
est,f,2002,1.2000000476837158
est,mf,2003,2.5999999046325684
est,m,2003,3.200000047683716
est,f,2003,1.899999976158142
est,mf,2004,3.299999952316284
est,m,2004,5.0
est,f,2004,1.600000023841858
est,mf,2005,2.5999999046325684
est,m,2005,3.9000000953674316
est,f,2005,1.2999999523162842
est,mf,2006,2.700000047683716
est,m,2006,4.199999809265137
est,f,2006,1.100000023841858
est,mf,2007,3.299999952316284
est,m,2007,5.0
est,f,2007,1.600000023841858
est,mf,2008,3.4000000953674316
est,m,2008,5.199999809265137
est,f,2008,1.600000023841858
est,mf,2009,3.9000000953674316
est,m,2009,6.0
est,f,2009,1.7000000476837158
est,mf,2010,3.5
est,m,2010,5.699999809265137
est,f,2010,1.399999976158142
est,mf,2011,3.9000000953674316
est,m,2011,6.300000190734863
est,f,2011,1.600000023841858
est,mf,2012,3.799999952316284
est,m,2012,6.199999809265137
est,f,2012,1.399999976158142
est,mf,2013,3.799999952316284
est,m,2013,6.0
est,f,2013,1.399999976158142
est,mf,2014,3.4000000953674316
est,m,2014,5.300000190734863
est,f,2014,1.399999976158142
eth,mf,1981,1.100000023841858
eth,m,1981,1.5
eth,f,1981,0.30000001192092896
eth,mf,1987,1.399999976158142
eth,m,1987,2.0999999046325684
eth,f,1987,0.4000000059604645
eth,mf,1994,2.5999999046325684
eth,m,1994,3.5999999046325684
eth,f,1994,1.2999999523162842
eth,mf,1999,0.800000011920929
eth,m,1999,1.2000000476837158
eth,f,1999,0.30000001192092896
eth,mf,2005,0.6000000238418579
eth,m,2005,0.8999999761581421
eth,f,2005,0.20000000298023224
eth,mf,2006,0.699999988079071
eth,m,2006,1.0
eth,f,2006,0.4000000059604645
eth,mf,2009,0.5
eth,m,2009,0.699999988079071
eth,f,2009,0.20000000298023224
eth,mf,2010,0.5
eth,m,2010,0.6000000238418579
eth,f,2010,0.30000001192092896
eth,mf,2011,0.800000011920929
eth,m,2011,1.2000000476837158
eth,f,2011,0.30000001192092896
eth,mf,2012,0.699999988079071
eth,m,2012,0.8999999761581421
eth,f,2012,0.4000000059604645
eth,mf,2013,0.4000000059604645
eth,m,2013,0.699999988079071
eth,f,2013,0.10000000149011612
flk,mf,2013,4.300000190734863
flk,m,2013,4.699999809265137
flk,f,2013,3.9000000953674316
fji,mf,2002,1.5
fji,m,2002,1.7000000476837158
fji,f,2002,1.0
fji,mf,2004,1.100000023841858
fji,m,2004,1.100000023841858
fji,f,2004,1.100000023841858
fji,mf,2005,1.100000023841858
fji,m,2005,1.100000023841858
fji,f,2005,1.100000023841858
fji,mf,2008,1.399999976158142
fji,m,2008,1.600000023841858
fji,f,2008,0.8999999761581421
fin,mf,1995,3.700000047683716
fin,m,1995,5.0
fin,f,1995,2.299999952316284
fin,mf,1996,3.9000000953674316
fin,m,1996,5.699999809265137
fin,f,1996,1.7999999523162842
fin,mf,1997,4.5
fin,m,1997,6.800000190734863
fin,f,1997,2.0999999046325684
fin,mf,1998,3.700000047683716
fin,m,1998,5.300000190734863
fin,f,1998,2.0
fin,mf,1999,4.199999809265137
fin,m,1999,5.800000190734863
fin,f,1999,2.299999952316284
fin,mf,2000,4.300000190734863
fin,m,2000,6.199999809265137
fin,f,2000,2.299999952316284
fin,mf,2001,4.0
fin,m,2001,5.599999904632568
fin,f,2001,2.200000047683716
fin,mf,2002,4.0
fin,m,2002,5.800000190734863
fin,f,2002,2.0999999046325684
fin,mf,2003,4.099999904632568
fin,m,2003,5.699999809265137
fin,f,2003,2.4000000953674316
fin,mf,2004,4.199999809265137
fin,m,2004,6.0
fin,f,2004,2.299999952316284
fin,mf,2005,3.799999952316284
fin,m,2005,5.599999904632568
fin,f,2005,2.0
fin,mf,2006,4.0
fin,m,2006,5.800000190734863
fin,f,2006,2.200000047683716
fin,mf,2007,4.0
fin,m,2007,5.699999809265137
fin,f,2007,2.200000047683716
fin,mf,2008,3.799999952316284
fin,m,2008,5.5
fin,f,2008,1.899999976158142
fin,mf,2009,4.099999904632568
fin,m,2009,6.099999904632568
fin,f,2009,1.899999976158142
fin,mf,2010,4.199999809265137
fin,m,2010,6.099999904632568
fin,f,2010,2.0999999046325684
fin,mf,2011,4.099999904632568
fin,m,2011,5.900000095367432
fin,f,2011,2.200000047683716
fin,mf,2012,4.0
fin,m,2012,6.099999904632568
fin,f,2012,1.899999976158142
fin,mf,2013,4.0
fin,m,2013,6.099999904632568
fin,f,2013,1.7999999523162842
fin,mf,2014,4.199999809265137
fin,m,2014,6.400000095367432
fin,f,2014,2.0
fra,mf,1983,4.300000190734863
fra,m,1983,5.900000095367432
fra,f,1983,1.899999976158142
fra,mf,1984,4.400000095367432
fra,m,1984,6.199999809265137
fra,f,1984,1.899999976158142
fra,mf,1985,4.300000190734863
fra,m,1985,6.0
fra,f,1985,1.899999976158142
fra,mf,1986,4.300000190734863
fra,m,1986,6.0
fra,f,1986,1.899999976158142
fra,mf,1987,4.400000095367432
fra,m,1987,6.099999904632568
fra,f,1987,2.0999999046325684
fra,mf,1988,4.599999904632568
fra,m,1988,6.400000095367432
fra,f,1988,2.0999999046325684
fra,mf,1989,4.5
fra,m,1989,6.099999904632568
fra,f,1989,2.299999952316284
fra,mf,1990,4.800000190734863
fra,m,1990,6.699999809265137
fra,f,1990,2.200000047683716
fra,mf,1991,4.800000190734863
fra,m,1991,6.699999809265137
fra,f,1991,2.299999952316284
fra,mf,1992,4.900000095367432
fra,m,1992,7.0
fra,f,1992,2.299999952316284
fra,mf,1993,4.800000190734863
fra,m,1993,6.900000095367432
fra,f,1993,2.200000047683716
fra,mf,1994,4.800000190734863
fra,m,1994,6.800000190734863
fra,f,1994,2.200000047683716
fra,mf,1995,4.699999809265137
fra,m,1995,6.599999904632568
fra,f,1995,2.299999952316284
fra,mf,1996,4.699999809265137
fra,m,1996,6.599999904632568
fra,f,1996,2.200000047683716
fra,mf,1997,4.699999809265137
fra,m,1997,6.599999904632568
fra,f,1997,2.200000047683716
fra,mf,1998,4.699999809265137
fra,m,1998,6.699999809265137
fra,f,1998,2.200000047683716
fra,mf,1999,4.599999904632568
fra,m,1999,6.5
fra,f,1999,2.200000047683716
fra,mf,2000,4.300000190734863
fra,m,2000,6.199999809265137
fra,f,2000,2.0999999046325684
fra,mf,2001,4.199999809265137
fra,m,2001,6.0
fra,f,2001,2.0
fra,mf,2002,4.099999904632568
fra,m,2002,5.800000190734863
fra,f,2002,1.899999976158142
fra,mf,2003,4.300000190734863
fra,m,2003,6.199999809265137
fra,f,2003,2.0999999046325684
fra,mf,2004,4.400000095367432
fra,m,2004,6.199999809265137
fra,f,2004,2.200000047683716
fra,mf,2005,4.400000095367432
fra,m,2005,6.300000190734863
fra,f,2005,2.0999999046325684
fra,mf,2006,4.5
fra,m,2006,6.5
fra,f,2006,2.0999999046325684
fra,mf,2007,4.400000095367432
fra,m,2007,6.300000190734863
fra,f,2007,2.299999952316284
fra,mf,2008,4.699999809265137
fra,m,2008,6.5
fra,f,2008,2.5999999046325684
fra,mf,2009,4.5
fra,m,2009,6.599999904632568
fra,f,2009,2.200000047683716
fra,mf,2010,4.5
fra,m,2010,6.599999904632568
fra,f,2010,2.0999999046325684
fra,mf,2011,4.5
fra,m,2011,6.5
fra,f,2011,2.299999952316284
fra,mf,2012,4.400000095367432
fra,m,2012,6.300000190734863
fra,f,2012,2.200000047683716
fra,mf,2013,4.300000190734863
fra,m,2013,6.199999809265137
fra,f,2013,2.200000047683716
fra,mf,2014,4.199999809265137
fra,m,2014,6.199999809265137
fra,f,2014,2.0
gab,mf,1993,0.6000000238418579
gab,m,1993,0.8999999761581421
gab,f,1993,0.20000000298023224
gab,mf,2005,1.100000023841858
