country,sex,year,wage_salaried_workers_employees_percentage
lva,mf,2013,88.4000015258789
lva,m,2013,86.19999694824219
lva,f,2013,90.5999984741211
lva,mf,2014,88.4000015258789
lva,m,2014,85.5999984741211
lva,f,2014,91.19999694824219
lbn,mf,2004,62.099998474121094
lbn,m,2004,55.5
lbn,f,2004,83.5
lbn,mf,2007,62.099998474121094
lbn,m,2007,55.70000076293945
lbn,f,2007,81.5999984741211
lso,mf,1999,25.700000762939453
lso,m,1999,22.5
lso,f,1999,29.899999618530273
lso,mf,2008,81.0
lso,m,2008,83.30000305175781
lso,f,2008,78.0999984741211
lbr,mf,2007,16.799999237060547
lbr,m,2007,25.299999237060547
lbr,f,2007,8.0
lbr,mf,2010,18.100000381469727
lbr,m,2010,27.5
lbr,f,2010,8.699999809265137
ltu,mf,1998,80.4000015258789
ltu,m,1998,77.80000305175781
ltu,f,1998,83.19999694824219
ltu,mf,1999,79.5
ltu,m,1999,76.4000015258789
ltu,f,1999,82.69999694824219
ltu,mf,2000,80.30000305175781
ltu,m,2000,77.19999694824219
ltu,f,2000,83.30000305175781
ltu,mf,2001,79.80000305175781
ltu,m,2001,75.4000015258789
ltu,f,2001,84.0999984741211
ltu,mf,2002,79.19999694824219
ltu,m,2002,76.30000305175781
ltu,f,2002,82.19999694824219
ltu,mf,2003,79.0999984741211
ltu,m,2003,76.0999984741211
ltu,f,2003,82.0999984741211
ltu,mf,2004,81.19999694824219
ltu,m,2004,78.0999984741211
ltu,f,2004,84.30000305175781
ltu,mf,2005,82.80000305175781
ltu,m,2005,80.5999984741211
ltu,f,2005,85.19999694824219
ltu,mf,2006,83.0
ltu,m,2006,80.9000015258789
ltu,f,2006,85.0999984741211
ltu,mf,2007,85.4000015258789
ltu,m,2007,82.5999984741211
ltu,f,2007,88.30000305175781
ltu,mf,2008,88.30000305175781
ltu,m,2008,85.5999984741211
ltu,f,2008,91.0999984741211
ltu,mf,2009,88.0
ltu,m,2009,85.19999694824219
ltu,f,2009,90.69999694824219
ltu,mf,2010,89.0999984741211
ltu,m,2010,86.80000305175781
ltu,f,2010,91.19999694824219
ltu,mf,2011,89.4000015258789
ltu,m,2011,87.4000015258789
ltu,f,2011,91.19999694824219
ltu,mf,2012,88.9000015258789
ltu,m,2012,86.69999694824219
ltu,f,2012,91.0999984741211
ltu,mf,2013,88.19999694824219
ltu,m,2013,86.0
ltu,f,2013,90.30000305175781
ltu,mf,2014,87.9000015258789
ltu,m,2014,86.0
ltu,f,2014,89.80000305175781
lux,mf,1980,86.5
lux,mf,1981,87.30000305175781
lux,mf,1982,87.5999984741211
lux,mf,1983,87.4000015258789
lux,m,1983,88.30000305175781
lux,f,1983,85.69999694824219
lux,mf,1984,87.5999984741211
lux,m,1984,88.19999694824219
lux,f,1984,86.4000015258789
lux,mf,1985,88.0999984741211
lux,m,1985,88.30000305175781
lux,f,1985,87.9000015258789
lux,mf,1986,89.0999984741211
lux,m,1986,89.5999984741211
lux,f,1986,88.0999984741211
lux,mf,1987,88.80000305175781
lux,m,1987,89.30000305175781
lux,f,1987,88.0
lux,mf,1988,89.0999984741211
lux,m,1988,89.0999984741211
lux,f,1988,89.0999984741211
lux,mf,1989,89.0
lux,m,1989,88.69999694824219
lux,f,1989,89.4000015258789
lux,mf,1990,89.0
lux,m,1990,88.80000305175781
lux,f,1990,89.4000015258789
lux,mf,1991,89.19999694824219
lux,m,1991,89.19999694824219
lux,f,1991,89.0999984741211
lux,mf,1992,89.80000305175781
lux,m,1992,89.69999694824219
lux,f,1992,89.9000015258789
lux,mf,1993,88.9000015258789
lux,m,1993,88.5999984741211
lux,f,1993,89.5
lux,mf,1994,89.0999984741211
lux,m,1994,89.4000015258789
lux,f,1994,88.69999694824219
lux,mf,1995,88.69999694824219
lux,m,1995,88.19999694824219
lux,f,1995,89.5999984741211
lux,mf,1996,90.30000305175781
lux,m,1996,89.19999694824219
lux,f,1996,92.0999984741211
lux,mf,1997,90.80000305175781
lux,m,1997,90.0999984741211
lux,f,1997,92.0
lux,mf,1998,90.5
lux,m,1998,89.0
lux,f,1998,92.9000015258789
lux,mf,1999,90.9000015258789
lux,m,1999,90.5
lux,f,1999,91.5
lux,mf,2000,90.5999984741211
lux,m,2000,89.19999694824219
lux,f,2000,92.5999984741211
lux,mf,2001,92.69999694824219
lux,m,2001,91.80000305175781
lux,f,2001,94.0999984741211
lux,mf,2002,92.0999984741211
lux,m,2002,90.4000015258789
lux,f,2002,94.5999984741211
lux,mf,2003,92.0999984741211
lux,m,2003,91.5999984741211
lux,f,2003,92.9000015258789
lux,mf,2004,91.80000305175781
lux,m,2004,90.80000305175781
lux,f,2004,93.19999694824219
lux,mf,2005,92.0
lux,m,2005,91.30000305175781
lux,f,2005,93.0
lux,mf,2006,92.0999984741211
lux,m,2006,91.0999984741211
lux,f,2006,93.5
lux,mf,2007,92.80000305175781
lux,m,2007,91.80000305175781
lux,f,2007,94.0
lux,mf,2008,93.5
lux,m,2008,93.4000015258789
lux,f,2008,93.5999984741211
lux,mf,2009,91.30000305175781
lux,m,2009,89.9000015258789
lux,f,2009,93.19999694824219
lux,mf,2010,91.69999694824219
lux,m,2010,90.69999694824219
lux,f,2010,93.0
lux,mf,2011,91.4000015258789
lux,m,2011,90.4000015258789
lux,f,2011,92.5999984741211
lux,mf,2012,91.0
lux,m,2012,90.4000015258789
lux,f,2012,91.69999694824219
lux,mf,2013,90.9000015258789
lux,m,2013,90.19999694824219
lux,f,2013,91.69999694824219
lux,mf,2014,91.0999984741211
lux,m,2014,89.9000015258789
lux,f,2014,92.5999984741211
mac,mf,1996,89.30000305175781
mac,m,1996,86.19999694824219
mac,f,1996,93.0
mac,mf,1997,90.4000015258789
mac,m,1997,87.5999984741211
mac,f,1997,93.80000305175781
mac,mf,1998,90.30000305175781
mac,m,1998,87.30000305175781
mac,f,1998,94.0999984741211
mac,mf,1999,89.0999984741211
mac,m,1999,85.5999984741211
mac,f,1999,93.0999984741211
mac,mf,2000,88.19999694824219
mac,m,2000,84.80000305175781
mac,f,2000,92.0
mac,mf,2001,89.30000305175781
mac,m,2001,86.30000305175781
mac,f,2001,92.69999694824219
mac,mf,2002,89.5
mac,m,2002,85.80000305175781
mac,f,2002,93.5
mac,mf,2003,89.0999984741211
mac,m,2003,85.69999694824219
mac,f,2003,93.0
mac,mf,2004,88.4000015258789
mac,m,2004,84.80000305175781
mac,f,2004,92.4000015258789
mac,mf,2005,89.5999984741211
mac,m,2005,86.19999694824219
mac,f,2005,93.5
mac,mf,2006,90.69999694824219
mac,m,2006,88.0999984741211
mac,f,2006,93.80000305175781
mac,mf,2007,91.30000305175781
mac,m,2007,88.5
mac,f,2007,94.5999984741211
mac,mf,2008,92.5
mac,m,2008,90.0999984741211
mac,f,2008,95.19999694824219
mac,mf,2009,92.0999984741211
mac,m,2009,89.30000305175781
mac,f,2009,95.19999694824219
mac,mf,2010,92.19999694824219
mac,m,2010,88.80000305175781
mac,f,2010,95.5
mac,mf,2011,92.5
mac,m,2011,89.5
mac,f,2011,95.5
mac,mf,2012,92.69999694824219
mac,mf,2013,93.19999694824219
mac,m,2013,90.5
mac,f,2013,96.0999984741211
mkd,mf,1996,78.9000015258789
mkd,m,1996,77.5
mkd,f,1996,81.30000305175781
mkd,mf,1997,78.5
mkd,m,1997,76.30000305175781
mkd,f,1997,82.5999984741211
mkd,mf,1998,77.4000015258789
mkd,m,1998,75.9000015258789
mkd,f,1998,80.0999984741211
mkd,mf,1999,74.5
mkd,m,1999,72.5
mkd,f,1999,77.69999694824219
mkd,mf,2000,74.30000305175781
mkd,m,2000,73.5
mkd,f,2000,75.69999694824219
mkd,mf,2001,70.0999984741211
mkd,m,2001,70.19999694824219
mkd,f,2001,69.80000305175781
mkd,mf,2002,70.69999694824219
mkd,m,2002,70.0999984741211
mkd,f,2002,71.5
mkd,mf,2003,72.69999694824219
mkd,m,2003,71.80000305175781
mkd,f,2003,74.19999694824219
mkd,mf,2004,75.4000015258789
mkd,m,2004,72.19999694824219
mkd,f,2004,80.5
mkd,mf,2005,71.80000305175781
mkd,m,2005,69.19999694824219
mkd,f,2005,75.9000015258789
mkd,mf,2006,70.80000305175781
mkd,m,2006,68.5
mkd,f,2006,74.4000015258789
mkd,mf,2007,72.30000305175781
mkd,m,2007,69.30000305175781
mkd,f,2007,76.9000015258789
mkd,mf,2008,71.80000305175781
mkd,m,2008,69.9000015258789
mkd,f,2008,74.9000015258789
mkd,mf,2009,71.9000015258789
mkd,m,2009,69.0999984741211
mkd,f,2009,76.5
mkd,mf,2010,71.5
mkd,m,2010,69.19999694824219
mkd,f,2010,75.19999694824219
mkd,mf,2011,71.80000305175781
mkd,m,2011,69.19999694824219
mkd,f,2011,75.69999694824219
mkd,mf,2012,73.19999694824219
mkd,m,2012,71.0
mkd,f,2012,76.5
mkd,mf,2013,71.9000015258789
mkd,m,2013,69.9000015258789
mkd,f,2013,74.9000015258789
mkd,mf,2014,73.30000305175781
mkd,m,2014,70.19999694824219
mkd,f,2014,78.19999694824219
mdg,mf,1993,12.899999618530273
mdg,m,1993,14.5
mdg,f,1993,10.5
mdg,mf,2003,15.0
mdg,m,2003,17.799999237060547
mdg,f,2003,12.0
mdg,mf,2005,13.399999618530273
mdg,m,2005,16.0
mdg,f,2005,10.800000190734863
mdg,mf,2010,9.300000190734863
mdg,m,2010,11.800000190734863
mdg,f,2010,6.699999809265137
mdg,mf,2012,11.199999809265137
mdg,m,2012,13.899999618530273
mdg,f,2012,8.300000190734863
mwi,mf,1987,16.100000381469727
mwi,m,1987,29.0
mwi,f,1987,3.9000000953674316
mys,mf,1991,66.19999694824219
mys,m,1991,64.0999984741211
mys,f,1991,70.80000305175781
mys,mf,1995,72.5999984741211
mys,m,1995,72.5
mys,f,1995,72.9000015258789
mys,mf,1996,72.30000305175781
mys,m,1996,72.5
mys,f,1996,71.80000305175781
mys,mf,1997,74.5
mys,m,1997,74.80000305175781
mys,f,1997,73.9000015258789
mys,mf,1998,73.4000015258789
mys,m,1998,72.5
mys,f,1998,74.9000015258789
mys,mf,1999,74.69999694824219
mys,m,1999,74.30000305175781
mys,f,1999,75.5
mys,mf,2000,74.30000305175781
mys,m,2000,73.0
mys,f,2000,76.4000015258789
mys,mf,2001,75.4000015258789
mys,m,2001,74.5999984741211
mys,f,2001,76.80000305175781
mys,mf,2002,76.69999694824219
mys,m,2002,76.4000015258789
mys,f,2002,77.30000305175781
mys,mf,2003,76.19999694824219
mys,m,2003,75.5
mys,f,2003,77.5
mys,mf,2004,74.5999984741211
mys,m,2004,73.4000015258789
mys,f,2004,76.69999694824219
mys,mf,2005,75.5
mys,m,2005,73.80000305175781
mys,f,2005,78.5
mys,mf,2006,74.30000305175781
mys,m,2006,72.19999694824219
mys,f,2006,78.0999984741211
mys,mf,2007,74.19999694824219
mys,m,2007,72.5
mys,f,2007,77.30000305175781
mys,mf,2008,74.5999984741211
mys,m,2008,72.19999694824219
mys,f,2008,78.9000015258789
mys,mf,2009,74.80000305175781
mys,m,2009,72.9000015258789
mys,f,2009,78.30000305175781
mys,mf,2010,74.30000305175781
mys,m,2010,72.0
mys,f,2010,78.4000015258789
mys,mf,2011,76.5999984741211
mys,m,2011,74.80000305175781
mys,f,2011,79.80000305175781
mys,mf,2012,74.9000015258789
mys,m,2012,73.69999694824219
mys,f,2012,77.0
mys,mf,2013,73.9000015258789
mys,m,2013,73.4000015258789
mys,f,2013,74.5999984741211
mys,mf,2014,75.0999984741211
mys,m,2014,75.30000305175781
mys,f,2014,74.9000015258789
mdv,mf,1990,46.5
mdv,m,1990,48.900001525878906
mdv,f,1990,37.099998474121094
mdv,mf,1995,36.599998474121094
mdv,m,1995,33.900001525878906
mdv,f,1995,43.900001525878906
mdv,mf,2000,23.799999237060547
mdv,m,2000,21.299999237060547
mdv,f,2000,28.799999237060547
mdv,mf,2006,55.20000076293945
mdv,m,2006,61.099998474121094
mdv,f,2006,45.0
mdv,mf,2010,65.4000015258789
mdv,m,2010,63.900001525878906
mdv,f,2010,67.69999694824219
mli,mf,2004,13.600000381469727
mli,m,2004,15.199999809265137
mli,f,2004,11.399999618530273
mli,mf,2006,10.800000190734863
mli,m,2006,14.699999809265137
mli,f,2006,6.199999809265137
mli,mf,2007,8.0
mli,m,2007,12.399999618530273
mli,f,2007,3.5999999046325684
mlt,mf,2000,88.0
mlt,m,2000,85.0999984741211
mlt,f,2000,94.5999984741211
mlt,mf,2001,87.9000015258789
mlt,m,2001,84.9000015258789
mlt,f,2001,95.0999984741211
mlt,mf,2002,85.5
mlt,m,2002,81.30000305175781
mlt,f,2002,94.9000015258789
mlt,mf,2003,86.0
mlt,m,2003,83.5999984741211
mlt,f,2003,91.5
mlt,mf,2004,85.80000305175781
mlt,m,2004,82.30000305175781
mlt,f,2004,94.30000305175781
mlt,mf,2005,86.19999694824219
mlt,m,2005,82.80000305175781
mlt,f,2005,93.80000305175781
mlt,mf,2006,86.0999984741211
mlt,m,2006,82.5
mlt,f,2006,94.19999694824219
mlt,mf,2007,85.69999694824219
mlt,m,2007,82.4000015258789
mlt,f,2007,92.80000305175781
mlt,mf,2008,86.19999694824219
mlt,m,2008,82.5
mlt,f,2008,93.69999694824219
mlt,mf,2009,86.0999984741211
mlt,m,2009,82.5
mlt,f,2009,93.30000305175781
mlt,mf,2010,85.5999984741211
mlt,m,2010,81.30000305175781
mlt,f,2010,93.80000305175781
mlt,mf,2011,86.5
mlt,m,2011,82.5
mlt,f,2011,94.0
mlt,mf,2012,86.5
mlt,m,2012,82.4000015258789
mlt,f,2012,93.69999694824219
mlt,mf,2013,86.0999984741211
mlt,m,2013,81.5
mlt,f,2013,93.80000305175781
mlt,mf,2014,86.19999694824219
mlt,m,2014,81.80000305175781
mlt,f,2014,93.0999984741211
mhl,mf,1999,71.30000305175781
mhl,m,1999,72.9000015258789
mhl,f,1999,67.69999694824219
mtq,mf,2001,83.9000015258789
mtq,mf,2002,86.0
mtq,mf,2003,85.19999694824219
mtq,mf,2004,84.19999694824219
mtq,mf,2005,84.5999984741211
mtq,mf,2006,85.5
mtq,mf,2007,85.9000015258789
mtq,mf,2008,86.19999694824219
mtq,mf,2009,84.5999984741211
mtq,mf,2010,82.80000305175781
mtq,mf,2011,83.5999984741211
mtq,mf,2012,83.5
mus,mf,1990,84.80000305175781
mus,m,1990,82.0999984741211
mus,f,1990,91.0999984741211
mus,mf,1995,80.9000015258789
mus,m,1995,78.80000305175781
mus,f,1995,85.5
mus,mf,2000,83.0
mus,m,2000,79.0999984741211
mus,f,2000,90.9000015258789
mus,mf,2004,80.0
mus,m,2004,77.69999694824219
mus,f,2004,84.9000015258789
mus,mf,2005,80.4000015258789
mus,m,2005,78.5999984741211
mus,f,2005,84.0999984741211
mus,mf,2006,80.4000015258789
mus,m,2006,78.69999694824219
mus,f,2006,83.9000015258789
mus,mf,2007,79.19999694824219
mus,m,2007,77.19999694824219
mus,f,2007,83.19999694824219
mus,mf,2008,80.0
mus,m,2008,78.0
mus,f,2008,83.80000305175781
mus,mf,2009,80.19999694824219
mus,m,2009,78.0999984741211
mus,f,2009,84.0999984741211
mus,mf,2010,80.0
mus,m,2010,77.9000015258789
mus,f,2010,83.80000305175781
mus,mf,2011,81.0
mus,m,2011,78.5
mus,f,2011,85.5
mus,mf,2012,79.4000015258789
mus,m,2012,77.0999984741211
mus,f,2012,83.4000015258789
mex,mf,1980,44.5
mex,mf,1990,68.0999984741211
mex,m,1990,64.5
mex,f,1990,79.5999984741211
mex,mf,1991,55.900001525878906
mex,m,1991,53.20000076293945
mex,f,1991,62.20000076293945
mex,mf,1992,56.099998474121094
mex,m,1992,54.099998474121094
mex,f,1992,60.70000076293945
mex,mf,1993,56.20000076293945
mex,m,1993,54.900001525878906
mex,f,1993,59.0
mex,mf,1994,56.29999923706055
mex,m,1994,55.79999923706055
mex,f,1994,57.400001525878906
mex,mf,1995,58.79999923706055
mex,m,1995,58.400001525878906
mex,f,1995,59.5
mex,mf,1996,59.900001525878906
mex,m,1996,59.400001525878906
mex,f,1996,61.099998474121094
mex,mf,1997,59.099998474121094
mex,m,1997,59.20000076293945
mex,f,1997,58.70000076293945
mex,mf,1998,61.400001525878906
mex,m,1998,61.29999923706055
mex,f,1998,61.599998474121094
mex,mf,1999,62.0
mex,m,1999,61.900001525878906
mex,f,1999,62.20000076293945
mex,mf,2000,64.0
mex,m,2000,63.599998474121094
mex,f,2000,64.80000305175781
mex,mf,2001,63.599998474121094
mex,m,2001,63.099998474121094
mex,f,2001,64.4000015258789
mex,mf,2002,63.20000076293945
mex,m,2002,63.099998474121094
mex,f,2002,63.400001525878906
mex,mf,2003,63.400001525878906
mex,m,2003,63.5
mex,f,2003,63.29999923706055
mex,mf,2004,63.5
mex,m,2004,63.79999923706055
mex,f,2004,62.900001525878906
mex,mf,2005,64.5
mex,m,2005,64.30000305175781
mex,f,2005,64.69999694824219
mex,mf,2006,65.5
mex,m,2006,65.5999984741211
mex,f,2006,65.4000015258789
mex,mf,2007,65.69999694824219
mex,m,2007,65.9000015258789
mex,f,2007,65.30000305175781
mex,mf,2008,66.0999984741211
mex,m,2008,66.5
mex,f,2008,65.30000305175781
mex,mf,2009,66.19999694824219
mex,m,2009,66.5999984741211
mex,f,2009,65.5999984741211
mex,mf,2010,65.30000305175781
mex,m,2010,65.80000305175781
mex,f,2010,64.5
mex,mf,2011,66.30000305175781
mex,m,2011,66.9000015258789
mex,f,2011,65.30000305175781
mex,mf,2012,66.30000305175781
mex,m,2012,67.19999694824219
mex,f,2012,64.9000015258789
mex,mf,2013,67.0
mex,m,2013,67.5
mex,f,2013,66.19999694824219
mda,mf,1999,66.80000305175781
mda,m,1999,67.80000305175781
mda,f,1999,65.80000305175781
mda,mf,2000,62.79999923706055
mda,m,2000,63.70000076293945
mda,f,2000,61.900001525878906
mda,mf,2001,60.0
mda,m,2001,61.0
mda,f,2001,59.0
mda,mf,2002,59.29999923706055
mda,m,2002,59.599998474121094
mda,f,2002,58.900001525878906
mda,mf,2003,64.0
mda,m,2003,62.900001525878906
mda,f,2003,65.0
mda,mf,2004,63.900001525878906
mda,m,2004,63.20000076293945
mda,f,2004,64.5999984741211
mda,mf,2005,63.0
mda,m,2005,61.79999923706055
mda,f,2005,64.0999984741211
mda,mf,2006,67.0
mda,m,2006,65.19999694824219
mda,f,2006,68.80000305175781
mda,mf,2007,66.69999694824219
mda,m,2007,63.70000076293945
mda,f,2007,69.69999694824219
mda,mf,2008,68.0
mda,m,2008,64.9000015258789
mda,f,2008,71.0
mda,mf,2009,70.5999984741211
mda,m,2009,66.69999694824219
mda,f,2009,74.69999694824219
mda,mf,2010,70.69999694824219
mda,m,2010,66.19999694824219
mda,f,2010,75.19999694824219
mda,mf,2011,70.5999984741211
mda,m,2011,66.30000305175781
mda,f,2011,75.0
mda,mf,2012,70.80000305175781
mda,m,2012,66.5999984741211
mda,f,2012,75.0999984741211
mda,mf,2013,68.80000305175781
mda,m,2013,64.69999694824219
mda,f,2013,72.9000015258789
mda,mf,2014,67.30000305175781
mda,m,2014,62.29999923706055
mda,f,2014,72.4000015258789
mng,mf,2000,41.20000076293945
mng,m,2000,39.29999923706055
mng,f,2000,43.599998474121094
mng,mf,2003,39.400001525878906
mng,m,2003,37.099998474121094
mng,f,2003,41.900001525878906
mng,mf,2007,37.5
mng,m,2007,34.29999923706055
mng,f,2007,40.79999923706055
mng,mf,2008,41.599998474121094
mng,m,2008,39.20000076293945
mng,f,2008,44.099998474121094
mng,mf,2009,41.099998474121094
mng,m,2009,37.70000076293945
mng,f,2009,44.70000076293945
mng,mf,2010,42.5
mng,m,2010,38.5
mng,f,2010,46.79999923706055
mng,mf,2011,43.400001525878906
mng,m,2011,40.70000076293945
mng,f,2011,46.5
mng,mf,2012,47.5
mng,m,2012,45.70000076293945
mng,f,2012,49.400001525878906
mne,mf,2005,80.5
mne,m,2005,77.0999984741211
mne,f,2005,85.4000015258789
mne,mf,2007,78.9000015258789
mne,m,2007,75.9000015258789
mne,f,2007,83.0
mne,mf,2008,79.80000305175781
mne,m,2008,75.5
mne,f,2008,85.69999694824219
mne,mf,2009,82.4000015258789
mne,m,2009,77.30000305175781
mne,f,2009,89.0999984741211
mne,mf,2010,83.0999984741211
mne,m,2010,78.4000015258789
mne,f,2010,89.4000015258789
mne,mf,2011,83.5999984741211
mne,m,2011,79.5
mne,f,2011,88.69999694824219
mne,mf,2012,82.4000015258789
mne,m,2012,78.19999694824219
mne,f,2012,87.69999694824219
msr,mf,1991,82.30000305175781
msr,m,1991,78.30000305175781
msr,f,1991,87.4000015258789
mar,mf,1994,48.5
mar,m,1994,47.5
mar,f,1994,52.70000076293945
mar,mf,1998,41.900001525878906
mar,m,1998,47.5
mar,f,1998,30.399999618530273
mar,mf,1999,38.79999923706055
mar,m,1999,43.20000076293945
mar,f,1999,28.299999237060547
mar,mf,2002,38.0
mar,m,2002,39.5
mar,f,2002,33.400001525878906
mar,mf,2003,38.099998474121094
mar,m,2003,39.70000076293945
mar,f,2003,33.599998474121094
mar,mf,2004,37.20000076293945
mar,m,2004,39.29999923706055
mar,f,2004,31.399999618530273
mar,mf,2005,37.400001525878906
mar,m,2005,39.5
mar,f,2005,31.600000381469727
mar,mf,2006,43.20000076293945
mar,m,2006,46.79999923706055
mar,f,2006,33.400001525878906
mar,mf,2007,44.79999923706055
mar,m,2007,48.79999923706055
mar,f,2007,34.099998474121094
mar,mf,2008,43.79999923706055
mar,m,2008,47.5
mar,f,2008,34.0
mar,mf,2009,44.400001525878906
mar,mf,2010,44.20000076293945
mar,mf,2011,43.400001525878906
mar,mf,2012,43.70000076293945
moz,mf,2003,8.800000190734863
moz,m,2003,15.699999809265137
moz,f,2003,3.0
nam,mf,1994,55.0
nam,m,1994,65.19999694824219
nam,f,1994,43.400001525878906
nam,mf,1997,63.79999923706055
nam,m,1997,73.0999984741211
nam,f,1997,52.599998474121094
nam,mf,2000,62.20000076293945
nam,m,2000,67.69999694824219
nam,f,2000,56.099998474121094
nam,mf,2001,61.5
nam,m,2001,66.69999694824219
nam,f,2001,54.900001525878906
nam,mf,2004,72.80000305175781
nam,m,2004,76.0
nam,f,2004,68.80000305175781
nam,mf,2008,81.30000305175781
nam,m,2008,82.19999694824219
nam,f,2008,80.30000305175781
nam,mf,2010,63.900001525878906
nam,m,2010,70.4000015258789
nam,f,2010,56.79999923706055
nam,mf,2011,67.69999694824219
nam,m,2011,72.4000015258789
nam,f,2011,62.0
nam,mf,2012,63.0
nam,m,2012,69.4000015258789
nam,f,2012,56.0
nam,mf,2013,63.599998474121094
nam,m,2013,72.4000015258789
nam,f,2013,54.79999923706055
npl,mf,2001,24.600000381469727
npl,m,2001,33.70000076293945
npl,f,2001,12.800000190734863
nld,mf,1980,87.80000305175781
nld,mf,1981,87.4000015258789
nld,mf,1982,87.5999984741211
nld,mf,1983,87.9000015258789
nld,m,1983,87.69999694824219
nld,f,1983,88.30000305175781
nld,mf,1984,88.0999984741211
nld,mf,1985,88.5
nld,m,1985,88.0
nld,f,1985,89.5999984741211
nld,mf,1986,88.69999694824219
nld,mf,1987,87.5999984741211
nld,m,1987,88.5
nld,f,1987,86.0
nld,mf,1988,87.9000015258789
nld,m,1988,88.0999984741211
nld,f,1988,87.69999694824219
nld,mf,1989,88.0999984741211
nld,m,1989,88.30000305175781
nld,f,1989,87.80000305175781
nld,mf,1990,87.5999984741211
nld,m,1990,88.0999984741211
nld,f,1990,86.5999984741211
nld,mf,1991,88.5999984741211
nld,m,1991,88.5999984741211
nld,f,1991,88.4000015258789
nld,mf,1992,88.5999984741211
nld,m,1992,87.69999694824219
nld,f,1992,90.0
nld,mf,1993,88.19999694824219
nld,m,1993,87.19999694824219
nld,f,1993,89.80000305175781
nld,mf,1994,87.5999984741211
nld,m,1994,86.69999694824219
nld,f,1994,89.0
nld,mf,1995,87.30000305175781
nld,m,1995,86.30000305175781
nld,f,1995,88.69999694824219
nld,mf,1996,87.69999694824219
nld,m,1996,86.4000015258789
nld,f,1996,89.69999694824219
nld,mf,1997,87.5999984741211
nld,m,1997,86.19999694824219
nld,f,1997,89.5999984741211
nld,mf,1998,88.30000305175781
nld,m,1998,86.9000015258789
nld,f,1998,90.4000015258789
nld,mf,1999,88.5
nld,m,1999,87.19999694824219
nld,f,1999,90.19999694824219
nld,mf,2000,88.5
nld,m,2000,87.30000305175781
nld,f,2000,90.19999694824219
nld,mf,2001,88.4000015258789
nld,m,2001,87.0999984741211
nld,f,2001,90.19999694824219
nld,mf,2002,88.30000305175781
nld,m,2002,86.5999984741211
nld,f,2002,90.5
nld,mf,2003,88.5999984741211
nld,m,2003,86.4000015258789
nld,f,2003,91.4000015258789
nld,mf,2004,87.9000015258789
nld,m,2004,85.9000015258789
nld,f,2004,90.4000015258789
nld,mf,2005,87.5999984741211
nld,m,2005,85.4000015258789
nld,f,2005,90.30000305175781
nld,mf,2006,87.19999694824219
nld,m,2006,84.9000015258789
nld,f,2006,90.0999984741211
nld,mf,2007,86.80000305175781
nld,m,2007,84.30000305175781
nld,f,2007,90.0
nld,mf,2008,86.80000305175781
nld,m,2008,84.19999694824219
nld,f,2008,89.9000015258789
nld,mf,2009,86.5
nld,m,2009,83.9000015258789
nld,f,2009,89.5
nld,mf,2010,85.0
nld,m,2010,82.0
nld,f,2010,88.5
nld,mf,2011,85.0
nld,m,2011,82.0
nld,f,2011,88.5
nld,mf,2012,84.69999694824219
nld,m,2012,81.5
nld,f,2012,88.30000305175781
nld,mf,2013,83.9000015258789
nld,m,2013,80.5999984741211
nld,f,2013,87.69999694824219
nld,mf,2014,83.30000305175781
nld,m,2014,80.0
nld,f,2014,87.19999694824219
ant,mf,1991,87.5999984741211
ant,m,1991,85.0999984741211
ant,f,1991,90.9000015258789
ant,mf,1992,90.19999694824219
ant,m,1992,87.80000305175781
ant,f,1992,93.5
ant,mf,1993,87.80000305175781
ant,m,1993,86.4000015258789
ant,f,1993,89.80000305175781
ant,mf,1994,88.19999694824219
ant,m,1994,86.19999694824219
ant,f,1994,90.5999984741211
ant,mf,1995,89.0999984741211
ant,m,1995,87.19999694824219
ant,f,1995,91.5
ant,mf,1996,88.69999694824219
ant,m,1996,86.30000305175781
ant,f,1996,91.80000305175781
ant,mf,1997,89.9000015258789
ant,m,1997,87.9000015258789
ant,f,1997,92.19999694824219
ant,mf,1998,88.4000015258789
ant,m,1998,86.0
ant,f,1998,91.19999694824219
ant,mf,2000,87.80000305175781
ant,m,2000,84.0
ant,f,2000,92.0
ant,mf,2002,76.9000015258789
ant,mf,2003,75.19999694824219
ant,mf,2004,75.0999984741211
ant,mf,2005,76.19999694824219
ant,mf,2006,77.30000305175781
ant,mf,2007,76.80000305175781
ant,mf,2009,77.4000015258789
ant,m,2009,71.5
ant,f,2009,82.9000015258789
ant,mf,2011,77.80000305175781
ant,m,2011,72.69999694824219
ant,f,2011,82.5999984741211
ncl,mf,1996,83.80000305175781
ncl,m,1996,80.5
ncl,f,1996,89.0999984741211
nzl,mf,1980,82.0
nzl,mf,1981,86.0
nzl,m,1981,83.0
nzl,f,1981,91.69999694824219
nzl,mf,1986,81.9000015258789
nzl,m,1986,78.0
nzl,f,1986,87.30000305175781
nzl,mf,1987,81.80000305175781
nzl,m,1987,77.80000305175781
nzl,f,1987,87.30000305175781
nzl,mf,1988,80.9000015258789
nzl,m,1988,76.30000305175781
nzl,f,1988,87.0999984741211
nzl,mf,1989,80.19999694824219
nzl,m,1989,75.4000015258789
nzl,f,1989,86.69999694824219
nzl,mf,1990,80.0999984741211
nzl,m,1990,75.0999984741211
nzl,f,1990,86.4000015258789
nzl,mf,1991,79.5
nzl,m,1991,74.5999984741211
nzl,f,1991,85.5999984741211
nzl,mf,1992,78.69999694824219
