country,sex,year,wage_salaried_workers_employees_percentage
egy,f,1995,52.900001525878906
egy,mf,1997,60.0
egy,m,1997,61.0
egy,f,1997,55.5
egy,mf,1998,59.79999923706055
egy,m,1998,59.599998474121094
egy,f,1998,60.70000076293945
egy,mf,1999,61.099998474121094
egy,m,1999,60.400001525878906
egy,f,1999,64.4000015258789
egy,mf,2000,59.900001525878906
egy,m,2000,60.599998474121094
egy,f,2000,57.20000076293945
egy,mf,2001,61.5
egy,m,2001,60.79999923706055
egy,f,2001,64.80000305175781
egy,mf,2002,60.20000076293945
egy,m,2002,58.400001525878906
egy,f,2002,67.9000015258789
egy,mf,2003,57.900001525878906
egy,m,2003,58.20000076293945
egy,f,2003,56.5
egy,mf,2004,56.5
egy,m,2004,58.29999923706055
egy,f,2004,49.29999923706055
egy,mf,2005,60.0
egy,m,2005,62.20000076293945
egy,f,2005,50.79999923706055
egy,mf,2006,61.79999923706055
egy,m,2006,63.70000076293945
egy,f,2006,53.70000076293945
egy,mf,2007,58.5
egy,m,2007,61.400001525878906
egy,f,2007,47.900001525878906
egy,mf,2009,60.599998474121094
egy,m,2009,63.20000076293945
egy,f,2009,50.20000076293945
egy,mf,2010,62.20000076293945
egy,m,2010,64.69999694824219
egy,f,2010,52.0
egy,mf,2011,61.20000076293945
egy,m,2011,63.20000076293945
egy,f,2011,52.79999923706055
egy,mf,2012,62.5
egy,m,2012,64.0
egy,f,2012,56.29999923706055
egy,mf,2013,61.099998474121094
egy,m,2013,63.400001525878906
egy,f,2013,51.79999923706055
slv,mf,1993,57.0
slv,m,1993,61.70000076293945
slv,f,1993,49.79999923706055
slv,mf,1994,54.79999923706055
slv,m,1994,57.70000076293945
slv,f,1994,50.400001525878906
slv,mf,1995,52.20000076293945
slv,m,1995,58.79999923706055
slv,f,1995,41.5
slv,mf,1996,51.900001525878906
slv,m,1996,59.20000076293945
slv,f,1996,39.70000076293945
slv,mf,1997,52.70000076293945
slv,m,1997,60.0
slv,f,1997,40.70000076293945
slv,mf,1998,58.70000076293945
slv,m,1998,62.20000076293945
slv,f,1998,53.5
slv,mf,1999,60.20000076293945
slv,m,1999,64.19999694824219
slv,f,1999,54.20000076293945
slv,mf,2000,52.099998474121094
slv,m,2000,59.599998474121094
slv,f,2000,41.20000076293945
slv,mf,2001,51.70000076293945
slv,m,2001,59.70000076293945
slv,f,2001,40.0
slv,mf,2002,51.0
slv,m,2002,58.29999923706055
slv,f,2002,40.79999923706055
slv,mf,2003,53.5
slv,m,2003,61.5
slv,f,2003,42.29999923706055
slv,mf,2004,54.900001525878906
slv,m,2004,64.19999694824219
slv,f,2004,41.29999923706055
slv,mf,2005,52.099998474121094
slv,m,2005,60.29999923706055
slv,f,2005,40.5
slv,mf,2006,54.70000076293945
slv,m,2006,63.70000076293945
slv,f,2006,42.5
slv,mf,2007,60.20000076293945
slv,m,2007,65.9000015258789
slv,f,2007,52.5
slv,mf,2008,59.20000076293945
slv,m,2008,64.30000305175781
slv,f,2008,52.099998474121094
slv,mf,2009,49.79999923706055
slv,m,2009,52.900001525878906
slv,f,2009,43.29999923706055
slv,mf,2010,58.20000076293945
slv,m,2010,63.400001525878906
slv,f,2010,51.099998474121094
slv,mf,2011,58.29999923706055
slv,m,2011,63.099998474121094
slv,f,2011,51.70000076293945
slv,mf,2012,58.20000076293945
slv,m,2012,62.900001525878906
slv,f,2012,51.599998474121094
slv,mf,2013,53.5
slv,m,2013,62.400001525878906
slv,f,2013,41.400001525878906
gnq,mf,1983,21.100000381469727
gnq,m,1983,30.700000762939453
gnq,f,1983,6.0
est,mf,1989,97.5999984741211
est,m,1989,97.80000305175781
est,f,1989,97.30000305175781
est,mf,1990,96.69999694824219
est,m,1990,96.69999694824219
est,f,1990,96.69999694824219
est,mf,1991,95.69999694824219
est,m,1991,95.0999984741211
est,f,1991,96.30000305175781
est,mf,1992,93.80000305175781
est,m,1992,92.5
est,f,1992,95.30000305175781
est,mf,1993,91.69999694824219
est,m,1993,89.69999694824219
est,f,1993,94.0
est,mf,1994,90.9000015258789
est,m,1994,88.5
est,f,1994,93.69999694824219
est,mf,1995,93.0999984741211
est,m,1995,91.0999984741211
est,f,1995,95.19999694824219
est,mf,1996,92.5
est,m,1996,90.19999694824219
est,f,1996,95.0
est,mf,1997,92.19999694824219
est,m,1997,89.4000015258789
est,f,1997,95.0
est,mf,1998,91.19999694824219
est,m,1998,88.69999694824219
est,f,1998,93.80000305175781
est,mf,1999,91.0999984741211
est,m,1999,88.80000305175781
est,f,1999,93.5
est,mf,2000,91.9000015258789
est,m,2000,90.19999694824219
est,f,2000,93.69999694824219
est,mf,2001,92.5999984741211
est,m,2001,89.69999694824219
est,f,2001,95.80000305175781
est,mf,2002,93.19999694824219
est,m,2002,90.80000305175781
est,f,2002,95.69999694824219
est,mf,2003,91.69999694824219
est,m,2003,88.80000305175781
est,f,2003,94.69999694824219
est,mf,2004,90.19999694824219
est,m,2004,85.9000015258789
est,f,2004,94.5999984741211
est,mf,2005,92.0999984741211
est,m,2005,89.0
est,f,2005,95.0999984741211
est,mf,2006,91.9000015258789
est,m,2006,88.5999984741211
est,f,2006,95.19999694824219
est,mf,2007,90.80000305175781
est,m,2007,87.30000305175781
est,f,2007,94.5
est,mf,2008,92.0999984741211
est,m,2008,89.30000305175781
est,f,2008,95.0999984741211
est,mf,2009,91.69999694824219
est,m,2009,88.4000015258789
est,f,2009,94.80000305175781
est,mf,2010,91.5
est,m,2010,88.30000305175781
est,f,2010,94.69999694824219
est,mf,2011,91.30000305175781
est,m,2011,87.80000305175781
est,f,2011,94.80000305175781
est,mf,2012,91.0999984741211
est,m,2012,87.5
est,f,2012,94.9000015258789
est,mf,2013,90.9000015258789
est,m,2013,87.69999694824219
est,f,2013,94.0999984741211
est,mf,2014,90.9000015258789
est,m,2014,87.5999984741211
est,f,2014,94.30000305175781
eth,mf,1981,1.399999976158142
eth,m,1981,2.0
eth,f,1981,0.30000001192092896
eth,mf,1987,3.299999952316284
eth,m,1987,4.300000190734863
eth,f,1987,2.0
eth,mf,1994,5.699999809265137
eth,m,1994,7.0
eth,f,1994,4.0
eth,mf,1999,8.199999809265137
eth,m,1999,9.5
eth,f,1999,6.400000095367432
eth,mf,2005,7.900000095367432
eth,m,2005,9.300000190734863
eth,f,2005,6.199999809265137
eth,mf,2006,46.29999923706055
eth,m,2006,49.29999923706055
eth,f,2006,42.70000076293945
eth,mf,2009,51.400001525878906
eth,m,2009,53.599998474121094
eth,f,2009,48.400001525878906
eth,mf,2010,50.79999923706055
eth,m,2010,52.29999923706055
eth,f,2010,48.79999923706055
eth,mf,2011,49.5
eth,m,2011,52.5
eth,f,2011,45.599998474121094
eth,mf,2012,50.099998474121094
eth,m,2012,52.5
eth,f,2012,47.0
eth,mf,2013,10.0
eth,m,2013,11.899999618530273
eth,f,2013,7.800000190734863
flk,mf,2013,87.30000305175781
flk,m,2013,86.0999984741211
flk,f,2013,88.9000015258789
fji,mf,2002,58.20000076293945
fji,m,2002,59.70000076293945
fji,f,2002,54.79999923706055
fji,mf,2004,59.400001525878906
fji,m,2004,59.79999923706055
fji,f,2004,58.29999923706055
fji,mf,2005,58.599998474121094
fji,m,2005,59.400001525878906
fji,f,2005,56.599998474121094
fji,mf,2007,63.599998474121094
fji,m,2007,64.9000015258789
fji,f,2007,61.0
fji,mf,2008,58.099998474121094
fji,m,2008,58.900001525878906
fji,f,2008,56.400001525878906
fin,mf,1980,82.80000305175781
fin,m,1980,81.30000305175781
fin,f,1980,84.5999984741211
fin,mf,1981,83.4000015258789
fin,m,1981,81.5999984741211
fin,f,1981,85.30000305175781
fin,mf,1982,83.69999694824219
fin,m,1982,81.5999984741211
fin,f,1982,85.9000015258789
fin,mf,1983,83.80000305175781
fin,m,1983,81.4000015258789
fin,f,1983,86.4000015258789
fin,mf,1984,84.19999694824219
fin,m,1984,82.0
fin,f,1984,86.5999984741211
fin,mf,1985,85.0999984741211
fin,m,1985,82.69999694824219
fin,f,1985,87.69999694824219
fin,mf,1986,85.0999984741211
fin,m,1986,82.19999694824219
fin,f,1986,88.30000305175781
fin,mf,1987,84.5999984741211
fin,m,1987,81.4000015258789
fin,f,1987,88.0
fin,mf,1988,84.80000305175781
fin,m,1988,81.30000305175781
fin,f,1988,88.69999694824219
fin,mf,1989,84.19999694824219
fin,m,1989,80.19999694824219
fin,f,1989,88.5
fin,mf,1990,84.4000015258789
fin,m,1990,80.5
fin,f,1990,88.5999984741211
fin,mf,1991,84.69999694824219
fin,m,1991,80.5
fin,f,1991,89.0999984741211
fin,mf,1992,84.30000305175781
fin,m,1992,79.5
fin,f,1992,89.30000305175781
fin,mf,1993,84.0
fin,m,1993,79.0
fin,f,1993,89.19999694824219
fin,mf,1994,83.80000305175781
fin,m,1994,78.9000015258789
fin,f,1994,88.9000015258789
fin,mf,1995,84.19999694824219
fin,m,1995,79.5999984741211
fin,f,1995,89.0
fin,mf,1996,83.4000015258789
fin,m,1996,78.4000015258789
fin,f,1996,88.80000305175781
fin,mf,1997,84.5
fin,m,1997,79.19999694824219
fin,f,1997,90.4000015258789
fin,mf,1998,85.4000015258789
fin,m,1998,80.19999694824219
fin,f,1998,91.19999694824219
fin,mf,1999,86.19999694824219
fin,m,1999,82.4000015258789
fin,f,1999,90.4000015258789
fin,mf,2000,86.5
fin,m,2000,82.30000305175781
fin,f,2000,91.0999984741211
fin,mf,2001,87.0
fin,m,2001,83.30000305175781
fin,f,2001,91.0999984741211
fin,mf,2002,87.0999984741211
fin,m,2002,83.5
fin,f,2002,91.0
fin,mf,2003,87.19999694824219
fin,m,2003,83.5
fin,f,2003,91.19999694824219
fin,mf,2004,87.5
fin,m,2004,83.69999694824219
fin,f,2004,91.69999694824219
fin,mf,2005,87.30000305175781
fin,m,2005,83.5
fin,f,2005,91.5
fin,mf,2006,87.0999984741211
fin,m,2006,83.0
fin,f,2006,91.5
fin,mf,2007,87.4000015258789
fin,m,2007,83.4000015258789
fin,f,2007,91.80000305175781
fin,mf,2008,87.19999694824219
fin,m,2008,83.30000305175781
fin,f,2008,91.4000015258789
fin,mf,2009,86.4000015258789
fin,m,2009,82.0
fin,f,2009,91.0
fin,mf,2010,86.5999984741211
fin,m,2010,82.4000015258789
fin,f,2010,91.0
fin,mf,2011,86.5999984741211
fin,m,2011,82.4000015258789
fin,f,2011,91.19999694824219
fin,mf,2012,86.4000015258789
fin,m,2012,82.0
fin,f,2012,91.0999984741211
fin,mf,2013,86.5999984741211
fin,m,2013,82.19999694824219
fin,f,2013,91.19999694824219
fin,mf,2014,86.0
fin,m,2014,81.5999984741211
fin,f,2014,90.69999694824219
fra,mf,1980,83.69999694824219
fra,m,1980,82.69999694824219
fra,f,1980,85.4000015258789
fra,mf,1981,83.9000015258789
fra,m,1981,82.9000015258789
fra,f,1981,85.5
fra,mf,1982,84.30000305175781
fra,m,1982,83.30000305175781
fra,f,1982,85.69999694824219
fra,mf,1983,82.9000015258789
fra,m,1983,81.9000015258789
fra,f,1983,84.30000305175781
fra,mf,1984,82.5999984741211
fra,m,1984,81.4000015258789
fra,f,1984,84.19999694824219
fra,mf,1985,83.19999694824219
fra,m,1985,81.80000305175781
fra,f,1985,85.0
fra,mf,1986,83.4000015258789
fra,m,1986,81.69999694824219
fra,f,1986,85.5999984741211
fra,mf,1987,83.69999694824219
fra,m,1987,81.9000015258789
fra,f,1987,86.0999984741211
fra,mf,1988,83.80000305175781
fra,m,1988,81.9000015258789
fra,f,1988,86.5
fra,mf,1989,84.5
fra,m,1989,82.5999984741211
fra,f,1989,87.19999694824219
fra,mf,1990,84.30000305175781
fra,m,1990,82.0999984741211
fra,f,1990,87.30000305175781
fra,mf,1991,84.69999694824219
fra,m,1991,82.5999984741211
fra,f,1991,87.5
fra,mf,1992,84.9000015258789
fra,m,1992,82.69999694824219
fra,f,1992,87.80000305175781
fra,mf,1993,85.80000305175781
fra,m,1993,83.5
fra,f,1993,88.80000305175781
fra,mf,1994,85.9000015258789
fra,m,1994,83.4000015258789
fra,f,1994,89.0
fra,mf,1995,86.4000015258789
fra,m,1995,84.0
fra,f,1995,89.30000305175781
fra,mf,1996,86.80000305175781
fra,m,1996,84.19999694824219
fra,f,1996,90.0
fra,mf,1997,87.0
fra,m,1997,84.5
fra,f,1997,90.19999694824219
fra,mf,1998,87.5
fra,m,1998,84.9000015258789
fra,f,1998,90.80000305175781
fra,mf,1999,87.80000305175781
fra,m,1999,85.19999694824219
fra,f,1999,91.0999984741211
fra,mf,2000,88.5999984741211
fra,m,2000,86.0
fra,f,2000,91.69999694824219
fra,mf,2001,89.0999984741211
fra,m,2001,86.69999694824219
fra,f,2001,92.0999984741211
fra,mf,2002,89.19999694824219
fra,m,2002,86.69999694824219
fra,f,2002,92.30000305175781
fra,mf,2003,88.5
fra,m,2003,85.5999984741211
fra,f,2003,91.9000015258789
fra,mf,2004,89.0
fra,m,2004,86.19999694824219
fra,f,2004,92.19999694824219
fra,mf,2005,89.0999984741211
fra,m,2005,86.0999984741211
fra,f,2005,92.5999984741211
fra,mf,2006,88.5999984741211
fra,m,2006,85.5
fra,f,2006,92.19999694824219
fra,mf,2007,89.0
fra,m,2007,85.80000305175781
fra,f,2007,92.5999984741211
fra,mf,2008,89.4000015258789
fra,m,2008,86.5
fra,f,2008,92.5999984741211
fra,mf,2009,89.0
fra,m,2009,85.69999694824219
fra,f,2009,92.69999694824219
fra,mf,2010,88.5
fra,m,2010,84.9000015258789
fra,f,2010,92.4000015258789
fra,mf,2011,88.30000305175781
fra,m,2011,84.80000305175781
fra,f,2011,92.19999694824219
fra,mf,2012,88.5
fra,m,2012,85.0999984741211
fra,f,2012,92.30000305175781
fra,mf,2013,88.80000305175781
fra,m,2013,85.5
fra,f,2013,92.30000305175781
fra,mf,2014,88.5
fra,m,2014,85.4000015258789
fra,f,2014,91.9000015258789
guf,mf,2001,87.9000015258789
guf,mf,2002,87.80000305175781
guf,mf,2003,87.0999984741211
guf,mf,2004,86.0999984741211
guf,mf,2005,87.0
guf,mf,2006,84.5999984741211
guf,mf,2007,84.69999694824219
guf,mf,2008,85.30000305175781
guf,mf,2009,85.4000015258789
guf,mf,2010,83.0999984741211
guf,mf,2011,83.0
guf,mf,2012,82.69999694824219
pyf,mf,1996,76.0999984741211
pyf,m,1996,72.9000015258789
pyf,f,1996,81.30000305175781
pyf,mf,2002,80.5999984741211
pyf,m,2002,78.69999694824219
pyf,f,2002,83.5999984741211
pyf,mf,2007,84.0999984741211
pyf,m,2007,81.69999694824219
pyf,f,2007,87.5999984741211
gab,mf,1993,45.20000076293945
gab,m,1993,58.599998474121094
gab,f,1993,29.200000762939453
gab,mf,2005,44.79999923706055
gab,m,2005,52.20000076293945
gab,f,2005,34.5
gab,mf,2010,65.4000015258789
gab,m,2010,69.0999984741211
gab,f,2010,59.5
gmb,mf,2012,23.5
gmb,m,2012,30.600000381469727
gmb,f,2012,14.600000381469727
geo,mf,1998,43.20000076293945
geo,m,1998,42.900001525878906
geo,f,1998,43.5
geo,mf,1999,42.20000076293945
geo,m,1999,42.79999923706055
geo,f,1999,41.599998474121094
geo,mf,2000,37.20000076293945
geo,m,2000,37.5
geo,f,2000,36.900001525878906
geo,mf,2001,34.900001525878906
geo,m,2001,34.79999923706055
geo,f,2001,35.0
geo,mf,2002,35.400001525878906
geo,m,2002,34.900001525878906
geo,f,2002,35.900001525878906
geo,mf,2003,34.099998474121094
geo,m,2003,33.79999923706055
geo,f,2003,34.400001525878906
geo,mf,2004,33.70000076293945
geo,m,2004,32.900001525878906
geo,f,2004,34.599998474121094
geo,mf,2005,34.400001525878906
geo,m,2005,34.29999923706055
geo,f,2005,34.5
geo,mf,2006,34.599998474121094
geo,mf,2007,36.70000076293945
geo,mf,2008,35.70000076293945
geo,m,2008,36.599998474121094
geo,f,2008,34.70000076293945
geo,mf,2009,36.0
geo,m,2009,36.20000076293945
geo,f,2009,35.79999923706055
geo,mf,2010,38.0
geo,m,2010,37.400001525878906
geo,f,2010,38.70000076293945
geo,mf,2011,38.0
geo,m,2011,38.5
geo,f,2011,37.5
geo,mf,2012,38.400001525878906
geo,m,2012,39.599998474121094
geo,f,2012,37.099998474121094
geo,mf,2013,38.400001525878906
geo,m,2013,38.5
geo,f,2013,38.400001525878906
deu,mf,1983,87.4000015258789
deu,m,1983,87.69999694824219
deu,f,1983,86.9000015258789
deu,mf,1984,87.19999694824219
deu,m,1984,87.5
deu,f,1984,86.9000015258789
deu,mf,1985,87.9000015258789
deu,m,1985,87.5999984741211
deu,f,1985,88.5
deu,mf,1986,88.0999984741211
deu,m,1986,87.69999694824219
deu,f,1986,88.69999694824219
deu,mf,1987,88.30000305175781
deu,m,1987,87.9000015258789
deu,f,1987,89.0
deu,mf,1988,88.5
deu,m,1988,88.0999984741211
deu,f,1988,89.0999984741211
deu,mf,1989,88.80000305175781
deu,m,1989,88.19999694824219
deu,f,1989,89.80000305175781
deu,mf,1990,89.0
deu,m,1990,88.0999984741211
deu,f,1990,90.30000305175781
deu,mf,1991,90.30000305175781
deu,m,1991,89.0999984741211
deu,f,1991,92.0999984741211
deu,mf,1992,90.0
deu,m,1992,88.5999984741211
deu,f,1992,91.9000015258789
deu,mf,1993,89.69999694824219
deu,m,1993,88.19999694824219
deu,f,1993,91.69999694824219
deu,mf,1994,89.4000015258789
deu,m,1994,87.69999694824219
deu,f,1994,91.5999984741211
deu,mf,1995,89.30000305175781
deu,m,1995,87.69999694824219
deu,f,1995,91.5
deu,mf,1996,89.4000015258789
deu,m,1996,87.4000015258789
deu,f,1996,92.0
deu,mf,1997,89.0999984741211
deu,m,1997,87.0
deu,f,1997,91.9000015258789
deu,mf,1998,89.0
deu,m,1998,86.9000015258789
deu,f,1998,91.80000305175781
deu,mf,1999,89.19999694824219
deu,m,1999,86.9000015258789
deu,f,1999,92.19999694824219
deu,mf,2000,89.0999984741211
deu,m,2000,86.80000305175781
deu,f,2000,92.19999694824219
deu,mf,2001,88.9000015258789
deu,m,2001,86.80000305175781
deu,f,2001,91.5
deu,mf,2002,88.9000015258789
deu,m,2002,86.69999694824219
deu,f,2002,91.69999694824219
deu,mf,2003,88.5999984741211
deu,m,2003,86.0999984741211
deu,f,2003,91.80000305175781
deu,mf,2004,87.9000015258789
deu,m,2004,85.30000305175781
deu,f,2004,91.19999694824219
deu,mf,2005,87.5999984741211
deu,m,2005,85.19999694824219
deu,f,2005,90.5999984741211
deu,mf,2006,87.9000015258789
deu,m,2006,85.5
deu,f,2006,90.80000305175781
deu,mf,2007,88.0
deu,m,2007,85.69999694824219
deu,f,2007,90.80000305175781
deu,mf,2008,88.30000305175781
deu,m,2008,86.0
deu,f,2008,91.19999694824219
deu,mf,2009,88.4000015258789
deu,m,2009,85.69999694824219
deu,f,2009,91.5999984741211
deu,mf,2010,88.4000015258789
deu,m,2010,85.69999694824219
deu,f,2010,91.5999984741211
deu,mf,2011,88.30000305175781
deu,m,2011,85.5999984741211
deu,f,2011,91.5
deu,mf,2012,88.4000015258789
deu,m,2012,85.69999694824219
deu,f,2012,91.5999984741211
deu,mf,2013,88.80000305175781
deu,m,2013,86.0999984741211
deu,f,2013,91.9000015258789
deu,mf,2014,89.0
deu,m,2014,86.5
deu,f,2014,92.0
gha,mf,2006,19.899999618530273
gha,m,2006,29.700000762939453
gha,f,2006,10.899999618530273
gha,mf,2010,18.200000762939453
gha,m,2010,25.299999237060547
gha,f,2010,11.399999618530273
grc,mf,1980,49.70000076293945
grc,mf,1981,48.20000076293945
grc,m,1981,50.099998474121094
grc,f,1981,43.900001525878906
grc,mf,1982,49.099998474121094
grc,m,1982,50.29999923706055
grc,f,1982,46.5
grc,mf,1983,48.400001525878906
grc,m,1983,50.20000076293945
grc,f,1983,44.70000076293945
grc,mf,1984,49.099998474121094
grc,m,1984,51.0
grc,f,1984,45.20000076293945
grc,mf,1985,49.29999923706055
grc,m,1985,51.099998474121094
grc,f,1985,46.0
grc,mf,1986,49.29999923706055
grc,m,1986,50.900001525878906
grc,f,1986,46.20000076293945
grc,mf,1987,49.900001525878906
grc,m,1987,51.599998474121094
grc,f,1987,46.70000076293945
grc,mf,1988,50.5
grc,m,1988,51.400001525878906
grc,f,1988,48.79999923706055
grc,mf,1989,51.5
grc,m,1989,52.20000076293945
grc,f,1989,50.099998474121094
grc,mf,1990,52.400001525878906
grc,m,1990,52.599998474121094
grc,f,1990,52.0
grc,mf,1991,53.20000076293945
grc,m,1991,52.400001525878906
grc,f,1991,54.70000076293945
grc,mf,1992,52.599998474121094
grc,m,1992,51.79999923706055
grc,f,1992,54.099998474121094
grc,mf,1993,53.29999923706055
grc,m,1993,52.29999923706055
grc,f,1993,55.099998474121094
grc,mf,1994,53.29999923706055
grc,m,1994,52.400001525878906
grc,f,1994,54.79999923706055
grc,mf,1995,53.900001525878906
grc,m,1995,52.599998474121094
grc,f,1995,56.20000076293945
grc,mf,1996,54.29999923706055
grc,m,1996,53.099998474121094
grc,f,1996,56.29999923706055
grc,mf,1997,54.79999923706055
grc,m,1997,53.20000076293945
grc,f,1997,57.599998474121094
grc,mf,1998,56.400001525878906
grc,m,1998,55.099998474121094
grc,f,1998,58.70000076293945
grc,mf,1999,57.900001525878906
grc,m,1999,56.20000076293945
grc,f,1999,60.70000076293945
grc,mf,2000,58.0
grc,m,2000,56.29999923706055
grc,f,2000,61.0
grc,mf,2001,60.400001525878906
grc,m,2001,58.099998474121094
grc,f,2001,64.19999694824219
grc,mf,2002,61.099998474121094
grc,m,2002,58.900001525878906
grc,f,2002,64.69999694824219
grc,mf,2003,61.400001525878906
grc,m,2003,59.29999923706055
grc,f,2003,64.9000015258789
grc,mf,2004,63.79999923706055
grc,m,2004,60.900001525878906
grc,f,2004,68.30000305175781
grc,mf,2005,64.0
grc,m,2005,61.29999923706055
grc,f,2005,68.19999694824219
grc,mf,2006,64.0
grc,m,2006,61.099998474121094
grc,f,2006,68.4000015258789
grc,mf,2007,64.69999694824219
grc,m,2007,61.70000076293945
grc,f,2007,69.30000305175781
grc,mf,2008,65.0
grc,m,2008,62.20000076293945
grc,f,2008,69.30000305175781
grc,mf,2009,64.69999694824219
grc,m,2009,61.5
grc,f,2009,69.5
grc,mf,2010,64.4000015258789
grc,m,2010,61.29999923706055
grc,f,2010,69.0
grc,mf,2011,63.79999923706055
grc,m,2011,60.5
grc,f,2011,68.5999984741211
grc,mf,2012,63.400001525878906
grc,m,2012,59.70000076293945
grc,f,2012,68.5999984741211
grc,mf,2013,63.0
grc,m,2013,59.400001525878906
grc,f,2013,68.0999984741211
grc,mf,2014,64.0
grc,m,2014,60.0
grc,f,2014,69.5999984741211
grd,mf,1991,77.69999694824219
grd,m,1991,74.0
grd,f,1991,83.5999984741211
grd,mf,1996,71.9000015258789
grd,m,1996,71.0999984741211
grd,f,1996,73.0
grd,mf,1998,71.30000305175781
grd,m,1998,68.5999984741211
grd,f,1998,75.19999694824219
glp,mf,2001,82.0
glp,mf,2002,80.80000305175781
glp,mf,2003,81.4000015258789
glp,mf,2004,81.9000015258789
glp,mf,2005,79.5999984741211
glp,mf,2006,80.19999694824219
glp,mf,2007,79.0999984741211
glp,mf,2008,80.4000015258789
glp,mf,2009,79.9000015258789
glp,mf,2010,80.69999694824219
glp,mf,2011,80.0
glp,mf,2012,78.80000305175781
gum,mf,1980,96.80000305175781
gum,mf,1990,94.0
gum,mf,2000,95.5
gum,mf,2002,78.4000015258789
gum,mf,2007,89.9000015258789
gtm,mf,1994,50.20000076293945
gtm,m,1994,46.0
gtm,f,1994,67.80000305175781
gtm,mf,1998,51.29999923706055
gtm,m,1998,56.20000076293945
gtm,f,1998,42.900001525878906
gtm,mf,2000,50.099998474121094
gtm,m,2000,54.20000076293945
gtm,f,2000,43.0
gtm,mf,2002,39.29999923706055
gtm,m,2002,41.599998474121094
gtm,f,2002,35.20000076293945
gtm,mf,2003,44.599998474121094
gtm,m,2003,49.0
gtm,f,2003,37.29999923706055
gtm,mf,2004,45.70000076293945
gtm,m,2004,49.20000076293945
gtm,f,2004,39.20000076293945
gtm,mf,2010,51.20000076293945
gtm,m,2010,56.0
gtm,f,2010,42.599998474121094
gtm,mf,2011,57.0
gtm,m,2011,58.70000076293945
gtm,f,2011,53.599998474121094
gtm,mf,2012,52.79999923706055
gtm,m,2012,59.29999923706055
gtm,f,2012,41.5
gtm,mf,2013,44.5
gtm,m,2013,43.29999923706055
gtm,f,2013,46.5
gin,mf,2009,4.099999904632568
gin,m,2009,6.599999904632568
gin,f,2009,1.5
gin,mf,2010,4.099999904632568
gin,m,2010,6.599999904632568
gin,f,2010,1.5
gin,mf,2011,4.099999904632568
gin,m,2011,6.599999904632568
gin,f,2011,1.5
gin,mf,2012,4.099999904632568
gin,m,2012,6.599999904632568
gin,f,2012,1.5
guy,mf,1992,52.400001525878906
guy,m,1992,52.20000076293945
guy,f,1992,52.900001525878906
hti,mf,1990,18.899999618530273
hti,m,1990,17.399999618530273
hti,f,1990,21.200000762939453
hnd,mf,1990,49.29999923706055
hnd,m,1990,49.5
hnd,f,1990,48.900001525878906
hnd,mf,1991,47.099998474121094
hnd,m,1991,44.79999923706055
hnd,f,1991,52.70000076293945
hnd,mf,1992,50.599998474121094
hnd,m,1992,48.70000076293945
hnd,f,1992,54.900001525878906
hnd,mf,1994,50.400001525878906
hnd,m,1994,48.5
hnd,f,1994,54.70000076293945
hnd,mf,1995,49.400001525878906
hnd,m,1995,48.599998474121094
hnd,f,1995,51.20000076293945
hnd,mf,1996,46.099998474121094
hnd,m,1996,45.20000076293945
hnd,f,1996,47.79999923706055
hnd,mf,1997,46.79999923706055
hnd,m,1997,46.29999923706055
hnd,f,1997,47.70000076293945
hnd,mf,1998,48.0
hnd,m,1998,48.20000076293945
hnd,f,1998,47.599998474121094
hnd,mf,1999,46.79999923706055
hnd,m,1999,48.099998474121094
hnd,f,1999,44.400001525878906
hnd,mf,2001,48.900001525878906
hnd,m,2001,48.20000076293945
hnd,f,2001,50.400001525878906
hnd,mf,2002,46.599998474121094
hnd,m,2002,46.099998474121094
hnd,f,2002,47.599998474121094
hnd,mf,2003,46.0
hnd,m,2003,46.70000076293945
hnd,f,2003,44.70000076293945
hnd,mf,2004,48.20000076293945
hnd,m,2004,47.20000076293945
hnd,f,2004,50.0
hnd,mf,2005,49.900001525878906
hnd,m,2005,48.70000076293945
hnd,f,2005,52.599998474121094
hnd,mf,2006,47.29999923706055
hnd,m,2006,47.599998474121094
hnd,f,2006,46.79999923706055
hnd,mf,2007,47.599998474121094
hnd,m,2007,48.400001525878906
hnd,f,2007,46.0
hnd,mf,2008,48.29999923706055
hnd,m,2008,48.900001525878906
hnd,f,2008,47.0
hnd,mf,2009,45.79999923706055
hnd,m,2009,48.0
hnd,f,2009,41.599998474121094
hnd,mf,2010,44.29999923706055
hnd,m,2010,46.0
hnd,f,2010,41.29999923706055
hkg,mf,1993,88.5999984741211
hkg,m,1993,85.0
hkg,f,1993,94.69999694824219
hkg,mf,1994,89.0999984741211
hkg,m,1994,85.69999694824219
hkg,f,1994,94.69999694824219
hkg,mf,1995,89.19999694824219
hkg,m,1995,85.69999694824219
hkg,f,1995,94.80000305175781
hkg,mf,1996,89.19999694824219
hkg,m,1996,85.4000015258789
hkg,f,1996,95.0
hkg,mf,1997,89.69999694824219
hkg,m,1997,86.0999984741211
hkg,f,1997,95.0999984741211
hkg,mf,1998,89.69999694824219
hkg,m,1998,85.9000015258789
hkg,f,1998,95.19999694824219
hkg,mf,1999,89.19999694824219
hkg,m,1999,85.30000305175781
hkg,f,1999,94.5999984741211
hkg,mf,2000,89.5
hkg,m,2000,85.5
hkg,f,2000,95.0
hkg,mf,2001,88.0999984741211
hkg,m,2001,83.4000015258789
hkg,f,2001,94.19999694824219
